miRNA,SRR11022212,SRR11022213,SRR11022225,SRR11022226,SRR11022231,SRR11022233,SRR11022234,SRR11022235,SRR11022237,SRR11022239
hsa-miR-17-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.93
hsa-miR-181a-2-3p,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0
hsa-miR-181a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0
hsa-miR-181b-5p,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-18a-5p,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.55,0.0
hsa-miR-193a-3p,0.0,0.28,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-197-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0
hsa-miR-197-5p,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-20a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.8
hsa-miR-21-3p,0.63,0.28,0.89,0.0,0.0,0.0,0.0,0.0,0.96,2.54
hsa-miR-21-5p,0.45,0.75,3.4,1.37,0.28,0.37,0.2,0.23,0.27,0.8
hsa-miR-223-5p,0.9,0.28,0.65,0.44,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26b-3p,0.54,3.21,3.16,0.25,0.19,0.37,0.3,0.12,0.0,0.13
hsa-miR-26b-5p,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0
hsa-miR-28-3p,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.13
hsa-miR-30c-1-3p,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30c-5p,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0
hsa-miR-30e-3p,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-331-5p,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-342-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0
hsa-miR-342-5p,0.09,0.28,0.0,0.06,0.75,0.37,0.2,0.81,0.0,0.0
hsa-miR-345-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27
hsa-miR-3609,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.12,0.0,0.0
hsa-miR-378a-3p,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.13
hsa-miR-409-5p,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-423-3p,0.0,0.0,0.08,0.0,0.09,0.0,0.0,0.0,0.0,0.0
hsa-miR-4279,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4444,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
hsa-miR-4449,0.0,0.0,0.08,0.06,0.0,0.0,0.0,0.12,0.0,0.0
hsa-miR-4492,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0
hsa-miR-4508,0.0,0.0,0.0,0.0,0.0,5.36,0.0,0.0,0.0,0.0
hsa-miR-455-5p,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4661-3p,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4679,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-500a-3p,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-500a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
hsa-miR-501-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0
hsa-miR-5588-5p,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-660-5p,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-665,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-671-3p,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.14,0.0
hsa-miR-6801-3p,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0
hsa-miR-7111-3p,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0
hsa-miR-877-3p,0.09,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-877-5p,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-92a-1-5p,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-92a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13
hsa-mir-3143-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0
hsa-mir-3648-2-5p,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-3661-5p,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4444-2-3p,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-451b-5p,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-650-5p,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0
