miRNA,SRR15107913,SRR15107914,SRR15107915,SRR15107916,SRR15107917,SRR15107918,SRR15107919,SRR15107920,SRR15107921,SRR15107922,SRR15107923,SRR15107924,SRR15107925,SRR15107926,SRR15107927,SRR15107928,SRR15107929,SRR15107930
hsa-miR-1-3p,6.0,0.0,2.0,0.0,4.0,9.0,0.0,2.0,0.0,0.0,4.0,0.0,2.0,1.0,7.0,1.0,14.0,0.0
hsa-miR-100-5p,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-101-3p,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,1.0,3.0,1.0,0.0
hsa-miR-101-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
hsa-miR-10393-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10393-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-10395-3p,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-103a-2-5p,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,4.0,0.0,4.0,9.0,0.0,2.0,1.0,0.0,7.0,8.0,10.0,11.0,2.0,0.0,15.0,10.0,1.0,24.0
hsa-miR-10401-3p,3.0,0.0,1.0,6.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,1.0,3.0,5.0,5.0,0.0,2.0,4.0
hsa-miR-106a-5p,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106b-3p,7.0,2.0,11.0,18.0,0.0,1.0,1.0,0.0,10.0,18.0,4.0,0.0,4.0,11.0,28.0,23.0,14.0,19.0
hsa-miR-106b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-107,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0
hsa-miR-10a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-10a-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-10b-3p,7.0,9.0,2.0,11.0,18.0,7.0,8.0,4.0,3.0,4.0,6.0,4.0,12.0,5.0,3.0,11.0,12.0,7.0
hsa-miR-10b-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-11400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1185-1-3p,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-12114,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,40.0,32.0,43.0,95.0,111.0,64.0,69.0,58.0,66.0,80.0,76.0,209.0,60.0,93.0,61.0,94.0,170.0,210.0
hsa-miR-122-3p,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
hsa-miR-122-5p,207.0,43.0,544.0,1141.0,233.0,158.0,794.0,131.0,479.0,474.0,779.0,634.0,1922.0,2657.0,1091.0,1177.0,640.0,4432.0
hsa-miR-1224-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-1226-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-1227-3p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-5p,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,1.0,1.0,0.0,5.0,3.0,0.0,0.0,1.0,1.0,7.0,1.0,2.0,0.0,2.0,0.0,1.0,10.0,1.0
hsa-miR-1233-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1237-5p,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1246,6.0,2.0,8.0,8.0,11.0,1.0,7.0,1.0,5.0,19.0,6.0,8.0,10.0,25.0,4.0,1.0,5.0,9.0
hsa-miR-1249-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1255a,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255b-5p,5.0,3.0,5.0,6.0,1.0,4.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,6.0
hsa-miR-125a-3p,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,10.0,0.0,4.0,0.0
hsa-miR-125a-5p,14.0,2.0,14.0,38.0,27.0,6.0,0.0,1.0,7.0,16.0,7.0,9.0,11.0,23.0,23.0,10.0,7.0,17.0
hsa-miR-125b-5p,6.0,0.0,2.0,3.0,2.0,8.0,0.0,0.0,5.0,6.0,2.0,6.0,5.0,6.0,4.0,5.0,0.0,16.0
hsa-miR-126-3p,19.0,3.0,10.0,23.0,17.0,11.0,1.0,8.0,4.0,31.0,22.0,20.0,6.0,37.0,19.0,12.0,34.0,23.0
hsa-miR-126-5p,430.0,14.0,50.0,332.0,190.0,134.0,15.0,64.0,57.0,552.0,47.0,136.0,85.0,250.0,304.0,42.0,264.0,111.0
hsa-miR-1260b,4.0,0.0,1.0,2.0,5.0,1.0,2.0,0.0,2.0,7.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0
hsa-miR-1262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-1268b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
hsa-miR-127-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1273h-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-1273h-5p,11.0,2.0,9.0,12.0,7.0,3.0,5.0,5.0,7.0,13.0,14.0,14.0,1.0,19.0,18.0,0.0,9.0,18.0
hsa-miR-1275,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1277-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-128-1-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-3p,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,0.0,3.0,2.0,0.0,3.0,0.0
hsa-miR-1285-3p,6.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0
hsa-miR-1285-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,4.0,1.0,2.0
hsa-miR-1287-3p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1287-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1290,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
hsa-miR-1292-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0
hsa-miR-1294,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0
hsa-miR-1301-3p,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,3.0,2.0,2.0,0.0,0.0,2.0,0.0
hsa-miR-1302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-1303,5.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1304-5p,3.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,3.0,1.0
hsa-miR-1306-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
hsa-miR-1306-5p,0.0,0.0,2.0,1.0,6.0,3.0,0.0,0.0,1.0,8.0,4.0,3.0,0.0,0.0,3.0,3.0,3.0,1.0
hsa-miR-1307-3p,7.0,0.0,1.0,3.0,8.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,7.0,2.0,5.0,0.0,5.0,7.0
hsa-miR-130a-3p,30.0,2.0,36.0,35.0,14.0,25.0,3.0,5.0,14.0,20.0,29.0,21.0,3.0,43.0,28.0,7.0,57.0,29.0
hsa-miR-130b-3p,20.0,0.0,23.0,43.0,8.0,7.0,2.0,8.0,13.0,24.0,21.0,12.0,6.0,34.0,48.0,18.0,55.0,37.0
hsa-miR-130b-5p,2.0,0.0,0.0,2.0,11.0,1.0,1.0,0.0,0.0,14.0,0.0,2.0,0.0,3.0,2.0,0.0,3.0,7.0
hsa-miR-132-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0
hsa-miR-1323,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-134-5p,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,7.0
hsa-miR-1343-3p,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
hsa-miR-135a-5p,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-139-3p,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0
hsa-miR-139-5p,6.0,4.0,5.0,14.0,5.0,6.0,5.0,0.0,10.0,15.0,12.0,2.0,6.0,15.0,25.0,1.0,21.0,9.0
hsa-miR-140-3p,48.0,1.0,20.0,114.0,12.0,4.0,8.0,1.0,22.0,35.0,21.0,13.0,20.0,37.0,57.0,35.0,67.0,78.0
hsa-miR-140-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
hsa-miR-142-3p,58.0,2.0,16.0,56.0,10.0,4.0,11.0,4.0,26.0,32.0,28.0,8.0,8.0,21.0,57.0,8.0,40.0,47.0
hsa-miR-142-5p,125.0,1.0,75.0,233.0,18.0,47.0,14.0,7.0,40.0,138.0,57.0,40.0,29.0,110.0,247.0,57.0,163.0,117.0
hsa-miR-143-3p,1.0,0.0,2.0,11.0,0.0,3.0,2.0,0.0,1.0,3.0,2.0,4.0,2.0,1.0,5.0,0.0,19.0,2.0
hsa-miR-144-3p,1.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,6.0,5.0,1.0,4.0,0.0
hsa-miR-144-5p,6.0,0.0,3.0,2.0,1.0,2.0,2.0,6.0,0.0,8.0,4.0,2.0,1.0,5.0,4.0,3.0,8.0,2.0
hsa-miR-145-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-145-5p,5.0,1.0,12.0,17.0,2.0,3.0,1.0,0.0,7.0,7.0,1.0,2.0,7.0,5.0,26.0,3.0,17.0,16.0
hsa-miR-1468-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-146a-5p,94.0,1.0,63.0,96.0,45.0,43.0,17.0,20.0,57.0,157.0,40.0,87.0,31.0,94.0,186.0,28.0,139.0,98.0
hsa-miR-146b-5p,9.0,0.0,6.0,5.0,0.0,0.0,2.0,6.0,4.0,8.0,1.0,8.0,2.0,8.0,5.0,0.0,11.0,1.0
hsa-miR-148a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-148b-3p,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,5.0,0.0,2.0
hsa-miR-150-3p,25.0,5.0,49.0,19.0,9.0,4.0,22.0,5.0,16.0,27.0,8.0,14.0,13.0,34.0,20.0,4.0,27.0,22.0
hsa-miR-150-5p,124.0,11.0,115.0,188.0,85.0,49.0,22.0,31.0,43.0,166.0,41.0,45.0,90.0,131.0,122.0,66.0,107.0,87.0
hsa-miR-151a-3p,50.0,1.0,16.0,50.0,30.0,13.0,4.0,4.0,15.0,87.0,7.0,16.0,8.0,33.0,54.0,12.0,34.0,48.0
hsa-miR-151a-5p,14.0,1.0,5.0,14.0,6.0,9.0,3.0,2.0,9.0,23.0,11.0,14.0,3.0,16.0,18.0,1.0,18.0,40.0
hsa-miR-151b,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-152-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-154-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-15a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
hsa-miR-15b-3p,9.0,0.0,0.0,7.0,8.0,2.0,2.0,0.0,1.0,5.0,1.0,0.0,0.0,5.0,2.0,2.0,6.0,1.0
hsa-miR-15b-5p,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
hsa-miR-16-2-3p,1.0,0.0,4.0,8.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,5.0,2.0,0.0,1.0,5.0
hsa-miR-16-5p,32.0,0.0,21.0,112.0,3.0,11.0,1.0,8.0,3.0,16.0,16.0,14.0,11.0,71.0,16.0,36.0,15.0,7.0
hsa-miR-17-3p,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0
hsa-miR-17-5p,12.0,0.0,10.0,29.0,7.0,4.0,2.0,3.0,6.0,13.0,10.0,10.0,6.0,12.0,32.0,17.0,45.0,24.0
hsa-miR-181a-5p,5.0,1.0,0.0,11.0,2.0,3.0,0.0,1.0,0.0,3.0,0.0,3.0,1.0,2.0,5.0,0.0,6.0,4.0
hsa-miR-181b-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-181b-5p,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0
hsa-miR-181c-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0
hsa-miR-181d-3p,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-182-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-183-5p,4.0,0.0,4.0,12.0,1.0,1.0,1.0,1.0,0.0,11.0,2.0,3.0,0.0,9.0,5.0,7.0,7.0,3.0
hsa-miR-184,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1843,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0
hsa-miR-185-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,1.0,0.0
hsa-miR-185-5p,78.0,7.0,100.0,239.0,24.0,69.0,23.0,17.0,53.0,93.0,158.0,51.0,55.0,129.0,120.0,165.0,253.0,201.0
hsa-miR-186-3p,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-186-5p,7.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,6.0,2.0,9.0,2.0
hsa-miR-188-5p,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,6.0,0.0,0.0,0.0,0.0
hsa-miR-18a-3p,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
hsa-miR-18b-3p,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
hsa-miR-18b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-1908-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1908-5p,14.0,3.0,15.0,7.0,9.0,8.0,3.0,3.0,13.0,20.0,9.0,17.0,12.0,27.0,7.0,9.0,16.0,12.0
hsa-miR-1909-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-190a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-190a-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,9.0
hsa-miR-190b-5p,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0
hsa-miR-191-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
hsa-miR-191-5p,418.0,22.0,221.0,481.0,211.0,277.0,178.0,151.0,259.0,793.0,208.0,267.0,85.0,506.0,818.0,139.0,768.0,543.0
hsa-miR-1910-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0
hsa-miR-1914-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
hsa-miR-1915-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-192-5p,2.0,0.0,0.0,9.0,0.0,0.0,4.0,1.0,4.0,6.0,6.0,4.0,1.0,3.0,1.0,5.0,4.0,14.0
hsa-miR-193a-5p,67.0,4.0,77.0,152.0,86.0,27.0,44.0,6.0,137.0,101.0,79.0,47.0,130.0,135.0,136.0,48.0,90.0,389.0
hsa-miR-193b-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-193b-5p,23.0,6.0,86.0,25.0,56.0,26.0,17.0,15.0,111.0,116.0,64.0,47.0,167.0,121.0,59.0,54.0,32.0,274.0
hsa-miR-194-3p,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
hsa-miR-194-5p,2.0,1.0,7.0,2.0,1.0,3.0,0.0,2.0,0.0,8.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,6.0
hsa-miR-195-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-196a-1-3p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-196b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-197-3p,3.0,0.0,2.0,1.0,6.0,2.0,1.0,4.0,1.0,1.0,0.0,2.0,0.0,2.0,5.0,0.0,6.0,1.0
hsa-miR-197-5p,1.0,0.0,7.0,2.0,4.0,0.0,2.0,0.0,2.0,6.0,3.0,3.0,4.0,8.0,4.0,7.0,3.0,8.0
hsa-miR-1972,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1976,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-199a-3p,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,3.0,0.0
hsa-miR-199a-5p,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,1.0,2.0,0.0,4.0,8.0
