miRNA,SRR22777518,SRR22777519,SRR22777520,SRR22777521,SRR22777522,SRR22777523,SRR22777524,SRR22777525,SRR22777526,SRR22777527,SRR22777528,SRR22777529,SRR22777530,SRR22777531,SRR22777532,SRR22777533,SRR22777534,SRR22777535,SRR22777536,SRR22777537,SRR22777538,SRR22777539,SRR22777540,SRR22777541,SRR22777542,SRR22777543,SRR22777544,SRR22777545,SRR22777546
hsa-miR-103a-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-2-5p,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,1.0
hsa-miR-103a-3p,643.0,3458.0,47478.0,36203.0,22668.0,21792.0,3936.0,1118.0,138760.0,67689.0,20250.0,6728.0,5854.0,4170.0,29226.0,58159.0,2905.0,102245.0,52360.0,13826.0,26353.0,28321.0,528.0,53193.0,6399.0,15124.0,11329.0,7875.0,64245.0
hsa-miR-10401-3p,5.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-10401-5p,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10527-5p,5.0,21.0,1.0,13.0,7.0,4.0,3.0,2.0,5.0,5.0,4.0,0.0,0.0,0.0,5.0,17.0,6.0,4.0,3.0,1.0,4.0,11.0,0.0,1.0,6.0,1.0,3.0,0.0,11.0
hsa-miR-106a-3p,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,3.0
hsa-miR-106a-5p,34.0,304.0,84.0,130.0,280.0,16.0,38.0,189.0,476.0,41.0,41.0,9.0,23.0,2.0,67.0,2.0,210.0,23.0,106.0,22.0,62.0,67.0,0.0,98.0,222.0,23.0,77.0,29.0,53.0
hsa-miR-106b-3p,1541.0,13645.0,2082.0,3563.0,6380.0,86.0,1032.0,2328.0,7104.0,3437.0,819.0,963.0,3726.0,563.0,1452.0,4766.0,2011.0,3712.0,1418.0,1195.0,1666.0,11234.0,1005.0,3891.0,4885.0,1260.0,3152.0,2639.0,5218.0
hsa-miR-106b-5p,73.0,978.0,243.0,316.0,575.0,84.0,120.0,321.0,682.0,205.0,109.0,77.0,510.0,46.0,154.0,94.0,209.0,344.0,196.0,262.0,283.0,716.0,95.0,450.0,735.0,312.0,553.0,502.0,484.0
hsa-miR-107,728.0,13553.0,1655.0,6782.0,6406.0,1050.0,3238.0,5887.0,6293.0,3642.0,801.0,1535.0,195.0,173.0,1766.0,2781.0,2839.0,4732.0,1617.0,1.0,4004.0,4741.0,245.0,1657.0,6539.0,2626.0,20200.0,216.0,2185.0
hsa-miR-10a-3p,6.0,29.0,22.0,18.0,57.0,1.0,6.0,38.0,43.0,18.0,9.0,6.0,43.0,4.0,13.0,0.0,7.0,9.0,1.0,0.0,9.0,30.0,0.0,33.0,34.0,10.0,9.0,28.0,23.0
hsa-miR-10a-5p,13535.0,5546.0,8118.0,11338.0,9172.0,1253.0,3578.0,8563.0,6930.0,4143.0,4521.0,19038.0,75205.0,8408.0,4975.0,1877.0,7493.0,7187.0,7749.0,29419.0,7429.0,11384.0,36921.0,14176.0,13417.0,12345.0,23033.0,17239.0,9662.0
hsa-miR-10b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,56.0,3.0,0.0,12.0,1.0,0.0,0.0,75.0,2.0,12.0,62.0,6.0,10.0,12.0,12.0,26.0,8.0
hsa-miR-10b-5p,32561.0,4329.0,2672.0,15709.0,4406.0,1908.0,7163.0,4942.0,2941.0,10324.0,6494.0,178027.0,768562.0,104202.0,13617.0,16801.0,11942.0,4773.0,38220.0,269862.0,27183.0,80618.0,467927.0,66900.0,83342.0,157810.0,144764.0,148005.0,42168.0
hsa-miR-11400,8.0,2160.0,1.0,3.0,3.0,139.0,1.0,2.0,7.0,548.0,151.0,7.0,14.0,0.0,1.0,0.0,23.0,1.0,195.0,0.0,105.0,2.0,0.0,144.0,0.0,0.0,4.0,0.0,1.0
hsa-miR-11401,1.0,32.0,10.0,1.0,6.0,0.0,0.0,0.0,10.0,7.0,5.0,0.0,57.0,9.0,0.0,13.0,8.0,8.0,1.0,21.0,0.0,17.0,0.0,15.0,3.0,0.0,25.0,0.0,8.0
hsa-miR-1179,15.0,171.0,19.0,20.0,44.0,21.0,8.0,49.0,98.0,25.0,12.0,3.0,0.0,0.0,3.0,65.0,39.0,32.0,7.0,0.0,19.0,20.0,0.0,30.0,29.0,7.0,23.0,0.0,41.0
hsa-miR-1180-3p,32.0,37.0,15.0,53.0,20.0,7.0,16.0,13.0,13.0,54.0,9.0,95.0,485.0,81.0,80.0,855.0,45.0,34.0,58.0,167.0,138.0,592.0,164.0,202.0,371.0,171.0,260.0,297.0,182.0
hsa-miR-1185-1-3p,51.0,378.0,46.0,153.0,103.0,104.0,40.0,141.0,53.0,101.0,40.0,4.0,0.0,0.0,8.0,22.0,55.0,100.0,28.0,0.0,22.0,49.0,0.0,85.0,38.0,0.0,96.0,0.0,98.0
hsa-miR-1185-2-3p,13.0,73.0,12.0,25.0,25.0,36.0,1.0,37.0,8.0,24.0,18.0,0.0,0.0,0.0,1.0,0.0,8.0,64.0,4.0,0.0,6.0,7.0,0.0,24.0,7.0,0.0,11.0,0.0,28.0
hsa-miR-1185-5p,1.0,11.0,0.0,6.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-1193,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1197,0.0,27.0,14.0,14.0,1.0,2.0,3.0,10.0,3.0,2.0,3.0,0.0,14.0,0.0,0.0,0.0,1.0,5.0,6.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,9.0,0.0,6.0
hsa-miR-12113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12114,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-12129,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12135,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-12136,90.0,296.0,165.0,175.0,107.0,36.0,64.0,141.0,181.0,80.0,95.0,57.0,74.0,15.0,463.0,624.0,722.0,1164.0,289.0,39.0,76.0,363.0,26.0,59.0,120.0,28.0,158.0,81.0,100.0
hsa-miR-122-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-5p,12772.0,121.0,4615.0,1160.0,51.0,25.0,2220.0,152.0,91.0,218.0,898.0,1201.0,11079.0,838.0,3622.0,123.0,2431.0,53.0,40768.0,1289.0,115.0,157.0,573.0,626.0,111.0,1822.0,468.0,582.0,140.0
hsa-miR-1224-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
hsa-miR-1225-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1225-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1226-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-1226-5p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,20.0,0.0,0.0,0.0,1.0,1.0,0.0
hsa-miR-1227-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-1229-3p,0.0,4.0,0.0,2.0,4.0,0.0,0.0,1.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,2.0,5.0,0.0,0.0,7.0,0.0,5.0,43.0,4.0
hsa-miR-1229-5p,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0
hsa-miR-1233-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1234-3p,0.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1236-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1237-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1238-3p,0.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-124-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1244,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,17.0,2.0,7.0,5.0,4.0,2.0,3.0,7.0,1.0,2.0,8.0,28.0,157.0,11.0,6.0,10.0,33.0,36.0,49.0,7.0,7.0,13.0,9.0,21.0,6.0,47.0,14.0,13.0,13.0
hsa-miR-1247-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1249-3p,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1250-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1250-5p,11.0,115.0,15.0,9.0,31.0,3.0,11.0,10.0,36.0,13.0,4.0,0.0,0.0,0.0,23.0,6.0,18.0,21.0,8.0,0.0,3.0,54.0,0.0,16.0,1.0,0.0,0.0,1.0,11.0
hsa-miR-1255a,9.0,200.0,57.0,67.0,8.0,51.0,22.0,68.0,66.0,29.0,5.0,8.0,11.0,0.0,39.0,33.0,61.0,134.0,16.0,0.0,31.0,43.0,0.0,48.0,64.0,5.0,34.0,35.0,83.0
hsa-miR-1255b-5p,10.0,23.0,13.0,25.0,18.0,4.0,10.0,6.0,11.0,6.0,9.0,15.0,127.0,32.0,8.0,41.0,20.0,18.0,0.0,16.0,12.0,50.0,0.0,46.0,75.0,20.0,41.0,0.0,41.0
hsa-miR-1256,7.0,6.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-1258,2.0,0.0,0.0,1.0,9.0,0.0,5.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,71.0,9.0,123.0,62.0,41.0,32.0,24.0,72.0,40.0,4.0,35.0,8.0,191.0,1.0,36.0,80.0,88.0,26.0,103.0,38.0,29.0,191.0,30.0,36.0,89.0,41.0,55.0,110.0,23.0
hsa-miR-125a-5p,1165.0,254.0,1914.0,424.0,364.0,249.0,386.0,928.0,774.0,180.0,558.0,858.0,3027.0,380.0,530.0,145.0,1345.0,281.0,1533.0,1237.0,916.0,1544.0,1098.0,610.0,1722.0,677.0,1155.0,784.0,515.0
hsa-miR-125b-1-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,13.0,0.0,6.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0
hsa-miR-125b-2-3p,3.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0
hsa-miR-125b-5p,0.0,2.0,7.0,3.0,2.0,2.0,2.0,11.0,3.0,3.0,2.0,4.0,60.0,0.0,2.0,0.0,6.0,1.0,0.0,25.0,4.0,10.0,0.0,3.0,7.0,8.0,22.0,0.0,10.0
hsa-miR-126-3p,1939.0,10018.0,3168.0,1812.0,3914.0,384.0,1579.0,3539.0,11130.0,2313.0,883.0,592.0,2507.0,104.0,603.0,757.0,1491.0,2415.0,1529.0,807.0,1215.0,2213.0,764.0,2752.0,1517.0,396.0,2008.0,678.0,2688.0
hsa-miR-126-5p,29294.0,33765.0,30259.0,20772.0,23688.0,3685.0,19735.0,30863.0,25996.0,14020.0,11420.0,9506.0,45107.0,3450.0,8386.0,8966.0,13867.0,28042.0,19479.0,16375.0,15451.0,28000.0,16174.0,28617.0,18652.0,9383.0,32486.0,23766.0,30987.0
hsa-miR-1260b,25.0,156.0,41.0,25.0,156.0,4.0,14.0,62.0,165.0,19.0,5.0,15.0,14.0,0.0,11.0,50.0,21.0,29.0,5.0,0.0,10.0,94.0,0.0,14.0,12.0,0.0,4.0,0.0,21.0
hsa-miR-1262,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,1.0,0.0,3.0,0.0,4.0
hsa-miR-1265,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1266-5p,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
