miRNA,SRR10029319,SRR10029320,SRR10029321,SRR10029322,SRR10029323
hsa-miR-1287-5p,0.0,4.0,0.0,0.0,1.0
hsa-miR-129-2-3p,1.0,0.0,0.0,6.0,5.0
hsa-miR-129-5p,47.0,80.0,2.0,17.0,46.0
hsa-miR-1290,2.0,0.0,1.0,3.0,0.0
hsa-miR-1291,1.0,4.0,0.0,0.0,0.0
hsa-miR-1292-5p,2.0,1.0,0.0,0.0,0.0
hsa-miR-1299,0.0,1.0,1.0,0.0,0.0
hsa-miR-1301-3p,8.0,0.0,0.0,0.0,0.0
hsa-miR-1303,3.0,0.0,1.0,0.0,0.0
hsa-miR-1306-5p,0.0,0.0,0.0,0.0,1.0
hsa-miR-1307-3p,125.0,78.0,6.0,0.0,3.0
hsa-miR-1307-5p,0.0,2.0,0.0,1.0,0.0
hsa-miR-130a-3p,0.0,0.0,0.0,10.0,2.0
hsa-miR-130b-3p,0.0,0.0,0.0,0.0,1.0
hsa-miR-130b-5p,11.0,0.0,1.0,0.0,0.0
hsa-miR-132-3p,22.0,9.0,1.0,72.0,13.0
hsa-miR-132-5p,0.0,0.0,1.0,21.0,15.0
hsa-miR-133a-3p,0.0,0.0,0.0,0.0,2.0
hsa-miR-134-5p,95.0,86.0,9.0,12.0,0.0
hsa-miR-1343-3p,2.0,4.0,0.0,0.0,0.0
hsa-miR-135a-2-3p,0.0,0.0,0.0,1.0,0.0
hsa-miR-136-3p,1.0,0.0,0.0,1.0,1.0
hsa-miR-136-5p,2.0,4.0,0.0,0.0,0.0
hsa-miR-137-5p,4.0,1.0,1.0,0.0,0.0
hsa-miR-138-1-3p,0.0,0.0,1.0,0.0,0.0
hsa-miR-138-5p,4.0,0.0,2.0,16.0,0.0
hsa-miR-139-5p,0.0,0.0,0.0,0.0,2.0
hsa-miR-140-3p,16.0,4.0,3.0,237.0,77.0
hsa-miR-140-5p,0.0,0.0,0.0,7.0,2.0
hsa-miR-142-5p,0.0,0.0,0.0,0.0,1.0
hsa-miR-143-3p,535.0,217.0,30.0,619.0,579.0
hsa-miR-143-5p,7.0,0.0,0.0,11.0,0.0
hsa-miR-145-3p,4.0,0.0,0.0,1.0,16.0
hsa-miR-145-5p,7.0,0.0,4.0,59.0,49.0
hsa-miR-146a-5p,6.0,0.0,1.0,10.0,57.0
hsa-miR-146b-3p,1.0,0.0,0.0,0.0,0.0
hsa-miR-146b-5p,37.0,43.0,5.0,102.0,119.0
hsa-miR-147b-3p,0.0,0.0,0.0,1.0,0.0
hsa-miR-148a-3p,330.0,115.0,34.0,1037.0,1907.0
hsa-miR-148a-5p,0.0,0.0,0.0,2.0,3.0
hsa-miR-148b-3p,16.0,3.0,2.0,23.0,22.0
hsa-miR-148b-5p,0.0,0.0,0.0,0.0,1.0
hsa-miR-149-5p,53.0,23.0,6.0,6.0,4.0
hsa-miR-150-5p,0.0,0.0,0.0,0.0,2.0
hsa-miR-151a-3p,1164.0,711.0,82.0,79.0,20.0
hsa-miR-151a-5p,5.0,2.0,0.0,2.0,3.0
hsa-miR-151b,1.0,0.0,0.0,0.0,3.0
hsa-miR-152-3p,96.0,24.0,8.0,638.0,103.0
hsa-miR-152-5p,1.0,0.0,0.0,0.0,3.0
hsa-miR-1538,1.0,0.0,0.0,0.0,0.0
hsa-miR-154-5p,3.0,0.0,0.0,3.0,0.0
hsa-miR-155-5p,52.0,27.0,3.0,12.0,2.0
hsa-miR-15b-5p,0.0,0.0,0.0,3.0,0.0
hsa-miR-16-2-3p,1.0,1.0,0.0,1.0,0.0
hsa-miR-16-5p,0.0,0.0,0.0,25.0,12.0
hsa-miR-17-5p,1.0,0.0,0.0,17.0,2.0
hsa-miR-181a-2-3p,3.0,3.0,0.0,4.0,0.0
hsa-miR-181a-5p,19.0,7.0,2.0,36.0,41.0
hsa-miR-181b-3p,3.0,29.0,0.0,0.0,1.0
hsa-miR-181b-5p,11.0,12.0,1.0,38.0,4.0
hsa-miR-181c-3p,0.0,0.0,0.0,1.0,2.0
hsa-miR-181c-5p,0.0,0.0,0.0,1.0,0.0
hsa-miR-181d-5p,3.0,0.0,0.0,21.0,6.0
hsa-miR-182-5p,1.0,1.0,0.0,38.0,15.0
hsa-miR-183-5p,0.0,1.0,1.0,32.0,9.0
hsa-miR-184,0.0,12.0,0.0,4.0,2.0
hsa-miR-1843,7.0,0.0,0.0,0.0,1.0
hsa-miR-185-3p,0.0,0.0,0.0,1.0,0.0
hsa-miR-185-5p,20.0,0.0,3.0,76.0,19.0
hsa-miR-186-5p,9.0,2.0,4.0,66.0,18.0
hsa-miR-187-3p,1.0,0.0,0.0,0.0,0.0
hsa-miR-18a-5p,0.0,0.0,0.0,1.0,0.0
hsa-miR-191-5p,107.0,58.0,31.0,1091.0,395.0
hsa-miR-1910-5p,1.0,0.0,0.0,0.0,0.0
hsa-miR-192-5p,7.0,0.0,3.0,19.0,6.0
hsa-miR-193a-3p,0.0,0.0,0.0,3.0,0.0
hsa-miR-193a-5p,34.0,10.0,2.0,6.0,0.0
hsa-miR-193b-3p,4.0,0.0,0.0,17.0,0.0
hsa-miR-193b-5p,1.0,1.0,0.0,3.0,10.0
hsa-miR-194-5p,0.0,0.0,0.0,6.0,3.0
hsa-miR-195-3p,2.0,0.0,0.0,0.0,0.0
hsa-miR-195-5p,1.0,0.0,0.0,0.0,0.0
hsa-miR-196a-3p,0.0,0.0,0.0,0.0,1.0
hsa-miR-196a-5p,0.0,0.0,2.0,361.0,152.0
hsa-miR-196b-5p,0.0,0.0,0.0,42.0,15.0
hsa-miR-197-3p,18.0,18.0,8.0,2.0,5.0
hsa-miR-199a-3p,132.0,27.0,25.0,321.0,107.0
hsa-miR-199a-5p,49.0,14.0,3.0,152.0,149.0
hsa-miR-199b-3p,51.0,4.0,1.0,30.0,269.0
hsa-miR-199b-5p,5.0,0.0,0.0,1.0,2.0
hsa-miR-19b-3p,0.0,0.0,0.0,3.0,1.0
hsa-miR-200c-3p,0.0,0.0,0.0,2.0,1.0
hsa-miR-203a-3p,0.0,0.0,0.0,14.0,9.0
hsa-miR-204-3p,0.0,0.0,0.0,0.0,1.0
hsa-miR-204-5p,0.0,0.0,0.0,0.0,1.0
hsa-miR-205-5p,0.0,0.0,0.0,2.0,1.0
hsa-miR-206,0.0,0.0,1.0,116.0,89.0
hsa-miR-20a-5p,0.0,1.0,0.0,11.0,1.0
hsa-miR-21-3p,4.0,0.0,0.0,3.0,0.0
hsa-miR-21-5p,1517.0,590.0,55.0,2248.0,2111.0
hsa-miR-210-3p,0.0,0.0,0.0,30.0,14.0
hsa-miR-2110,1.0,0.0,0.0,0.0,0.0
hsa-miR-2116-3p,0.0,1.0,0.0,0.0,0.0
hsa-miR-212-3p,1.0,0.0,0.0,1.0,3.0
hsa-miR-212-5p,0.0,0.0,0.0,6.0,5.0
hsa-miR-214-3p,2.0,3.0,1.0,55.0,25.0
hsa-miR-214-5p,0.0,0.0,0.0,0.0,6.0
hsa-miR-218-5p,14.0,2.0,2.0,16.0,9.0
hsa-miR-219a-5p,0.0,0.0,0.0,2.0,0.0
hsa-miR-22-3p,80.0,31.0,10.0,133.0,512.0
hsa-miR-22-5p,4.0,5.0,1.0,21.0,45.0
hsa-miR-221-3p,511.0,128.0,24.0,270.0,141.0
hsa-miR-221-5p,11.0,4.0,2.0,8.0,9.0
hsa-miR-222-3p,1486.0,418.0,69.0,108.0,213.0
hsa-miR-222-5p,1.0,0.0,0.0,1.0,1.0
hsa-miR-223-5p,0.0,0.0,0.0,0.0,1.0
hsa-miR-224-5p,138.0,151.0,8.0,17.0,5.0
hsa-miR-23a-3p,250.0,105.0,44.0,1828.0,488.0
hsa-miR-23b-3p,44.0,17.0,5.0,285.0,61.0
hsa-miR-23b-5p,6.0,4.0,0.0,1.0,0.0
hsa-miR-24-2-5p,10.0,2.0,0.0,9.0,6.0
hsa-miR-24-3p,240.0,46.0,8.0,53.0,246.0
hsa-miR-25-3p,42.0,29.0,10.0,212.0,81.0
hsa-miR-25-5p,0.0,0.0,0.0,1.0,1.0
hsa-miR-2682-5p,15.0,20.0,0.0,2.0,0.0
hsa-miR-26a-5p,361.0,74.0,17.0,922.0,918.0
hsa-miR-26b-5p,6.0,4.0,0.0,20.0,17.0
hsa-miR-27a-3p,50.0,15.0,5.0,75.0,58.0
hsa-miR-27a-5p,7.0,21.0,0.0,4.0,5.0
hsa-miR-27b-3p,118.0,60.0,6.0,250.0,374.0
hsa-miR-27b-5p,0.0,0.0,0.0,3.0,4.0
hsa-miR-28-3p,84.0,29.0,8.0,14.0,2.0
hsa-miR-28-5p,8.0,0.0,0.0,7.0,7.0
hsa-miR-296-3p,1.0,4.0,0.0,0.0,0.0
hsa-miR-299-5p,2.0,0.0,0.0,2.0,0.0
hsa-miR-29a-3p,111.0,12.0,8.0,358.0,302.0
hsa-miR-29a-5p,0.0,0.0,0.0,0.0,1.0
hsa-miR-29b-3p,0.0,0.0,0.0,4.0,0.0
hsa-miR-29c-3p,0.0,0.0,0.0,0.0,1.0
hsa-miR-29c-5p,0.0,0.0,0.0,0.0,1.0
hsa-miR-301b-3p,2.0,0.0,0.0,0.0,0.0
hsa-miR-30a-3p,231.0,175.0,28.0,31.0,30.0
hsa-miR-30a-5p,153.0,34.0,9.0,304.0,104.0
hsa-miR-30b-5p,2.0,0.0,0.0,13.0,5.0
hsa-miR-30c-2-3p,6.0,7.0,0.0,6.0,6.0
hsa-miR-30c-5p,66.0,14.0,8.0,144.0,72.0
hsa-miR-30d-5p,180.0,70.0,14.0,350.0,210.0
hsa-miR-30e-3p,26.0,18.0,2.0,7.0,6.0
hsa-miR-30e-5p,4.0,0.0,1.0,23.0,7.0
hsa-miR-31-3p,0.0,4.0,0.0,1.0,1.0
hsa-miR-31-5p,3.0,3.0,0.0,38.0,5.0
hsa-miR-3117-3p,2.0,0.0,0.0,0.0,0.0
hsa-miR-3126-5p,0.0,2.0,0.0,0.0,0.0
hsa-miR-3129-5p,1.0,0.0,0.0,0.0,0.0
hsa-miR-3143,0.0,0.0,0.0,1.0,0.0
hsa-miR-3148,3.0,0.0,0.0,0.0,0.0
hsa-miR-3175,0.0,1.0,0.0,0.0,0.0
hsa-miR-3176,0.0,2.0,0.0,1.0,0.0
hsa-miR-3177-3p,2.0,0.0,0.0,0.0,0.0
hsa-miR-3178,0.0,0.0,0.0,3.0,0.0
hsa-miR-3180-3p,0.0,0.0,1.0,0.0,0.0
hsa-miR-3182,2.0,10.0,0.0,3.0,0.0
hsa-miR-3195,1.0,0.0,0.0,1.0,0.0
hsa-miR-320a-3p,320.0,176.0,32.0,290.0,501.0
hsa-miR-320a-5p,0.0,0.0,0.0,18.0,0.0
hsa-miR-320b,92.0,65.0,11.0,314.0,361.0
hsa-miR-320c,10.0,3.0,0.0,170.0,201.0
hsa-miR-320d,7.0,2.0,0.0,7.0,36.0
hsa-miR-320e,0.0,0.0,0.0,3.0,1.0
hsa-miR-323a-3p,67.0,28.0,4.0,2.0,1.0
hsa-miR-323a-5p,1.0,0.0,0.0,0.0,0.0
hsa-miR-323b-3p,19.0,0.0,1.0,1.0,0.0
hsa-miR-324-5p,0.0,0.0,0.0,2.0,1.0
hsa-miR-328-3p,75.0,55.0,12.0,69.0,448.0
hsa-miR-329-3p,6.0,2.0,0.0,0.0,0.0
hsa-miR-330-3p,15.0,6.0,3.0,2.0,1.0
hsa-miR-330-5p,1.0,0.0,0.0,2.0,0.0
hsa-miR-331-3p,2.0,0.0,0.0,0.0,0.0
hsa-miR-331-5p,0.0,0.0,0.0,1.0,2.0
hsa-miR-335-3p,12.0,2.0,0.0,1.0,0.0
hsa-miR-335-5p,0.0,0.0,1.0,5.0,2.0
hsa-miR-337-3p,2.0,0.0,0.0,0.0,0.0
hsa-miR-339-3p,1.0,0.0,0.0,3.0,0.0
hsa-miR-339-5p,4.0,1.0,0.0,15.0,2.0
hsa-miR-340-3p,0.0,0.0,0.0,1.0,1.0
hsa-miR-340-5p,0.0,0.0,0.0,3.0,4.0
hsa-miR-342-3p,10.0,7.0,2.0,19.0,6.0
hsa-miR-342-5p,0.0,1.0,0.0,1.0,15.0
hsa-miR-345-5p,0.0,0.0,0.0,1.0,0.0
hsa-miR-34a-5p,1.0,0.0,0.0,0.0,0.0
hsa-miR-34b-3p,0.0,0.0,0.0,3.0,1.0
hsa-miR-34c-5p,1.0,1.0,0.0,8.0,2.0
hsa-miR-3605-3p,0.0,2.0,0.0,0.0,0.0
hsa-miR-3605-5p,1.0,2.0,0.0,0.0,0.0
hsa-miR-361-3p,48.0,31.0,2.0,26.0,24.0
hsa-miR-361-5p,1.0,0.0,0.0,15.0,3.0
hsa-miR-3615,22.0,21.0,0.0,0.0,0.0
hsa-miR-3622a-5p,1.0,0.0,0.0,0.0,0.0
hsa-miR-3648,2.0,5.0,0.0,1.0,0.0
hsa-miR-365a-3p,2.0,0.0,0.0,0.0,3.0
hsa-miR-365a-5p,3.0,1.0,0.0,0.0,1.0
hsa-miR-365b-3p,2.0,0.0,0.0,2.0,5.0
hsa-miR-365b-5p,2.0,3.0,0.0,4.0,2.0
hsa-miR-3665,2.0,0.0,0.0,0.0,0.0
hsa-miR-3679-5p,0.0,0.0,0.0,0.0,1.0
hsa-miR-369-5p,2.0,0.0,0.0,0.0,0.0
hsa-miR-3691-5p,0.0,0.0,1.0,0.0,0.0
hsa-miR-370-3p,176.0,44.0,3.0,12.0,1.0
hsa-miR-370-5p,1.0,0.0,0.0,1.0,0.0
hsa-miR-374b-5p,0.0,0.0,0.0,5.0,2.0
hsa-miR-375-3p,3.0,0.0,0.0,0.0,0.0
hsa-miR-376a-3p,2.0,0.0,1.0,0.0,0.0
hsa-miR-376b-5p,1.0,0.0,0.0,0.0,0.0
hsa-miR-376c-3p,0.0,0.0,0.0,3.0,0.0
hsa-miR-377-5p,1.0,0.0,0.0,1.0,0.0
hsa-miR-378a-3p,65.0,26.0,9.0,193.0,82.0
hsa-miR-378a-5p,0.0,0.0,0.0,1.0,4.0
hsa-miR-378c,0.0,3.0,1.0,14.0,7.0
hsa-miR-378d,0.0,0.0,0.0,1.0,0.0
hsa-miR-378i,0.0,0.0,0.0,0.0,1.0
hsa-miR-379-3p,1.0,0.0,0.0,0.0,0.0
hsa-miR-379-5p,23.0,9.0,0.0,6.0,8.0
hsa-miR-380-5p,1.0,0.0,0.0,0.0,0.0
hsa-miR-381-3p,246.0,58.0,6.0,54.0,7.0
hsa-miR-382-3p,6.0,0.0,1.0,3.0,0.0
hsa-miR-382-5p,71.0,32.0,4.0,8.0,5.0
hsa-miR-3909,6.0,0.0,0.0,1.0,0.0
hsa-miR-3928-3p,1.0,0.0,0.0,0.0,0.0
hsa-miR-3929,0.0,0.0,1.0,0.0,0.0
hsa-miR-3934-5p,1.0,0.0,0.0,0.0,0.0
hsa-miR-3960,1.0,3.0,1.0,3.0,0.0
hsa-miR-409-3p,1034.0,551.0,44.0,25.0,3.0
hsa-miR-409-5p,4.0,0.0,0.0,0.0,1.0
hsa-miR-411-3p,9.0,0.0,0.0,0.0,1.0
hsa-miR-411-5p,7.0,1.0,0.0,1.0,1.0
hsa-miR-412-5p,6.0,0.0,1.0,0.0,1.0
hsa-miR-421,2.0,1.0,0.0,3.0,1.0
hsa-miR-423-3p,228.0,198.0,27.0,174.0,49.0
hsa-miR-423-5p,255.0,161.0,20.0,18.0,3582.0
hsa-miR-424-3p,17.0,4.0,1.0,1.0,2.0
hsa-miR-425-3p,1.0,0.0,0.0,2.0,0.0
hsa-miR-425-5p,4.0,4.0,0.0,32.0,12.0
hsa-miR-4273,0.0,0.0,0.0,1.0,0.0
hsa-miR-4286,0.0,0.0,0.0,0.0,1.0
hsa-miR-431-3p,5.0,11.0,0.0,2.0,0.0
hsa-miR-431-5p,1.0,0.0,0.0,0.0,0.0
hsa-miR-432-5p,173.0,64.0,10.0,7.0,1.0
hsa-miR-4326,6.0,3.0,1.0,1.0,0.0
hsa-miR-433-3p,10.0,7.0,4.0,0.0,2.0
hsa-miR-4429,0.0,0.0,0.0,0.0,1.0
hsa-miR-4435,0.0,0.0,1.0,0.0,0.0
hsa-miR-4443,0.0,0.0,0.0,8.0,6.0
hsa-miR-4449,1.0,0.0,0.0,0.0,0.0
hsa-miR-4470,1.0,0.0,0.0,0.0,0.0
hsa-miR-4473,1.0,0.0,0.0,0.0,0.0
hsa-miR-4488,31.0,21.0,2.0,2.0,2.0
hsa-miR-4492,0.0,0.0,0.0,4.0,1.0
hsa-miR-4497,1.0,6.0,0.0,3.0,0.0
hsa-miR-4508,3.0,9.0,5.0,135.0,52.0
hsa-miR-450a-2-3p,4.0,2.0,0.0,0.0,0.0
hsa-miR-450a-5p,0.0,0.0,0.0,0.0,5.0
hsa-miR-4511,1.0,0.0,0.0,0.0,0.0
hsa-miR-4516,4.0,0.0,0.0,11.0,0.0
hsa-miR-451a,0.0,0.0,0.0,0.0,17.0
hsa-miR-452-5p,0.0,0.0,0.0,5.0,1.0
hsa-miR-455-3p,8.0,1.0,0.0,4.0,0.0
hsa-miR-455-5p,21.0,6.0,2.0,29.0,21.0
hsa-miR-4647,0.0,2.0,0.0,0.0,0.0
hsa-miR-4653-5p,0.0,1.0,0.0,0.0,0.0
hsa-miR-4664-3p,0.0,6.0,0.0,0.0,0.0
hsa-miR-4677-3p,1.0,0.0,0.0,0.0,0.0
hsa-miR-4727-3p,0.0,0.0,0.0,1.0,0.0
hsa-miR-4741,0.0,0.0,0.0,0.0,1.0
hsa-miR-4763-5p,1.0,0.0,0.0,0.0,0.0
hsa-miR-4773,0.0,0.0,0.0,0.0,1.0
hsa-miR-4800-5p,0.0,0.0,0.0,0.0,1.0
hsa-miR-484,19.0,4.0,1.0,39.0,15.0
hsa-miR-485-3p,16.0,6.0,0.0,0.0,0.0
hsa-miR-485-5p,41.0,46.0,2.0,0.0,1.0
hsa-miR-486-5p,0.0,0.0,0.0,4.0,0.0
hsa-miR-487a-5p,1.0,0.0,0.0,0.0,0.0
hsa-miR-487b-3p,3.0,0.0,0.0,0.0,0.0
hsa-miR-490-3p,3.0,0.0,1.0,1.0,0.0
hsa-miR-493-3p,380.0,153.0,21.0,41.0,2.0
hsa-miR-493-5p,112.0,24.0,4.0,9.0,3.0
hsa-miR-494-3p,15.0,0.0,1.0,12.0,2.0
hsa-miR-494-5p,2.0,0.0,0.0,0.0,0.0
hsa-miR-495-3p,61.0,8.0,0.0,16.0,2.0
hsa-miR-496,0.0,0.0,0.0,1.0,0.0
hsa-miR-500a-3p,1.0,0.0,0.0,2.0,0.0
hsa-miR-501-3p,3.0,8.0,0.0,0.0,9.0
hsa-miR-5010-3p,3.0,5.0,1.0,0.0,0.0
hsa-miR-5010-5p,0.0,0.0,0.0,1.0,0.0
hsa-miR-503-5p,19.0,4.0,0.0,3.0,1.0
hsa-miR-505-3p,4.0,0.0,0.0,0.0,2.0
hsa-miR-505-5p,2.0,0.0,0.0,0.0,1.0
hsa-miR-5193,0.0,1.0,0.0,0.0,0.0
hsa-miR-532-3p,0.0,0.0,0.0,0.0,1.0
hsa-miR-532-5p,57.0,25.0,3.0,202.0,142.0
hsa-miR-539-3p,1.0,0.0,0.0,0.0,0.0
hsa-miR-539-5p,0.0,0.0,0.0,1.0,0.0
hsa-miR-541-3p,1.0,0.0,0.0,0.0,0.0
hsa-miR-542-3p,1.0,0.0,0.0,2.0,1.0
hsa-miR-543,561.0,210.0,16.0,5.0,1.0
hsa-miR-548e-3p,2.0,0.0,0.0,0.0,0.0
hsa-miR-548j-5p,1.0,0.0,0.0,0.0,0.0
hsa-miR-548o-3p,2.0,0.0,0.0,1.0,0.0
hsa-miR-548u,4.0,0.0,0.0,0.0,0.0
hsa-miR-5581-3p,1.0,0.0,0.0,0.0,0.0
hsa-miR-574-3p,44.0,12.0,12.0,12.0,3.0
hsa-miR-574-5p,5.0,0.0,1.0,16.0,6.0
hsa-miR-576-3p,1.0,0.0,0.0,1.0,0.0
hsa-miR-584-5p,11.0,2.0,1.0,0.0,0.0
hsa-miR-589-5p,7.0,3.0,0.0,6.0,0.0
hsa-miR-598-3p,0.0,6.0,0.0,0.0,0.0
hsa-miR-615-3p,3.0,20.0,0.0,16.0,47.0
hsa-miR-625-3p,1.0,0.0,0.0,1.0,0.0
hsa-miR-628-3p,1.0,0.0,0.0,0.0,0.0
hsa-miR-629-5p,17.0,9.0,1.0,3.0,2.0
hsa-miR-6515-3p,1.0,0.0,0.0,0.0,0.0
hsa-miR-652-3p,0.0,3.0,1.0,16.0,4.0
hsa-miR-6529-5p,0.0,0.0,0.0,0.0,5.0
hsa-miR-654-3p,63.0,9.0,10.0,4.0,0.0
hsa-miR-654-5p,41.0,20.0,1.0,0.0,2.0
hsa-miR-658,0.0,0.0,0.0,20.0,1.0
hsa-miR-659-5p,1.0,0.0,0.0,0.0,0.0
hsa-miR-663a,2.0,0.0,0.0,0.0,0.0
hsa-miR-664a-3p,0.0,0.0,0.0,1.0,0.0
hsa-miR-664a-5p,5.0,5.0,1.0,2.0,0.0
hsa-miR-665,2.0,0.0,0.0,4.0,0.0
hsa-miR-668-3p,2.0,0.0,0.0,0.0,0.0
hsa-miR-671-3p,37.0,27.0,6.0,3.0,0.0
hsa-miR-671-5p,0.0,0.0,0.0,13.0,0.0
hsa-miR-6716-3p,1.0,2.0,0.0,0.0,0.0
hsa-miR-6727-5p,0.0,4.0,0.0,0.0,0.0
hsa-miR-6747-3p,2.0,2.0,0.0,0.0,0.0
hsa-miR-6772-3p,1.0,1.0,0.0,0.0,0.0
hsa-miR-6791-3p,0.0,0.0,0.0,1.0,0.0
hsa-miR-6803-5p,0.0,0.0,0.0,0.0,1.0
hsa-miR-6808-3p,1.0,0.0,0.0,0.0,0.0
hsa-miR-6809-5p,0.0,1.0,0.0,0.0,0.0
hsa-miR-6842-3p,1.0,1.0,0.0,0.0,0.0
hsa-miR-6855-3p,0.0,1.0,0.0,0.0,0.0
hsa-miR-6875-3p,1.0,0.0,0.0,0.0,0.0
hsa-miR-7-5p,30.0,12.0,4.0,7.0,37.0
hsa-miR-708-3p,3.0,1.0,1.0,6.0,11.0
hsa-miR-708-5p,4.0,0.0,1.0,6.0,6.0
hsa-miR-7108-3p,1.0,0.0,0.0,0.0,0.0
hsa-miR-744-3p,0.0,0.0,0.0,4.0,1.0
hsa-miR-744-5p,44.0,11.0,2.0,33.0,74.0
hsa-miR-758-3p,3.0,1.0,0.0,3.0,0.0
hsa-miR-760,0.0,3.0,1.0,0.0,0.0
hsa-miR-766-5p,0.0,0.0,0.0,1.0,0.0
hsa-miR-769-5p,12.0,4.0,1.0,4.0,2.0
hsa-miR-7704,16.0,22.0,1.0,3.0,0.0
hsa-miR-7706,25.0,26.0,7.0,2.0,2.0
hsa-miR-7845-5p,0.0,1.0,0.0,0.0,0.0
hsa-miR-7846-3p,0.0,1.0,0.0,0.0,0.0
hsa-miR-874-3p,3.0,0.0,1.0,0.0,0.0
hsa-miR-877-3p,0.0,8.0,0.0,0.0,0.0
hsa-miR-889-3p,4.0,2.0,0.0,0.0,0.0
hsa-miR-9-3p,0.0,0.0,0.0,4.0,16.0
hsa-miR-9-5p,1.0,0.0,0.0,6.0,11.0
hsa-miR-92a-3p,228.0,225.0,19.0,213.0,86.0
hsa-miR-92b-3p,88.0,43.0,6.0,1.0,1.0
hsa-miR-92b-5p,5.0,0.0,0.0,1.0,0.0
hsa-miR-93-3p,0.0,0.0,1.0,2.0,1.0
hsa-miR-93-5p,1.0,0.0,0.0,32.0,8.0
hsa-miR-935,0.0,0.0,0.0,1.0,0.0
hsa-miR-937-3p,1.0,0.0,0.0,0.0,0.0
hsa-miR-941,40.0,28.0,2.0,1.0,2.0
hsa-miR-95-3p,1.0,0.0,0.0,0.0,0.0
hsa-miR-96-5p,0.0,0.0,0.0,2.0,1.0
hsa-miR-98-5p,7.0,11.0,2.0,8.0,15.0
hsa-miR-9901,3.0,10.0,2.0,2.0,0.0
hsa-miR-99a-5p,245.0,464.0,33.0,769.0,2271.0
hsa-miR-99b-3p,31.0,32.0,1.0,49.0,25.0
