miRNA,SRR19241179,SRR19241180,SRR19241181,SRR19241182,SRR19241183,SRR19241184,SRR19241185,SRR19241186,SRR19241187
hsa-miR-1304-3p,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1304-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1305,0.0,3.0,1.0,4.0,4.0,0.0,0.0,3.0,0.0
hsa-miR-1306-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1306-5p,1.0,76.0,45.0,108.0,68.0,0.0,0.0,38.0,0.0
hsa-miR-1307-3p,105.0,122.0,269.0,287.0,90.0,126.0,121.0,62.0,177.0
hsa-miR-1307-5p,0.0,49.0,37.0,79.0,37.0,0.0,0.0,29.0,0.0
hsa-miR-130a-3p,1.0,636.0,332.0,930.0,445.0,0.0,0.0,315.0,0.0
hsa-miR-130a-5p,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-130b-3p,0.0,79.0,54.0,100.0,35.0,0.0,0.0,47.0,0.0
hsa-miR-130b-5p,0.0,1.0,14.0,17.0,7.0,0.0,0.0,4.0,0.0
hsa-miR-132-3p,1.0,159.0,39.0,93.0,151.0,1.0,3.0,112.0,0.0
hsa-miR-132-5p,0.0,15.0,3.0,16.0,16.0,0.0,0.0,5.0,0.0
hsa-miR-1323,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-133a-3p,38.0,9524.0,20334.0,21693.0,11504.0,54.0,18.0,5759.0,65.0
hsa-miR-133a-5p,3.0,60.0,77.0,104.0,48.0,6.0,5.0,18.0,4.0
hsa-miR-133b,9.0,2244.0,371.0,339.0,366.0,3.0,17.0,70.0,9.0
hsa-miR-134-3p,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-134-5p,0.0,1047.0,479.0,920.0,701.0,0.0,0.0,521.0,0.0
hsa-miR-1343-3p,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1343-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135b-5p,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-136-3p,0.0,506.0,430.0,522.0,344.0,0.0,0.0,225.0,0.0
hsa-miR-136-5p,89.0,115.0,164.0,164.0,97.0,138.0,42.0,78.0,230.0
hsa-miR-137-3p,0.0,55.0,44.0,127.0,47.0,0.0,0.0,38.0,0.0
hsa-miR-137-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-138-1-3p,0.0,16.0,4.0,14.0,3.0,0.0,0.0,6.0,0.0
hsa-miR-138-2-3p,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0
hsa-miR-138-5p,0.0,54.0,21.0,87.0,48.0,0.0,0.0,32.0,0.0
hsa-miR-139-3p,37.0,53.0,54.0,88.0,41.0,46.0,48.0,15.0,52.0
hsa-miR-139-5p,0.0,142.0,263.0,393.0,136.0,0.0,0.0,48.0,0.0
hsa-miR-140-3p,0.0,170.0,77.0,253.0,90.0,0.0,0.0,75.0,2.0
hsa-miR-140-5p,61.0,77.0,85.0,171.0,65.0,49.0,30.0,57.0,32.0
hsa-miR-141-3p,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0
hsa-miR-142-3p,1.0,12.0,0.0,1.0,26.0,3.0,1.0,4.0,2.0
hsa-miR-142-5p,0.0,12.0,1.0,2.0,28.0,0.0,0.0,3.0,1.0
hsa-miR-143-3p,6.0,1885.0,892.0,2525.0,1511.0,1.0,3.0,1434.0,2.0
hsa-miR-143-5p,0.0,12.0,8.0,12.0,10.0,0.0,0.0,10.0,0.0
hsa-miR-144-3p,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
hsa-miR-144-5p,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-145-3p,0.0,3.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0
hsa-miR-145-5p,2.0,260.0,62.0,268.0,220.0,1.0,3.0,181.0,1.0
hsa-miR-1468-5p,0.0,2.0,2.0,3.0,3.0,0.0,0.0,4.0,0.0
hsa-miR-146a-5p,0.0,121.0,2.0,36.0,95.0,0.0,0.0,60.0,0.0
hsa-miR-146b-3p,18.0,71.0,7.0,67.0,52.0,4.0,18.0,40.0,5.0
hsa-miR-146b-5p,4.0,2979.0,642.0,3995.0,2368.0,1.0,13.0,2586.0,2.0
hsa-miR-147b-3p,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0
hsa-miR-148a-3p,1.0,2708.0,394.0,1930.0,1893.0,0.0,0.0,1749.0,0.0
hsa-miR-148a-5p,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0
hsa-miR-148b-3p,3.0,648.0,567.0,1389.0,527.0,0.0,0.0,423.0,1.0
hsa-miR-148b-5p,0.0,11.0,9.0,33.0,13.0,0.0,0.0,7.0,0.0
hsa-miR-149-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-149-5p,0.0,518.0,431.0,1152.0,488.0,0.0,0.0,210.0,0.0
hsa-miR-150-5p,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-151a-3p,4.0,1148.0,887.0,2104.0,937.0,2.0,5.0,624.0,3.0
hsa-miR-151a-5p,0.0,20.0,91.0,137.0,36.0,0.0,0.0,30.0,0.0
hsa-miR-151b,0.0,4.0,1.0,0.0,1.0,0.0,0.0,10.0,0.0
hsa-miR-152-3p,778.0,1142.0,619.0,1885.0,892.0,523.0,509.0,644.0,473.0
hsa-miR-152-5p,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-153-3p,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1537-3p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-154-3p,0.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-154-5p,0.0,132.0,117.0,212.0,126.0,0.0,0.0,102.0,0.0
hsa-miR-155-5p,0.0,251.0,404.0,302.0,244.0,0.0,0.0,234.0,0.0
hsa-miR-15a-3p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
hsa-miR-15a-5p,6.0,96.0,24.0,81.0,87.0,7.0,6.0,76.0,8.0
hsa-miR-15b-3p,0.0,19.0,15.0,32.0,13.0,0.0,0.0,15.0,0.0
hsa-miR-15b-5p,0.0,93.0,29.0,82.0,62.0,0.0,0.0,53.0,0.0
hsa-miR-16-1-3p,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0
hsa-miR-16-2-3p,0.0,4.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0
hsa-miR-16-5p,79.0,28583.0,10902.0,30915.0,24504.0,98.0,93.0,22949.0,102.0
hsa-miR-17-3p,0.0,4.0,5.0,3.0,2.0,0.0,0.0,1.0,0.0
hsa-miR-17-5p,0.0,127.0,234.0,462.0,155.0,0.0,0.0,80.0,0.0
hsa-miR-181a-2-3p,0.0,25.0,49.0,70.0,27.0,0.0,0.0,13.0,1.0
hsa-miR-181a-3p,0.0,19.0,36.0,43.0,20.0,0.0,0.0,10.0,0.0
hsa-miR-181a-5p,0.0,677.0,1017.0,1604.0,578.0,1.0,0.0,315.0,7.0
hsa-miR-181b-2-3p,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-181b-3p,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
hsa-miR-181b-5p,110.0,434.0,609.0,927.0,404.0,126.0,172.0,199.0,165.0
hsa-miR-181c-3p,0.0,5.0,8.0,13.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-181c-5p,0.0,2.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181d-5p,0.0,4.0,8.0,12.0,7.0,3.0,3.0,5.0,3.0
hsa-miR-182-5p,1.0,27.0,90.0,65.0,25.0,2.0,0.0,8.0,6.0
hsa-miR-183-5p,0.0,14.0,49.0,22.0,9.0,0.0,0.0,7.0,0.0
hsa-miR-184,0.0,29.0,90.0,132.0,47.0,0.0,0.0,13.0,0.0
hsa-miR-1843,1.0,40.0,28.0,75.0,30.0,2.0,3.0,25.0,2.0
hsa-miR-185-3p,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0
hsa-miR-185-5p,1.0,217.0,206.0,513.0,185.0,2.0,1.0,111.0,1.0
hsa-miR-186-3p,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0
hsa-miR-186-5p,2.0,668.0,604.0,1296.0,553.0,3.0,2.0,349.0,7.0
hsa-miR-187-3p,0.0,2.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0
hsa-miR-188-3p,0.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-188-5p,0.0,36.0,48.0,59.0,29.0,0.0,0.0,18.0,0.0
hsa-miR-18a-3p,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-18a-5p,0.0,32.0,53.0,114.0,32.0,0.0,0.0,14.0,0.0
hsa-miR-18b-5p,0.0,0.0,0.0,1.0,8.0,0.0,0.0,2.0,0.0
hsa-miR-1908-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-1908-5p,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1909-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-190a-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-190a-5p,1.0,12.0,106.0,85.0,20.0,0.0,0.0,16.0,0.0
hsa-miR-190b-5p,1.0,84.0,138.0,223.0,83.0,0.0,0.0,37.0,1.0
hsa-miR-191-3p,0.0,21.0,12.0,21.0,9.0,0.0,0.0,7.0,0.0
hsa-miR-191-5p,3.0,5638.0,3451.0,9011.0,5054.0,10.0,4.0,2946.0,6.0
hsa-miR-1914-3p,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1914-5p,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-192-3p,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-192-5p,0.0,283.0,183.0,386.0,250.0,0.0,0.0,96.0,1.0
hsa-miR-193a-3p,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-193a-5p,0.0,260.0,130.0,325.0,217.0,0.0,1.0,155.0,0.0
hsa-miR-193b-3p,0.0,9.0,8.0,21.0,12.0,0.0,0.0,7.0,0.0
hsa-miR-193b-5p,0.0,30.0,7.0,60.0,21.0,0.0,0.0,18.0,0.0
hsa-miR-194-5p,27.0,36.0,25.0,49.0,17.0,31.0,13.0,13.0,33.0
hsa-miR-195-3p,0.0,1.0,4.0,5.0,2.0,0.0,0.0,5.0,0.0
hsa-miR-195-5p,1.0,15.0,7.0,16.0,14.0,2.0,5.0,16.0,5.0
hsa-miR-196a-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-196a-5p,356.0,332.0,1838.0,2485.0,315.0,384.0,463.0,228.0,378.0
hsa-miR-196b-5p,31.0,17.0,50.0,54.0,14.0,19.0,34.0,10.0,23.0
hsa-miR-197-3p,3.0,295.0,137.0,468.0,218.0,0.0,0.0,121.0,1.0
hsa-miR-197-5p,0.0,1.0,5.0,4.0,2.0,1.0,1.0,1.0,0.0
hsa-miR-198,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0
hsa-miR-199a-3p,206.0,107076.0,22911.0,19890.0,78217.0,66.0,120.0,65035.0,90.0
hsa-miR-199a-5p,4.0,2939.0,792.0,2634.0,2200.0,3.0,2.0,1695.0,4.0
hsa-miR-199b-3p,27.0,255.0,1478.0,65366.0,3792.0,69.0,67.0,10888.0,39.0
hsa-miR-199b-5p,0.0,879.0,53.0,301.0,607.0,0.0,0.0,602.0,0.0
hsa-miR-19a-3p,1.0,41.0,45.0,95.0,49.0,2.0,1.0,36.0,1.0
hsa-miR-19a-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-19b-1-5p,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-19b-3p,0.0,187.0,141.0,290.0,173.0,1.0,1.0,132.0,0.0
hsa-miR-200a-3p,0.0,1.0,1.0,3.0,2.0,0.0,0.0,2.0,7.0
hsa-miR-200b-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-200c-3p,1.0,4.0,7.0,5.0,0.0,3.0,6.0,0.0,3.0
hsa-miR-200c-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-202-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-203a-3p,2.0,769.0,8.0,13.0,58.0,0.0,0.0,92.0,1.0
hsa-miR-204-3p,0.0,3.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0
hsa-miR-204-5p,0.0,62.0,109.0,40.0,40.0,0.0,1.0,56.0,0.0
hsa-miR-205-5p,0.0,49.0,5.0,7.0,28.0,0.0,0.0,7.0,0.0
hsa-miR-206,403582.0,330032.0,756785.0,986387.0,343262.0,437097.0,577800.0,169774.0,533270.0
hsa-miR-208a-3p,0.0,68.0,20.0,47.0,37.0,0.0,0.0,18.0,0.0
hsa-miR-208a-5p,0.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-208b-3p,0.0,469.0,199.0,605.0,446.0,0.0,0.0,186.0,0.0
hsa-miR-208b-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-20a-3p,0.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-20a-5p,0.0,354.0,438.0,1079.0,383.0,1.0,0.0,186.0,2.0
hsa-miR-20b-5p,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
hsa-miR-21-3p,0.0,31.0,37.0,60.0,23.0,0.0,0.0,12.0,1.0
hsa-miR-21-5p,65.0,25348.0,21591.0,47130.0,23947.0,52.0,59.0,13480.0,67.0
hsa-miR-210-3p,0.0,36.0,73.0,63.0,26.0,0.0,0.0,11.0,0.0
hsa-miR-210-5p,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2110,0.0,14.0,11.0,24.0,13.0,0.0,0.0,4.0,0.0
hsa-miR-2114-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2116-3p,0.0,8.0,1.0,9.0,4.0,0.0,0.0,2.0,0.0
hsa-miR-2116-5p,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-212-3p,0.0,15.0,1.0,3.0,6.0,0.0,0.0,5.0,0.0
hsa-miR-212-5p,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
hsa-miR-214-3p,0.0,505.0,52.0,352.0,399.0,0.0,0.0,199.0,0.0
hsa-miR-214-5p,0.0,4.0,6.0,33.0,7.0,0.0,0.0,20.0,0.0
hsa-miR-215-5p,0.0,6.0,5.0,4.0,0.0,1.0,3.0,1.0,0.0
hsa-miR-216a-5p,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-217-5p,0.0,0.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0
hsa-miR-218-1-3p,0.0,4.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0
hsa-miR-218-5p,0.0,54.0,31.0,49.0,36.0,2.0,4.0,57.0,2.0
hsa-miR-219a-1-3p,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-219a-5p,0.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0
hsa-miR-219b-5p,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-22-3p,2.0,972.0,636.0,2066.0,651.0,4.0,7.0,534.0,12.0
hsa-miR-22-5p,0.0,24.0,19.0,55.0,38.0,0.0,0.0,26.0,0.0
hsa-miR-221-3p,57.0,4888.0,3142.0,9401.0,4163.0,28.0,39.0,2698.0,29.0
hsa-miR-221-5p,0.0,15.0,45.0,103.0,22.0,0.0,0.0,9.0,0.0
hsa-miR-222-3p,7.0,492.0,372.0,956.0,335.0,9.0,17.0,348.0,14.0
hsa-miR-222-5p,0.0,0.0,1.0,4.0,1.0,0.0,0.0,2.0,0.0
hsa-miR-223-3p,0.0,32.0,0.0,1.0,82.0,0.0,2.0,21.0,0.0
