miRNA,ERR9830982,ERR9830983,ERR9830984,ERR9830985,ERR9830986,ERR9830987,ERR9830988,ERR9830989,ERR9830990,ERR9830991,ERR9830992,ERR9830993,ERR9830994,ERR9830995,ERR9830996,ERR9830997,ERR9830998,ERR9830999,ERR9831000,ERR9831001,ERR9831002,ERR9831003,ERR9831004,ERR9831005,ERR9831006,ERR9831007,ERR9831008,ERR9831009,ERR9831010,ERR9831011,ERR9831012,ERR9831013,ERR9831014,ERR9831015,ERR9831016,ERR9831017,ERR9831018,ERR9831019,ERR9831020,ERR9831021,ERR9831022,ERR9831023,ERR9831024,ERR9831025,ERR9831026,ERR9831027,ERR9831028,ERR9831029,ERR9831030,ERR9831031,ERR9831032,ERR9831033
hsa-let-7a-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7a-3p,13.0,7.0,3.0,21.0,9.0,3.0,7.0,17.0,7.0,4.0,10.0,1.0,5.0,1.0,11.0,15.0,22.0,1.0,8.0,5.0,11.0,25.0,8.0,3.0,11.0,1.0,38.0,9.0,24.0,8.0,8.0,15.0,8.0,17.0,7.0,13.0,1.0,7.0,5.0,0.0,1.0,5.0,1.0,7.0,4.0,2.0,7.0,2.0,5.0,11.0,22.0,1.0
hsa-let-7a-5p,2814.0,1229.0,1567.0,3819.0,1731.0,3837.0,1636.0,4635.0,4478.0,885.0,1612.0,1371.0,1688.0,1134.0,2555.0,7961.0,4849.0,2071.0,1370.0,1522.0,5342.0,9040.0,5082.0,3780.0,2867.0,973.0,5739.0,1060.0,7287.0,933.0,284.0,2371.0,728.0,2793.0,1715.0,1946.0,1555.0,1473.0,1688.0,573.0,1509.0,1973.0,921.0,1226.0,1556.0,313.0,1001.0,579.0,579.0,2351.0,4758.0,737.0
hsa-let-7b-3p,4.0,1.0,4.0,4.0,4.0,0.0,4.0,7.0,7.0,1.0,2.0,1.0,1.0,1.0,0.0,8.0,3.0,1.0,4.0,1.0,4.0,3.0,1.0,1.0,2.0,0.0,17.0,0.0,10.0,3.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0
hsa-let-7b-5p,2144.0,1060.0,1137.0,2970.0,1577.0,2440.0,1072.0,3291.0,3926.0,586.0,1210.0,947.0,1816.0,886.0,1875.0,7219.0,4533.0,1750.0,1008.0,909.0,4038.0,5617.0,2860.0,1938.0,1846.0,498.0,4492.0,630.0,3194.0,1051.0,803.0,1383.0,864.0,2237.0,1068.0,1364.0,1376.0,801.0,1167.0,266.0,1223.0,1580.0,690.0,1179.0,971.0,342.0,587.0,479.0,756.0,1445.0,4560.0,570.0
hsa-let-7c-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7c-5p,86.0,15.0,54.0,88.0,30.0,80.0,31.0,179.0,192.0,21.0,208.0,32.0,62.0,37.0,51.0,1175.0,136.0,40.0,25.0,191.0,762.0,902.0,136.0,106.0,81.0,54.0,946.0,30.0,219.0,38.0,66.0,272.0,35.0,48.0,51.0,297.0,72.0,55.0,63.0,18.0,71.0,114.0,29.0,41.0,202.0,10.0,65.0,11.0,96.0,60.0,43.0,44.0
hsa-let-7d-3p,53.0,11.0,26.0,64.0,23.0,31.0,20.0,67.0,65.0,12.0,23.0,21.0,29.0,19.0,19.0,162.0,64.0,20.0,14.0,18.0,64.0,79.0,67.0,38.0,36.0,10.0,63.0,14.0,64.0,25.0,16.0,31.0,7.0,29.0,19.0,17.0,15.0,13.0,16.0,6.0,15.0,16.0,20.0,20.0,23.0,9.0,16.0,8.0,6.0,15.0,10.0,10.0
hsa-let-7d-5p,157.0,92.0,103.0,286.0,100.0,276.0,112.0,267.0,218.0,80.0,110.0,97.0,89.0,81.0,189.0,498.0,285.0,161.0,89.0,117.0,464.0,781.0,388.0,317.0,267.0,89.0,506.0,98.0,539.0,97.0,40.0,280.0,67.0,266.0,149.0,172.0,113.0,98.0,119.0,72.0,108.0,166.0,94.0,106.0,114.0,18.0,101.0,66.0,65.0,206.0,456.0,60.0
hsa-let-7e-3p,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7e-5p,70.0,20.0,30.0,82.0,34.0,67.0,32.0,117.0,158.0,15.0,49.0,23.0,50.0,38.0,52.0,318.0,121.0,34.0,27.0,29.0,144.0,177.0,86.0,80.0,83.0,24.0,149.0,18.0,162.0,13.0,3.0,20.0,4.0,20.0,43.0,34.0,30.0,27.0,56.0,4.0,97.0,50.0,25.0,21.0,32.0,3.0,15.0,13.0,8.0,36.0,31.0,16.0
hsa-let-7f-1-3p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
hsa-let-7f-2-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-let-7f-5p,1970.0,968.0,1268.0,3009.0,1048.0,2319.0,1072.0,2400.0,2190.0,632.0,1155.0,851.0,920.0,562.0,1471.0,4397.0,2925.0,1094.0,731.0,1100.0,4579.0,6888.0,3505.0,2609.0,1885.0,570.0,4852.0,843.0,5123.0,614.0,341.0,2077.0,531.0,2351.0,1343.0,1436.0,894.0,940.0,1174.0,428.0,886.0,1347.0,622.0,759.0,748.0,191.0,788.0,468.0,424.0,1549.0,3394.0,381.0
hsa-let-7g-3p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7g-5p,923.0,461.0,631.0,1248.0,470.0,959.0,481.0,774.0,752.0,270.0,509.0,319.0,337.0,241.0,686.0,1652.0,1017.0,414.0,410.0,411.0,2236.0,2601.0,1189.0,988.0,812.0,190.0,2662.0,454.0,2274.0,331.0,236.0,841.0,268.0,1055.0,519.0,653.0,315.0,378.0,630.0,178.0,414.0,421.0,273.0,452.0,292.0,170.0,277.0,190.0,254.0,740.0,1611.0,212.0
hsa-let-7i-3p,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0
hsa-let-7i-5p,3679.0,2613.0,3135.0,6190.0,2681.0,6114.0,2186.0,4345.0,3908.0,1499.0,2324.0,1747.0,2159.0,1208.0,3678.0,8000.0,6724.0,2588.0,1898.0,2240.0,10438.0,12215.0,5790.0,4588.0,3842.0,1020.0,11330.0,1695.0,6896.0,2060.0,1707.0,4345.0,1642.0,4855.0,2195.0,2773.0,2257.0,1417.0,2426.0,872.0,1653.0,3301.0,1524.0,1958.0,1665.0,698.0,1794.0,1231.0,1246.0,3715.0,9708.0,938.0
hsa-miR-1-3p,44.0,21.0,21.0,54.0,106.0,4.0,5.0,38.0,40.0,5.0,4.0,19.0,29.0,2.0,5.0,141.0,41.0,2.0,1.0,4.0,48.0,45.0,35.0,32.0,26.0,16.0,75.0,2.0,1.0,4.0,2.0,22.0,7.0,7.0,1.0,9.0,10.0,3.0,2.0,2.0,7.0,5.0,2.0,11.0,3.0,1.0,11.0,0.0,0.0,4.0,2.0,1.0
hsa-miR-100-5p,84.0,11.0,19.0,45.0,11.0,17.0,44.0,68.0,35.0,9.0,20.0,13.0,29.0,15.0,40.0,202.0,97.0,29.0,36.0,51.0,87.0,48.0,63.0,42.0,45.0,28.0,116.0,25.0,112.0,44.0,10.0,34.0,25.0,39.0,36.0,38.0,18.0,27.0,45.0,25.0,43.0,23.0,16.0,62.0,39.0,8.0,35.0,11.0,14.0,51.0,54.0,21.0
hsa-miR-101-2-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-101-3p,281.0,189.0,227.0,454.0,104.0,315.0,205.0,229.0,123.0,69.0,259.0,106.0,68.0,70.0,271.0,486.0,293.0,216.0,194.0,187.0,671.0,526.0,385.0,194.0,245.0,52.0,719.0,140.0,682.0,182.0,183.0,262.0,177.0,605.0,176.0,190.0,78.0,102.0,186.0,47.0,89.0,60.0,96.0,273.0,83.0,98.0,53.0,72.0,148.0,222.0,608.0,44.0
hsa-miR-101-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10394-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-10395-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10399-3p,2.0,0.0,0.0,1.0,3.0,4.0,4.0,13.0,10.0,1.0,1.0,1.0,1.0,2.0,7.0,13.0,3.0,0.0,4.0,1.0,9.0,7.0,3.0,2.0,5.0,3.0,18.0,1.0,14.0,6.0,0.0,2.0,0.0,4.0,4.0,3.0,0.0,0.0,0.0,2.0,3.0,1.0,3.0,1.0,2.0,0.0,2.0,0.0,2.0,4.0,6.0,2.0
hsa-miR-103a-3p,54.0,22.0,67.0,143.0,62.0,96.0,59.0,123.0,135.0,34.0,74.0,1.0,39.0,2.0,55.0,192.0,91.0,32.0,33.0,93.0,236.0,12.0,101.0,44.0,64.0,23.0,121.0,22.0,321.0,19.0,10.0,73.0,0.0,229.0,19.0,60.0,32.0,33.0,83.0,29.0,22.0,45.0,46.0,45.0,33.0,7.0,41.0,27.0,61.0,76.0,220.0,30.0
hsa-miR-106a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
hsa-miR-106a-5p,4.0,0.0,4.0,3.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,11.0,1.0,6.0,10.0,0.0,9.0,9.0,1.0,5.0,3.0,0.0,6.0,1.0,7.0,1.0,1.0,1.0,0.0,5.0,3.0,4.0,0.0,3.0,2.0,3.0,1.0,2.0,3.0,4.0,2.0,0.0,1.0,2.0,2.0,4.0,9.0,0.0
hsa-miR-106b-3p,18.0,26.0,18.0,47.0,10.0,60.0,20.0,26.0,20.0,11.0,11.0,15.0,20.0,17.0,26.0,63.0,54.0,20.0,10.0,22.0,80.0,96.0,36.0,29.0,29.0,9.0,114.0,20.0,74.0,9.0,19.0,29.0,14.0,40.0,28.0,24.0,23.0,9.0,31.0,12.0,20.0,14.0,17.0,39.0,21.0,13.0,19.0,10.0,13.0,36.0,54.0,9.0
hsa-miR-106b-5p,16.0,12.0,14.0,32.0,5.0,10.0,4.0,3.0,6.0,9.0,16.0,2.0,2.0,1.0,14.0,23.0,18.0,5.0,5.0,2.0,26.0,41.0,16.0,9.0,9.0,8.0,39.0,11.0,38.0,10.0,3.0,14.0,10.0,25.0,11.0,7.0,8.0,3.0,14.0,2.0,1.0,3.0,9.0,8.0,3.0,3.0,2.0,4.0,5.0,5.0,36.0,2.0
hsa-miR-107,3.0,1.0,2.0,1.0,1.0,3.0,6.0,5.0,28.0,2.0,10.0,4.0,11.0,1.0,13.0,2.0,6.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,51.0,7.0,4.0,0.0,5.0,11.0,4.0,1.0,4.0,0.0,0.0,2.0,6.0,16.0,2.0,0.0,1.0,0.0,1.0,4.0,1.0,11.0,0.0,28.0,1.0,0.0
hsa-miR-10a-3p,8.0,0.0,2.0,6.0,2.0,3.0,1.0,8.0,10.0,0.0,1.0,4.0,2.0,2.0,2.0,16.0,15.0,0.0,2.0,0.0,9.0,7.0,4.0,2.0,1.0,1.0,3.0,1.0,5.0,2.0,1.0,2.0,0.0,2.0,4.0,4.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,1.0,1.0
hsa-miR-10a-5p,1362.0,310.0,455.0,907.0,396.0,604.0,424.0,1420.0,1588.0,231.0,431.0,334.0,487.0,433.0,857.0,2798.0,1245.0,218.0,406.0,387.0,1687.0,1942.0,1250.0,861.0,632.0,286.0,1497.0,302.0,2233.0,332.0,82.0,471.0,140.0,539.0,573.0,676.0,212.0,575.0,594.0,114.0,602.0,221.0,244.0,428.0,506.0,97.0,311.0,128.0,108.0,381.0,226.0,241.0
hsa-miR-10b-3p,6.0,0.0,0.0,4.0,2.0,2.0,0.0,10.0,4.0,1.0,1.0,1.0,1.0,0.0,3.0,8.0,7.0,2.0,3.0,1.0,6.0,6.0,4.0,3.0,3.0,0.0,12.0,4.0,18.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,0.0,4.0,2.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0
hsa-miR-10b-5p,3432.0,619.0,955.0,2116.0,872.0,1590.0,968.0,3506.0,3295.0,507.0,795.0,782.0,1182.0,805.0,1931.0,5543.0,2518.0,459.0,820.0,863.0,3852.0,3435.0,2314.0,1788.0,1202.0,580.0,3760.0,848.0,4652.0,720.0,92.0,1144.0,402.0,1262.0,1399.0,1495.0,562.0,1209.0,1319.0,289.0,1256.0,590.0,450.0,955.0,932.0,210.0,710.0,289.0,379.0,1051.0,523.0,449.0
hsa-miR-11400,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,3.0,0.0,4.0,6.0,0.0,0.0,0.0,7.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,1.0,2.0,6.0,21.0,8.0,7.0,0.0,1.0,0.0,2.0,2.0,0.0,4.0,2.0,3.0,2.0,5.0,6.0,2.0,0.0,0.0,3.0
hsa-miR-11401,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1180-3p,6.0,4.0,3.0,20.0,2.0,16.0,4.0,8.0,2.0,4.0,4.0,0.0,10.0,3.0,9.0,12.0,11.0,7.0,4.0,8.0,21.0,20.0,7.0,11.0,9.0,4.0,23.0,8.0,18.0,1.0,1.0,3.0,5.0,8.0,7.0,3.0,5.0,2.0,3.0,2.0,4.0,11.0,10.0,4.0,5.0,0.0,2.0,4.0,6.0,13.0,17.0,1.0
hsa-miR-1185-1-3p,1.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,3.0,1.0,0.0,3.0,1.0,4.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-1185-2-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-5p,1888.0,23.0,268.0,1399.0,123.0,264.0,87.0,1957.0,545.0,82.0,1314.0,446.0,74.0,19.0,1356.0,2934.0,3266.0,8.0,1032.0,1415.0,32.0,991.0,5.0,955.0,3495.0,1132.0,1751.0,7.0,238.0,479.0,66.0,554.0,178.0,1756.0,203.0,7.0,451.0,2427.0,1442.0,3513.0,286.0,399.0,230.0,8294.0,1096.0,74.0,534.0,3.0,349.0,8713.0,1612.0,1109.0
hsa-miR-1226-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1233-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-124-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,3.0,3.0,0.0,12.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,4.0,6.0,2.0,3.0,3.0,3.0,4.0,4.0,1.0,2.0,1.0,21.0,18.0,0.0,6.0,11.0,15.0,6.0,23.0,38.0,5.0,5.0,8.0,2.0,3.0,4.0,4.0,3.0,4.0,18.0,20.0,10.0,1.0,0.0,4.0,14.0,1.0,13.0
hsa-miR-1247-5p,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1248,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1249-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1249-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1250-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255a,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
