miRNA,SRR20661434,SRR20661435,SRR20661436,SRR20661437,SRR20661438,SRR20661439,SRR20661440,SRR20661441,SRR20661442,SRR20661443,SRR20661444,SRR20661445,SRR20661446,SRR20661447,SRR20661448,SRR20661449,SRR20661456,SRR20661457,SRR20661458,SRR20661459,SRR20661460,SRR20661461,SRR20661462,SRR20661463,SRR20661464,SRR20661465,SRR20661466,SRR20661467,SRR20661468,SRR20661469
hsa-let-7e-5p,0.0,0.0,0.0,0.0,3.0,249.0,915.0,411.0,258.0,254.0,163.0,172.0,27.0,713.0,517.0,3861.0,179.0,258.0,114.0,71.0,74.0,28.0,38.0,63.0,4.0,236.0,589.0,1248.0,872.0,33.0
hsa-let-7f-1-3p,6.0,1.0,4.0,15.0,11.0,0.0,3.0,1.0,0.0,4.0,3.0,0.0,0.0,1.0,1.0,85.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,8.0,19.0,9.0,0.0
hsa-let-7f-2-3p,2.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0
hsa-let-7f-5p,512.0,230.0,177.0,547.0,855.0,9544.0,21682.0,11801.0,9130.0,12052.0,9516.0,10981.0,619.0,5993.0,44857.0,361964.0,8178.0,11227.0,5145.0,1382.0,4484.0,926.0,219.0,837.0,830.0,9284.0,26604.0,70548.0,33607.0,3949.0
hsa-let-7g-3p,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,41.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-let-7g-5p,351.0,389.0,127.0,368.0,735.0,5043.0,10589.0,4597.0,5049.0,7234.0,3805.0,4134.0,303.0,2814.0,11699.0,377966.0,2193.0,3410.0,1684.0,498.0,1507.0,306.0,169.0,460.0,502.0,4612.0,8272.0,20802.0,9851.0,870.0
hsa-let-7i-3p,0.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,0.0,1.0,2.0,0.0,8.0,6.0,164.0,2.0,7.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,10.0,6.0,13.0,2.0
hsa-let-7i-5p,1237.0,501.0,340.0,631.0,894.0,15317.0,35045.0,21612.0,14274.0,21958.0,17420.0,13907.0,1002.0,11401.0,33858.0,505067.0,10669.0,19850.0,6787.0,4635.0,6692.0,1338.0,278.0,1498.0,2409.0,9619.0,39520.0,134901.0,54548.0,7696.0
hsa-miR-1-3p,13.0,93.0,45.0,31.0,48.0,293.0,492.0,426.0,120.0,272.0,371.0,198.0,4.0,124.0,222.0,2803.0,360.0,215.0,363.0,278.0,878.0,877.0,208.0,19.0,18.0,127.0,711.0,702.0,701.0,10.0
hsa-miR-100-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-100-5p,20.0,57.0,26.0,25.0,58.0,164.0,175.0,104.0,71.0,84.0,157.0,108.0,21.0,76.0,277.0,43167.0,116.0,109.0,343.0,70.0,180.0,101.0,312.0,77.0,105.0,231.0,358.0,748.0,589.0,37.0
hsa-miR-101-2-5p,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-101-3p,42.0,56.0,15.0,32.0,103.0,1798.0,2369.0,900.0,1073.0,2161.0,729.0,815.0,42.0,1258.0,2029.0,86903.0,455.0,999.0,374.0,136.0,512.0,203.0,212.0,150.0,566.0,911.0,3502.0,6807.0,5880.0,204.0
hsa-miR-101-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-10392-5p,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10393-3p,0.0,1.0,0.0,0.0,0.0,3.0,10.0,6.0,2.0,9.0,2.0,0.0,0.0,0.0,2.0,12.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-10394-3p,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10394-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10395-3p,3.0,2.0,0.0,1.0,4.0,21.0,11.0,4.0,18.0,10.0,2.0,3.0,1.0,0.0,0.0,86.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0
hsa-miR-10395-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396a-3p,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-10396a-5p,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396b-3p,1.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396b-5p,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-10398-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10399-3p,2.0,1.0,1.0,0.0,1.0,19.0,21.0,26.0,9.0,9.0,18.0,6.0,0.0,4.0,13.0,227.0,4.0,18.0,1.0,5.0,7.0,1.0,5.0,0.0,1.0,15.0,14.0,67.0,35.0,6.0
hsa-miR-10399-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0
hsa-miR-103a-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
hsa-miR-103a-3p,8.0,45.0,1.0,20.0,74.0,935.0,1718.0,256.0,680.0,1150.0,10.0,546.0,19.0,109.0,1269.0,17138.0,308.0,738.0,321.0,6.0,172.0,133.0,114.0,1.0,47.0,25.0,73.0,2499.0,400.0,86.0
hsa-miR-10400-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10401-3p,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
hsa-miR-10401-5p,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-105-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-10527-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-106a-3p,0.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0
hsa-miR-106a-5p,0.0,138.0,0.0,1.0,85.0,18.0,19.0,10.0,6.0,16.0,36.0,4.0,0.0,11.0,7.0,241.0,24.0,7.0,2.0,3.0,17.0,4.0,22.0,2.0,9.0,3.0,19.0,38.0,65.0,0.0
hsa-miR-106b-3p,38.0,62.0,10.0,35.0,56.0,162.0,229.0,136.0,103.0,139.0,97.0,116.0,21.0,258.0,394.0,4294.0,64.0,116.0,29.0,45.0,32.0,15.0,20.0,18.0,58.0,85.0,187.0,790.0,369.0,39.0
hsa-miR-106b-5p,12.0,12.0,3.0,7.0,19.0,36.0,73.0,23.0,43.0,59.0,68.0,15.0,2.0,17.0,41.0,1757.0,56.0,71.0,20.0,3.0,39.0,9.0,8.0,8.0,39.0,15.0,78.0,138.0,116.0,4.0
hsa-miR-107,0.0,16.0,3.0,3.0,2.0,4.0,12.0,29.0,21.0,5.0,7.0,7.0,4.0,2.0,10.0,95.0,26.0,15.0,4.0,1.0,3.0,2.0,22.0,6.0,3.0,6.0,12.0,22.0,39.0,0.0
hsa-miR-10a-3p,0.0,0.0,1.0,2.0,0.0,6.0,7.0,3.0,2.0,0.0,8.0,0.0,1.0,1.0,4.0,200.0,9.0,7.0,3.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,15.0,14.0,14.0,0.0
hsa-miR-10a-5p,43.0,15.0,34.0,29.0,16.0,757.0,1151.0,677.0,445.0,508.0,1428.0,612.0,389.0,480.0,1797.0,33798.0,909.0,2627.0,1239.0,459.0,915.0,478.0,1053.0,310.0,135.0,2128.0,4835.0,5707.0,3539.0,154.0
hsa-miR-10b-3p,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,7.0,2.0,8.0,1.0,0.0,4.0,2.0,57.0,4.0,5.0,5.0,0.0,1.0,3.0,3.0,0.0,0.0,2.0,9.0,18.0,25.0,0.0
hsa-miR-10b-5p,8.0,3.0,1.0,2.0,16.0,1593.0,1930.0,581.0,1113.0,1373.0,4220.0,1871.0,764.0,847.0,3471.0,55842.0,2495.0,6654.0,2499.0,727.0,2296.0,701.0,1434.0,371.0,259.0,6055.0,12260.0,20169.0,9854.0,249.0
hsa-miR-11399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-11400,0.0,0.0,0.0,0.0,0.0,4.0,73.0,4.0,3.0,26.0,0.0,24.0,0.0,3.0,13.0,25.0,16.0,1.0,17.0,3.0,1.0,3.0,9.0,0.0,2.0,10.0,44.0,135.0,50.0,4.0
hsa-miR-11401,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,5.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,28.0,0.0,0.0
hsa-miR-1179,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1180-3p,12.0,7.0,2.0,4.0,1.0,3.0,11.0,6.0,2.0,8.0,49.0,7.0,0.0,9.0,8.0,80.0,8.0,10.0,1.0,4.0,6.0,2.0,7.0,1.0,15.0,14.0,26.0,100.0,44.0,0.0
hsa-miR-1183,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,7.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,6.0,4.0,1.0
hsa-miR-1185-1-3p,0.0,0.0,0.0,0.0,0.0,7.0,24.0,17.0,6.0,1.0,3.0,4.0,0.0,2.0,8.0,2.0,17.0,26.0,2.0,4.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,7.0,23.0,1.0
hsa-miR-1185-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,3.0,1.0,0.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0
hsa-miR-1185-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1197,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0
hsa-miR-1207-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1208,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12129,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-12132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,14.0,5.0,6.0,2.0,7.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-122-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-122-5p,1.0,21.0,5.0,1.0,21.0,8.0,833.0,115.0,2.0,176.0,1786.0,1128.0,12.0,739.0,1018.0,53142.0,2204.0,3.0,120.0,314.0,151.0,154.0,173.0,43.0,77.0,24167.0,299.0,2316.0,32.0,846.0
hsa-miR-1226-3p,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,11.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-1226-5p,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-1228-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1229-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-122b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1233-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1234-3p,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-124-3p,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0
hsa-miR-124-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1244,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1245a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1245b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,10.0,3.0,0.0,3.0,1.0,24.0,33.0,10.0,17.0,11.0,81.0,36.0,22.0,102.0,533.0,370.0,11.0,4.0,2.0,14.0,2.0,1.0,0.0,28.0,3.0,121.0,143.0,180.0,86.0,6.0
hsa-miR-1247-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-1248,4.0,5.0,2.0,13.0,2.0,21.0,15.0,8.0,19.0,7.0,1.0,0.0,0.0,3.0,0.0,44.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,22.0,3.0,0.0
hsa-miR-1249-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-1249-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1250-5p,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,2.0,4.0,1.0,0.0,3.0,10.0,22.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0
hsa-miR-1255a,0.0,0.0,0.0,1.0,0.0,0.0,14.0,6.0,8.0,3.0,11.0,9.0,1.0,1.0,14.0,49.0,1.0,8.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,16.0,63.0,26.0,0.0
hsa-miR-1255b-5p,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,2.0,6.0,12.0,12.0,0.0,3.0,0.0,7.0,2.0,8.0,5.0,3.0,3.0,0.0,0.0,0.0,5.0,2.0,11.0,21.0,37.0,0.0
hsa-miR-1256,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1257,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,0.0,0.0,0.0,0.0,0.0,5.0,9.0,7.0,2.0,8.0,1.0,5.0,1.0,22.0,6.0,20.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,15.0,17.0,6.0,0.0
hsa-miR-125a-5p,0.0,2.0,0.0,2.0,4.0,155.0,324.0,219.0,115.0,161.0,224.0,91.0,89.0,23.0,198.0,10019.0,291.0,1305.0,244.0,135.0,305.0,79.0,471.0,26.0,10.0,265.0,691.0,668.0,497.0,45.0
hsa-miR-125b-1-3p,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,215.0,4.0,2.0,0.0,1.0,2.0,3.0,2.0,0.0,4.0,2.0,5.0,15.0,2.0,0.0
hsa-miR-125b-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125b-5p,7.0,17.0,7.0,5.0,16.0,52.0,28.0,22.0,22.0,30.0,94.0,17.0,12.0,12.0,50.0,9381.0,56.0,128.0,185.0,43.0,112.0,74.0,68.0,19.0,18.0,99.0,120.0,108.0,136.0,11.0
hsa-miR-126-3p,8.0,23.0,8.0,3.0,45.0,12452.0,19225.0,17823.0,9393.0,11834.0,20548.0,6674.0,1021.0,3563.0,19285.0,134957.0,17632.0,42853.0,12893.0,5629.0,6467.0,2199.0,4183.0,2335.0,1863.0,14241.0,41211.0,96636.0,42487.0,2529.0
