miRNA,SRR18568637,SRR18568638,SRR18568639,SRR18568640,SRR18568641,SRR18568642,SRR18568643,SRR18568644,SRR18568645,SRR18568646,SRR18568647,SRR18568648,SRR18568649,SRR18568650,SRR18568651,SRR18568652,SRR18568653,SRR18568654,SRR18568655,SRR18568656,SRR18568657,SRR18568658,SRR18568659,SRR18568660,SRR18568661,SRR18568662,SRR18568663,SRR18568668,SRR18568669
hsa-miR-106b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-107,7.0,0.0,1.0,82.0,142.0,63.0,3.0,24.0,16.0,15.0,1.0,2.0,55.0,16.0,8.0,7.0,28.0,2.0,2.0,69.0,16.0,20.0,0.0,18.0,13.0,30.0,119.0,14.0,13.0
hsa-miR-10a-3p,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10a-5p,126.0,69.0,43.0,173.0,34.0,48.0,3.0,11.0,8.0,38.0,10.0,8.0,17.0,17.0,10.0,0.0,13.0,3.0,8.0,17.0,6.0,5.0,0.0,11.0,4.0,18.0,46.0,4.0,4.0
hsa-miR-10b-5p,1.0,0.0,17.0,9.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1178-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1179,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
hsa-miR-1180-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1199-5p,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-122-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-5p,14.0,11.0,9.0,7.0,0.0,0.0,2.0,0.0,2.0,10.0,0.0,34.0,30.0,3.0,0.0,3.0,0.0,0.0,7.0,0.0,1.0,2.0,0.0,6.0,0.0,10.0,0.0,0.0,1.0
hsa-miR-1226-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
hsa-miR-124-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1244,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255b-5p,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-125a-5p,1.0,7.0,9.0,31.0,36.0,0.0,0.0,10.0,0.0,7.0,0.0,0.0,24.0,1.0,0.0,0.0,3.0,0.0,0.0,10.0,6.0,5.0,7.0,6.0,5.0,11.0,13.0,6.0,6.0
hsa-miR-125b-5p,4.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,5.0,0.0,4.0,2.0,5.0,0.0,0.0,5.0,1.0,2.0,4.0,2.0,6.0,0.0,7.0,4.0,6.0,9.0,3.0,2.0
hsa-miR-126-3p,0.0,6.0,0.0,23.0,13.0,0.0,4.0,3.0,1.0,14.0,7.0,0.0,18.0,6.0,5.0,0.0,2.0,0.0,0.0,10.0,6.0,4.0,1.0,0.0,6.0,5.0,6.0,0.0,2.0
hsa-miR-126-5p,2.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
hsa-miR-1269b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-127-3p,1.0,0.0,0.0,2.0,56.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,1.0,2.0,1.0,28.0,27.0,0.0,1.0
hsa-miR-1273h-3p,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,0.0,0.0,1.0,0.0,4.0,0.0
hsa-miR-128-3p,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1285-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
hsa-miR-1289,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1306-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1307-3p,49.0,74.0,58.0,512.0,426.0,196.0,84.0,183.0,21.0,51.0,31.0,25.0,176.0,49.0,33.0,14.0,51.0,14.0,4.0,83.0,75.0,42.0,7.0,77.0,42.0,51.0,113.0,14.0,32.0
hsa-miR-130a-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-132-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-135a-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-3p,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-135a-5p,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-136-5p,5.0,0.0,9.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,2.0,11.0,70.0,4.0,0.0
hsa-miR-139-3p,25.0,96.0,21.0,302.0,28.0,77.0,36.0,33.0,10.0,58.0,20.0,53.0,109.0,38.0,26.0,11.0,25.0,9.0,0.0,20.0,14.0,15.0,3.0,15.0,3.0,6.0,26.0,0.0,6.0
hsa-miR-140-3p,2.0,0.0,0.0,5.0,2.0,8.0,0.0,0.0,1.0,4.0,0.0,6.0,0.0,2.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,3.0,0.0,1.0
hsa-miR-140-5p,0.0,15.0,11.0,40.0,82.0,18.0,3.0,6.0,1.0,31.0,8.0,0.0,16.0,19.0,12.0,3.0,8.0,8.0,2.0,17.0,5.0,5.0,1.0,1.0,11.0,39.0,6.0,11.0,6.0
hsa-miR-141-3p,65.0,3.0,0.0,53.0,10.0,91.0,6.0,137.0,76.0,91.0,39.0,24.0,9.0,11.0,45.0,27.0,0.0,6.0,74.0,44.0,4.0,19.0,4.0,36.0,31.0,23.0,65.0,23.0,28.0
hsa-miR-141-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-142-3p,22095.0,22876.0,10176.0,68607.0,59365.0,18716.0,5929.0,14642.0,4410.0,18304.0,4007.0,6722.0,32834.0,15238.0,11575.0,3657.0,5684.0,2905.0,470.0,17747.0,12418.0,8787.0,4852.0,13105.0,4999.0,16019.0,17312.0,5571.0,8971.0
hsa-miR-142-5p,423.0,357.0,205.0,1739.0,1338.0,409.0,154.0,299.0,138.0,565.0,130.0,140.0,1104.0,469.0,189.0,81.0,147.0,72.0,8.0,829.0,237.0,270.0,108.0,163.0,242.0,1019.0,449.0,252.0,204.0
hsa-miR-143-3p,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-144-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0
hsa-miR-144-5p,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,8.0,3.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,10.0,8.0,21.0,4.0,0.0,4.0,33.0,6.0,13.0,1.0
hsa-miR-145-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
hsa-miR-146a-5p,0.0,66.0,3.0,110.0,6.0,1.0,14.0,24.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0
hsa-miR-146b-3p,0.0,17.0,0.0,7.0,1.0,0.0,4.0,0.0,0.0,14.0,0.0,4.0,26.0,0.0,6.0,0.0,2.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,8.0
hsa-miR-146b-5p,19.0,0.0,0.0,6.0,4.0,41.0,0.0,0.0,1.0,9.0,0.0,2.0,38.0,10.0,5.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,5.0,6.0,1.0,6.0
hsa-miR-148a-3p,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-148b-3p,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-150-5p,3.0,0.0,8.0,45.0,0.0,12.0,0.0,5.0,4.0,16.0,0.0,6.0,6.0,9.0,0.0,0.0,7.0,0.0,0.0,9.0,7.0,3.0,0.0,4.0,1.0,5.0,2.0,2.0,1.0
hsa-miR-151a-3p,6.0,0.0,0.0,16.0,19.0,6.0,2.0,9.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0
hsa-miR-151a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-151b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-152-3p,43.0,20.0,21.0,204.0,148.0,24.0,15.0,45.0,20.0,12.0,8.0,22.0,34.0,12.0,13.0,4.0,13.0,2.0,6.0,21.0,26.0,13.0,5.0,25.0,11.0,85.0,75.0,12.0,12.0
hsa-miR-153-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-155-5p,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-15a-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-15a-5p,23.0,85.0,49.0,123.0,98.0,76.0,30.0,58.0,20.0,60.0,1.0,12.0,45.0,48.0,42.0,18.0,46.0,9.0,2.0,148.0,99.0,155.0,37.0,114.0,30.0,198.0,93.0,60.0,19.0
hsa-miR-15b-3p,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
hsa-miR-15b-5p,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,1.0,1.0,0.0,4.0
hsa-miR-16-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,6.0,2.0,0.0,0.0
hsa-miR-16-5p,2185.0,1211.0,2978.0,3077.0,7509.0,3721.0,1211.0,1773.0,588.0,4724.0,2380.0,968.0,1800.0,5637.0,2321.0,1236.0,1416.0,1011.0,228.0,3474.0,4167.0,1168.0,1209.0,3033.0,2071.0,9745.0,1571.0,1495.0,1032.0
hsa-miR-17-3p,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-17-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-181a-2-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-181a-5p,0.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-181b-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-181b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181b-5p,33.0,338.0,38.0,208.0,138.0,38.0,49.0,13.0,12.0,48.0,34.0,51.0,292.0,30.0,18.0,26.0,32.0,3.0,0.0,8.0,11.0,15.0,109.0,4.0,17.0,33.0,38.0,7.0,101.0
hsa-miR-181d-5p,0.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-182-5p,36.0,19.0,104.0,11.0,21.0,144.0,22.0,53.0,36.0,203.0,27.0,10.0,26.0,56.0,46.0,5.0,34.0,17.0,0.0,13.0,172.0,188.0,25.0,133.0,68.0,40.0,122.0,28.0,1.0
hsa-miR-1827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-183-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-183-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0
hsa-miR-1843,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0
hsa-miR-185-3p,0.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0
hsa-miR-185-5p,0.0,0.0,0.0,2.0,7.0,1.0,0.0,0.0,2.0,5.0,4.0,0.0,6.0,2.0,2.0,0.0,3.0,0.0,0.0,4.0,7.0,3.0,0.0,2.0,0.0,11.0,2.0,2.0,0.0
hsa-miR-186-3p,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
hsa-miR-186-5p,0.0,0.0,0.0,5.0,11.0,1.0,0.0,2.0,0.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,7.0,6.0,17.0,4.0,1.0,0.0
hsa-miR-18a-3p,3.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,9.0,0.0,0.0,8.0,0.0,0.0,5.0,5.0,9.0,1.0,7.0,7.0,9.0,2.0,7.0,2.0
hsa-miR-18a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-18b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0
hsa-miR-18b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1908-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0
hsa-miR-190a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
