miRNA,SRR5786046
hsa-miR-499a-3p,2
hsa-miR-877-5p,3
hsa-miR-656-3p,2
hsa-miR-619-5p,3
hsa-miR-212-3p,4
hsa-miR-34c-5p,3
hsa-miR-18b-5p,2
hsa-miR-597-5p,3
hsa-miR-760,5
hsa-miR-1343-3p,2
hsa-mir-548ag-1-5p,2
hsa-miR-1277-3p,3
hsa-miR-1915-3p,3
hsa-miR-1290,5
hsa-mir-622-3p,3
hsa-miR-33b-3p,2
hsa-miR-3145-5p,2
hsa-let-7f-2-3p,5
hsa-miR-3157-5p,3
hsa-mir-3651-3p,5
hsa-miR-98-3p,4
hsa-miR-1301-3p,7
hsa-miR-16-1-3p,3
hsa-miR-548w,2
hsa-miR-550a-3p,2
hsa-miR-34a-5p,3
hsa-miR-134-5p,3
hsa-miR-5000-5p,2
hsa-miR-6515-5p,2
hsa-miR-769-3p,5
hsa-miR-20b-5p,2
hsa-miR-577,2
hsa-mir-3156-3-5p,2
hsa-miR-548aj-3p,1
hsa-miR-6808-3p,1
hsa-miR-3674,3
hsa-mir-6724-1-5p,1
hsa-mir-617-5p,1
hsa-miR-548n,4
hsa-miR-636,3
hsa-mir-5696-5p,1
hsa-miR-6720-5p,1
hsa-miR-3064-5p,1
hsa-miR-146b-3p,1
hsa-miR-4796-3p,1
hsa-miR-3184-5p,3
hsa-miR-4429,3
hsa-miR-6877-5p,2
hsa-miR-10394-3p,5
hsa-mir-7854-3p,1
hsa-miR-450a-2-3p,3
hsa-mir-553-5p,1
hsa-mir-5188-3p,1
hsa-miR-5699-5p,1
hsa-miR-3126-5p,1
hsa-miR-4660,1
hsa-miR-3942-5p,1
hsa-miR-3118,1
hsa-miR-4775,1
hsa-miR-544b,2
hsa-miR-758-3p,2
hsa-miR-4485-5p,5
hsa-miR-520h,3
hsa-miR-3677-3p,2
hsa-miR-3173-5p,1
hsa-miR-181b-3p,3
hsa-miR-193b-5p,4
hsa-miR-548d-3p,2
hsa-miR-3944-3p,2
hsa-miR-5588-5p,2
hsa-miR-1276,2
hsa-mir-1248-5p,3
hsa-miR-182-3p,3
hsa-miR-147b-3p,1
hsa-miR-296-3p,1
hsa-miR-499b-5p,1
hsa-miR-3617-5p,2
hsa-miR-4664-3p,3
hsa-mir-1273c-5p,3
hsa-miR-3180-3p,1
hsa-miR-6752-3p,1
hsa-miR-3922-3p,2
hsa-mir-429-3p,3
hsa-miR-452-3p,2
hsa-mir-3976-5p,1
hsa-miR-4285,1
hsa-mir-7705-5p,2
hsa-miR-3165,1
hsa-miR-3125,1
hsa-miR-3127-3p,2
hsa-miR-4254,1
hsa-miR-627-5p,1
hsa-mir-5684-5p,2
hsa-miR-129-5p,1
hsa-miR-643,1
hsa-miR-6785-5p,2
hsa-miR-628-3p,2
hsa-miR-548ah-3p,1
hsa-miR-4426,2
hsa-let-7a-2-3p,4
hsa-miR-3609,2
hsa-miR-543,1
hsa-miR-4284,1
hsa-miR-708-3p,1
hsa-miR-652-5p,2
hsa-mir-6089-1-3p,1
hsa-miR-150-3p,2
hsa-miR-509-3-5p,1
hsa-miR-3928-3p,2
hsa-miR-6797-3p,1
hsa-miR-3611,2
hsa-miR-139-3p,2
hsa-miR-193a-5p,3
hsa-miR-10395-5p,1
hsa-miR-523-3p,1
hsa-miR-610,1
hsa-mir-4525-5p,3
hsa-miR-5010-3p,1
hsa-miR-7113-5p,1
hsa-mir-4473-3p,1
hsa-miR-6882-5p,1
hsa-mir-4449-3p,6
hsa-miR-138-5p,1
hsa-mir-2110-5p,1
hsa-miR-152-5p,2
hsa-miR-6839-5p,1
hsa-miR-95-5p,4
hsa-miR-3913-5p,1
hsa-mir-8086-5p,5
hsa-miR-9899,1
hsa-miR-5693,1
hsa-miR-548an,1
hsa-miR-4513,1
hsa-miR-3909,2
hsa-miR-4677-3p,2
hsa-miR-548l,1
hsa-miR-1289,1
hsa-miR-5001-5p,3
hsa-miR-3148,1
hsa-miR-1293,2
hsa-miR-1229-3p,1
hsa-miR-337-3p,1
hsa-miR-3180,1
hsa-miR-3183,1
hsa-miR-4676-5p,1
hsa-miR-556-3p,3
hsa-miR-4684-3p,2
hsa-miR-662,1
hsa-mir-3169-5p,2
hsa-miR-548q,1
hsa-miR-127-5p,1
hsa-mir-941-4-3p,1
hsa-miR-378f,1
hsa-miR-3126-3p,1
hsa-miR-6724-5p,2
hsa-miR-548av-3p,1
hsa-miR-151b,1
hsa-miR-382-5p,2
hsa-miR-181b-2-3p,1
hsa-miR-4732-3p,1
hsa-miR-6529-5p,1
hsa-miR-500b-3p,2
hsa-miR-2116-3p,2
hsa-miR-580-5p,1
hsa-miR-100-3p,1
hsa-miR-6820-5p,1
hsa-miR-122-5p,1
hsa-miR-4473,2
hsa-miR-33b-5p,2
hsa-mir-548h-3-5p,1
hsa-miR-208b-5p,1
hsa-miR-6789-5p,1
hsa-miR-3134,1
hsa-miR-624-5p,2
hsa-miR-5009-5p,2
hsa-miR-589-3p,1
hsa-miR-3159,1
hsa-mir-572-3p,1
hsa-miR-548am-3p,2
hsa-miR-4769-5p,1
hsa-miR-6886-5p,2
hsa-miR-6726-3p,1
hsa-mir-765-3p,1
hsa-miR-3667-3p,1
hsa-miR-493-3p,1
hsa-miR-4688,1
hsa-miR-34b-5p,1
hsa-miR-7845-5p,1
hsa-miR-223-3p,2
hsa-miR-6766-3p,2
hsa-mir-3146-3p,1
hsa-miR-526a-5p,1
hsa-miR-653-3p,1
hsa-miR-6511a-3p,1
hsa-miR-4684-5p,2
hsa-miR-92b-5p,1
hsa-mir-4271-3p,1
hsa-miR-6798-3p,1
hsa-mir-4330-3p,1
hsa-miR-485-3p,1
hsa-miR-10396b-5p,1
hsa-miR-5189-3p,1
hsa-miR-548j-3p,1
hsa-miR-6767-5p,1
hsa-miR-9902,1
hsa-miR-3133,1
hsa-miR-1273h-5p,1
hsa-miR-6873-5p,1
hsa-miR-449c-5p,1
hsa-miR-4504,1
hsa-miR-196b-3p,2
hsa-miR-1249-3p,2
hsa-miR-766-5p,1
hsa-miR-3074-5p,1
hsa-miR-6511b-3p,1
hsa-miR-26b-3p,1
hsa-miR-301b-5p,1
hsa-miR-4498,1
hsa-miR-584-3p,1
hsa-miR-4713-5p,3
hsa-miR-1306-3p,2
hsa-miR-6727-5p,1
hsa-miR-4676-3p,2
hsa-miR-6085,1
hsa-miR-3939,1
hsa-miR-548j-5p,1
hsa-miR-4324,1
hsa-miR-3912-3p,2
hsa-mir-9899-3p,1
hsa-mir-6844-3p,1
hsa-miR-6820-3p,1
hsa-mir-1276-5p,1
hsa-miR-6772-3p,1
hsa-miR-4521,2
hsa-miR-1261,1
hsa-mir-3652-5p,1
hsa-miR-5696,1
hsa-mir-551a-3p,1
hsa-mir-521-1-3p,1
hsa-miR-210-5p,2
hsa-miR-1294,1
hsa-miR-6789-3p,1
hsa-miR-15a-3p,1
hsa-miR-548a-3p,1
hsa-miR-205-5p,2
hsa-miR-144-5p,2
hsa-miR-1243,1
hsa-miR-622,2
hsa-miR-2115-3p,1
hsa-mir-9903-3p,1
hsa-miR-3692-3p,1
hsa-miR-548ah-5p,1
hsa-miR-939-5p,1
hsa-mir-12121-5p,2
hsa-mir-6084-3p,3
hsa-miR-548ay-3p,2
hsa-miR-551a,1
hsa-miR-3157-3p,1
hsa-miR-581,1
hsa-miR-548ab,1
hsa-mir-3916-5p,1
hsa-miR-372-5p,1
hsa-miR-6516-5p,2
hsa-miR-1197,1
hsa-miR-4422,1
hsa-miR-4793-3p,1
hsa-miR-3198,2
hsa-mir-3181-5p,1
hsa-miR-4474-3p,1
hsa-miR-891a-5p,1
hsa-mir-6127-5p,1
hsa-miR-676-3p,1
hsa-miR-1976,2
hsa-miR-4779,1
hsa-miR-539-3p,1
hsa-miR-6716-3p,1
hsa-mir-3929-3p,2
hsa-miR-105-5p,1
hsa-miR-502-5p,2
hsa-mir-8072-5p,1
hsa-miR-664b-3p,1
hsa-miR-708-5p,1
hsa-mir-3908-5p,1
hsa-miR-548ay-5p,1
hsa-let-7g-3p,1
hsa-miR-29b-1-5p,1
hsa-miR-342-3p,1
hsa-miR-6749-3p,2
hsa-miR-3179,1
hsa-miR-4645-3p,2
hsa-miR-4687-3p,1
hsa-miR-1910-5p,1
hsa-miR-6733-5p,1
hsa-miR-3650,1
hsa-miR-26a-2-3p,1
hsa-miR-4667-3p,1
hsa-miR-26a-1-3p,1
hsa-mir-644a-3p,1
hsa-miR-505-5p,1
hsa-mir-3659-3p,1
hsa-miR-410-3p,1
hsa-miR-6505-5p,1
hsa-miR-4741,2
hsa-miR-542-5p,1
hsa-miR-3140-5p,1
hsa-miR-1538,1
hsa-mir-3655-5p,1
hsa-miR-29b-2-5p,1
hsa-miR-548t-3p,1
hsa-miR-4713-3p,1
hsa-miR-556-5p,3
hsa-mir-641-5p,1
hsa-mir-563-3p,1
hsa-miR-8485,1
hsa-miR-497-5p,1
hsa-miR-3170,1
hsa-miR-4686,1
hsa-miR-1247-3p,2
hsa-miR-449a,1
hsa-miR-487b-3p,1
hsa-miR-628-5p,2
hsa-miR-3614-5p,1
hsa-miR-486-5p,1
hsa-miR-450a-1-3p,1
hsa-miR-3121-3p,1
hsa-miR-3664-5p,1
hsa-miR-3605-3p,1
hsa-miR-3652,2
hsa-miR-3146,1
hsa-miR-1299,1
hsa-miR-6078,1
hsa-miR-449b-5p,1
hsa-miR-302f,1
hsa-miR-6510-3p,1
hsa-miR-3655,1
hsa-mir-6724-2-5p,1
hsa-miR-3187-3p,1
hsa-miR-6807-5p,1
hsa-miR-4762-3p,1
hsa-miR-128-1-5p,1
hsa-miR-9898,1
hsa-miR-138-1-3p,1
hsa-mir-10524-5p,1
hsa-mir-639-3p,1
hsa-miR-4797-5p,1
hsa-miR-4463,1
hsa-mir-3615-3p,1
hsa-miR-190a-5p,1
hsa-mir-3180-4-5p,1
hsa-miR-6842-3p,1
hsa-miR-10392-5p,1
hsa-let-7e-3p,1
