miRNA,SRR3879751,SRR3879752,SRR3879753,SRR3879754,SRR3879755,SRR3879756,SRR3879757,SRR3879758,SRR3879759,SRR3879760,SRR3879761,SRR3879762,SRR3879763,SRR3879764,SRR3879765
hsa-miR-122-3p,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-5p,269.0,50.0,32.0,1825.0,2719.0,2416.0,491.0,444.0,61.0,612.0,1570.0,102.0,0.0,0.0,0.0
hsa-miR-1226-3p,1.0,0.0,0.0,7.0,12.0,16.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-1226-5p,2.0,0.0,1.0,21.0,13.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1227-3p,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1227-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-5p,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,0.0,0.0,0.0,5.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-5p,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122b-5p,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1234-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1236-5p,3.0,1.0,2.0,5.0,3.0,1.0,0.0,4.0,1.0,3.0,6.0,3.0,0.0,0.0,0.0
hsa-miR-1237-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-1238-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-124-3p,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1244,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,70.0,37.0,26.0,364.0,315.0,477.0,123.0,95.0,196.0,43.0,91.0,36.0,58.0,91.0,76.0
hsa-miR-1247-5p,6.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1248,6.0,0.0,3.0,4.0,0.0,13.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-1249-3p,8.0,14.0,8.0,9.0,29.0,26.0,5.0,2.0,14.0,9.0,5.0,6.0,2.0,0.0,0.0
hsa-miR-1252-5p,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255a,8.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255b-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1256,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1258,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,95.0,39.0,33.0,23.0,24.0,48.0,0.0,3.0,7.0,5.0,5.0,2.0,1.0,0.0,0.0
hsa-miR-125a-5p,2829.0,2022.0,882.0,522.0,405.0,669.0,57.0,67.0,158.0,68.0,34.0,21.0,38.0,85.0,42.0
hsa-miR-125b-1-3p,17.0,10.0,5.0,24.0,30.0,33.0,2.0,0.0,1.0,3.0,1.0,0.0,8.0,20.0,5.0
hsa-miR-125b-2-3p,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125b-5p,1267.0,913.0,386.0,1112.0,978.0,1396.0,37.0,46.0,77.0,103.0,100.0,35.0,141.0,253.0,114.0
hsa-miR-126-3p,5136.0,2569.0,1273.0,1798.0,2524.0,3758.0,516.0,593.0,2072.0,1187.0,1438.0,788.0,26.0,12.0,7.0
hsa-miR-126-5p,93.0,60.0,34.0,52.0,89.0,113.0,29.0,24.0,54.0,32.0,48.0,23.0,0.0,0.0,0.0
hsa-miR-1260a,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1260b,23.0,24.0,17.0,128.0,123.0,150.0,28.0,43.0,75.0,89.0,96.0,64.0,5.0,5.0,1.0
hsa-miR-1262,7.0,1.0,0.0,0.0,6.0,6.0,1.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1266-5p,7.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1268a,3.0,6.0,7.0,19.0,0.0,6.0,6.0,0.0,12.0,15.0,2.0,21.0,0.0,0.0,4.0
hsa-miR-1268b,2.0,0.0,1.0,5.0,25.0,23.0,15.0,15.0,38.0,0.0,34.0,0.0,0.0,0.0,0.0
hsa-miR-1269a,9.0,1.0,4.0,13.0,13.0,19.0,3.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-127-3p,216.0,149.0,66.0,144.0,214.0,325.0,50.0,53.0,126.0,115.0,173.0,94.0,20.0,21.0,19.0
hsa-miR-127-5p,1.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1270,70.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1271-3p,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1271-5p,15.0,8.0,8.0,8.0,4.0,17.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0
hsa-miR-1273c,5.0,5.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
hsa-miR-1273h-5p,2.0,0.0,0.0,2.0,1.0,0.0,4.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1275,52.0,67.0,46.0,14.0,14.0,36.0,5.0,16.0,16.0,29.0,37.0,38.0,1.0,5.0,4.0
hsa-miR-1276,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1278,4.0,3.0,1.0,5.0,5.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
hsa-miR-128-1-5p,0.0,0.0,0.0,1.0,3.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-128-3p,1990.0,1335.0,583.0,774.0,676.0,1273.0,83.0,112.0,251.0,190.0,311.0,162.0,67.0,102.0,83.0
hsa-miR-1283,7.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1284,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1285-3p,39.0,20.0,10.0,16.0,19.0,22.0,3.0,4.0,7.0,1.0,0.0,1.0,0.0,1.0,1.0
hsa-miR-1285-5p,19.0,16.0,8.0,23.0,16.0,28.0,4.0,4.0,7.0,8.0,10.0,4.0,1.0,1.0,0.0
hsa-miR-1286,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1287-5p,28.0,32.0,15.0,17.0,24.0,26.0,1.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-1288-3p,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
hsa-miR-129-1-3p,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-129-2-3p,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-129-5p,59.0,68.0,28.0,0.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0
hsa-miR-1290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1291,11.0,4.0,6.0,3.0,2.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0
hsa-miR-1292-3p,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1292-5p,29.0,24.0,12.0,25.0,19.0,22.0,2.0,7.0,3.0,6.0,15.0,2.0,3.0,0.0,1.0
hsa-miR-1293,28.0,21.0,8.0,30.0,23.0,46.0,2.0,3.0,1.0,16.0,32.0,22.0,20.0,31.0,28.0
hsa-miR-1294,1.0,4.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1295a,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-3p,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,75.0,59.0,32.0,111.0,76.0,99.0,10.0,6.0,16.0,7.0,26.0,9.0,0.0,0.0,1.0
hsa-miR-1297,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1299,0.0,0.0,0.0,23.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1301-3p,52.0,51.0,30.0,52.0,24.0,64.0,1.0,9.0,18.0,2.0,1.0,2.0,3.0,0.0,1.0
hsa-miR-1303,14.0,15.0,16.0,49.0,66.0,76.0,6.0,6.0,15.0,4.0,3.0,0.0,0.0,0.0,0.0
hsa-miR-1304-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1304-5p,26.0,17.0,4.0,53.0,41.0,58.0,4.0,2.0,9.0,2.0,2.0,6.0,1.0,0.0,0.0
hsa-miR-1306-3p,2.0,8.0,1.0,16.0,22.0,31.0,0.0,3.0,7.0,4.0,7.0,3.0,0.0,0.0,0.0
hsa-miR-1306-5p,14.0,5.0,1.0,2.0,5.0,10.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1307-3p,1720.0,1630.0,1559.0,852.0,830.0,1205.0,235.0,235.0,505.0,366.0,769.0,376.0,226.0,291.0,205.0
hsa-miR-1307-5p,113.0,49.0,58.0,100.0,90.0,93.0,8.0,8.0,17.0,31.0,26.0,13.0,0.0,0.0,0.0
hsa-miR-130a-3p,124.0,82.0,36.0,127.0,122.0,111.0,7.0,8.0,17.0,7.0,5.0,2.0,2.0,6.0,0.0
hsa-miR-130a-5p,2.0,1.0,0.0,10.0,9.0,28.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0
hsa-miR-130b-3p,26.0,24.0,8.0,77.0,80.0,68.0,0.0,1.0,10.0,3.0,2.0,6.0,0.0,0.0,1.0
hsa-miR-130b-5p,40.0,32.0,11.0,24.0,17.0,19.0,5.0,2.0,7.0,10.0,12.0,6.0,8.0,3.0,8.0
hsa-miR-132-3p,121.0,60.0,31.0,30.0,28.0,40.0,5.0,1.0,6.0,6.0,8.0,3.0,0.0,1.0,0.0
hsa-miR-132-5p,56.0,64.0,30.0,6.0,4.0,9.0,0.0,1.0,2.0,3.0,4.0,3.0,2.0,0.0,3.0
hsa-miR-1323,11.0,9.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-133a-3p,44.0,23.0,6.0,32.0,36.0,33.0,9.0,7.0,33.0,17.0,6.0,7.0,0.0,0.0,0.0
hsa-miR-134-5p,4.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,9.0,12.0,7.0
hsa-miR-1343-3p,7.0,7.0,5.0,41.0,39.0,58.0,1.0,1.0,4.0,6.0,8.0,8.0,0.0,0.0,0.0
hsa-miR-1343-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-135a-5p,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-135b-3p,11.0,6.0,4.0,7.0,3.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-135b-5p,517.0,329.0,134.0,184.0,173.0,232.0,9.0,5.0,12.0,17.0,20.0,19.0,1.0,5.0,2.0
hsa-miR-136-3p,11.0,6.0,0.0,13.0,10.0,23.0,4.0,4.0,11.0,6.0,11.0,5.0,4.0,0.0,0.0
hsa-miR-136-5p,40.0,25.0,11.0,25.0,47.0,23.0,8.0,7.0,19.0,15.0,24.0,14.0,0.0,1.0,0.0
hsa-miR-137-3p,6.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-137-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-138-1-3p,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0
hsa-miR-138-5p,20.0,19.0,10.0,40.0,38.0,24.0,0.0,0.0,3.0,1.0,0.0,0.0,5.0,9.0,7.0
hsa-miR-139-3p,20.0,3.0,4.0,1.0,4.0,3.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0
hsa-miR-139-5p,306.0,152.0,90.0,87.0,115.0,200.0,37.0,22.0,100.0,64.0,105.0,50.0,4.0,8.0,0.0
hsa-miR-140-3p,448.0,292.0,179.0,337.0,372.0,543.0,82.0,52.0,184.0,98.0,164.0,95.0,20.0,10.0,6.0
hsa-miR-140-5p,122.0,93.0,40.0,76.0,91.0,80.0,13.0,12.0,26.0,31.0,14.0,15.0,2.0,2.0,1.0
hsa-miR-141-3p,193.0,174.0,53.0,180.0,199.0,229.0,16.0,22.0,40.0,22.0,19.0,12.0,0.0,4.0,1.0
hsa-miR-141-5p,47.0,25.0,11.0,75.0,74.0,73.0,16.0,12.0,27.0,10.0,11.0,13.0,0.0,0.0,0.0
hsa-miR-142-3p,117.0,82.0,41.0,149.0,150.0,159.0,28.0,19.0,82.0,53.0,61.0,37.0,0.0,0.0,0.0
hsa-miR-142-5p,181.0,93.0,49.0,171.0,172.0,241.0,35.0,40.0,120.0,61.0,51.0,33.0,0.0,1.0,0.0
hsa-miR-143-3p,1291.0,600.0,322.0,985.0,1013.0,1620.0,230.0,211.0,685.0,365.0,526.0,305.0,0.0,2.0,0.0
hsa-miR-143-5p,4.0,1.0,2.0,8.0,1.0,5.0,0.0,2.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-144-3p,269.0,179.0,50.0,212.0,275.0,331.0,82.0,60.0,139.0,160.0,189.0,80.0,0.0,0.0,0.0
hsa-miR-144-5p,72.0,29.0,13.0,93.0,88.0,93.0,30.0,23.0,53.0,39.0,40.0,22.0,0.0,0.0,0.0
hsa-miR-145-3p,4.0,0.0,3.0,1.0,6.0,9.0,0.0,1.0,4.0,3.0,1.0,3.0,0.0,0.0,0.0
hsa-miR-145-5p,23.0,6.0,7.0,21.0,21.0,34.0,5.0,4.0,16.0,4.0,7.0,0.0,0.0,0.0,0.0
hsa-miR-1468-5p,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-1469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-146a-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-146a-5p,104.0,137.0,48.0,2269.0,2050.0,2751.0,0.0,0.0,2.0,245.0,186.0,263.0,3.0,9.0,2.0
hsa-miR-146b-3p,4.0,2.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-146b-5p,1110.0,668.0,378.0,222.0,256.0,319.0,18.0,26.0,61.0,20.0,20.0,17.0,8.0,21.0,2.0
hsa-miR-147b-3p,77.0,53.0,27.0,204.0,187.0,225.0,0.0,0.0,0.0,9.0,6.0,2.0,0.0,0.0,0.0
hsa-miR-147b-5p,12.0,0.0,3.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-148a-3p,3385.0,1649.0,841.0,2324.0,2406.0,3147.0,141.0,131.0,500.0,417.0,369.0,205.0,58.0,108.0,54.0
hsa-miR-148a-5p,46.0,29.0,10.0,26.0,28.0,31.0,3.0,1.0,6.0,6.0,11.0,6.0,0.0,3.0,2.0
hsa-miR-148b-3p,479.0,288.0,210.0,667.0,571.0,814.0,38.0,28.0,61.0,56.0,28.0,27.0,0.0,6.0,5.0
