miRNA,ERR9872207,ERR9872208,ERR9872209,ERR9872210,ERR9872211,ERR9872212
hsa-miR-1180-3p,232.0,885.0,265.0,166.0,178.0,241.0
hsa-miR-1181,0.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-1182,0.0,0.0,0.0,15.0,0.0,0.0
hsa-miR-1185-1-3p,0.0,0.0,2.0,1.0,0.0,0.0
hsa-miR-1193,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1197,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-12114,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-12127,0.0,0.0,1.0,0.0,2.0,0.0
hsa-miR-12136,0.0,0.0,6.0,0.0,0.0,0.0
hsa-miR-122-5p,451.0,291.0,97.0,2666.0,104.0,435.0
hsa-miR-1226-3p,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-1228-5p,0.0,0.0,0.0,0.0,0.0,3.0
hsa-miR-1229-3p,12.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122b-5p,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1233-5p,0.0,0.0,1.0,0.0,0.0,3.0
hsa-miR-1236-5p,0.0,0.0,1.0,12.0,0.0,0.0
hsa-miR-1237-5p,6.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1238-3p,23.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-124-3p,0.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-1244,0.0,0.0,5.0,0.0,4.0,0.0
hsa-miR-1246,891.0,553.0,1036.0,614.0,1038.0,472.0
hsa-miR-1247-5p,0.0,0.0,2.0,0.0,1.0,0.0
hsa-miR-1248,0.0,0.0,0.0,0.0,0.0,7.0
hsa-miR-1249-3p,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1252-5p,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-1255b-5p,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-125a-3p,51.0,182.0,121.0,84.0,86.0,97.0
hsa-miR-125a-5p,1971.0,4382.0,1746.0,1790.0,1846.0,2164.0
hsa-miR-125b-1-3p,38.0,123.0,38.0,34.0,50.0,0.0
hsa-miR-125b-2-3p,0.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-125b-5p,237.0,366.0,216.0,351.0,209.0,83.0
hsa-miR-126-3p,180.0,282.0,142.0,510.0,122.0,151.0
hsa-miR-126-5p,16.0,2.0,2.0,3.0,3.0,0.0
hsa-miR-1260b,0.0,0.0,3.0,0.0,4.0,5.0
hsa-miR-1262,15.0,0.0,2.0,0.0,1.0,0.0
hsa-miR-1266-5p,0.0,0.0,5.0,0.0,1.0,0.0
hsa-miR-1268a,19.0,97.0,27.0,64.0,13.0,17.0
hsa-miR-1268b,0.0,0.0,13.0,98.0,74.0,22.0
hsa-miR-1269b,29.0,72.0,15.0,7.0,18.0,26.0
hsa-miR-127-3p,13.0,130.0,53.0,145.0,66.0,82.0
hsa-miR-1273h-3p,0.0,0.0,0.0,21.0,0.0,2.0
hsa-miR-1273h-5p,1.0,2.0,3.0,28.0,2.0,11.0
hsa-miR-1275,0.0,0.0,1.0,26.0,0.0,6.0
hsa-miR-1276,0.0,0.0,4.0,0.0,4.0,0.0
hsa-miR-1278,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-128-1-5p,0.0,0.0,3.0,0.0,2.0,6.0
hsa-miR-128-3p,1090.0,1889.0,1162.0,1065.0,914.0,388.0
hsa-miR-1284,0.0,0.0,2.0,23.0,5.0,0.0
hsa-miR-1285-3p,0.0,0.0,8.0,0.0,5.0,6.0
hsa-miR-1285-5p,12.0,14.0,11.0,66.0,15.0,23.0
hsa-miR-1287-5p,0.0,0.0,1.0,0.0,5.0,0.0
hsa-miR-1288-3p,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-129-5p,0.0,0.0,0.0,24.0,5.0,4.0
hsa-miR-1290,4.0,2.0,0.0,3.0,2.0,1.0
hsa-miR-1291,0.0,10.0,9.0,0.0,3.0,5.0
hsa-miR-1292-5p,0.0,28.0,12.0,0.0,1.0,29.0
hsa-miR-1293,0.0,11.0,4.0,0.0,2.0,10.0
hsa-miR-1296-3p,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-1299,12.0,75.0,51.0,13.0,40.0,30.0
hsa-miR-1301-3p,42.0,89.0,36.0,46.0,34.0,49.0
hsa-miR-1303,58.0,62.0,72.0,55.0,22.0,51.0
hsa-miR-1304-3p,0.0,0.0,0.0,1.0,1.0,3.0
hsa-miR-1304-5p,1.0,0.0,13.0,0.0,8.0,5.0
hsa-miR-1306-3p,0.0,0.0,8.0,2.0,6.0,16.0
hsa-miR-1306-5p,0.0,0.0,0.0,3.0,0.0,0.0
hsa-miR-1307-3p,618.0,1089.0,472.0,533.0,555.0,379.0
hsa-miR-1307-5p,11.0,0.0,5.0,0.0,5.0,2.0
hsa-miR-130a-3p,0.0,0.0,0.0,0.0,4.0,0.0
hsa-miR-130b-3p,0.0,0.0,0.0,0.0,3.0,0.0
hsa-miR-130b-5p,28.0,11.0,66.0,20.0,50.0,36.0
hsa-miR-132-3p,6.0,30.0,7.0,0.0,5.0,0.0
hsa-miR-132-5p,8.0,32.0,6.0,1.0,5.0,3.0
hsa-miR-1323,0.0,0.0,7.0,0.0,3.0,834.0
hsa-miR-133a-3p,2.0,81.0,7.0,5199.0,6.0,16.0
hsa-miR-133a-5p,0.0,1.0,0.0,36.0,0.0,0.0
hsa-miR-133b,0.0,0.0,0.0,66.0,0.0,0.0
hsa-miR-134-5p,15.0,19.0,12.0,3.0,47.0,32.0
hsa-miR-1343-3p,0.0,0.0,0.0,7.0,1.0,5.0
hsa-miR-135b-5p,0.0,1.0,2.0,0.0,1.0,4.0
hsa-miR-136-3p,0.0,0.0,0.0,2.0,0.0,2.0
hsa-miR-136-5p,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-137-5p,0.0,0.0,0.0,0.0,0.0,5.0
hsa-miR-138-1-3p,0.0,0.0,6.0,0.0,10.0,1.0
hsa-miR-138-5p,7.0,54.0,3.0,0.0,5.0,1.0
hsa-miR-139-3p,0.0,1.0,4.0,11.0,2.0,2.0
hsa-miR-139-5p,40.0,3.0,27.0,81.0,9.0,19.0
hsa-miR-140-3p,19.0,146.0,77.0,89.0,68.0,29.0
hsa-miR-140-5p,1.0,20.0,16.0,27.0,21.0,8.0
hsa-miR-141-3p,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-142-3p,3.0,2.0,0.0,19.0,2.0,0.0
hsa-miR-142-5p,55.0,14.0,3.0,14.0,0.0,2.0
hsa-miR-143-3p,20.0,488.0,61.0,363.0,16.0,237.0
hsa-miR-143-5p,1.0,1.0,0.0,1.0,0.0,0.0
hsa-miR-144-3p,4.0,0.0,0.0,3.0,0.0,16.0
hsa-miR-144-5p,1.0,3.0,2.0,2.0,0.0,0.0
hsa-miR-145-3p,0.0,1.0,1.0,3.0,0.0,5.0
hsa-miR-145-5p,1.0,172.0,0.0,40.0,0.0,0.0
hsa-miR-1468-5p,0.0,0.0,6.0,1.0,2.0,0.0
hsa-miR-1469,2.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-146a-5p,9.0,136.0,3.0,40.0,9.0,0.0
hsa-miR-146b-3p,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-146b-5p,74.0,174.0,37.0,32.0,30.0,15.0
hsa-miR-148a-3p,667.0,950.0,502.0,687.0,191.0,296.0
hsa-miR-148a-5p,0.0,0.0,1.0,2.0,0.0,0.0
hsa-miR-148b-3p,38.0,89.0,125.0,14.0,86.0,19.0
hsa-miR-148b-5p,0.0,0.0,1.0,1.0,3.0,0.0
hsa-miR-149-3p,0.0,2.0,1.0,0.0,0.0,0.0
hsa-miR-149-5p,78.0,158.0,62.0,91.0,36.0,27.0
hsa-miR-150-5p,0.0,121.0,3.0,8.0,1.0,0.0
hsa-miR-151a-3p,1544.0,3926.0,2233.0,1106.0,2291.0,954.0
hsa-miR-151a-5p,0.0,26.0,19.0,65.0,18.0,4.0
hsa-miR-151b,0.0,0.0,2.0,2.0,10.0,0.0
hsa-miR-152-3p,43.0,69.0,21.0,4.0,75.0,30.0
hsa-miR-155-5p,0.0,62.0,6.0,9.0,3.0,15.0
hsa-miR-15a-5p,1.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-15b-3p,0.0,0.0,6.0,1.0,6.0,0.0
hsa-miR-15b-5p,1.0,4.0,6.0,0.0,1.0,14.0
hsa-miR-16-2-3p,188.0,70.0,139.0,17.0,120.0,39.0
hsa-miR-16-5p,8.0,42.0,20.0,14.0,19.0,5.0
hsa-miR-17-5p,30.0,38.0,63.0,5.0,75.0,21.0
hsa-miR-181a-2-3p,32.0,75.0,73.0,20.0,72.0,35.0
hsa-miR-181a-3p,0.0,2.0,10.0,13.0,4.0,0.0
hsa-miR-181a-5p,82.0,309.0,149.0,300.0,93.0,67.0
hsa-miR-181b-2-3p,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-181b-3p,0.0,0.0,10.0,0.0,1.0,0.0
hsa-miR-181b-5p,53.0,35.0,75.0,51.0,64.0,25.0
hsa-miR-181c-5p,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-181d-5p,12.0,2.0,6.0,2.0,7.0,0.0
hsa-miR-182-3p,0.0,0.0,2.0,0.0,5.0,10.0
hsa-miR-182-5p,575.0,1037.0,1494.0,284.0,1295.0,673.0
hsa-miR-1827,4.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-183-3p,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-183-5p,624.0,1071.0,1021.0,234.0,683.0,284.0
hsa-miR-184,9.0,22.0,3.0,18.0,3.0,33.0
hsa-miR-1843,1.0,0.0,6.0,0.0,0.0,0.0
hsa-miR-185-3p,0.0,0.0,0.0,0.0,0.0,5.0
hsa-miR-185-5p,34.0,64.0,109.0,102.0,123.0,28.0
hsa-miR-186-5p,52.0,157.0,136.0,41.0,57.0,32.0
hsa-miR-188-5p,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-18a-3p,0.0,0.0,3.0,0.0,3.0,0.0
hsa-miR-18a-5p,0.0,0.0,3.0,0.0,1.0,3.0
hsa-miR-1908-3p,0.0,0.0,2.0,5.0,2.0,0.0
hsa-miR-1908-5p,19.0,120.0,11.0,1.0,10.0,51.0
hsa-miR-191-3p,0.0,0.0,1.0,0.0,1.0,0.0
hsa-miR-191-5p,666.0,1218.0,1254.0,591.0,1169.0,510.0
hsa-miR-1910-3p,0.0,47.0,1.0,0.0,0.0,3.0
hsa-miR-1910-5p,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-1914-5p,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-192-3p,0.0,2.0,0.0,46.0,9.0,26.0
hsa-miR-192-5p,1129.0,2908.0,2963.0,936.0,3000.0,661.0
hsa-miR-193a-5p,66.0,269.0,35.0,67.0,30.0,8.0
hsa-miR-193b-3p,19.0,0.0,11.0,0.0,19.0,16.0
hsa-miR-193b-5p,188.0,456.0,132.0,375.0,73.0,138.0
hsa-miR-194-3p,0.0,0.0,1.0,0.0,12.0,9.0
hsa-miR-194-5p,102.0,344.0,264.0,78.0,309.0,80.0
hsa-miR-195-3p,21.0,0.0,6.0,2.0,0.0,20.0
hsa-miR-195-5p,0.0,3.0,0.0,2.0,0.0,0.0
hsa-miR-196a-5p,92.0,119.0,108.0,43.0,199.0,65.0
hsa-miR-196b-3p,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-196b-5p,21.0,1.0,18.0,7.0,17.0,17.0
hsa-miR-197-3p,15.0,4.0,13.0,0.0,32.0,29.0
hsa-miR-197-5p,0.0,20.0,1.0,0.0,0.0,0.0
hsa-miR-1976,0.0,0.0,4.0,0.0,2.0,0.0
hsa-miR-198,0.0,0.0,0.0,0.0,0.0,7.0
hsa-miR-199a-3p,2.0,42.0,1.0,83.0,3.0,9.0
hsa-miR-199a-5p,0.0,38.0,7.0,75.0,1.0,12.0
hsa-miR-199b-3p,2.0,51.0,6.0,38.0,0.0,10.0
hsa-miR-199b-5p,0.0,12.0,0.0,6.0,0.0,0.0
hsa-miR-19a-3p,0.0,3.0,0.0,0.0,0.0,0.0
hsa-miR-19b-3p,11.0,1.0,1.0,0.0,3.0,2.0
hsa-miR-200a-3p,0.0,45.0,6.0,3.0,16.0,4.0
hsa-miR-200a-5p,0.0,7.0,4.0,0.0,8.0,0.0
hsa-miR-200b-3p,30.0,274.0,36.0,1.0,63.0,20.0
hsa-miR-200b-5p,0.0,3.0,2.0,0.0,7.0,14.0
hsa-miR-200c-3p,2.0,141.0,30.0,33.0,16.0,167.0
hsa-miR-203a-3p,336.0,316.0,0.0,252.0,9.0,26.0
hsa-miR-204-3p,0.0,45.0,3.0,21.0,0.0,0.0
hsa-miR-204-5p,0.0,2.0,3.0,7.0,0.0,2.0
hsa-miR-205-5p,0.0,0.0,5.0,0.0,0.0,0.0
hsa-miR-206,12.0,36.0,0.0,394.0,2.0,9.0
hsa-miR-208a-3p,0.0,1.0,1.0,0.0,0.0,0.0
hsa-miR-20a-3p,35.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-20a-5p,30.0,162.0,127.0,27.0,109.0,9.0
hsa-miR-20b-5p,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-21-3p,18.0,84.0,12.0,32.0,18.0,1.0
hsa-miR-21-5p,32501.0,68511.0,52319.0,24530.0,50236.0,13509.0
hsa-miR-210-3p,0.0,1.0,1.0,12.0,0.0,0.0
hsa-miR-210-5p,0.0,0.0,0.0,0.0,6.0,0.0
hsa-miR-2110,2.0,57.0,36.0,57.0,24.0,20.0
hsa-miR-2115-3p,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-2116-3p,0.0,0.0,4.0,0.0,5.0,0.0
hsa-miR-212-5p,5.0,43.0,2.0,0.0,0.0,0.0
hsa-miR-214-3p,0.0,3.0,0.0,1.0,0.0,4.0
hsa-miR-214-5p,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-215-5p,0.0,18.0,9.0,1.0,13.0,5.0
hsa-miR-218-5p,23.0,3.0,22.0,28.0,26.0,1.0
hsa-miR-219a-1-3p,0.0,0.0,4.0,0.0,2.0,1.0
hsa-miR-22-3p,197.0,653.0,218.0,393.0,188.0,143.0
hsa-miR-22-5p,0.0,136.0,14.0,18.0,7.0,2.0
hsa-miR-221-3p,114.0,304.0,185.0,135.0,197.0,29.0
hsa-miR-221-5p,43.0,77.0,31.0,0.0,34.0,5.0
hsa-miR-222-3p,1581.0,3397.0,3120.0,3184.0,2252.0,2455.0
hsa-miR-222-5p,0.0,42.0,2.0,48.0,3.0,4.0
hsa-miR-223-3p,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-223-5p,8.0,1.0,0.0,2.0,0.0,4.0
hsa-miR-224-5p,1288.0,2314.0,3141.0,947.0,3194.0,1446.0
hsa-miR-2277-3p,0.0,5.0,18.0,0.0,9.0,10.0
hsa-miR-2277-5p,21.0,0.0,28.0,56.0,5.0,24.0
hsa-miR-2355-3p,13.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-23a-3p,16.0,89.0,136.0,55.0,112.0,52.0
hsa-miR-23a-5p,0.0,0.0,1.0,72.0,9.0,38.0
hsa-miR-23b-3p,16.0,81.0,138.0,58.0,238.0,37.0
hsa-miR-23b-5p,69.0,182.0,57.0,22.0,58.0,40.0
hsa-miR-24-1-5p,0.0,0.0,1.0,0.0,1.0,0.0
hsa-miR-24-2-5p,15.0,35.0,28.0,2.0,21.0,12.0
hsa-miR-24-3p,407.0,1273.0,608.0,406.0,63.0,170.0
hsa-miR-25-3p,564.0,1009.0,667.0,701.0,477.0,242.0
hsa-miR-25-5p,71.0,307.0,54.0,71.0,70.0,145.0
hsa-miR-2682-5p,0.0,0.0,10.0,1.0,6.0,0.0
hsa-miR-26a-2-3p,0.0,0.0,0.0,16.0,1.0,0.0
hsa-miR-26a-5p,1531.0,3414.0,2382.0,2767.0,1584.0,1448.0
hsa-miR-26b-3p,0.0,3.0,0.0,1.0,1.0,0.0
hsa-miR-26b-5p,31.0,188.0,117.0,176.0,126.0,58.0
hsa-miR-27a-3p,609.0,659.0,497.0,355.0,742.0,210.0
hsa-miR-27a-5p,10.0,319.0,84.0,273.0,65.0,40.0
hsa-miR-27b-3p,1391.0,2406.0,1324.0,1270.0,1474.0,567.0
hsa-miR-27b-5p,50.0,179.0,112.0,68.0,96.0,24.0
hsa-miR-28-3p,232.0,742.0,397.0,279.0,419.0,157.0
hsa-miR-28-5p,18.0,19.0,21.0,5.0,46.0,17.0
hsa-miR-299-5p,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-29a-3p,269.0,250.0,138.0,92.0,132.0,60.0
hsa-miR-29b-1-5p,0.0,0.0,1.0,0.0,2.0,0.0
hsa-miR-29b-2-5p,0.0,1.0,0.0,0.0,1.0,0.0
hsa-miR-29b-3p,2.0,3.0,0.0,0.0,2.0,0.0
hsa-miR-29c-3p,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-29c-5p,0.0,1.0,1.0,0.0,2.0,0.0
hsa-miR-301a-5p,0.0,0.0,0.0,0.0,4.0,0.0
hsa-miR-3064-5p,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-30a-3p,242.0,366.0,460.0,402.0,539.0,161.0
hsa-miR-30a-5p,961.0,2373.0,1107.0,590.0,950.0,325.0
hsa-miR-30b-3p,0.0,0.0,4.0,16.0,4.0,3.0
hsa-miR-30b-5p,0.0,10.0,1.0,6.0,4.0,0.0
hsa-miR-30c-1-3p,0.0,0.0,1.0,1.0,1.0,0.0
hsa-miR-30c-2-3p,80.0,0.0,42.0,31.0,32.0,20.0
hsa-miR-30c-5p,498.0,961.0,590.0,237.0,411.0,167.0
hsa-miR-30d-3p,1.0,1.0,1.0,0.0,2.0,0.0
hsa-miR-30d-5p,1885.0,4662.0,2665.0,1585.0,1935.0,1346.0
hsa-miR-30e-3p,34.0,90.0,108.0,60.0,85.0,24.0
hsa-miR-30e-5p,6.0,157.0,85.0,52.0,51.0,12.0
hsa-miR-31-3p,0.0,0.0,5.0,0.0,0.0,0.0
hsa-miR-31-5p,13.0,23.0,66.0,0.0,65.0,30.0
hsa-miR-3121-3p,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-3126-5p,0.0,0.0,3.0,0.0,3.0,0.0
hsa-miR-3127-3p,0.0,0.0,3.0,0.0,1.0,0.0
hsa-miR-3129-3p,6.0,2.0,10.0,0.0,3.0,11.0
hsa-miR-3131,0.0,0.0,1.0,0.0,1.0,0.0
hsa-miR-3133,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-3135b,0.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-3138,0.0,0.0,0.0,0.0,1.0,3.0
hsa-miR-3144-5p,15.0,0.0,1.0,0.0,3.0,0.0
hsa-miR-3146,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-3150a-5p,29.0,1.0,0.0,0.0,1.0,1.0
hsa-miR-3151-5p,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-3158-3p,1.0,115.0,1.0,0.0,0.0,0.0
hsa-miR-3163,0.0,0.0,1.0,0.0,2.0,0.0
hsa-miR-3167,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-3168,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-3173-3p,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-3173-5p,0.0,38.0,1.0,30.0,4.0,6.0
hsa-miR-3174,0.0,0.0,1.0,0.0,0.0,4.0
hsa-miR-3177-3p,0.0,0.0,12.0,21.0,1.0,0.0
hsa-miR-3178,30.0,124.0,27.0,330.0,52.0,222.0
hsa-miR-3179,0.0,0.0,0.0,0.0,3.0,1.0
hsa-miR-3180,0.0,21.0,0.0,0.0,0.0,2.0
hsa-miR-3180-3p,8.0,1.0,0.0,0.0,1.0,0.0
hsa-miR-3180-5p,0.0,0.0,0.0,0.0,0.0,3.0
hsa-miR-3182,15.0,27.0,2.0,48.0,7.0,18.0
hsa-miR-3183,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-3185,0.0,0.0,0.0,0.0,3.0,0.0
hsa-miR-3187-3p,0.0,0.0,2.0,1.0,2.0,2.0
hsa-miR-3187-5p,15.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3189-3p,12.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3192-5p,0.0,0.0,3.0,0.0,0.0,0.0
hsa-miR-3195,14.0,6.0,0.0,1.0,5.0,1.0
hsa-miR-3196,7.0,27.0,2.0,81.0,11.0,71.0
hsa-miR-3198,0.0,23.0,6.0,0.0,14.0,7.0
hsa-miR-32-3p,0.0,0.0,1.0,0.0,8.0,0.0
hsa-miR-32-5p,1.0,0.0,8.0,1.0,14.0,0.0
hsa-miR-320a-3p,2529.0,6938.0,8214.0,5392.0,4606.0,6519.0
hsa-miR-320a-5p,1.0,0.0,0.0,14.0,0.0,0.0
hsa-miR-320b,567.0,1782.0,237.0,677.0,423.0,762.0
hsa-miR-320c,473.0,563.0,96.0,207.0,40.0,180.0
hsa-miR-320d,54.0,65.0,20.0,37.0,22.0,29.0
hsa-miR-320e,5.0,8.0,0.0,1.0,0.0,3.0
hsa-miR-323a-3p,2.0,35.0,12.0,10.0,20.0,4.0
hsa-miR-323a-5p,0.0,0.0,3.0,0.0,0.0,0.0
hsa-miR-323b-3p,0.0,15.0,4.0,28.0,5.0,0.0
hsa-miR-324-5p,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-328-3p,32.0,230.0,102.0,36.0,75.0,85.0
hsa-miR-329-3p,1.0,0.0,0.0,2.0,5.0,0.0
hsa-miR-330-3p,17.0,28.0,59.0,22.0,56.0,45.0
hsa-miR-330-5p,0.0,20.0,2.0,6.0,6.0,10.0
hsa-miR-331-3p,0.0,1.0,3.0,7.0,1.0,0.0
hsa-miR-331-5p,0.0,52.0,18.0,19.0,22.0,4.0
hsa-miR-335-3p,78.0,52.0,55.0,15.0,36.0,59.0
hsa-miR-335-5p,0.0,31.0,16.0,6.0,23.0,21.0
hsa-miR-337-3p,0.0,1.0,0.0,0.0,1.0,1.0
hsa-miR-337-5p,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-338-5p,0.0,4.0,0.0,0.0,0.0,0.0
hsa-miR-339-3p,6.0,49.0,22.0,0.0,25.0,2.0
hsa-miR-339-5p,17.0,18.0,35.0,48.0,20.0,14.0
hsa-miR-33a-5p,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-33b-5p,0.0,19.0,0.0,0.0,3.0,2.0
hsa-miR-340-3p,0.0,12.0,17.0,2.0,9.0,2.0
hsa-miR-340-5p,1.0,63.0,45.0,13.0,43.0,19.0
hsa-miR-342-3p,1.0,67.0,20.0,1.0,7.0,4.0
hsa-miR-342-5p,6.0,0.0,14.0,1.0,7.0,12.0
hsa-miR-345-5p,1.0,36.0,21.0,2.0,9.0,2.0
hsa-miR-34a-5p,0.0,3.0,1.0,0.0,3.0,0.0
hsa-miR-34b-3p,0.0,0.0,4.0,0.0,8.0,0.0
hsa-miR-34c-3p,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-34c-5p,0.0,2.0,1.0,0.0,6.0,0.0
hsa-miR-3605-3p,1.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-3605-5p,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-3609,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-361-3p,89.0,89.0,85.0,36.0,83.0,31.0
hsa-miR-361-5p,0.0,30.0,25.0,6.0,28.0,0.0
hsa-miR-3613-5p,1.0,0.0,4.0,2.0,6.0,1.0
hsa-miR-3614-3p,0.0,42.0,0.0,10.0,3.0,0.0
hsa-miR-3614-5p,0.0,81.0,6.0,41.0,14.0,10.0
hsa-miR-3615,35.0,112.0,56.0,60.0,65.0,33.0
hsa-miR-362-5p,0.0,1.0,3.0,24.0,0.0,0.0
hsa-miR-3620-5p,0.0,0.0,0.0,0.0,1.0,1.0
hsa-miR-3622a-5p,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-363-3p,17.0,3.0,0.0,29.0,0.0,1.0
hsa-miR-363-5p,9.0,0.0,0.0,0.0,0.0,15.0
hsa-miR-3648,7.0,0.0,14.0,96.0,7.0,26.0
hsa-miR-3652,0.0,0.0,0.0,0.0,1.0,2.0
hsa-miR-3654,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-365a-3p,0.0,0.0,3.0,4.0,0.0,0.0
hsa-miR-365a-5p,58.0,75.0,18.0,180.0,21.0,36.0
hsa-miR-365b-3p,1.0,43.0,8.0,26.0,1.0,0.0
