miRNA,SRR22443559,SRR22443560,SRR22443561,SRR22443562,SRR22443563,SRR22443564,SRR22443565,SRR22443566,SRR22443567,SRR22443568,SRR22443569,SRR22443570,SRR22443571,SRR22443572,SRR22443573,SRR22443574,SRR22443575,SRR22443576,SRR22443577,SRR22443578,SRR22443579,SRR22443580,SRR22443581,SRR22443582,SRR22443583
hsa-let-7g-5p,179.0,88.0,25.0,58.0,73.0,415.0,343.0,0.0,16.0,21.0,0.0,0.0,183.0,57.0,36.0,149.0,68.0,97.0,106.0,208.0,89.0,40.0,47.0,182.0,135.0
hsa-let-7i-5p,1182.0,1478.0,839.0,670.0,1868.0,4505.0,5704.0,36.0,151.0,105.0,240.0,35.0,2815.0,651.0,984.0,1096.0,1415.0,2207.0,1615.0,2947.0,2207.0,560.0,1034.0,2928.0,2660.0
hsa-miR-1-3p,9.0,0.0,14.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,0.0,7.0,0.0,10.0,25.0,0.0,1.0,0.0,15.0
hsa-miR-101-3p,3357.0,5730.0,6756.0,6354.0,5788.0,11009.0,4866.0,1590.0,2616.0,2406.0,1208.0,1457.0,2258.0,6412.0,7243.0,6647.0,13287.0,12253.0,20927.0,10379.0,5864.0,5466.0,4364.0,6286.0,12293.0
hsa-miR-10395-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-10399-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-10399-5p,3.0,0.0,0.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,12.0,2.0,4.0,0.0,0.0,0.0,0.0,6.0
hsa-miR-103a-3p,180741.0,156583.0,43509.0,63405.0,135260.0,638365.0,521500.0,2909.0,9899.0,8559.0,3773.0,2752.0,298836.0,58158.0,118394.0,272508.0,100807.0,166792.0,128852.0,353473.0,300345.0,74575.0,113010.0,430196.0,152385.0
hsa-miR-105-5p,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106a-5p,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106b-3p,12.0,0.0,0.0,0.0,0.0,28.0,49.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,13.0,0.0,4.0,0.0,6.0,1.0,0.0,0.0,72.0,11.0
hsa-miR-106b-5p,6.0,9.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,12.0,2.0,8.0,0.0,0.0,0.0,0.0
hsa-miR-107,1934.0,1382.0,447.0,515.0,1297.0,8987.0,6801.0,44.0,19.0,209.0,0.0,13.0,3863.0,672.0,920.0,2311.0,1512.0,1959.0,1707.0,5562.0,3442.0,957.0,839.0,4813.0,1505.0
hsa-miR-10a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,13.0,15.0
hsa-miR-10a-5p,370.0,158.0,245.0,130.0,332.0,1163.0,978.0,50.0,75.0,98.0,59.0,105.0,401.0,166.0,464.0,480.0,415.0,420.0,373.0,535.0,307.0,94.0,241.0,516.0,426.0
hsa-miR-10b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0
hsa-miR-10b-5p,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,13.0,4.0,1.0,0.0,1.0,0.0,0.0
hsa-miR-11400,0.0,0.0,0.0,0.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0
hsa-miR-11401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
hsa-miR-1179,9.0,22.0,0.0,21.0,48.0,28.0,36.0,0.0,38.0,0.0,0.0,0.0,0.0,19.0,20.0,9.0,34.0,42.0,23.0,17.0,0.0,0.0,20.0,29.0,2.0
hsa-miR-1185-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12135,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,45.0,67.0,29.0,12.0,47.0,112.0,92.0,1.0,0.0,0.0,21.0,23.0,55.0,11.0,90.0,129.0,15.0,31.0,10.0,28.0,83.0,29.0,44.0,80.0,66.0
hsa-miR-122-5p,0.0,5.0,18.0,0.0,0.0,7.0,135.0,0.0,0.0,27.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,11.0,0.0,2.0,18.0,32.0,6.0,1.0,41.0
hsa-miR-1226-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1227-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
hsa-miR-1229-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0
hsa-miR-1233-5p,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-124-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1244,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
hsa-miR-1246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-125a-5p,170.0,282.0,339.0,281.0,304.0,368.0,352.0,3.0,63.0,81.0,139.0,75.0,161.0,236.0,307.0,293.0,255.0,279.0,421.0,232.0,135.0,188.0,174.0,230.0,161.0
hsa-miR-125b-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125b-5p,4.0,5.0,8.0,18.0,17.0,36.0,23.0,0.0,1.0,3.0,0.0,2.0,1.0,9.0,3.0,15.0,15.0,10.0,29.0,11.0,1.0,6.0,6.0,2.0,15.0
hsa-miR-126-3p,83.0,72.0,43.0,54.0,68.0,215.0,124.0,0.0,17.0,0.0,0.0,0.0,112.0,46.0,10.0,64.0,65.0,81.0,52.0,174.0,94.0,99.0,62.0,123.0,160.0
hsa-miR-126-5p,17.0,10.0,0.0,0.0,13.0,14.0,27.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,10.0,11.0,5.0,17.0,17.0,12.0,10.0,0.0,13.0,24.0
hsa-miR-1260a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-127-3p,131.0,254.0,16.0,49.0,108.0,254.0,159.0,0.0,0.0,1.0,0.0,0.0,55.0,18.0,47.0,60.0,121.0,167.0,95.0,53.0,99.0,18.0,96.0,74.0,60.0
hsa-miR-127-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
hsa-miR-1270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1271-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1271-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1273h-3p,0.0,18.0,26.0,19.0,16.0,73.0,32.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,49.0,41.0,31.0,51.0,17.0,24.0,39.0,24.0,34.0,55.0,49.0
hsa-miR-1273h-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
hsa-miR-128-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-3p,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,11.0,14.0,7.0,0.0,0.0,10.0,27.0
hsa-miR-1285-5p,9.0,0.0,31.0,20.0,7.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,9.0,23.0,0.0,0.0,0.0,23.0,0.0,8.0,12.0,0.0,9.0,0.0,0.0
hsa-miR-1289,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1291,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1292-5p,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1295a,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,1.0,0.0,0.0,0.0,0.0,22.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1301-3p,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1302,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0
hsa-miR-1304-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1306-3p,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1306-5p,0.0,1.0,2.0,1.0,7.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,1.0,0.0,4.0,2.0,1.0,1.0,10.0,3.0
hsa-miR-1307-3p,5733.0,7299.0,5164.0,5081.0,13491.0,23188.0,25496.0,25.0,441.0,411.0,313.0,126.0,11344.0,4961.0,9169.0,11464.0,7726.0,13407.0,7813.0,14166.0,14279.0,5191.0,4818.0,18294.0,10723.0
hsa-miR-130a-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-130b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-130b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0
hsa-miR-132-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-133a-3p,0.0,0.0,0.0,0.0,0.0,14.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,17.0,42.0,1.0,0.0,0.0,3.0,28.0,0.0,0.0,0.0,0.0
hsa-miR-133a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-133b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
hsa-miR-134-3p,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-134-5p,13.0,2.0,1.0,1.0,1.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,22.0,2.0,9.0,4.0,0.0,10.0,6.0,1.0,18.0,3.0,3.0
hsa-miR-1343-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-3p,22.0,24.0,0.0,0.0,7.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,13.0,15.0,16.0,0.0,0.0,21.0,35.0,0.0
hsa-miR-135a-5p,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-136-5p,33.0,102.0,104.0,111.0,136.0,231.0,130.0,0.0,0.0,28.0,23.0,8.0,28.0,43.0,37.0,49.0,143.0,129.0,219.0,48.0,27.0,0.0,34.0,60.0,51.0
hsa-miR-138-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-139-3p,2959.0,3119.0,2077.0,1962.0,2518.0,4291.0,7688.0,30.0,230.0,329.0,174.0,108.0,3808.0,1887.0,2506.0,2466.0,2386.0,5011.0,2104.0,2397.0,3226.0,1347.0,2797.0,4778.0,2860.0
hsa-miR-139-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-140-3p,28.0,62.0,60.0,16.0,47.0,72.0,57.0,12.0,0.0,0.0,0.0,0.0,40.0,4.0,41.0,45.0,60.0,60.0,28.0,45.0,69.0,14.0,75.0,35.0,19.0
hsa-miR-140-5p,75.0,138.0,119.0,67.0,130.0,187.0,59.0,53.0,35.0,36.0,110.0,0.0,57.0,90.0,80.0,213.0,146.0,161.0,147.0,195.0,132.0,58.0,140.0,98.0,167.0
hsa-miR-141-3p,213.0,207.0,38.0,74.0,70.0,672.0,301.0,55.0,0.0,244.0,100.0,8.0,120.0,61.0,173.0,286.0,144.0,108.0,137.0,347.0,444.0,74.0,168.0,332.0,95.0
hsa-miR-141-5p,0.0,0.0,0.0,10.0,10.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-142-3p,113916.0,122576.0,85852.0,89207.0,137784.0,498311.0,319115.0,18628.0,33572.0,31405.0,16181.0,15532.0,210988.0,127998.0,181067.0,296312.0,273673.0,235702.0,349912.0,396369.0,295365.0,163530.0,120448.0,291277.0,513889.0
hsa-miR-142-5p,2182.0,4572.0,4556.0,4878.0,4743.0,13351.0,4768.0,985.0,1389.0,1586.0,485.0,728.0,2289.0,3320.0,6491.0,5888.0,8102.0,6926.0,12644.0,11559.0,3973.0,3826.0,2965.0,6377.0,12512.0
hsa-miR-143-3p,1.0,1.0,16.0,1.0,3.0,52.0,8.0,0.0,16.0,0.0,1.0,0.0,0.0,13.0,7.0,8.0,39.0,35.0,33.0,37.0,31.0,22.0,2.0,12.0,48.0
hsa-miR-143-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-144-3p,1.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,2.0,21.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,3.0
hsa-miR-144-5p,0.0,0.0,15.0,0.0,0.0,13.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-145-5p,0.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1468-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-146a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,13.0,0.0
hsa-miR-146a-5p,134.0,217.0,219.0,354.0,272.0,630.0,363.0,0.0,5.0,0.0,0.0,0.0,382.0,153.0,424.0,575.0,582.0,494.0,252.0,733.0,294.0,113.0,215.0,415.0,237.0
hsa-miR-146b-3p,66.0,36.0,56.0,26.0,98.0,140.0,210.0,0.0,44.0,39.0,0.0,0.0,86.0,51.0,87.0,157.0,43.0,83.0,110.0,89.0,75.0,0.0,44.0,85.0,0.0
hsa-miR-146b-5p,115.0,110.0,203.0,3.0,252.0,391.0,57.0,0.0,0.0,0.0,0.0,0.0,12.0,182.0,16.0,14.0,14.0,34.0,494.0,55.0,324.0,0.0,23.0,169.0,327.0
hsa-miR-148a-3p,13.0,15.0,2.0,0.0,75.0,16.0,4.0,0.0,1.0,0.0,0.0,0.0,12.0,3.0,3.0,11.0,4.0,17.0,3.0,16.0,9.0,0.0,24.0,1.0,3.0
hsa-miR-148a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-148b-3p,0.0,1.0,15.0,21.0,2.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,27.0,11.0,7.0,12.0,32.0,12.0,13.0,4.0,24.0,27.0
hsa-miR-150-5p,28.0,15.0,193.0,190.0,261.0,93.0,171.0,116.0,52.0,160.0,22.0,36.0,53.0,123.0,158.0,368.0,107.0,78.0,112.0,74.0,73.0,112.0,70.0,21.0,88.0
hsa-miR-151a-3p,200.0,251.0,120.0,184.0,295.0,481.0,284.0,0.0,5.0,20.0,1.0,2.0,258.0,171.0,197.0,341.0,288.0,287.0,343.0,486.0,535.0,173.0,262.0,241.0,144.0
hsa-miR-151a-5p,6.0,1.0,29.0,0.0,0.0,29.0,38.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,20.0,7.0,11.0,14.0,29.0,49.0,0.0,20.0,10.0,2.0
hsa-miR-151b,0.0,0.0,0.0,0.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0
hsa-miR-152-3p,683.0,969.0,805.0,963.0,1233.0,4502.0,1315.0,23.0,22.0,125.0,22.0,1.0,439.0,520.0,965.0,1257.0,2125.0,2113.0,2375.0,1956.0,1591.0,375.0,693.0,1466.0,904.0
hsa-miR-153-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-155-5p,8.0,1.0,1.0,0.0,17.0,3.0,5.0,31.0,1.0,0.0,0.0,0.0,2.0,11.0,0.0,1.0,1.0,13.0,1.0,5.0,4.0,3.0,1.0,10.0,6.0
hsa-miR-15a-3p,1.0,9.0,26.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,25.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-15a-5p,559.0,461.0,339.0,152.0,489.0,3577.0,1714.0,65.0,40.0,16.0,0.0,14.0,889.0,166.0,687.0,1096.0,835.0,891.0,913.0,2087.0,1165.0,358.0,531.0,1737.0,1033.0
hsa-miR-15b-3p,2.0,1.0,14.0,0.0,1.0,28.0,40.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,9.0,4.0,1.0,3.0,0.0,0.0,5.0,5.0,13.0
