miRNA,ERR12138325,ERR12138326,ERR12138327,ERR12138328,ERR12138329,ERR12138330,ERR12138331,ERR12138332,ERR12138333,ERR12138334,ERR12138336,ERR12138338,ERR12138339
hsa-miR-210-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-211-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2110,0.0,2.0,0.0,7.0,0.0,6.0,3.0,0.0,1.0,2.0,0.0,2.0,1.0
hsa-miR-2113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
hsa-miR-212-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-214-3p,9.0,5.0,48.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
hsa-miR-214-5p,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-217-5p,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-218-1-3p,0.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
hsa-miR-218-5p,0.0,0.0,3.0,2.0,2.0,2.0,2.0,3.0,7.0,24.0,4.0,0.0,0.0
hsa-miR-219a-1-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-219a-2-3p,0.0,0.0,0.0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0
hsa-miR-219a-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-22-3p,135.0,37.0,98.0,12.0,20.0,15.0,33.0,19.0,26.0,86.0,15.0,18.0,16.0
hsa-miR-22-5p,29.0,10.0,27.0,4.0,3.0,3.0,2.0,4.0,13.0,26.0,4.0,3.0,0.0
hsa-miR-221-3p,514.0,259.0,436.0,299.0,142.0,172.0,136.0,14.0,14.0,17.0,186.0,229.0,137.0
hsa-miR-221-5p,9.0,4.0,6.0,2.0,3.0,7.0,3.0,0.0,0.0,0.0,5.0,3.0,6.0
hsa-miR-222-3p,1398.0,744.0,1072.0,924.0,820.0,1008.0,953.0,27.0,20.0,38.0,551.0,673.0,507.0
hsa-miR-222-5p,2.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-223-3p,2.0,0.0,2.0,4.0,6.0,12.0,8.0,14.0,13.0,15.0,0.0,0.0,0.0
hsa-miR-224-3p,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
hsa-miR-224-5p,1.0,3.0,2.0,160.0,129.0,195.0,133.0,20.0,21.0,26.0,14.0,24.0,7.0
hsa-miR-2277-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-2355-3p,1.0,1.0,3.0,3.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2355-5p,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-23a-3p,1070.0,419.0,1028.0,308.0,246.0,324.0,320.0,111.0,176.0,301.0,155.0,155.0,116.0
hsa-miR-23a-5p,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-23b-3p,58.0,25.0,58.0,18.0,19.0,24.0,14.0,23.0,39.0,62.0,12.0,12.0,5.0
hsa-miR-23b-5p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-24-2-5p,4.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,4.0,0.0,0.0
hsa-miR-24-3p,410.0,12.0,445.0,83.0,98.0,115.0,26.0,47.0,71.0,140.0,14.0,40.0,14.0
hsa-miR-25-3p,19.0,9.0,24.0,70.0,36.0,47.0,51.0,132.0,102.0,251.0,117.0,152.0,129.0
hsa-miR-25-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
hsa-miR-2682-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26a-2-3p,1.0,1.0,3.0,1.0,8.0,1.0,5.0,6.0,2.0,5.0,4.0,4.0,2.0
hsa-miR-26a-5p,305.0,123.0,264.0,622.0,621.0,519.0,700.0,185.0,253.0,593.0,1002.0,716.0,569.0
hsa-miR-26b-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-26b-5p,47.0,12.0,39.0,85.0,77.0,76.0,89.0,33.0,41.0,100.0,37.0,26.0,26.0
hsa-miR-27a-3p,61.0,20.0,66.0,19.0,11.0,6.0,28.0,1.0,5.0,10.0,4.0,7.0,4.0
hsa-miR-27a-5p,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
hsa-miR-27b-3p,202.0,69.0,185.0,50.0,47.0,46.0,70.0,67.0,70.0,164.0,21.0,13.0,12.0
hsa-miR-27b-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-28-3p,10.0,5.0,14.0,30.0,17.0,31.0,15.0,16.0,14.0,35.0,13.0,13.0,4.0
hsa-miR-28-5p,11.0,5.0,9.0,11.0,13.0,6.0,14.0,3.0,3.0,13.0,1.0,3.0,2.0
hsa-miR-296-3p,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,6.0,0.0,0.0,0.0
hsa-miR-296-5p,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0
hsa-miR-299-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-299-5p,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-29a-3p,100.0,28.0,92.0,2.0,5.0,2.0,10.0,0.0,1.0,2.0,5.0,4.0,4.0
hsa-miR-29b-1-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29b-2-5p,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-29b-3p,4.0,0.0,3.0,0.0,2.0,3.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0
hsa-miR-29c-3p,0.0,0.0,3.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-29c-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-301a-3p,0.0,0.0,1.0,4.0,4.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
hsa-miR-301a-5p,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-301b-3p,0.0,0.0,0.0,8.0,3.0,3.0,2.0,0.0,1.0,2.0,0.0,3.0,0.0
hsa-miR-301b-5p,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-302a-3p,4.0,3.0,1.0,148.0,154.0,171.0,259.0,114.0,120.0,921.0,685.0,607.0,470.0
hsa-miR-302a-5p,19.0,8.0,8.0,2882.0,3802.0,3381.0,4498.0,1952.0,3174.0,6634.0,9924.0,6703.0,4837.0
hsa-miR-302b-3p,13.0,13.0,7.0,1899.0,1967.0,1818.0,2107.0,1122.0,1662.0,4851.0,7670.0,5818.0,4828.0
hsa-miR-302b-5p,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,3.0,3.0,2.0
hsa-miR-302c-3p,1.0,0.0,0.0,55.0,50.0,50.0,65.0,38.0,31.0,162.0,116.0,111.0,81.0
hsa-miR-302c-5p,0.0,0.0,0.0,40.0,49.0,36.0,40.0,34.0,44.0,86.0,131.0,126.0,90.0
hsa-miR-302d-3p,2.0,3.0,7.0,381.0,379.0,265.0,378.0,373.0,341.0,1743.0,1595.0,1383.0,710.0
hsa-miR-302d-5p,0.0,0.0,0.0,3.0,5.0,4.0,3.0,2.0,2.0,12.0,9.0,2.0,7.0
hsa-miR-302e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0
hsa-miR-3065-5p,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30a-3p,4.0,0.0,4.0,1.0,2.0,5.0,0.0,0.0,5.0,4.0,1.0,0.0,0.0
hsa-miR-30a-5p,122.0,41.0,121.0,66.0,64.0,50.0,71.0,21.0,55.0,199.0,39.0,22.0,29.0
hsa-miR-30b-5p,4.0,0.0,2.0,8.0,4.0,2.0,12.0,5.0,9.0,50.0,7.0,9.0,10.0
hsa-miR-30c-2-3p,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0
hsa-miR-30c-5p,54.0,29.0,63.0,387.0,316.0,378.0,448.0,207.0,295.0,520.0,210.0,237.0,193.0
hsa-miR-30d-3p,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-30d-5p,130.0,83.0,130.0,518.0,376.0,424.0,389.0,239.0,272.0,455.0,175.0,147.0,115.0
hsa-miR-30e-3p,3.0,2.0,0.0,4.0,11.0,3.0,7.0,2.0,1.0,10.0,6.0,11.0,1.0
hsa-miR-30e-5p,79.0,25.0,77.0,232.0,243.0,160.0,354.0,72.0,177.0,449.0,321.0,157.0,189.0
hsa-miR-31-3p,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-31-5p,144.0,70.0,133.0,32.0,29.0,18.0,30.0,0.0,0.0,0.0,29.0,38.0,16.0
hsa-miR-3117-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3127-3p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3127-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3129-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3144-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
hsa-miR-3144-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-3145-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3150b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-3157-5p,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3160-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3162-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3164,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-3173-5p,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-3176,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-3177-3p,1.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0,2.0,0.0
hsa-miR-3178,1.0,1.0,1.0,12.0,1.0,4.0,4.0,1.0,0.0,0.0,6.0,2.0,1.0
hsa-miR-3179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-3180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-3180-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
hsa-miR-3187-3p,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0
hsa-miR-3192-5p,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3195,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0
hsa-miR-3196,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-32-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-32-5p,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0
hsa-miR-3200-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-320a-3p,78.0,48.0,70.0,97.0,56.0,146.0,65.0,62.0,51.0,21.0,17.0,26.0,12.0
hsa-miR-320a-5p,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
hsa-miR-320b,2.0,3.0,1.0,8.0,18.0,26.0,7.0,34.0,9.0,59.0,1.0,6.0,2.0
hsa-miR-320c,2.0,0.0,2.0,14.0,18.0,8.0,20.0,33.0,12.0,9.0,5.0,5.0,0.0
hsa-miR-320d,1.0,1.0,0.0,16.0,6.0,11.0,22.0,6.0,15.0,26.0,0.0,2.0,1.0
hsa-miR-320e,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-323a-3p,10.0,7.0,13.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,8.0,1.0
hsa-miR-323a-5p,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-323b-3p,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
hsa-miR-324-3p,1.0,0.0,4.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0
hsa-miR-324-5p,1.0,1.0,1.0,3.0,1.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0
hsa-miR-326,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-328-3p,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,1.0,0.0
hsa-miR-329-3p,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
hsa-miR-330-3p,1.0,0.0,0.0,5.0,2.0,6.0,4.0,5.0,2.0,6.0,2.0,0.0,3.0
hsa-miR-330-5p,0.0,0.0,0.0,1.0,3.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,0.0
hsa-miR-331-3p,5.0,3.0,15.0,39.0,30.0,23.0,39.0,9.0,20.0,18.0,10.0,11.0,7.0
hsa-miR-331-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-335-3p,0.0,1.0,0.0,23.0,13.0,18.0,20.0,5.0,7.0,17.0,22.0,11.0,13.0
hsa-miR-335-5p,41.0,8.0,21.0,81.0,87.0,65.0,116.0,27.0,55.0,110.0,58.0,37.0,35.0
hsa-miR-337-3p,7.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
hsa-miR-337-5p,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-339-3p,0.0,3.0,0.0,6.0,1.0,1.0,5.0,0.0,1.0,7.0,0.0,2.0,1.0
hsa-miR-339-5p,2.0,1.0,11.0,23.0,12.0,21.0,25.0,5.0,17.0,10.0,8.0,8.0,7.0
hsa-miR-33a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-33a-5p,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-340-3p,1.0,0.0,0.0,14.0,8.0,11.0,14.0,0.0,0.0,0.0,3.0,0.0,1.0
hsa-miR-340-5p,10.0,0.0,4.0,99.0,136.0,60.0,155.0,2.0,8.0,18.0,20.0,10.0,10.0
hsa-miR-342-3p,2.0,0.0,6.0,12.0,3.0,13.0,8.0,19.0,19.0,15.0,1.0,3.0,1.0
hsa-miR-345-5p,0.0,0.0,0.0,16.0,15.0,12.0,19.0,1.0,0.0,1.0,0.0,4.0,0.0
hsa-miR-34a-3p,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-34a-5p,11.0,9.0,15.0,18.0,16.0,14.0,13.0,18.0,11.0,69.0,19.0,21.0,6.0
hsa-miR-34b-3p,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,13.0,3.0,0.0,0.0,0.0
hsa-miR-34b-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-34c-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,22.0,1.0,1.0,1.0
hsa-miR-34c-5p,0.0,0.0,1.0,5.0,3.0,8.0,4.0,56.0,46.0,138.0,8.0,2.0,2.0
hsa-miR-3529-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-3605-3p,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3609,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-361-3p,5.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,3.0,1.0
hsa-miR-361-5p,14.0,6.0,17.0,9.0,10.0,12.0,18.0,14.0,15.0,50.0,48.0,50.0,24.0
hsa-miR-3613-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3613-5p,1.0,2.0,2.0,4.0,0.0,0.0,1.0,2.0,2.0,7.0,0.0,1.0,0.0
hsa-miR-3615,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,1.0,2.0,1.0
hsa-miR-3619-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-362-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-362-5p,1.0,1.0,6.0,4.0,5.0,3.0,1.0,4.0,7.0,19.0,13.0,2.0,8.0
hsa-miR-363-3p,1.0,0.0,0.0,14.0,19.0,8.0,24.0,8.0,28.0,57.0,43.0,27.0,37.0
hsa-miR-3648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0
hsa-miR-3659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
hsa-miR-365a-3p,1.0,3.0,1.0,0.0,2.0,0.0,1.0,15.0,11.0,43.0,2.0,5.0,2.0
hsa-miR-365a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-365b-3p,4.0,1.0,3.0,0.0,1.0,4.0,0.0,2.0,4.0,9.0,18.0,12.0,0.0
hsa-miR-365b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3660,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3661,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3664-3p,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3665,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0
hsa-miR-367-3p,0.0,0.0,0.0,1.0,1.0,1.0,7.0,0.0,2.0,5.0,4.0,3.0,5.0
hsa-miR-367-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-3688-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-369-3p,13.0,6.0,13.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
hsa-miR-369-5p,1.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3691-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-370-3p,19.0,2.0,23.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,4.0,5.0,5.0
hsa-miR-371a-3p,0.0,0.0,0.0,10.0,20.0,10.0,5.0,33.0,20.0,68.0,6.0,30.0,8.0
hsa-miR-371a-5p,0.0,0.0,1.0,1096.0,959.0,1489.0,1089.0,1112.0,1092.0,1957.0,1030.0,874.0,609.0
hsa-miR-372-3p,3.0,7.0,6.0,2163.0,2958.0,1897.0,3640.0,1193.0,1956.0,4086.0,3112.0,2019.0,1400.0
hsa-miR-372-5p,0.0,0.0,0.0,6.0,2.0,4.0,12.0,0.0,7.0,33.0,19.0,8.0,22.0
hsa-miR-373-3p,0.0,0.0,0.0,75.0,74.0,80.0,108.0,31.0,86.0,275.0,120.0,154.0,104.0
hsa-miR-373-5p,0.0,0.0,0.0,8.0,12.0,10.0,7.0,6.0,14.0,15.0,7.0,11.0,6.0
hsa-miR-374a-3p,0.0,0.0,3.0,3.0,1.0,2.0,6.0,0.0,3.0,4.0,5.0,5.0,3.0
hsa-miR-374a-5p,1.0,1.0,0.0,1.0,1.0,2.0,5.0,2.0,1.0,20.0,6.0,2.0,4.0
hsa-miR-374b-3p,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0
hsa-miR-374b-5p,15.0,0.0,0.0,10.0,19.0,10.0,11.0,29.0,8.0,40.0,25.0,52.0,55.0
hsa-miR-375-3p,3.0,0.0,0.0,16.0,8.0,19.0,22.0,1535.0,1228.0,1381.0,58.0,19.0,11.0
hsa-miR-376a-2-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-376a-3p,19.0,8.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,17.0,9.0
hsa-miR-376a-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-376b-3p,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-376b-5p,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-376c-3p,29.0,4.0,36.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,9.0,0.0
hsa-miR-377-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-377-5p,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-378a-3p,10.0,5.0,13.0,62.0,54.0,76.0,71.0,0.0,2.0,2.0,115.0,108.0,95.0
hsa-miR-378a-5p,2.0,0.0,2.0,2.0,2.0,0.0,4.0,0.0,2.0,0.0,5.0,4.0,3.0
hsa-miR-378c,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
hsa-miR-378d,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0
hsa-miR-378i,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-379-3p,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-379-5p,28.0,15.0,15.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,4.0,8.0
hsa-miR-380-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-381-3p,7.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0
hsa-miR-382-3p,28.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,1.0
hsa-miR-382-5p,14.0,11.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0
hsa-miR-3909,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-3912-3p,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3928-3p,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3929,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-3938,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-3940-3p,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-3940-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3944-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-3960,2.0,2.0,0.0,0.0,2.0,1.0,2.0,7.0,4.0,7.0,1.0,3.0,5.0
hsa-miR-409-3p,64.0,53.0,71.0,2.0,0.0,2.0,1.0,1.0,3.0,0.0,12.0,17.0,7.0
hsa-miR-409-5p,12.0,4.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
