miRNA,SRR13179635,SRR13179636,SRR13179637,SRR13179638,SRR13179639,SRR13179640,SRR13179641,SRR13179642,SRR13179643,SRR13179644,SRR13179645,SRR13179646,SRR13179647,SRR13179648
hsa-miR-150-5p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,56.0,11.0,0.0,0.0
hsa-miR-151a-3p,3.0,1.0,0.0,1.0,0.0,9.0,0.0,9.0,3.0,6.0,11.0,31.0,1.0,2.0
hsa-miR-151a-5p,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-151b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-152-3p,0.0,0.0,639.0,533.0,0.0,0.0,0.0,0.0,46.0,45.0,99.0,262.0,0.0,0.0
hsa-miR-15a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,31.0,20.0,0.0,0.0
hsa-miR-15b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
hsa-miR-15b-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,11.0,0.0,0.0
hsa-miR-16-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0
hsa-miR-16-5p,4000.0,3743.0,2054.0,1050.0,1178.0,1230.0,13.0,3917.0,23141.0,14652.0,37149.0,96470.0,11.0,1244.0
hsa-miR-17-5p,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,7.0,11.0,0.0,0.0
hsa-miR-181a-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
hsa-miR-181a-5p,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0
hsa-miR-181b-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
hsa-miR-181b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,14.0,125.0,213.0,0.0,0.0
hsa-miR-181c-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-181d-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,4.0,0.0,0.0
hsa-miR-182-5p,1.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,19.0,0.0,31.0,9.0,0.0,0.0
hsa-miR-1827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-183-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,7.0,0.0,0.0
hsa-miR-183-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,32.0,0.0,0.0,0.0
hsa-miR-184,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1843,0.0,0.0,0.0,0.0,398.0,0.0,0.0,0.0,8.0,0.0,1.0,59.0,0.0,0.0
hsa-miR-185-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,11.0,20.0,0.0,0.0
hsa-miR-185-5p,265.0,255.0,0.0,1.0,2.0,7.0,0.0,0.0,40.0,28.0,55.0,160.0,0.0,1.0
hsa-miR-186-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-186-5p,59.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,26.0,30.0,0.0,0.0
hsa-miR-18a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
hsa-miR-18b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1908-5p,0.0,1.0,0.0,0.0,0.0,0.0,821.0,782.0,29.0,11.0,63.0,81.0,0.0,865.0
hsa-miR-190b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-191-5p,4.0,1.0,10.0,1.0,1.0,4.0,1.0,0.0,13.0,7.0,32.0,9.0,0.0,2.0
hsa-miR-192-5p,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,11.0,14.0,0.0,0.0
hsa-miR-193a-5p,3.0,3.0,0.0,32.0,3.0,16.0,3.0,4.0,1.0,0.0,14.0,6.0,5.0,18.0
hsa-miR-193b-5p,0.0,0.0,0.0,3.0,0.0,5.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,7.0
hsa-miR-194-5p,285.0,292.0,0.0,517.0,645.0,2.0,0.0,0.0,431.0,227.0,1036.0,2105.0,0.0,0.0
hsa-miR-195-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,4.0,23.0,92.0,0.0,0.0
hsa-miR-196a-5p,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,10.0,5.0,19.0,17.0,6.0,0.0
hsa-miR-196b-5p,429.0,429.0,0.0,0.0,0.0,1238.0,1.0,0.0,269.0,275.0,1053.0,1869.0,4086.0,1.0
hsa-miR-197-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-197-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,13.0,25.0,0.0,0.0
hsa-miR-1972,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0
hsa-miR-199a-3p,0.0,3.0,0.0,3.0,4.0,0.0,0.0,0.0,11.0,1.0,14.0,84.0,0.0,0.0
hsa-miR-199b-3p,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,46.0,0.0,0.0,1.0
hsa-miR-19a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,16.0,42.0,0.0,0.0
hsa-miR-19b-3p,5.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,78.0,28.0,120.0,122.0,0.0,8.0
hsa-miR-200a-3p,0.0,1.0,1.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0
hsa-miR-200a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
hsa-miR-200b-3p,2.0,0.0,3.0,6.0,4.0,5.0,10.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0
hsa-miR-200b-5p,0.0,0.0,0.0,0.0,0.0,2535.0,0.0,0.0,0.0,0.0,13.0,5.0,0.0,0.0
hsa-miR-200c-3p,1168.0,1048.0,3367.0,5915.0,2900.0,3924.0,6499.0,2321.0,32.0,31.0,228.0,53.0,6882.0,2250.0
hsa-miR-200c-5p,0.0,0.0,0.0,0.0,0.0,0.0,2059.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-202-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,19.0,4.0,0.0,0.0
hsa-miR-203a-3p,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,32.0,116.0,203.0,0.0,0.0
hsa-miR-20a-5p,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0
hsa-miR-20b-5p,2.0,1.0,1.0,0.0,0.0,4.0,9.0,0.0,0.0,2.0,1.0,3.0,3.0,3.0
hsa-miR-21-5p,11.0,13.0,15.0,24.0,17.0,1270.0,37.0,46.0,3.0,8.0,16.0,24.0,28.0,8.0
hsa-miR-210-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2110,7.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2115-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2115-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-215-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0
hsa-miR-218-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-22-3p,0.0,0.0,0.0,589.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,14.0,3710.0,2.0
hsa-miR-221-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0
hsa-miR-222-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
hsa-miR-223-3p,3.0,0.0,3.0,562.0,3.0,2620.0,48.0,1055.0,1693.0,255.0,1664.0,2441.0,0.0,2410.0
hsa-miR-223-5p,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,200.0,42.0,222.0,176.0,0.0,0.0
hsa-miR-224-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2355-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-23a-3p,294.0,341.0,0.0,0.0,0.0,1370.0,965.0,1311.0,407.0,116.0,408.0,872.0,0.0,5.0
hsa-miR-23b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-24-3p,2.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,7.0,8.0,13.0,63.0,0.0,0.0
hsa-miR-25-3p,14.0,5.0,2.0,2.0,2.0,4.0,1.0,1.0,44.0,31.0,132.0,124.0,0.0,4.0
hsa-miR-26a-5p,3.0,2.0,2.0,1.0,0.0,0.0,6.0,1.0,0.0,1.0,1.0,8.0,4.0,0.0
hsa-miR-26b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42.0,0.0,0.0
hsa-miR-26b-5p,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,1.0,0.0,2.0
hsa-miR-27a-3p,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-28-3p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,659.0,16.0,11.0,16.0,108.0,0.0,0.0
hsa-miR-297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-29a-3p,383.0,384.0,2.0,861.0,1.0,1.0,0.0,3.0,0.0,2.0,11.0,0.0,2.0,0.0
hsa-miR-29b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-29c-3p,5.0,1.0,0.0,4.0,2.0,1.0,1.0,5.0,0.0,3.0,9.0,10.0,5.0,1.0
hsa-miR-301a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0
hsa-miR-3064-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,12.0,0.0,0.0
hsa-miR-3065-5p,0.0,0.0,0.0,0.0,1867.0,0.0,0.0,630.0,0.0,0.0,0.0,13.0,0.0,0.0
hsa-miR-30a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-30a-5p,1.0,3.0,585.0,3.0,2.0,3.0,0.0,664.0,39.0,8.0,173.0,286.0,0.0,2.0
hsa-miR-30b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-30c-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30d-5p,1501.0,1404.0,1426.0,1929.0,57.0,12.0,0.0,1110.0,600.0,329.0,1856.0,1725.0,0.0,2.0
hsa-miR-30e-5p,398.0,392.0,677.0,1583.0,1800.0,1361.0,0.0,794.0,279.0,113.0,401.0,1507.0,3.0,1659.0
hsa-miR-3127-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-3146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0
hsa-miR-3149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3150a-3p,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
hsa-miR-3150b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0
hsa-miR-3164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,0.0,0.0
hsa-miR-3168,2.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3182,0.0,0.0,621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,732.0
hsa-miR-3192-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,4.0,0.0,0.0
hsa-miR-3198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0
hsa-miR-32-5p,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-3202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-320a-3p,134197.0,126287.0,63896.0,53274.0,79184.0,66719.0,45414.0,26290.0,10769.0,3289.0,8840.0,27920.0,7104.0,136579.0
hsa-miR-320a-5p,0.0,0.0,699.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
hsa-miR-320b,3799.0,3621.0,763.0,1557.0,873.0,2212.0,23.0,13.0,238.0,54.0,406.0,603.0,4.0,1228.0
hsa-miR-320c,195.0,214.0,2.0,687.0,681.0,17.0,1.0,5.0,30.0,10.0,127.0,69.0,0.0,15.0
hsa-miR-320d,4.0,4.0,25.0,41.0,2.0,18.0,5.0,27.0,1.0,4.0,3.0,7.0,0.0,19.0
hsa-miR-320e,3.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,17.0,0.0,0.0
hsa-miR-324-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,39.0,15.0,0.0,0.0
hsa-miR-324-5p,0.0,0.0,656.0,0.0,0.0,0.0,0.0,0.0,204.0,156.0,279.0,618.0,0.0,0.0
hsa-miR-328-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0
hsa-miR-331-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,9.0,12.0,0.0,0.0
hsa-miR-335-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,19.0,5.0,0.0,0.0
hsa-miR-339-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0
hsa-miR-33a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-33b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
hsa-miR-340-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-342-3p,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,7.0,1.0,26.0,3.0,0.0,0.0
hsa-miR-345-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-34a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
hsa-miR-3605-3p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-3605-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,58.0,0.0,0.0,0.0
hsa-miR-361-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
hsa-miR-3615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
hsa-miR-362-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
hsa-miR-363-3p,541.0,625.0,564.0,1072.0,2575.0,0.0,3124.0,1513.0,132.0,103.0,273.0,618.0,4152.0,0.0
hsa-miR-3648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3665,59.0,68.0,17.0,2.0,1.0,29.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3679-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3680-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-3682-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,5.0,7.0,17.0,0.0,0.0
hsa-miR-3688-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-370-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
