miRNA,SRR17622163,SRR17622164,SRR17622165,SRR17622166,SRR17622167,SRR17622168,SRR17622169,SRR17622170,SRR17622171,SRR17622172,SRR17622173,SRR17622174,SRR17622175,SRR17622176,SRR17622177,SRR17622178,SRR17622179,SRR17622180,SRR17622181
hsa-miR-301b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0
hsa-miR-301b-5p,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-302a-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-302b-3p,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-302d-3p,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3059-5p,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-3064-5p,1.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3065-3p,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-3065-5p,2.0,0.0,0.0,15.0,25.0,0.0,45.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,5.0,0.0
hsa-miR-3074-5p,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3085-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-3085-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30a-3p,602.0,280.0,494.0,2464.0,10287.0,12221.0,7239.0,2080.0,5279.0,1804.0,551.0,296.0,4292.0,452.0,21.0,1407.0,307.0,1704.0,540.0
hsa-miR-30a-5p,5749.0,2737.0,4890.0,20725.0,98268.0,89849.0,90941.0,17791.0,61239.0,18550.0,6171.0,993.0,37403.0,9847.0,275.0,7513.0,2384.0,13406.0,7232.0
hsa-miR-30b-3p,13.0,12.0,37.0,50.0,220.0,229.0,219.0,29.0,98.0,39.0,29.0,2.0,44.0,8.0,4.0,19.0,12.0,34.0,12.0
hsa-miR-30b-5p,470.0,95.0,288.0,615.0,3685.0,2475.0,4444.0,558.0,2175.0,736.0,202.0,31.0,899.0,412.0,6.0,74.0,221.0,435.0,438.0
hsa-miR-30c-1-3p,16.0,10.0,18.0,22.0,92.0,51.0,95.0,12.0,47.0,29.0,11.0,10.0,26.0,4.0,0.0,20.0,12.0,11.0,8.0
hsa-miR-30c-2-3p,35.0,24.0,38.0,313.0,1247.0,956.0,986.0,188.0,716.0,219.0,83.0,48.0,429.0,50.0,11.0,158.0,22.0,159.0,64.0
hsa-miR-30c-5p,2377.0,1246.0,3234.0,11266.0,51259.0,29052.0,24614.0,11030.0,28271.0,6040.0,3821.0,1265.0,17961.0,993.0,225.0,5000.0,1396.0,7766.0,5730.0
hsa-miR-30d-3p,35.0,0.0,10.0,50.0,125.0,105.0,140.0,13.0,71.0,32.0,16.0,6.0,43.0,13.0,2.0,3.0,13.0,17.0,16.0
hsa-miR-30d-5p,11050.0,4123.0,10939.0,26698.0,83291.0,60674.0,63781.0,20124.0,38743.0,12881.0,7380.0,1678.0,26556.0,4907.0,691.0,7639.0,5331.0,16105.0,10563.0
hsa-miR-30e-3p,429.0,123.0,422.0,881.0,2700.0,2318.0,2746.0,528.0,1684.0,779.0,252.0,165.0,937.0,405.0,38.0,329.0,294.0,566.0,285.0
hsa-miR-30e-5p,3408.0,613.0,1759.0,3226.0,8172.0,6033.0,9686.0,2470.0,5752.0,2423.0,1134.0,251.0,3065.0,1623.0,123.0,684.0,900.0,1716.0,2226.0
hsa-miR-31-3p,1.0,2.0,3.0,0.0,0.0,5.0,1.0,1.0,8.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0
hsa-miR-31-5p,8.0,0.0,17.0,5.0,54.0,50.0,36.0,14.0,66.0,34.0,2.0,1.0,32.0,10.0,0.0,9.0,26.0,11.0,7.0
hsa-miR-3115,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3117-3p,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3124-3p,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3124-5p,2.0,0.0,2.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-3126-5p,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-3127-3p,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0
hsa-miR-3127-5p,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-3128,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-3129-3p,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
hsa-miR-3129-5p,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-3130-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3131,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3133,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-3136-5p,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
hsa-miR-3138,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3139,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3140-3p,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-3141,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-3143,5.0,2.0,0.0,5.0,0.0,0.0,8.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,14.0
hsa-miR-3144-3p,0.0,0.0,0.0,4.0,2.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-3144-5p,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3145-5p,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3149,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-3152-5p,2.0,2.0,0.0,0.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0
hsa-miR-3154,1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0
hsa-miR-3155a,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3157-3p,0.0,3.0,0.0,3.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
hsa-miR-3157-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-3158-3p,129.0,19.0,3.0,3.0,8.0,15.0,38.0,54.0,23.0,13.0,1.0,0.0,2.0,0.0,0.0,13.0,11.0,7.0,2.0
hsa-miR-3158-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-3159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-3163,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-3164,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-3170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-3173-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3173-5p,1.0,0.0,0.0,2.0,6.0,4.0,0.0,22.0,0.0,3.0,0.0,3.0,8.0,1.0,0.0,0.0,0.0,3.0,0.0
hsa-miR-3174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-3175,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3176,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-3177-3p,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,2.0
hsa-miR-3178,3.0,0.0,3.0,1.0,2.0,0.0,1.0,6.0,8.0,5.0,23.0,6.0,2.0,83.0,6.0,1.0,3.0,1.0,5.0
hsa-miR-3179,0.0,0.0,0.0,6.0,0.0,4.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0
hsa-miR-3180,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3180-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3180-5p,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
hsa-miR-3181,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3182,8.0,2.0,15.0,2.0,25.0,75.0,31.0,8.0,30.0,11.0,13.0,0.0,23.0,25.0,3.0,5.0,25.0,2.0,5.0
hsa-miR-3183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-3187-3p,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0
hsa-miR-3187-5p,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3188,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-3190-3p,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3191-3p,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3192-5p,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3194-3p,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-3195,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,27.0,2.0,6.0,0.0,3.0
hsa-miR-3196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0
hsa-miR-3198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-3199,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
hsa-miR-32-3p,5.0,0.0,6.0,7.0,31.0,32.0,30.0,9.0,20.0,10.0,4.0,6.0,24.0,5.0,0.0,0.0,8.0,4.0,6.0
hsa-miR-32-5p,402.0,57.0,185.0,228.0,404.0,498.0,830.0,177.0,411.0,210.0,96.0,66.0,216.0,91.0,39.0,80.0,90.0,188.0,248.0
hsa-miR-3200-3p,1.0,0.0,0.0,3.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0
hsa-miR-3200-5p,10.0,0.0,14.0,1.0,1.0,2.0,3.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0
hsa-miR-320a-3p,4292.0,1444.0,3153.0,2211.0,2830.0,4154.0,2546.0,2283.0,2717.0,2050.0,1308.0,673.0,2035.0,961.0,2416.0,768.0,1647.0,1499.0,2495.0
hsa-miR-320a-5p,16.0,1.0,18.0,10.0,7.0,23.0,8.0,9.0,14.0,6.0,1.0,0.0,5.0,5.0,0.0,0.0,10.0,1.0,0.0
hsa-miR-320b,467.0,205.0,530.0,467.0,443.0,663.0,386.0,291.0,212.0,267.0,191.0,195.0,404.0,95.0,334.0,238.0,251.0,184.0,401.0
hsa-miR-320c,162.0,40.0,94.0,145.0,92.0,169.0,71.0,72.0,77.0,43.0,23.0,87.0,99.0,38.0,98.0,65.0,61.0,107.0,110.0
hsa-miR-320d,37.0,4.0,25.0,12.0,56.0,61.0,17.0,16.0,19.0,14.0,5.0,4.0,17.0,5.0,1.0,19.0,0.0,16.0,8.0
hsa-miR-320e,0.0,0.0,5.0,2.0,5.0,6.0,0.0,0.0,2.0,4.0,7.0,0.0,3.0,3.0,10.0,2.0,3.0,1.0,0.0
hsa-miR-323a-3p,23.0,2.0,59.0,16.0,60.0,30.0,20.0,15.0,23.0,12.0,11.0,0.0,35.0,7.0,0.0,23.0,13.0,19.0,35.0
hsa-miR-323a-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-323b-3p,7.0,0.0,6.0,4.0,19.0,6.0,7.0,0.0,7.0,1.0,3.0,6.0,7.0,1.0,0.0,0.0,0.0,4.0,10.0
hsa-miR-324-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-324-5p,18.0,0.0,0.0,9.0,12.0,1.0,8.0,9.0,6.0,3.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,4.0
hsa-miR-326,8.0,2.0,4.0,4.0,0.0,10.0,3.0,1.0,4.0,12.0,4.0,0.0,3.0,5.0,0.0,4.0,9.0,1.0,3.0
hsa-miR-328-3p,311.0,224.0,577.0,287.0,482.0,327.0,163.0,380.0,232.0,201.0,284.0,74.0,322.0,91.0,86.0,155.0,176.0,130.0,222.0
hsa-miR-328-5p,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
hsa-miR-329-3p,33.0,1.0,26.0,28.0,85.0,17.0,16.0,18.0,20.0,41.0,10.0,0.0,24.0,17.0,0.0,6.0,18.0,24.0,21.0
hsa-miR-329-5p,1.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,4.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0
hsa-miR-330-3p,30.0,3.0,24.0,28.0,46.0,64.0,23.0,8.0,28.0,24.0,12.0,6.0,12.0,22.0,2.0,14.0,6.0,7.0,27.0
hsa-miR-330-5p,9.0,3.0,2.0,9.0,14.0,12.0,4.0,0.0,10.0,10.0,5.0,0.0,6.0,5.0,7.0,1.0,8.0,2.0,12.0
hsa-miR-331-3p,1.0,2.0,11.0,0.0,12.0,3.0,9.0,6.0,9.0,4.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,4.0,8.0
hsa-miR-331-5p,27.0,10.0,7.0,13.0,17.0,34.0,14.0,11.0,16.0,8.0,7.0,10.0,14.0,5.0,0.0,6.0,9.0,3.0,7.0
hsa-miR-335-3p,694.0,62.0,237.0,245.0,436.0,1844.0,160.0,312.0,294.0,285.0,104.0,76.0,120.0,118.0,18.0,90.0,100.0,49.0,68.0
hsa-miR-335-5p,316.0,28.0,140.0,101.0,346.0,660.0,116.0,173.0,339.0,324.0,27.0,20.0,137.0,155.0,10.0,30.0,103.0,24.0,52.0
hsa-miR-337-3p,32.0,8.0,37.0,25.0,34.0,60.0,33.0,27.0,22.0,48.0,18.0,14.0,20.0,35.0,7.0,22.0,31.0,17.0,20.0
hsa-miR-337-5p,9.0,1.0,3.0,1.0,14.0,9.0,13.0,6.0,10.0,12.0,0.0,0.0,4.0,6.0,0.0,1.0,8.0,1.0,7.0
hsa-miR-338-3p,5.0,0.0,1.0,1.0,3.0,0.0,4.0,0.0,1.0,6.0,21.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,13.0
hsa-miR-338-5p,0.0,1.0,0.0,0.0,3.0,16.0,1.0,22.0,27.0,18.0,43.0,24.0,48.0,0.0,0.0,8.0,0.0,1.0,1.0
hsa-miR-339-3p,65.0,19.0,59.0,43.0,115.0,120.0,115.0,33.0,80.0,66.0,31.0,5.0,54.0,35.0,4.0,14.0,31.0,26.0,54.0
hsa-miR-339-5p,38.0,17.0,43.0,22.0,86.0,66.0,104.0,39.0,56.0,33.0,16.0,7.0,53.0,35.0,0.0,14.0,21.0,13.0,45.0
hsa-miR-33a-3p,3.0,0.0,0.0,2.0,2.0,4.0,8.0,6.0,7.0,3.0,1.0,0.0,2.0,1.0,0.0,5.0,3.0,0.0,0.0
hsa-miR-33a-5p,1.0,2.0,4.0,0.0,3.0,8.0,5.0,0.0,4.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0
hsa-miR-33b-3p,3.0,2.0,2.0,0.0,1.0,4.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-33b-5p,0.0,2.0,6.0,1.0,2.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0
hsa-miR-340-3p,30.0,14.0,21.0,33.0,90.0,65.0,72.0,32.0,56.0,37.0,20.0,7.0,40.0,11.0,4.0,23.0,19.0,14.0,19.0
hsa-miR-340-5p,564.0,102.0,431.0,496.0,1177.0,1295.0,954.0,372.0,1219.0,634.0,257.0,121.0,482.0,353.0,50.0,183.0,357.0,212.0,435.0
hsa-miR-342-3p,58.0,29.0,74.0,52.0,108.0,90.0,72.0,29.0,53.0,49.0,44.0,0.0,81.0,94.0,1.0,4.0,32.0,17.0,79.0
hsa-miR-342-5p,248.0,70.0,186.0,141.0,172.0,298.0,193.0,137.0,175.0,176.0,126.0,101.0,179.0,41.0,12.0,87.0,92.0,58.0,212.0
hsa-miR-345-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-345-5p,103.0,15.0,48.0,36.0,102.0,130.0,105.0,60.0,104.0,86.0,27.0,15.0,71.0,53.0,0.0,6.0,29.0,56.0,70.0
hsa-miR-346,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0
hsa-miR-34a-3p,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-34a-5p,49.0,9.0,29.0,23.0,51.0,50.0,42.0,10.0,75.0,60.0,9.0,11.0,37.0,33.0,16.0,3.0,29.0,18.0,9.0
hsa-miR-34b-3p,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-34b-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-34c-3p,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-34c-5p,22.0,6.0,26.0,9.0,38.0,37.0,23.0,11.0,45.0,63.0,3.0,0.0,20.0,25.0,5.0,2.0,15.0,16.0,16.0
hsa-miR-3605-3p,3.0,0.0,4.0,1.0,5.0,4.0,0.0,6.0,0.0,0.0,9.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0
hsa-miR-3605-5p,16.0,1.0,4.0,6.0,10.0,24.0,5.0,11.0,3.0,1.0,8.0,4.0,10.0,8.0,3.0,16.0,3.0,2.0,4.0
hsa-miR-3609,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,3.0
hsa-miR-361-3p,549.0,212.0,583.0,467.0,816.0,977.0,886.0,265.0,915.0,911.0,422.0,86.0,507.0,567.0,33.0,131.0,379.0,180.0,598.0
hsa-miR-361-5p,91.0,33.0,71.0,83.0,163.0,213.0,137.0,28.0,141.0,129.0,62.0,23.0,89.0,131.0,2.0,11.0,54.0,34.0,89.0
hsa-miR-3611,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3612,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3613-3p,4.0,0.0,5.0,8.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0
hsa-miR-3613-5p,183.0,14.0,96.0,73.0,59.0,133.0,126.0,41.0,151.0,126.0,35.0,21.0,48.0,116.0,14.0,11.0,48.0,49.0,141.0
hsa-miR-3614-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3614-5p,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3615,111.0,15.0,35.0,48.0,17.0,16.0,15.0,93.0,36.0,13.0,34.0,5.0,39.0,2.0,2.0,7.0,18.0,14.0,64.0
hsa-miR-3616-5p,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3619-3p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3619-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-362-3p,5.0,0.0,0.0,1.0,1.0,3.0,32.0,0.0,12.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0
hsa-miR-362-5p,15.0,1.0,31.0,35.0,135.0,100.0,324.0,29.0,90.0,36.0,13.0,16.0,18.0,2.0,0.0,18.0,14.0,30.0,25.0
hsa-miR-3620-5p,0.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3622a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3622a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
