miRNA,SRR29300460,SRR29300461,SRR29300462,SRR29300463,SRR29300464,SRR29300465,SRR29300466,SRR29300467,SRR29300468,SRR29300469,SRR29300470,SRR29300471,SRR29300472,SRR29300473,SRR29300474,SRR29300475,SRR29300476,SRR29300477,SRR29300478,SRR29300479,SRR29300480,SRR29300481,SRR29300482,SRR29300483,SRR29300484,SRR29300485,SRR29300486,SRR29300487
hsa-let-7e-5p,2.0,3.0,3.0,4.0,3.0,5.0,16.0,1.0,7.0,63.0,19.0,18.0,14.0,25.0,20.0,18.0,17.0,13.0,1219.0,1.0,8.0,0.0,9.0,109.0,1.0,2.0,0.0,2.0
hsa-let-7f-1-3p,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,428.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0
hsa-let-7f-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7f-5p,23.0,179.0,213.0,25.0,212.0,599.0,2156.0,805.0,298.0,263.0,363.0,227.0,2504.0,1115.0,213.0,149.0,172.0,162.0,10252.0,302.0,1149.0,260.0,37.0,594.0,135.0,28.0,342.0,12.0
hsa-let-7g-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7g-5p,2071.0,1984.0,607.0,5021.0,1502.0,3839.0,20122.0,6260.0,3668.0,1976.0,1659.0,4768.0,11852.0,1861.0,489.0,3381.0,2760.0,2659.0,7584.0,3921.0,7958.0,2069.0,2605.0,1554.0,2935.0,3814.0,2483.0,1681.0
hsa-let-7i-3p,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0
hsa-let-7i-5p,4363.0,3398.0,1186.0,9829.0,2423.0,8372.0,26199.0,7258.0,3783.0,2906.0,2745.0,7939.0,15471.0,6150.0,563.0,3916.0,1852.0,3254.0,7044.0,2182.0,8217.0,1951.0,1940.0,4672.0,2211.0,3550.0,1690.0,400.0
hsa-miR-1-3p,160.0,157.0,188.0,198.0,141.0,141.0,283.0,146.0,260.0,178.0,3.0,5.0,1.0,2.0,6.0,1.0,0.0,3.0,114.0,0.0,1.0,3.0,6.0,6.0,3.0,11.0,207.0,4.0
hsa-miR-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-100-5p,1709.0,1687.0,2674.0,4859.0,1938.0,2312.0,7791.0,2240.0,4613.0,2828.0,1420.0,1320.0,3141.0,2182.0,52.0,21.0,665.0,239.0,2043.0,155.0,1574.0,456.0,338.0,11.0,728.0,648.0,243.0,586.0
hsa-miR-101-3p,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-101-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10395-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10399-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,1.0
hsa-miR-103a-3p,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,369.0,7.0,12.0,6.0,2.0,0.0,2.0,171.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-10401-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0
hsa-miR-105-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,511.0,0.0,1.0,106.0,528.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0
hsa-miR-106b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,74.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-10a-5p,9.0,153.0,105.0,15.0,12.0,11.0,1094.0,412.0,21.0,71.0,481.0,369.0,200.0,205.0,238.0,222.0,203.0,217.0,8833.0,155.0,5.0,9.0,8.0,15.0,135.0,6.0,164.0,15.0
hsa-miR-10b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10b-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,184.0,1.0,374.0,230.0,133.0,157.0,234.0,776.0,151.0,144.0,6100.0,117.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,2.0
hsa-miR-11401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-1180-3p,0.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,2.0,10.0,1.0,4.0,4.0,7.0,1.0,4.0,6.0,208.0,33.0,36.0,46.0,63.0,44.0,31.0,58.0,72.0
hsa-miR-1197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-122-5p,0.0,4.0,13.0,2.0,0.0,948.0,2.0,0.0,0.0,1.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,4.0,12.0,8.0,5.0,6.0,4.0,587.0,0.0
hsa-miR-1224-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,1.0,142.0,5.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1226-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-1226-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1227-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-1237-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1238-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-124-3p,4048.0,5401.0,6473.0,17747.0,8696.0,14058.0,40302.0,9986.0,18723.0,9158.0,12687.0,14845.0,32222.0,13651.0,2202.0,4438.0,4585.0,3397.0,8087.0,3441.0,16274.0,6930.0,4934.0,3955.0,5813.0,5147.0,2708.0,989.0
hsa-miR-124-5p,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1247-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394.0,3.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1249-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0
hsa-miR-1251-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,370.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-5p,7403.0,5758.0,1465.0,9118.0,6397.0,23873.0,51338.0,16049.0,11896.0,6193.0,11841.0,16709.0,27710.0,17132.0,2662.0,20564.0,12860.0,2347.0,12358.0,5606.0,20110.0,8841.0,4434.0,4930.0,3014.0,12188.0,4268.0,4340.0
hsa-miR-125b-1-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125b-5p,1125.0,283.0,710.0,2345.0,896.0,2397.0,11438.0,4727.0,2944.0,3301.0,2185.0,21810.0,9440.0,3463.0,4392.0,1777.0,1977.0,874.0,2880.0,714.0,5642.0,1748.0,965.0,1554.0,2856.0,1823.0,979.0,230.0
hsa-miR-126-3p,1072.0,758.0,271.0,1757.0,885.0,915.0,6042.0,762.0,1405.0,348.0,2075.0,2318.0,1952.0,3054.0,881.0,2380.0,1313.0,741.0,25320.0,150.0,2485.0,209.0,828.0,907.0,318.0,986.0,516.0,13.0
hsa-miR-126-5p,2.0,1.0,0.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,17.0,14.0,14.0,8.0,14.0,15.0,13.0,18.0,503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1260a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1260b,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,4.0,0.0,0.0,1.0,0.0
hsa-miR-1266-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1268a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1269b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-127-3p,15766.0,10518.0,9845.0,40322.0,13244.0,45176.0,119624.0,35331.0,20099.0,19401.0,18200.0,51217.0,63582.0,33551.0,1396.0,17034.0,7646.0,7753.0,19166.0,11415.0,30233.0,11537.0,2725.0,9829.0,8703.0,7821.0,3232.0,2119.0
hsa-miR-1271-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1273c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,466.0,0.0,107.0,0.0,0.0
hsa-miR-128-3p,1362.0,4062.0,1455.0,8194.0,6413.0,1712.0,51488.0,6018.0,9298.0,2464.0,7089.0,4764.0,22560.0,10189.0,385.0,6828.0,2876.0,3463.0,3364.0,8826.0,21105.0,6391.0,3444.0,1208.0,3621.0,4283.0,2205.0,939.0
hsa-miR-1284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1285-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1285-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0
hsa-miR-129-1-3p,346.0,2.0,0.0,0.0,0.0,577.0,4.0,0.0,1.0,57.0,1.0,350.0,1166.0,6.0,39.0,2.0,0.0,0.0,4.0,243.0,299.0,0.0,0.0,1.0,108.0,0.0,2.0,0.0
hsa-miR-129-2-3p,3.0,0.0,1.0,397.0,265.0,1.0,841.0,0.0,5.0,4.0,0.0,0.0,7.0,537.0,71.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,372.0,0.0,184.0,0.0,0.0,1.0
hsa-miR-129-5p,120.0,130.0,122.0,6.0,173.0,872.0,2382.0,1697.0,213.0,303.0,111.0,470.0,1252.0,4.0,40.0,923.0,445.0,0.0,174.0,607.0,1260.0,561.0,6.0,0.0,200.0,0.0,127.0,0.0
hsa-miR-1292-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0
hsa-miR-1293,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1296-5p,1.0,0.0,133.0,443.0,0.0,482.0,2.0,394.0,0.0,208.0,0.0,248.0,303.0,4.0,24.0,2.0,1.0,147.0,5.0,1.0,0.0,0.0,0.0,0.0,102.0,332.0,1.0,1.0
hsa-miR-1298-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,262.0,1.0,0.0
hsa-miR-1301-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1304-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1306-3p,0.0,0.0,0.0,0.0,0.0,1.0,503.0,411.0,1.0,0.0,0.0,463.0,4.0,203.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,176.0,1.0,1.0,1.0,0.0,0.0,0.0
hsa-miR-1306-5p,198.0,5.0,2.0,512.0,237.0,1878.0,768.0,554.0,3.0,100.0,0.0,741.0,1094.0,18.0,17.0,3.0,509.0,152.0,191.0,97.0,823.0,523.0,3.0,5.0,375.0,1024.0,9.0,362.0
hsa-miR-1307-3p,0.0,1.0,1.0,577.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,20.0,642.0,2.0,1.0,5.0,1.0,231.0,2.0,1.0,1.0,3.0,10.0,5.0,3.0,5.0,4.0
hsa-miR-130a-3p,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,8.0,16.0,4.0,12.0,8.0,8.0,5.0,3.0,271.0,2.0,3.0,0.0,4.0,3.0,2.0,1.0,1.0,1.0
hsa-miR-130a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-130b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
hsa-miR-130b-5p,0.0,125.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,5.0,1.0,1.0,2.0,4.0,2.0,175.0,2.0,11.0,3.0,4.0,3.0,9.0,8.0
hsa-miR-132-3p,77.0,86.0,134.0,843.0,244.0,676.0,417.0,41.0,453.0,77.0,412.0,248.0,391.0,238.0,11.0,291.0,5.0,75.0,66.0,47.0,843.0,807.0,29.0,49.0,15.0,37.0,92.0,0.0
hsa-miR-132-5p,1968.0,2612.0,1230.0,5959.0,1832.0,5399.0,17937.0,6848.0,5285.0,1699.0,2692.0,3660.0,6467.0,3123.0,245.0,5714.0,7689.0,1666.0,3434.0,1836.0,7566.0,2755.0,1245.0,1689.0,1394.0,2867.0,1802.0,1467.0
hsa-miR-133a-3p,10.0,11.0,10.0,13.0,17.0,7.0,28.0,8.0,31.0,18.0,5.0,4.0,2.0,2.0,5.0,3.0,4.0,9.0,95.0,1.0,4.0,4.0,10.0,7.0,4.0,24.0,5.0,1.0
hsa-miR-133b,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-134-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-134-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1343-3p,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,63.0,1.0,145.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-135a-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-5p,188.0,5.0,5.0,4.0,2.0,4.0,8.0,1.0,7.0,3.0,16.0,33.0,20.0,16.0,42.0,19.0,18.0,28.0,1097.0,0.0,2.0,240.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135b-5p,531.0,3.0,9.0,466.0,3.0,494.0,15.0,4.0,13.0,5.0,0.0,136.0,1.0,0.0,4.0,1.0,0.0,4.0,62.0,0.0,211.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
hsa-miR-136-3p,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,148.0,2.0,0.0,1.0,13.0,1.0,0.0,1.0,30.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-136-5p,1.0,0.0,1.0,636.0,0.0,0.0,706.0,0.0,4.0,0.0,0.0,226.0,1.0,0.0,2.0,537.0,0.0,158.0,22.0,0.0,205.0,0.0,0.0,0.0,155.0,0.0,0.0,0.0
hsa-miR-137-3p,0.0,0.0,98.0,1018.0,0.0,1.0,607.0,1.0,0.0,112.0,0.0,0.0,994.0,6.0,34.0,450.0,2.0,0.0,84.0,0.0,0.0,0.0,272.0,0.0,122.0,0.0,0.0,1.0
hsa-miR-137-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-138-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
