miRNA,SRR23249719,SRR23249720,SRR23249721,SRR23249722,SRR23249723,SRR23249724,SRR23249725,SRR23249726,SRR23249727,SRR23249728,SRR23249729,SRR23249730,SRR23249732,SRR23249733
hsa-miR-10b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,26.0,0.0,1.0
hsa-miR-10b-5p,2930.0,924.0,2352.0,2649.0,1341.0,4467.0,13369.0,22407.0,9169.0,0.0,2.0,23429.0,0.0,20426.0
hsa-miR-11400,0.0,0.0,0.0,0.0,0.0,0.0,8.0,60.0,13.0,0.0,0.0,65.0,0.0,51.0
hsa-miR-11401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,72.0
hsa-miR-1180-3p,1.0,0.0,2.0,3.0,2.0,0.0,68.0,275.0,167.0,0.0,0.0,40.0,0.0,55.0
hsa-miR-1185-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
hsa-miR-1197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-12114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
hsa-miR-122-5p,1455.0,564.0,1630.0,3592.0,1392.0,319.0,23986.0,32601.0,24213.0,9.0,1505.0,428158.0,289.0,49493.0
hsa-miR-1224-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
hsa-miR-1228-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0
hsa-miR-124-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-1246,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,2.0,0.0,0.0,28.0,0.0,81.0
hsa-miR-1247-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1249-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-1250-5p,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
hsa-miR-1255a,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,26.0,0.0,3.0
hsa-miR-1255b-5p,0.0,0.0,0.0,0.0,0.0,0.0,54.0,1.0,98.0,0.0,0.0,0.0,0.0,5.0
hsa-miR-125a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,26.0
hsa-miR-125a-5p,186.0,94.0,316.0,961.0,243.0,377.0,1064.0,2379.0,1341.0,0.0,1.0,2474.0,0.0,1738.0
hsa-miR-125b-5p,1.0,0.0,0.0,0.0,0.0,121.0,241.0,432.0,56.0,0.0,0.0,557.0,0.0,510.0
hsa-miR-126-3p,4379.0,2516.0,3816.0,4618.0,2010.0,2440.0,23994.0,35792.0,16171.0,0.0,5.0,13233.0,0.0,15199.0
hsa-miR-126-5p,41.0,0.0,1.0,1.0,45.0,1.0,132.0,253.0,8.0,0.0,0.0,315.0,0.0,365.0
hsa-miR-1260b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-1268b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-127-3p,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,29.0,0.0,21.0
hsa-miR-127-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
hsa-miR-1270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
hsa-miR-1271-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1273c,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1273h-3p,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7.0,37.0,0.0,0.0,132.0,0.0,86.0
hsa-miR-1273h-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,10.0
hsa-miR-1275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
hsa-miR-1276,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1277-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1278,13.0,0.0,11.0,0.0,0.0,0.0,26.0,95.0,41.0,0.0,0.0,16.0,0.0,7.0
hsa-miR-128-2-5p,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-3p,645.0,154.0,371.0,129.0,185.0,1571.0,8512.0,15321.0,7169.0,1.0,2.0,14480.0,0.0,12875.0
hsa-miR-1284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0
hsa-miR-1285-3p,0.0,0.0,0.0,0.0,0.0,0.0,35.0,28.0,0.0,0.0,0.0,12.0,0.0,18.0
hsa-miR-1285-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
hsa-miR-1287-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
hsa-miR-1287-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
hsa-miR-129-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
hsa-miR-129-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,43.0
hsa-miR-1290,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
hsa-miR-1292-5p,1.0,16.0,0.0,0.0,0.0,0.0,31.0,34.0,0.0,0.0,0.0,15.0,0.0,0.0
hsa-miR-1294,0.0,0.0,0.0,1.0,0.0,0.0,15.0,64.0,16.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-1297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
hsa-miR-1299,0.0,0.0,0.0,1.0,0.0,0.0,19.0,101.0,11.0,0.0,0.0,41.0,0.0,24.0
hsa-miR-1301-3p,0.0,11.0,0.0,0.0,0.0,0.0,0.0,141.0,80.0,0.0,0.0,201.0,0.0,120.0
hsa-miR-1303,0.0,0.0,0.0,0.0,0.0,0.0,24.0,61.0,17.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-1304-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,9.0,0.0,10.0
hsa-miR-1306-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59.0,22.0,0.0,0.0,3.0,0.0,1.0
hsa-miR-1306-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
hsa-miR-1307-3p,73.0,10.0,40.0,5.0,39.0,3.0,628.0,432.0,469.0,0.0,0.0,780.0,0.0,849.0
hsa-miR-1307-5p,38.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,30.0,0.0,0.0,8.0,0.0,39.0
hsa-miR-130a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,11.0,0.0,0.0,17.0,0.0,19.0
hsa-miR-130b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0
hsa-miR-130b-5p,0.0,24.0,1.0,80.0,0.0,206.0,495.0,851.0,414.0,0.0,0.0,568.0,0.0,467.0
hsa-miR-132-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
hsa-miR-132-5p,0.0,0.0,0.0,1.0,0.0,0.0,37.0,70.0,0.0,0.0,0.0,0.0,0.0,7.0
hsa-miR-1323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0
hsa-miR-134-5p,1.0,0.0,14.0,37.0,1.0,0.0,63.0,546.0,295.0,0.0,1.0,954.0,0.0,1465.0
hsa-miR-1343-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
hsa-miR-135a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
hsa-miR-136-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
hsa-miR-136-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,5.0
hsa-miR-138-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
hsa-miR-139-3p,0.0,12.0,1.0,0.0,0.0,99.0,162.0,176.0,132.0,0.0,0.0,326.0,0.0,282.0
hsa-miR-139-5p,0.0,22.0,160.0,297.0,27.0,147.0,302.0,1124.0,285.0,0.0,0.0,429.0,0.0,405.0
hsa-miR-140-3p,88.0,102.0,79.0,226.0,53.0,494.0,881.0,1369.0,459.0,0.0,0.0,704.0,0.0,778.0
hsa-miR-140-5p,41.0,0.0,32.0,0.0,0.0,0.0,106.0,60.0,117.0,0.0,0.0,33.0,0.0,28.0
hsa-miR-142-3p,65.0,77.0,17.0,0.0,1.0,0.0,732.0,1187.0,671.0,0.0,0.0,161.0,0.0,194.0
hsa-miR-142-5p,1141.0,363.0,840.0,458.0,166.0,14.0,4673.0,8659.0,3331.0,0.0,1.0,3881.0,0.0,3854.0
hsa-miR-143-3p,224.0,175.0,848.0,1159.0,298.0,894.0,2645.0,3892.0,1916.0,0.0,1.0,6095.0,0.0,6639.0
hsa-miR-144-3p,323.0,186.0,300.0,52.0,28.0,0.0,2726.0,4402.0,2535.0,0.0,0.0,326.0,0.0,427.0
hsa-miR-144-5p,61.0,40.0,1.0,0.0,49.0,258.0,927.0,2157.0,545.0,0.0,0.0,83.0,0.0,258.0
hsa-miR-145-3p,0.0,1.0,0.0,0.0,0.0,0.0,32.0,0.0,47.0,0.0,0.0,70.0,0.0,70.0
hsa-miR-145-5p,73.0,1.0,84.0,67.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1468-5p,0.0,16.0,14.0,1.0,0.0,0.0,32.0,52.0,0.0,0.0,0.0,33.0,0.0,77.0
hsa-miR-146a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,42.0,0.0,29.0
hsa-miR-146a-5p,82.0,80.0,114.0,424.0,78.0,7.0,2743.0,2059.0,1178.0,0.0,0.0,5554.0,0.0,7736.0
hsa-miR-146b-3p,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0
hsa-miR-146b-5p,1916.0,677.0,1198.0,504.0,156.0,576.0,4097.0,5616.0,2951.0,0.0,0.0,4111.0,0.0,4772.0
hsa-miR-147b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,9.0
hsa-miR-148a-3p,4424.0,2239.0,4697.0,3144.0,1646.0,4175.0,76796.0,126483.0,44204.0,1.0,17.0,112508.0,1.0,108984.0
hsa-miR-148a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,82.0,0.0,82.0
hsa-miR-148b-3p,10.0,2.0,0.0,6.0,23.0,207.0,419.0,1060.0,424.0,0.0,0.0,2122.0,0.0,2377.0
hsa-miR-148b-5p,0.0,0.0,0.0,0.0,0.0,0.0,105.0,163.0,3.0,0.0,0.0,0.0,0.0,15.0
hsa-miR-149-3p,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-150-3p,98.0,16.0,25.0,0.0,10.0,0.0,198.0,176.0,146.0,0.0,0.0,121.0,0.0,111.0
hsa-miR-150-5p,161.0,55.0,145.0,0.0,0.0,1.0,233.0,740.0,171.0,0.0,0.0,101.0,0.0,296.0
hsa-miR-151a-3p,1472.0,730.0,1777.0,3518.0,912.0,4867.0,30108.0,46374.0,20103.0,0.0,8.0,45385.0,0.0,46269.0
hsa-miR-151a-5p,0.0,1.0,0.0,0.0,0.0,0.0,1.0,66.0,40.0,0.0,0.0,3.0,0.0,78.0
hsa-miR-151b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0
hsa-miR-152-3p,0.0,1.0,0.0,0.0,16.0,0.0,112.0,45.0,58.0,0.0,0.0,336.0,0.0,599.0
hsa-miR-1538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
hsa-miR-154-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
hsa-miR-155-5p,111.0,0.0,117.0,274.0,85.0,97.0,192.0,159.0,107.0,0.0,0.0,134.0,0.0,203.0
hsa-miR-15a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,8.0
hsa-miR-15b-3p,0.0,0.0,0.0,0.0,0.0,0.0,119.0,1.0,28.0,0.0,0.0,13.0,0.0,32.0
hsa-miR-15b-5p,0.0,15.0,1.0,0.0,0.0,0.0,14.0,244.0,0.0,0.0,0.0,15.0,0.0,37.0
hsa-miR-16-2-3p,551.0,192.0,465.0,316.0,80.0,877.0,3606.0,6078.0,3307.0,0.0,1.0,1427.0,4.0,1329.0
hsa-miR-16-5p,50.0,81.0,127.0,0.0,29.0,40.0,777.0,1052.0,658.0,0.0,0.0,219.0,0.0,211.0
hsa-miR-17-5p,108.0,0.0,0.0,2.0,0.0,101.0,110.0,250.0,173.0,0.0,0.0,28.0,0.0,115.0
hsa-miR-181a-2-3p,0.0,0.0,0.0,0.0,1.0,0.0,91.0,70.0,51.0,0.0,0.0,118.0,0.0,89.0
hsa-miR-181a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0,0.0,0.0,0.0,0.0,25.0
hsa-miR-181a-5p,219.0,53.0,203.0,306.0,6.0,270.0,1008.0,1575.0,546.0,0.0,0.0,1536.0,0.0,2032.0
hsa-miR-181b-5p,1.0,11.0,20.0,1.0,1.0,0.0,290.0,215.0,121.0,0.0,0.0,211.0,0.0,302.0
hsa-miR-181c-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0
hsa-miR-181c-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-181d-5p,49.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,29.0,0.0,75.0
hsa-miR-182-3p,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-182-5p,337.0,81.0,554.0,81.0,31.0,855.0,3122.0,6089.0,2606.0,0.0,0.0,1132.0,0.0,921.0
hsa-miR-1827,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-183-5p,571.0,211.0,722.0,264.0,23.0,632.0,6484.0,10245.0,4435.0,0.0,1.0,1468.0,0.0,989.0
hsa-miR-184,0.0,26.0,8.0,0.0,2.0,5990.0,7.0,57.0,156.0,0.0,0.0,82.0,0.0,4.0
hsa-miR-1843,0.0,22.0,1.0,0.0,0.0,0.0,146.0,26.0,144.0,0.0,0.0,279.0,0.0,141.0
hsa-miR-185-3p,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,7.0,0.0,0.0,17.0,0.0,38.0
hsa-miR-185-5p,190.0,34.0,47.0,3.0,11.0,138.0,837.0,1525.0,743.0,0.0,0.0,979.0,0.0,2125.0
hsa-miR-186-5p,380.0,174.0,109.0,123.0,43.0,198.0,1682.0,3156.0,1469.0,0.0,0.0,434.0,0.0,846.0
hsa-miR-18a-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73.0,41.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-18a-5p,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-1908-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,9.0,0.0,0.0,110.0,0.0,81.0
hsa-miR-190a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-190a-5p,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,39.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-190b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
hsa-miR-191-3p,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,22.0,0.0,0.0,15.0,0.0,22.0
hsa-miR-191-5p,39.0,200.0,231.0,173.0,88.0,451.0,2474.0,2885.0,934.0,0.0,335.0,2186.0,0.0,2846.0
hsa-miR-192-5p,463.0,167.0,249.0,68.0,27.0,3.0,2330.0,3450.0,1426.0,0.0,1.0,2510.0,0.0,3209.0
hsa-miR-193a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
hsa-miR-193a-5p,0.0,0.0,1.0,1.0,0.0,0.0,101.0,180.0,133.0,0.0,0.0,239.0,0.0,235.0
hsa-miR-193b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-193b-5p,0.0,0.0,0.0,0.0,0.0,35.0,66.0,165.0,65.0,0.0,1.0,190.0,0.0,71.0
hsa-miR-194-5p,0.0,22.0,68.0,2.0,22.0,0.0,310.0,346.0,285.0,0.0,0.0,355.0,0.0,371.0
hsa-miR-195-3p,5.0,0.0,0.0,0.0,0.0,223.0,36.0,0.0,31.0,0.0,0.0,7.0,0.0,27.0
hsa-miR-195-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,11.0,0.0,4.0
hsa-miR-196b-5p,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,47.0,0.0,0.0,26.0,0.0,2.0
hsa-miR-197-3p,31.0,0.0,0.0,0.0,0.0,0.0,19.0,47.0,0.0,0.0,0.0,84.0,0.0,113.0
hsa-miR-197-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0
hsa-miR-1976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
hsa-miR-199a-3p,144.0,2.0,60.0,669.0,1.0,1.0,165.0,553.0,97.0,0.0,0.0,151.0,0.0,292.0
hsa-miR-199a-5p,1.0,0.0,1.0,95.0,0.0,1.0,187.0,231.0,139.0,0.0,0.0,848.0,0.0,1167.0
hsa-miR-199b-3p,3.0,0.0,0.0,2.0,69.0,1.0,2.0,2.0,63.0,0.0,0.0,94.0,0.0,5.0
hsa-miR-199b-5p,0.0,0.0,65.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,8.0
hsa-miR-19a-3p,0.0,1.0,0.0,0.0,0.0,0.0,18.0,63.0,32.0,0.0,0.0,0.0,0.0,16.0
hsa-miR-19b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,53.0,0.0,0.0,78.0,0.0,56.0
hsa-miR-200a-3p,0.0,0.0,0.0,1.0,0.0,417.0,101.0,100.0,27.0,0.0,0.0,76.0,0.0,190.0
hsa-miR-200a-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,6.0
hsa-miR-200b-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,11.0
hsa-miR-200b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,6.0
hsa-miR-200c-3p,0.0,20.0,0.0,0.0,0.0,0.0,48.0,135.0,23.0,0.0,0.0,33.0,0.0,40.0
hsa-miR-203a-3p,53.0,211.0,672.0,4.0,213.0,140.0,802.0,425.0,421.0,0.0,0.0,47.0,0.0,30.0
hsa-miR-204-3p,0.0,14.0,0.0,0.0,0.0,0.0,29.0,47.0,0.0,0.0,0.0,0.0,0.0,24.0
hsa-miR-204-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,0.0,17.0
hsa-miR-206,0.0,0.0,0.0,0.0,0.0,604.0,61.0,69.0,10.0,0.0,0.0,79.0,0.0,66.0
hsa-miR-208b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0
hsa-miR-20a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
hsa-miR-20a-5p,141.0,31.0,70.0,73.0,0.0,182.0,574.0,1060.0,222.0,0.0,0.0,223.0,0.0,291.0
hsa-miR-20b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
hsa-miR-20b-5p,0.0,0.0,0.0,0.0,0.0,0.0,30.0,139.0,0.0,0.0,0.0,0.0,0.0,13.0
hsa-miR-21-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
hsa-miR-21-5p,2502.0,1001.0,2295.0,4252.0,708.0,3114.0,18539.0,30823.0,16923.0,0.0,1.0,30540.0,0.0,38303.0
hsa-miR-210-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-2110,1.0,0.0,31.0,0.0,0.0,81.0,31.0,109.0,57.0,0.0,0.0,33.0,0.0,77.0
