miRNA,SRR20232393,SRR20232394,SRR20232395,SRR20232396,SRR20232397,SRR20232398,SRR20232399,SRR20232400,SRR20232401,SRR20232402,SRR20232403,SRR20232404,SRR20232405,SRR20232406,SRR20232407,SRR20232408,SRR20232409,SRR20232410,SRR20232411,SRR20232412,SRR20232413,SRR20232414,SRR20232415,SRR20232416,SRR20232417,SRR20232418,SRR20232419,SRR20232420,SRR20232421,SRR20232422,SRR20232423,SRR20232424,SRR20232425,SRR20232426,SRR20232427,SRR20232428,SRR20232429,SRR20232430,SRR20232431,SRR20232432
hsa-miR-146b-3p,13.0,19.0,0.0,25.0,22.0,16.0,0.0,14.0,0.0,0.0,0.0,0.0,16.0,11.0,0.0,0.0,9.0,27.0,0.0,40.0,4.0,0.0,40.0,0.0,18.0,30.0,73.0,74.0,1.0,0.0,40.0,85.0,29.0,0.0,0.0,43.0,4.0,0.0,3.0,16.0
hsa-miR-146b-5p,6.0,7.0,17.0,0.0,19.0,0.0,0.0,18.0,26.0,0.0,13.0,0.0,6.0,10.0,4.0,10.0,4.0,22.0,10.0,3.0,1.0,0.0,14.0,1.0,12.0,1.0,78.0,40.0,0.0,4.0,1.0,93.0,39.0,0.0,2.0,1.0,7.0,2.0,11.0,1.0
hsa-miR-148a-3p,0.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-148b-3p,12.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-150-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-150-5p,59.0,65.0,35.0,87.0,134.0,22.0,59.0,45.0,78.0,74.0,30.0,84.0,72.0,4.0,15.0,31.0,156.0,22.0,31.0,201.0,26.0,147.0,374.0,10.0,290.0,116.0,642.0,338.0,36.0,57.0,147.0,535.0,216.0,24.0,50.0,55.0,125.0,18.0,33.0,30.0
hsa-miR-151a-3p,3.0,10.0,5.0,40.0,21.0,3.0,8.0,5.0,2.0,1.0,5.0,5.0,2.0,1.0,0.0,1.0,6.0,14.0,1.0,7.0,2.0,1.0,19.0,6.0,12.0,13.0,42.0,12.0,2.0,6.0,64.0,21.0,3.0,0.0,0.0,2.0,3.0,15.0,7.0,27.0
hsa-miR-151a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
hsa-miR-152-3p,125.0,274.0,63.0,318.0,328.0,49.0,17.0,104.0,41.0,77.0,166.0,182.0,162.0,47.0,37.0,109.0,194.0,104.0,91.0,245.0,37.0,43.0,591.0,32.0,350.0,205.0,606.0,516.0,108.0,126.0,747.0,652.0,481.0,20.0,54.0,141.0,125.0,716.0,142.0,105.0
hsa-miR-153-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-155-5p,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-15a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-15a-5p,56.0,126.0,57.0,374.0,186.0,28.0,19.0,35.0,1.0,0.0,22.0,53.0,25.0,19.0,54.0,29.0,106.0,53.0,14.0,124.0,9.0,14.0,135.0,14.0,112.0,99.0,209.0,208.0,71.0,49.0,635.0,399.0,117.0,64.0,41.0,61.0,5.0,14.0,22.0,5.0
hsa-miR-15b-3p,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,7.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,30.0,21.0,6.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0
hsa-miR-15b-5p,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,11.0,18.0,0.0,0.0,4.0,26.0,0.0,2.0,10.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
hsa-miR-16-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-16-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-16-5p,10316.0,20015.0,10334.0,17088.0,18175.0,5324.0,3846.0,8569.0,5640.0,2577.0,10391.0,8617.0,10924.0,6838.0,8084.0,7640.0,20097.0,4889.0,5371.0,24270.0,2846.0,7042.0,40912.0,4693.0,54040.0,21715.0,50747.0,24870.0,6514.0,18439.0,15214.0,64883.0,45952.0,4816.0,4396.0,12252.0,22252.0,31202.0,6370.0,8588.0
hsa-miR-17-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-17-5p,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181a-2-3p,0.0,0.0,0.0,17.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181a-5p,0.0,1.0,2.0,0.0,0.0,0.0,24.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,9.0,0.0,2.0,61.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-181b-2-3p,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181b-5p,131.0,137.0,79.0,193.0,167.0,46.0,32.0,161.0,202.0,0.0,29.0,67.0,74.0,52.0,23.0,45.0,171.0,97.0,20.0,97.0,27.0,73.0,450.0,48.0,183.0,161.0,361.0,160.0,23.0,119.0,176.0,417.0,122.0,20.0,33.0,61.0,6.0,34.0,32.0,29.0
hsa-miR-181c-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181d-5p,0.0,19.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-182-5p,102.0,157.0,71.0,176.0,352.0,64.0,54.0,42.0,135.0,36.0,4.0,0.0,35.0,7.0,21.0,47.0,76.0,11.0,7.0,81.0,3.0,38.0,88.0,28.0,45.0,41.0,52.0,99.0,18.0,105.0,151.0,124.0,40.0,7.0,16.0,0.0,93.0,4.0,28.0,11.0
hsa-miR-1827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-183-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-183-5p,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0
hsa-miR-1843,27.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,4.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0
hsa-miR-185-3p,0.0,11.0,6.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,24.0,0.0,5.0,14.0,0.0
hsa-miR-185-5p,0.0,1.0,11.0,10.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,9.0,0.0,12.0,0.0,22.0,0.0,0.0,4.0,0.0,1.0,8.0,0.0,13.0,3.0,44.0,22.0,1.0,2.0,24.0,21.0,19.0,16.0,0.0,2.0,1.0,5.0,0.0,1.0
hsa-miR-186-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,15.0,0.0,13.0,0.0,0.0,11.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0
hsa-miR-186-5p,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,13.0,4.0,11.0,0.0,5.0,0.0,0.0,0.0,19.0,0.0,0.0,13.0,22.0,3.0,10.0,9.0,8.0,20.0,1.0,0.0,0.0,0.0,3.0,0.0,4.0,7.0
hsa-miR-188-5p,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-18a-3p,16.0,2.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,9.0,0.0,0.0,0.0,0.0,15.0,3.0,17.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-18a-5p,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,4.0,11.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0
hsa-miR-18b-5p,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1908-5p,0.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,33.0,3.0,2.0,23.0,0.0,2.0,0.0,22.0,3.0,0.0,4.0,4.0,16.0,0.0,0.0,24.0,20.0,0.0,3.0,0.0,19.0,1.0,3.0,5.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0
hsa-miR-190a-5p,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0
hsa-miR-190b-5p,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,21.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-191-5p,22.0,41.0,6.0,45.0,1.0,0.0,23.0,0.0,20.0,18.0,69.0,74.0,0.0,14.0,0.0,40.0,38.0,56.0,1.0,36.0,5.0,26.0,66.0,5.0,33.0,29.0,112.0,49.0,10.0,25.0,245.0,135.0,94.0,6.0,7.0,33.0,4.0,3.0,2.0,35.0
hsa-miR-1911-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1913,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-192-5p,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,15.0,10.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,6.0,1.0,6.0,0.0,0.0,1.0,0.0,20.0,11.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0
hsa-miR-193a-5p,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-194-5p,139.0,450.0,210.0,306.0,284.0,93.0,119.0,88.0,132.0,163.0,388.0,160.0,236.0,216.0,244.0,200.0,495.0,82.0,229.0,845.0,19.0,178.0,1012.0,93.0,1179.0,465.0,1252.0,671.0,138.0,488.0,279.0,1913.0,1105.0,44.0,130.0,298.0,411.0,606.0,101.0,165.0
hsa-miR-195-5p,49.0,127.0,65.0,110.0,336.0,60.0,39.0,162.0,36.0,0.0,44.0,117.0,76.0,41.0,32.0,52.0,129.0,71.0,57.0,143.0,18.0,53.0,301.0,23.0,356.0,218.0,619.0,327.0,61.0,123.0,56.0,391.0,191.0,19.0,13.0,83.0,226.0,181.0,98.0,35.0
hsa-miR-196a-5p,0.0,0.0,0.0,31.0,0.0,0.0,1.0,0.0,51.0,0.0,42.0,27.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,14.0,0.0,0.0,26.0,14.0,39.0,4.0,0.0,1.0,17.0,2.0,0.0,0.0,0.0
hsa-miR-196b-5p,77.0,27.0,59.0,277.0,196.0,40.0,51.0,142.0,83.0,102.0,13.0,19.0,41.0,12.0,72.0,15.0,92.0,19.0,22.0,117.0,4.0,60.0,108.0,8.0,179.0,16.0,115.0,43.0,15.0,66.0,206.0,263.0,80.0,7.0,7.0,61.0,5.0,12.0,13.0,12.0
hsa-miR-197-3p,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
hsa-miR-197-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
hsa-miR-199a-3p,58.0,10.0,20.0,44.0,22.0,12.0,4.0,2.0,1.0,2.0,49.0,4.0,9.0,15.0,3.0,6.0,93.0,56.0,55.0,68.0,14.0,3.0,174.0,27.0,87.0,35.0,135.0,55.0,4.0,38.0,157.0,393.0,53.0,53.0,14.0,34.0,95.0,133.0,7.0,20.0
hsa-miR-199a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-199b-3p,0.0,4.0,8.0,7.0,0.0,3.0,0.0,1.0,2.0,1.0,6.0,26.0,3.0,2.0,2.0,19.0,6.0,4.0,0.0,5.0,0.0,3.0,0.0,0.0,2.0,45.0,37.0,103.0,35.0,1.0,43.0,10.0,89.0,3.0,2.0,3.0,10.0,0.0,14.0,23.0
hsa-miR-199b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-19a-3p,0.0,0.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,54.0,0.0,5.0,1.0,14.0,31.0,0.0,5.0,15.0,6.0,25.0,1.0,14.0,39.0,8.0,7.0,29.0,28.0,17.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0
hsa-miR-19b-3p,10.0,17.0,4.0,28.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,8.0,0.0,0.0,27.0,0.0,20.0,19.0,38.0,23.0,0.0,1.0,24.0,36.0,19.0,1.0,8.0,20.0,0.0,49.0,1.0,0.0
hsa-miR-200a-3p,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,99.0,286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,17.0,0.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-200a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-200b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-200b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-200c-3p,24.0,30.0,5.0,37.0,235.0,27.0,20.0,60.0,228.0,18.0,81.0,15.0,145.0,24.0,0.0,15.0,20.0,28.0,0.0,53.0,4.0,26.0,70.0,55.0,89.0,47.0,47.0,45.0,13.0,17.0,153.0,66.0,13.0,14.0,0.0,33.0,7.0,87.0,6.0,6.0
hsa-miR-200c-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-202-3p,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0
hsa-miR-203a-3p,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,16.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-204-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-204-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-206,26.0,4.0,1.0,9.0,0.0,0.0,0.0,15.0,0.0,25.0,11.0,8.0,34.0,3.0,49.0,17.0,20.0,8.0,7.0,17.0,0.0,25.0,17.0,29.0,47.0,16.0,42.0,32.0,33.0,20.0,67.0,86.0,31.0,19.0,27.0,17.0,110.0,5.0,17.0,11.0
hsa-miR-20a-5p,1.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,11.0,0.0,0.0,17.0,0.0,3.0,2.0,4.0,1.0,0.0,2.0,26.0,13.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0
hsa-miR-20b-5p,0.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-21-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-21-5p,35.0,92.0,60.0,86.0,64.0,3.0,9.0,20.0,26.0,3.0,36.0,33.0,8.0,24.0,60.0,34.0,54.0,44.0,7.0,37.0,5.0,27.0,202.0,7.0,124.0,61.0,162.0,54.0,26.0,43.0,132.0,318.0,88.0,11.0,26.0,8.0,6.0,15.0,10.0,13.0
hsa-miR-210-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-2110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2115-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-212-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
