miRNA,ERR5981316,ERR5981317,ERR5981318,ERR5981319,ERR5981320,ERR5981321,ERR5981322,ERR5981323,ERR5981324,ERR5981325,ERR5981326,ERR5981327,ERR5981328,ERR5981329,ERR5981330,ERR5981331,ERR5981332,ERR5981333,ERR5981334,ERR5981335,ERR5981336,ERR5981337,ERR5981338,ERR5981339
hsa-miR-212-5p,0.0,122.0,0.0,32.0,0.0,0.0,45.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,75.0,435.0,0.0,0.0,264.0,279.0,66.0,134.0,0.0
hsa-miR-214-3p,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0
hsa-miR-215-5p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-216a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-216b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-218-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-218-5p,0.0,422.0,0.0,164.0,0.0,0.0,66.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,303.0,535.0,1.0,0.0,370.0,240.0,296.0,783.0,0.0
hsa-miR-219a-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-219a-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
hsa-miR-219a-5p,0.0,418.0,0.0,261.0,1.0,0.0,57.0,6.0,2.0,643.0,6.0,0.0,0.0,0.0,0.0,152.0,270.0,0.0,0.0,124.0,742.0,277.0,856.0,0.0
hsa-miR-219b-3p,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,0.0
hsa-miR-219b-5p,0.0,0.0,0.0,22.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,38.0,0.0,0.0,7.0,19.0,0.0,0.0,0.0
hsa-miR-22-3p,1.0,23138.0,2.0,8121.0,24.0,23.0,4957.0,30.0,7.0,7939.0,31.0,13.0,33.0,10.0,0.0,8962.0,23826.0,18.0,16.0,9943.0,9831.0,8608.0,13176.0,20.0
hsa-miR-22-5p,0.0,845.0,0.0,171.0,1.0,0.0,82.0,0.0,0.0,218.0,0.0,0.0,1.0,1.0,0.0,318.0,922.0,0.0,0.0,285.0,251.0,274.0,311.0,0.0
hsa-miR-221-3p,4.0,14611.0,9.0,3354.0,7.0,4.0,1779.0,5.0,1.0,3025.0,2.0,10.0,0.0,2.0,0.0,241.0,894.0,0.0,0.0,645.0,352.0,137.0,327.0,0.0
hsa-miR-221-5p,0.0,64.0,0.0,20.0,0.0,0.0,12.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,8.0,1.0,2.0,0.0
hsa-miR-222-3p,0.0,2179.0,0.0,485.0,4.0,1.0,375.0,14.0,0.0,468.0,9.0,7.0,0.0,0.0,0.0,48.0,144.0,0.0,0.0,111.0,90.0,32.0,37.0,0.0
hsa-miR-222-5p,0.0,38.0,0.0,19.0,0.0,0.0,10.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,7.0,0.0,3.0,0.0
hsa-miR-223-3p,0.0,69.0,0.0,100.0,25.0,37.0,58.0,41.0,14.0,44.0,94.0,21.0,0.0,0.0,3.0,41.0,107.0,7.0,0.0,15.0,54.0,38.0,78.0,10.0
hsa-miR-223-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-224-5p,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0
hsa-miR-2276-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2277-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-23a-3p,9037.0,190970.0,26985.0,62691.0,47586.0,45469.0,45167.0,30925.0,21658.0,79691.0,23499.0,23330.0,16158.0,27112.0,10521.0,53800.0,148364.0,10843.0,10990.0,65010.0,53421.0,31385.0,53714.0,11092.0
hsa-miR-23a-5p,0.0,123.0,0.0,217.0,0.0,0.0,168.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,23.0,100.0,0.0,0.0,46.0,135.0,30.0,23.0,0.0
hsa-miR-23b-3p,1.0,35539.0,2.0,14920.0,8.0,14.0,9044.0,7.0,5.0,17160.0,2.0,9.0,1.0,4.0,3.0,5939.0,20496.0,1.0,0.0,8168.0,6655.0,3363.0,6343.0,0.0
hsa-miR-23b-5p,0.0,153.0,0.0,274.0,0.0,0.0,186.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,16.0,74.0,0.0,0.0,57.0,94.0,7.0,24.0,0.0
hsa-miR-23c,0.0,9.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0
hsa-miR-24-1-5p,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-24-3p,0.0,30022.0,69.0,12431.0,19.0,57.0,20628.0,198.0,25.0,11716.0,207.0,151.0,9.0,32.0,11.0,17281.0,49112.0,27.0,39.0,21173.0,18659.0,5439.0,13975.0,18.0
hsa-miR-2467-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,6.0,2.0,0.0
hsa-miR-25-3p,88.0,243255.0,222.0,77334.0,200.0,214.0,77071.0,202.0,65.0,56009.0,240.0,165.0,194.0,203.0,93.0,102879.0,258707.0,129.0,99.0,100469.0,110926.0,67235.0,118394.0,149.0
hsa-miR-25-5p,0.0,1225.0,0.0,1868.0,1.0,0.0,1221.0,5.0,0.0,479.0,0.0,0.0,11.0,0.0,3.0,1251.0,2038.0,2.0,7.0,820.0,2411.0,630.0,502.0,0.0
hsa-miR-26a-1-3p,0.0,232.0,0.0,39.0,0.0,0.0,21.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,32.0,193.0,0.0,0.0,14.0,47.0,15.0,48.0,0.0
hsa-miR-26a-2-3p,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-26a-5p,0.0,111832.0,14.0,55898.0,16.0,26.0,32628.0,45.0,17.0,54934.0,16.0,26.0,1.0,16.0,2.0,68547.0,185215.0,7.0,12.0,65413.0,76962.0,57582.0,126005.0,12.0
hsa-miR-26b-3p,0.0,235.0,0.0,63.0,0.0,0.0,63.0,0.0,0.0,27.0,5.0,5.0,0.0,0.0,0.0,30.0,158.0,0.0,0.0,46.0,34.0,22.0,40.0,0.0
hsa-miR-26b-5p,0.0,336618.0,15.0,95226.0,18.0,7.0,56296.0,48.0,20.0,84474.0,54.0,31.0,0.0,7.0,12.0,69651.0,182304.0,2.0,4.0,64674.0,82431.0,69408.0,216524.0,0.0
hsa-miR-27a-3p,0.0,42448.0,5.0,13509.0,10.0,9.0,5344.0,38.0,8.0,15000.0,10.0,8.0,0.0,0.0,2.0,9569.0,18696.0,1.0,1.0,7420.0,8044.0,11528.0,25684.0,0.0
hsa-miR-27a-5p,0.0,823.0,0.0,158.0,0.0,0.0,61.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,49.0,838.0,0.0,0.0,53.0,160.0,68.0,84.0,0.0
hsa-miR-27b-3p,6.0,97806.0,62.0,30262.0,39.0,48.0,11129.0,93.0,26.0,25230.0,123.0,91.0,8.0,18.0,2.0,12858.0,31539.0,16.0,3.0,11386.0,10137.0,11944.0,26220.0,5.0
hsa-miR-27b-5p,0.0,318.0,0.0,136.0,0.0,0.0,51.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,44.0,107.0,1.0,0.0,31.0,61.0,13.0,31.0,0.0
hsa-miR-28-3p,0.0,73.0,13.0,86.0,6.0,0.0,48.0,0.0,3.0,21.0,1.0,0.0,1.0,1.0,0.0,3.0,12.0,0.0,1.0,4.0,3.0,1.0,5.0,0.0
hsa-miR-28-5p,0.0,824.0,0.0,308.0,0.0,0.0,108.0,0.0,0.0,219.0,1.0,0.0,0.0,0.0,0.0,330.0,847.0,0.0,0.0,485.0,430.0,267.0,290.0,0.0
hsa-miR-296-3p,0.0,37.0,0.0,22.0,0.0,0.0,14.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-296-5p,0.0,18.0,0.0,15.0,0.0,0.0,11.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-299-5p,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-29a-3p,4.0,248219.0,43.0,87813.0,87.0,66.0,58200.0,207.0,66.0,97426.0,242.0,172.0,50.0,36.0,9.0,117485.0,176544.0,59.0,40.0,104159.0,85437.0,121300.0,196546.0,38.0
hsa-miR-29a-5p,0.0,2195.0,0.0,560.0,4.0,0.0,185.0,1.0,0.0,563.0,0.0,3.0,0.0,0.0,8.0,556.0,1476.0,0.0,0.0,315.0,590.0,508.0,1196.0,0.0
hsa-miR-29b-1-5p,0.0,887.0,3.0,728.0,5.0,2.0,415.0,5.0,0.0,261.0,3.0,8.0,4.0,1.0,15.0,420.0,1062.0,3.0,5.0,352.0,647.0,308.0,318.0,3.0
hsa-miR-29b-2-5p,0.0,97.0,0.0,69.0,0.0,0.0,77.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,64.0,132.0,0.0,0.0,57.0,65.0,22.0,35.0,0.0
hsa-miR-29b-3p,0.0,76155.0,0.0,23300.0,0.0,3.0,7450.0,3.0,2.0,33124.0,5.0,11.0,0.0,0.0,0.0,14551.0,41067.0,2.0,0.0,9211.0,16669.0,20276.0,117474.0,1.0
hsa-miR-29c-3p,0.0,4712.0,2.0,1666.0,0.0,0.0,649.0,2.0,0.0,2079.0,27.0,2.0,0.0,0.0,4.0,2703.0,4489.0,1.0,0.0,1783.0,2093.0,4299.0,9321.0,0.0
hsa-miR-29c-5p,0.0,304.0,0.0,144.0,0.0,0.0,78.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,131.0,269.0,0.0,0.0,149.0,117.0,114.0,123.0,0.0
hsa-miR-301a-3p,71.0,24767.0,39.0,11901.0,30.0,25.0,4590.0,128.0,61.0,10275.0,321.0,84.0,0.0,8.0,8.0,7222.0,20047.0,8.0,1.0,5119.0,9214.0,8180.0,21891.0,16.0
hsa-miR-301a-5p,0.0,3004.0,0.0,697.0,0.0,0.0,344.0,0.0,0.0,740.0,0.0,1.0,0.0,0.0,0.0,627.0,1536.0,0.0,0.0,556.0,883.0,852.0,2349.0,0.0
hsa-miR-301b-3p,0.0,16.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-301b-5p,0.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3059-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3064-3p,0.0,5.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,1.0,5.0,3.0,1.0,0.0
hsa-miR-3064-5p,40.0,97.0,65.0,37.0,37.0,43.0,47.0,39.0,13.0,30.0,41.0,37.0,35.0,33.0,26.0,73.0,83.0,26.0,28.0,39.0,48.0,19.0,42.0,30.0
hsa-miR-3065-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
hsa-miR-3065-5p,0.0,297.0,0.0,55.0,3.0,0.0,40.0,0.0,13.0,13.0,51.0,0.0,0.0,0.0,0.0,53.0,226.0,0.0,0.0,49.0,52.0,7.0,105.0,0.0
hsa-miR-3074-3p,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,29.0,32.0,8.0,1.0,0.0
hsa-miR-3074-5p,0.0,0.0,0.0,15.0,0.0,8.0,39.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,75.0,1.0,0.0,0.0,61.0,41.0,6.0,185.0,0.0
hsa-miR-30a-3p,1.0,28259.0,15.0,9413.0,7.0,9.0,6954.0,6.0,2.0,5471.0,8.0,3.0,7.0,1.0,1.0,8819.0,22594.0,0.0,9.0,7850.0,8581.0,5889.0,12758.0,0.0
hsa-miR-30a-5p,23.0,289324.0,131.0,89651.0,278.0,217.0,37733.0,753.0,119.0,98724.0,603.0,427.0,98.0,98.0,62.0,106275.0,191972.0,140.0,82.0,68019.0,102374.0,116230.0,199617.0,203.0
hsa-miR-30b-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30b-5p,2.0,74541.0,27.0,17488.0,78.0,51.0,11123.0,149.0,34.0,17925.0,96.0,59.0,50.0,32.0,11.0,41015.0,43301.0,21.0,14.0,16659.0,16325.0,31448.0,42642.0,59.0
hsa-miR-30c-1-3p,0.0,400.0,0.0,167.0,0.0,0.0,119.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,114.0,199.0,0.0,0.0,161.0,212.0,138.0,119.0,0.0
hsa-miR-30c-2-3p,0.0,2747.0,0.0,1696.0,0.0,0.0,1679.0,1.0,0.0,833.0,2.0,2.0,0.0,0.0,0.0,1101.0,2365.0,0.0,0.0,955.0,1788.0,950.0,1302.0,0.0
hsa-miR-30c-5p,35.0,266977.0,47.0,68268.0,43.0,49.0,48968.0,44.0,14.0,50707.0,49.0,48.0,38.0,62.0,3.0,127879.0,170221.0,48.0,29.0,72362.0,61139.0,60851.0,95657.0,28.0
hsa-miR-30d-3p,0.0,457.0,0.0,175.0,0.0,0.0,126.0,1.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,113.0,375.0,0.0,0.0,55.0,153.0,116.0,608.0,0.0
hsa-miR-30d-5p,296.0,324618.0,730.0,130972.0,1363.0,1019.0,83376.0,968.0,152.0,76933.0,721.0,595.0,761.0,967.0,290.0,202457.0,346065.0,682.0,681.0,125884.0,137336.0,95017.0,130096.0,670.0
hsa-miR-30e-3p,0.0,5412.0,1.0,1738.0,1.0,1.0,1026.0,0.0,0.0,1138.0,5.0,6.0,0.0,0.0,0.0,2199.0,6030.0,0.0,0.0,1828.0,2186.0,1992.0,3724.0,0.0
hsa-miR-30e-5p,0.0,100182.0,186.0,33735.0,306.0,256.0,10517.0,874.0,182.0,34280.0,641.0,367.0,152.0,167.0,71.0,32843.0,70690.0,105.0,45.0,17153.0,29045.0,41010.0,92334.0,193.0
hsa-miR-31-3p,0.0,2164.0,0.0,384.0,0.0,0.0,395.0,0.0,0.0,546.0,0.0,0.0,0.0,0.0,0.0,2055.0,1825.0,0.0,0.0,782.0,762.0,2106.0,2322.0,0.0
hsa-miR-31-5p,26.0,84034.0,23.0,27967.0,125.0,80.0,26655.0,70.0,8.0,23418.0,50.0,102.0,17.0,65.0,28.0,62551.0,117755.0,58.0,39.0,43662.0,75046.0,56049.0,88078.0,32.0
hsa-miR-3124-5p,0.0,0.0,4.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3126-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3127-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3140-3p,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3140-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3143,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3145-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-3149,0.0,2.0,0.0,13.0,0.0,0.0,32.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,15.0,0.0,2.0,0.0
hsa-miR-3150b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3156-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3157-5p,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3167,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3168,5.0,5.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,3.0,4.0,3.0,2.0,9.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0
hsa-miR-3170,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3173-5p,0.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3176,0.0,0.0,0.0,10.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3178,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3180-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3182,0.0,6.0,0.0,6.0,4.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0
hsa-miR-3187-3p,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3192-5p,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3198,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-32-3p,0.0,407.0,0.0,150.0,0.0,0.0,127.0,0.0,0.0,72.0,0.0,1.0,0.0,0.0,0.0,80.0,208.0,0.0,0.0,16.0,92.0,39.0,214.0,0.0
hsa-miR-32-5p,0.0,2140.0,0.0,544.0,1.0,4.0,137.0,2.0,0.0,641.0,4.0,4.0,1.0,0.0,0.0,569.0,1202.0,0.0,0.0,180.0,511.0,703.0,5025.0,0.0
hsa-miR-3200-3p,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-320a-3p,143.0,847.0,738.0,931.0,1235.0,1321.0,689.0,152.0,120.0,207.0,350.0,87.0,1454.0,4530.0,1088.0,543.0,4181.0,422.0,1477.0,974.0,1591.0,183.0,882.0,177.0
hsa-miR-320a-5p,4.0,11.0,54.0,6.0,36.0,194.0,18.0,13.0,107.0,5.0,11.0,36.0,262.0,21.0,29.0,6.0,13.0,210.0,120.0,24.0,19.0,6.0,31.0,93.0
hsa-miR-320b,0.0,60.0,13.0,24.0,72.0,39.0,26.0,2.0,4.0,8.0,8.0,1.0,42.0,233.0,76.0,58.0,117.0,33.0,88.0,44.0,125.0,6.0,55.0,8.0
hsa-miR-320c,0.0,6.0,7.0,8.0,11.0,20.0,44.0,1.0,0.0,7.0,0.0,1.0,27.0,50.0,1.0,21.0,38.0,13.0,8.0,14.0,78.0,6.0,7.0,6.0
hsa-miR-320d,0.0,12.0,0.0,7.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,23.0,59.0,0.0,0.0,28.0,2.0,7.0,31.0,0.0
hsa-miR-320e,0.0,0.0,4.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,0.0
hsa-miR-323a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
hsa-miR-324-3p,1076.0,5188.0,3490.0,2733.0,4184.0,3571.0,2634.0,3178.0,1341.0,1775.0,3482.0,1911.0,4242.0,4296.0,1575.0,2557.0,4257.0,2289.0,2320.0,2385.0,2931.0,1032.0,1729.0,2015.0
hsa-miR-324-5p,297.0,4237.0,707.0,2004.0,928.0,1176.0,1573.0,2326.0,2023.0,2992.0,2459.0,1565.0,373.0,516.0,341.0,1470.0,3421.0,429.0,389.0,2716.0,2365.0,1277.0,2010.0,824.0
hsa-miR-326,0.0,47.0,0.0,26.0,0.0,0.0,46.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,34.0,88.0,0.0,0.0,22.0,54.0,9.0,30.0,0.0
hsa-miR-328-3p,0.0,920.0,14.0,1211.0,0.0,0.0,1224.0,0.0,0.0,302.0,0.0,0.0,9.0,12.0,1.0,251.0,1808.0,0.0,2.0,527.0,901.0,89.0,237.0,1.0
hsa-miR-330-3p,0.0,7.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-330-5p,1.0,759.0,0.0,301.0,0.0,0.0,165.0,0.0,0.0,422.0,0.0,0.0,0.0,0.0,0.0,345.0,750.0,0.0,0.0,411.0,610.0,253.0,893.0,0.0
hsa-miR-331-3p,44.0,1390.0,150.0,1226.0,131.0,214.0,726.0,72.0,24.0,982.0,155.0,71.0,218.0,249.0,96.0,714.0,1533.0,52.0,69.0,768.0,913.0,397.0,637.0,27.0
hsa-miR-331-5p,0.0,130.0,0.0,55.0,0.0,0.0,81.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,153.0,147.0,0.0,0.0,59.0,85.0,134.0,139.0,0.0
hsa-miR-335-3p,0.0,5210.0,0.0,988.0,1.0,0.0,960.0,1.0,1.0,1059.0,1.0,1.0,0.0,0.0,0.0,501.0,1102.0,1.0,0.0,1342.0,2181.0,377.0,505.0,3.0
hsa-miR-335-5p,0.0,104362.0,16.0,33205.0,16.0,4.0,10622.0,28.0,31.0,24632.0,122.0,26.0,0.0,0.0,0.0,18591.0,51168.0,7.0,0.0,13715.0,24543.0,16005.0,37245.0,1.0
hsa-miR-337-5p,0.0,0.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
