miRNA,ERR7015676,ERR7015677,ERR7015678,ERR7015679,ERR7015680,ERR7015681,ERR7015682,ERR7015683,ERR7015684,ERR7015685,ERR7015686,ERR7015687
hsa-miR-10396a-5p,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396b-3p,1.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396b-5p,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-2-5p,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,38.0,56.0,104.0,37.0,10.0,56.0,25.0,114.0,68.0,97.0,57.0,8.0
hsa-miR-10401-3p,2.0,1.0,5.0,2.0,0.0,3.0,5.0,1.0,2.0,0.0,0.0,0.0
hsa-miR-10401-5p,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0
hsa-miR-10526-3p,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
hsa-miR-10527-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106a-5p,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106b-3p,7.0,10.0,15.0,5.0,3.0,7.0,12.0,15.0,9.0,11.0,6.0,2.0
hsa-miR-106b-5p,5.0,4.0,12.0,3.0,5.0,6.0,0.0,8.0,6.0,13.0,4.0,0.0
hsa-miR-107,9.0,4.0,22.0,6.0,8.0,0.0,1.0,6.0,4.0,8.0,1.0,8.0
hsa-miR-10a-3p,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1.0,4.0
hsa-miR-10a-5p,5.0,8.0,15.0,2.0,7.0,4.0,4.0,4.0,6.0,249.0,148.0,119.0
hsa-miR-10b-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
hsa-miR-10b-5p,4.0,8.0,24.0,18.0,9.0,13.0,12.0,11.0,15.0,139.0,110.0,84.0
hsa-miR-1180-3p,6.0,2.0,3.0,1.0,0.0,2.0,3.0,3.0,3.0,8.0,3.0,1.0
hsa-miR-1181,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1185-1-3p,0.0,1.0,2.0,1.0,0.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0
hsa-miR-1185-2-3p,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,4.0,1.0,0.0,0.0
hsa-miR-1185-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0
hsa-miR-1207-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,2.0,0.0,2.0,1.0,2.0,1.0,3.0,0.0,2.0,2.0,1.0,0.0
hsa-miR-122-5p,211.0,18.0,374.0,11.0,146.0,18.0,15.0,494.0,310.0,686.0,272.0,119.0
hsa-miR-1226-3p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-1228-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
hsa-miR-124-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0
hsa-miR-1246,10.0,15.0,53.0,30.0,22.0,21.0,21.0,48.0,20.0,10.0,22.0,7.0
hsa-miR-1249-3p,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-125a-3p,1.0,0.0,3.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,2.0,0.0
hsa-miR-125a-5p,23.0,20.0,56.0,17.0,8.0,14.0,21.0,16.0,42.0,55.0,34.0,18.0
hsa-miR-125b-1-3p,7.0,3.0,21.0,5.0,3.0,6.0,6.0,7.0,9.0,10.0,1.0,0.0
hsa-miR-125b-5p,178.0,132.0,481.0,101.0,68.0,194.0,192.0,281.0,293.0,656.0,270.0,125.0
hsa-miR-126-3p,6.0,5.0,6.0,6.0,2.0,4.0,11.0,6.0,6.0,18.0,9.0,0.0
hsa-miR-126-5p,3.0,1.0,5.0,1.0,0.0,1.0,1.0,1.0,6.0,9.0,1.0,0.0
hsa-miR-1260a,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
hsa-miR-1260b,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-1268a,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0
hsa-miR-127-3p,317.0,252.0,1253.0,627.0,213.0,168.0,611.0,800.0,805.0,493.0,457.0,217.0
hsa-miR-127-5p,5.0,2.0,19.0,7.0,3.0,6.0,7.0,9.0,12.0,4.0,2.0,2.0
hsa-miR-1270,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-1271-5p,3.0,1.0,3.0,0.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0
hsa-miR-128-3p,30.0,9.0,56.0,29.0,22.0,37.0,24.0,27.0,22.0,52.0,25.0,13.0
hsa-miR-1285-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
hsa-miR-1285-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1287-5p,2.0,1.0,15.0,0.0,0.0,1.0,3.0,7.0,6.0,0.0,0.0,0.0
hsa-miR-129-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-129-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1290,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-1291,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,7.0,0.0,2.0,0.0
hsa-miR-1292-5p,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
hsa-miR-1293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-1296-5p,7.0,0.0,6.0,0.0,0.0,2.0,0.0,5.0,6.0,4.0,0.0,2.0
hsa-miR-1301-3p,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
hsa-miR-1303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-1306-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1306-5p,1.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1307-3p,20.0,15.0,64.0,28.0,11.0,9.0,40.0,42.0,38.0,17.0,15.0,11.0
hsa-miR-1307-5p,3.0,2.0,10.0,7.0,0.0,0.0,6.0,8.0,5.0,5.0,0.0,4.0
hsa-miR-130a-3p,5.0,5.0,14.0,9.0,7.0,4.0,4.0,19.0,2.0,17.0,5.0,2.0
hsa-miR-130a-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-130b-3p,2.0,3.0,11.0,7.0,2.0,5.0,1.0,5.0,12.0,25.0,4.0,4.0
hsa-miR-130b-5p,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0
hsa-miR-132-3p,3.0,3.0,6.0,2.0,2.0,0.0,2.0,7.0,4.0,13.0,3.0,6.0
hsa-miR-132-5p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-133a-3p,0.0,5.0,1.0,0.0,1.0,3.0,2.0,8.0,1.0,28.0,0.0,0.0
hsa-miR-133a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-133b,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-134-5p,5.0,7.0,14.0,3.0,1.0,4.0,1.0,11.0,12.0,14.0,11.0,5.0
hsa-miR-1343-3p,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-136-3p,4.0,2.0,15.0,8.0,3.0,13.0,2.0,10.0,6.0,27.0,9.0,2.0
hsa-miR-136-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0
hsa-miR-137-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
hsa-miR-138-5p,2.0,3.0,3.0,1.0,5.0,2.0,6.0,5.0,2.0,1.0,2.0,0.0
hsa-miR-139-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-139-5p,0.0,0.0,2.0,0.0,0.0,3.0,1.0,3.0,1.0,4.0,0.0,0.0
hsa-miR-140-3p,28.0,25.0,46.0,26.0,12.0,11.0,25.0,28.0,32.0,33.0,33.0,24.0
hsa-miR-140-5p,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,2.0,0.0
hsa-miR-141-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-142-3p,0.0,7.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,3.0,0.0,0.0
hsa-miR-142-5p,9.0,4.0,12.0,6.0,4.0,4.0,3.0,10.0,1.0,21.0,2.0,2.0
hsa-miR-143-3p,50.0,23.0,113.0,35.0,33.0,63.0,46.0,108.0,62.0,629.0,269.0,108.0
hsa-miR-143-5p,4.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,2.0,5.0
hsa-miR-144-3p,12.0,15.0,44.0,8.0,4.0,3.0,10.0,38.0,25.0,30.0,2.0,1.0
hsa-miR-144-5p,6.0,9.0,17.0,3.0,3.0,0.0,4.0,14.0,17.0,11.0,2.0,0.0
hsa-miR-145-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0
hsa-miR-145-5p,12.0,7.0,32.0,8.0,8.0,11.0,9.0,17.0,18.0,43.0,25.0,12.0
hsa-miR-146a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-146a-5p,11.0,10.0,31.0,5.0,8.0,13.0,15.0,21.0,17.0,181.0,63.0,45.0
hsa-miR-146b-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-146b-5p,2.0,2.0,8.0,2.0,0.0,0.0,4.0,4.0,6.0,2.0,5.0,1.0
hsa-miR-147b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-148a-3p,78.0,37.0,122.0,44.0,53.0,65.0,44.0,110.0,93.0,329.0,165.0,79.0
hsa-miR-148a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
hsa-miR-148b-3p,18.0,13.0,44.0,21.0,14.0,25.0,15.0,47.0,24.0,63.0,32.0,17.0
hsa-miR-148b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-149-3p,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-149-5p,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,0.0,2.0
hsa-miR-150-5p,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-151a-3p,15.0,14.0,30.0,8.0,13.0,20.0,16.0,17.0,25.0,58.0,14.0,9.0
hsa-miR-151a-5p,11.0,15.0,44.0,20.0,3.0,8.0,14.0,58.0,46.0,43.0,22.0,13.0
hsa-miR-151b,8.0,13.0,18.0,5.0,12.0,5.0,0.0,1.0,2.0,7.0,5.0,11.0
hsa-miR-152-3p,55.0,34.0,105.0,56.0,23.0,57.0,42.0,84.0,74.0,113.0,66.0,35.0
hsa-miR-154-3p,1.0,1.0,4.0,1.0,0.0,1.0,3.0,2.0,0.0,4.0,1.0,1.0
hsa-miR-154-5p,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0
hsa-miR-155-5p,19.0,21.0,52.0,13.0,12.0,17.0,26.0,44.0,52.0,39.0,16.0,20.0
hsa-miR-15a-5p,6.0,4.0,23.0,7.0,9.0,7.0,5.0,19.0,13.0,30.0,8.0,7.0
hsa-miR-15b-3p,2.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,4.0,8.0,4.0,0.0
hsa-miR-15b-5p,14.0,14.0,28.0,4.0,15.0,9.0,15.0,22.0,16.0,37.0,9.0,2.0
hsa-miR-16-2-3p,4.0,8.0,8.0,7.0,0.0,3.0,4.0,3.0,9.0,14.0,3.0,0.0
hsa-miR-16-5p,27.0,34.0,85.0,28.0,15.0,31.0,28.0,39.0,27.0,66.0,19.0,5.0
hsa-miR-17-3p,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-17-5p,4.0,17.0,19.0,5.0,1.0,6.0,4.0,14.0,8.0,54.0,16.0,22.0
hsa-miR-181a-2-3p,1.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,3.0
hsa-miR-181a-3p,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0
hsa-miR-181a-5p,101.0,77.0,214.0,74.0,79.0,98.0,71.0,166.0,141.0,262.0,90.0,56.0
hsa-miR-181b-5p,34.0,36.0,85.0,36.0,28.0,44.0,46.0,61.0,49.0,101.0,75.0,42.0
hsa-miR-181c-3p,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-181c-5p,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-181d-5p,2.0,2.0,0.0,3.0,2.0,4.0,3.0,3.0,5.0,1.0,1.0,4.0
hsa-miR-182-5p,0.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-183-5p,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
hsa-miR-184,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,8.0,3.0,0.0
hsa-miR-1843,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-185-3p,0.0,0.0,2.0,1.0,0.0,0.0,2.0,6.0,6.0,0.0,0.0,0.0
hsa-miR-185-5p,35.0,25.0,31.0,17.0,13.0,26.0,18.0,43.0,43.0,37.0,24.0,11.0
hsa-miR-186-5p,17.0,10.0,45.0,11.0,4.0,10.0,21.0,23.0,25.0,35.0,28.0,14.0
hsa-miR-188-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-18a-3p,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0
hsa-miR-18a-5p,0.0,1.0,3.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0
hsa-miR-18b-5p,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1908-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
hsa-miR-1908-5p,1.0,5.0,13.0,3.0,4.0,4.0,4.0,6.0,2.0,3.0,0.0,1.0
hsa-miR-191-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-191-5p,50.0,30.0,133.0,41.0,16.0,48.0,53.0,79.0,88.0,176.0,63.0,54.0
hsa-miR-192-5p,9.0,4.0,17.0,6.0,5.0,6.0,7.0,19.0,10.0,42.0,17.0,4.0
hsa-miR-193a-3p,1.0,1.0,1.0,8.0,0.0,1.0,2.0,3.0,6.0,1.0,0.0,0.0
hsa-miR-193a-5p,440.0,375.0,1654.0,605.0,204.0,174.0,981.0,970.0,2273.0,48.0,21.0,12.0
hsa-miR-193b-3p,13.0,10.0,43.0,26.0,14.0,10.0,27.0,22.0,35.0,7.0,2.0,0.0
hsa-miR-193b-5p,9.0,3.0,16.0,14.0,1.0,1.0,10.0,13.0,25.0,0.0,2.0,0.0
hsa-miR-194-5p,1.0,3.0,2.0,0.0,1.0,2.0,3.0,11.0,2.0,5.0,5.0,2.0
hsa-miR-195-5p,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-196a-5p,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,29.0,17.0,7.0
hsa-miR-196b-3p,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-196b-5p,7.0,1.0,6.0,2.0,1.0,1.0,5.0,8.0,9.0,6.0,1.0,3.0
hsa-miR-197-3p,3.0,0.0,5.0,5.0,2.0,2.0,1.0,2.0,5.0,8.0,2.0,1.0
hsa-miR-197-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-199a-3p,259.0,234.0,956.0,240.0,221.0,418.0,106.0,660.0,670.0,241.0,175.0,43.0
hsa-miR-199a-5p,88.0,34.0,121.0,23.0,18.0,28.0,49.0,108.0,101.0,153.0,106.0,57.0
hsa-miR-199b-3p,135.0,46.0,189.0,50.0,61.0,27.0,247.0,12.0,12.0,260.0,12.0,73.0
hsa-miR-199b-5p,56.0,24.0,97.0,17.0,19.0,15.0,38.0,72.0,80.0,9.0,4.0,11.0
hsa-miR-19a-3p,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0
hsa-miR-19b-3p,7.0,4.0,2.0,1.0,2.0,2.0,1.0,7.0,6.0,20.0,8.0,18.0
hsa-miR-200a-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0
hsa-miR-200b-3p,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0
hsa-miR-200b-5p,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-203a-3p,23.0,38.0,3.0,121.0,526.0,42.0,27.0,81.0,66.0,3.0,48.0,0.0
hsa-miR-204-3p,6.0,2.0,9.0,3.0,7.0,4.0,15.0,12.0,10.0,22.0,7.0,1.0
hsa-miR-204-5p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-205-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
hsa-miR-205-5p,0.0,0.0,8.0,5.0,2.0,0.0,0.0,6.0,7.0,6.0,1.0,0.0
hsa-miR-206,0.0,9.0,3.0,2.0,3.0,2.0,0.0,12.0,3.0,8.0,0.0,0.0
hsa-miR-208b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
hsa-miR-20a-5p,18.0,12.0,11.0,3.0,9.0,6.0,7.0,20.0,16.0,64.0,31.0,46.0
hsa-miR-20b-5p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-21-3p,2.0,0.0,8.0,4.0,1.0,3.0,3.0,6.0,1.0,19.0,10.0,2.0
hsa-miR-21-5p,898.0,850.0,1660.0,606.0,514.0,758.0,821.0,1463.0,954.0,3942.0,2057.0,1764.0
hsa-miR-210-3p,6.0,4.0,5.0,2.0,2.0,2.0,2.0,5.0,8.0,2.0,1.0,2.0
hsa-miR-2110,1.0,0.0,6.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0
hsa-miR-2116-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-212-3p,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-214-3p,6.0,6.0,13.0,6.0,6.0,15.0,16.0,17.0,12.0,31.0,6.0,4.0
hsa-miR-214-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0
hsa-miR-215-5p,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0
hsa-miR-218-1-3p,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-218-5p,11.0,0.0,11.0,2.0,1.0,4.0,5.0,8.0,4.0,12.0,4.0,1.0
hsa-miR-22-3p,90.0,65.0,207.0,110.0,111.0,104.0,64.0,159.0,102.0,219.0,65.0,34.0
hsa-miR-22-5p,5.0,8.0,30.0,8.0,5.0,7.0,7.0,16.0,8.0,16.0,3.0,1.0
hsa-miR-221-3p,1222.0,1569.0,4515.0,1389.0,727.0,1241.0,2150.0,2666.0,2071.0,1777.0,801.0,477.0
hsa-miR-221-5p,8.0,1.0,15.0,2.0,6.0,3.0,8.0,6.0,15.0,14.0,22.0,7.0
hsa-miR-222-3p,111.0,111.0,389.0,67.0,60.0,127.0,143.0,207.0,177.0,250.0,184.0,123.0
hsa-miR-222-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-223-3p,0.0,8.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,3.0,0.0,1.0
hsa-miR-223-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-224-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-224-5p,17.0,13.0,57.0,9.0,16.0,19.0,16.0,39.0,28.0,71.0,52.0,23.0
hsa-miR-2277-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
hsa-miR-2355-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
hsa-miR-2355-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0
hsa-miR-23a-3p,223.0,184.0,458.0,167.0,181.0,269.0,162.0,344.0,264.0,378.0,125.0,69.0
hsa-miR-23a-5p,0.0,3.0,1.0,3.0,0.0,3.0,2.0,3.0,1.0,10.0,1.0,3.0
hsa-miR-23b-3p,12.0,9.0,37.0,16.0,1.0,8.0,27.0,18.0,20.0,38.0,20.0,1.0
hsa-miR-23b-5p,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-2-5p,3.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,5.0,3.0
hsa-miR-24-3p,99.0,102.0,195.0,158.0,74.0,158.0,101.0,119.0,152.0,160.0,34.0,22.0
hsa-miR-25-3p,126.0,103.0,300.0,87.0,99.0,158.0,156.0,175.0,185.0,267.0,88.0,39.0
hsa-miR-25-5p,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2682-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-2682-5p,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-26a-2-3p,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26a-5p,79.0,47.0,146.0,29.0,34.0,40.0,52.0,129.0,130.0,145.0,73.0,49.0
hsa-miR-26b-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
