miRNA,SRR13288406,SRR13288407,SRR13288408,SRR13288409,SRR13288410,SRR13288411,SRR13288412,SRR13288413,SRR13288414,SRR13288415,SRR13288416,SRR13288417,SRR13288418,SRR13288419,SRR13288420,SRR13288421,SRR13288422
hsa-let-7g-3p,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7g-5p,319.0,141.0,624.0,25.0,4150.0,8767.0,1712.0,2068.0,1279.0,4718.0,24.0,9752.0,1458.0,606.0,7455.0,1999.0,58.0
hsa-let-7i-3p,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,6.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0
hsa-let-7i-5p,616.0,571.0,872.0,46.0,7379.0,11399.0,2411.0,2561.0,2045.0,5345.0,155.0,37160.0,3089.0,1188.0,10665.0,2899.0,486.0
hsa-miR-1-3p,5.0,7.0,8.0,0.0,18.0,26.0,19.0,8.0,10.0,36.0,22.0,68.0,18.0,10.0,227.0,8.0,7.0
hsa-miR-100-5p,3257.0,3605.0,10094.0,459.0,77539.0,188695.0,13551.0,46644.0,46062.0,11726.0,618.0,73402.0,31014.0,5594.0,47858.0,50226.0,5672.0
hsa-miR-101-2-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-101-3p,8.0,41.0,50.0,5.0,979.0,1640.0,123.0,144.0,141.0,1530.0,17.0,2976.0,278.0,29.0,1241.0,195.0,145.0
hsa-miR-101-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-10392-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
hsa-miR-10393-3p,0.0,0.0,0.0,0.0,1.0,0.0,7.0,4.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10394-3p,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
hsa-miR-10394-5p,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10395-3p,0.0,3.0,2.0,0.0,3.0,3.0,3.0,4.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-10395-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396b-3p,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10397-3p,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10398-3p,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0
hsa-miR-10399-3p,2.0,5.0,0.0,0.0,310.0,366.0,6.0,31.0,9.0,131.0,8.0,830.0,22.0,5.0,141.0,1.0,83.0
hsa-miR-10399-5p,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,21.0,0.0,5.0,1.0,891.0,4958.0,360.0,270.0,312.0,1871.0,5.0,910.0,61.0,97.0,2102.0,44.0,2.0
hsa-miR-10401-3p,0.0,0.0,2.0,0.0,7.0,8.0,6.0,4.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0
hsa-miR-105-5p,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10524-5p,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10527-5p,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-106a-5p,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106b-3p,13.0,15.0,49.0,6.0,1411.0,2132.0,108.0,353.0,87.0,982.0,39.0,3377.0,269.0,32.0,702.0,128.0,337.0
hsa-miR-106b-5p,0.0,0.0,2.0,1.0,3.0,19.0,10.0,3.0,6.0,33.0,0.0,7.0,2.0,0.0,18.0,2.0,0.0
hsa-miR-107,0.0,4.0,0.0,0.0,25.0,765.0,0.0,14.0,1.0,2.0,0.0,247.0,2.0,0.0,5.0,7.0,1.0
hsa-miR-10a-3p,2.0,0.0,0.0,0.0,3.0,3.0,4.0,4.0,0.0,0.0,0.0,2.0,3.0,0.0,9.0,5.0,0.0
hsa-miR-10a-5p,467.0,1546.0,1250.0,79.0,6591.0,5206.0,2062.0,2658.0,2055.0,3787.0,186.0,13993.0,1493.0,371.0,5488.0,3140.0,702.0
hsa-miR-10b-3p,1.0,0.0,5.0,0.0,4.0,24.0,4.0,4.0,16.0,6.0,0.0,6.0,0.0,2.0,14.0,5.0,0.0
hsa-miR-10b-5p,1245.0,1691.0,3766.0,221.0,16360.0,23272.0,6156.0,6674.0,8265.0,6128.0,650.0,26685.0,6158.0,2523.0,9409.0,8353.0,5797.0
hsa-miR-11399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-11401,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1179,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1180-3p,113.0,7.0,54.0,0.0,76.0,193.0,180.0,84.0,161.0,38.0,2.0,19.0,31.0,98.0,62.0,46.0,8.0
hsa-miR-1183,1.0,0.0,3.0,0.0,4.0,0.0,7.0,0.0,7.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0
hsa-miR-1185-1-3p,0.0,1.0,0.0,0.0,11.0,5.0,1.0,2.0,2.0,6.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0
hsa-miR-1185-2-3p,0.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0
hsa-miR-1193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1197,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-5p,0.0,15.0,108.0,23.0,52.0,260.0,330.0,56.0,17.0,425.0,100.0,51.0,12.0,1259.0,64.0,0.0,104.0
hsa-miR-1225-3p,0.0,0.0,3.0,0.0,23.0,7.0,0.0,0.0,6.0,2.0,1.0,0.0,3.0,0.0,4.0,4.0,0.0
hsa-miR-1225-5p,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1226-3p,1.0,0.0,1.0,0.0,0.0,2.0,3.0,5.0,8.0,2.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0
hsa-miR-1226-5p,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
hsa-miR-1227-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-3p,0.0,0.0,1.0,2.0,1.0,7.0,1.0,0.0,4.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0
hsa-miR-1228-5p,5.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0
hsa-miR-1229-5p,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1233-3p,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1234-3p,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1236-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1237-5p,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1238-5p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-124-5p,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1244,0.0,0.0,1.0,0.0,9.0,8.0,7.0,2.0,3.0,10.0,2.0,19.0,6.0,0.0,8.0,12.0,1.0
hsa-miR-1245a,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1245b-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,3.0,22.0,14.0,1.0,1222.0,1479.0,12.0,36.0,13.0,205.0,35.0,2146.0,38.0,3.0,130.0,16.0,2305.0
hsa-miR-1247-3p,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1247-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-1248,0.0,5.0,2.0,0.0,28.0,24.0,11.0,2.0,5.0,185.0,0.0,13.0,2.0,9.0,13.0,1.0,3.0
hsa-miR-1249-3p,4.0,0.0,5.0,0.0,5.0,9.0,12.0,1.0,17.0,18.0,0.0,2.0,0.0,3.0,8.0,5.0,1.0
hsa-miR-1250-5p,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1252-5p,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255a,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,5.0,0.0,13.0,0.0,1.0,1.0,1.0,0.0
hsa-miR-1256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
hsa-miR-1258,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,0.0,0.0,0.0,7.0,2.0,0.0,3.0,0.0,0.0
hsa-miR-125a-3p,2.0,10.0,20.0,1.0,135.0,198.0,16.0,35.0,33.0,63.0,6.0,156.0,38.0,1.0,83.0,29.0,17.0
hsa-miR-125a-5p,695.0,124.0,2062.0,102.0,5846.0,7142.0,3364.0,2963.0,4517.0,1779.0,26.0,1907.0,1995.0,1049.0,4952.0,1970.0,65.0
hsa-miR-125b-1-3p,16.0,7.0,30.0,0.0,48.0,69.0,22.0,23.0,40.0,30.0,4.0,40.0,54.0,15.0,66.0,82.0,35.0
hsa-miR-125b-2-3p,0.0,0.0,3.0,0.0,61.0,50.0,6.0,6.0,6.0,14.0,0.0,46.0,7.0,2.0,22.0,1.0,0.0
hsa-miR-125b-5p,714.0,240.0,2480.0,96.0,5231.0,14460.0,3677.0,7580.0,6612.0,1662.0,19.0,1807.0,1969.0,956.0,4695.0,4029.0,77.0
hsa-miR-126-3p,34.0,2.0,5.0,0.0,27.0,340.0,6.0,10.0,8.0,25.0,2.0,24.0,26.0,70.0,46.0,24.0,1.0
hsa-miR-126-5p,1.0,0.0,0.0,0.0,0.0,15.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1260a,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1260b,5.0,0.0,3.0,0.0,7.0,10.0,5.0,3.0,8.0,4.0,0.0,7.0,3.0,2.0,3.0,12.0,1.0
hsa-miR-1261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1262,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0
hsa-miR-1268a,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0
hsa-miR-1268b,0.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1269b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-127-3p,7.0,39.0,116.0,12.0,1164.0,874.0,57.0,479.0,306.0,75.0,13.0,975.0,134.0,27.0,755.0,84.0,597.0
hsa-miR-127-5p,0.0,0.0,0.0,1.0,10.0,41.0,0.0,13.0,6.0,16.0,1.0,18.0,11.0,0.0,15.0,6.0,5.0
hsa-miR-1270,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1271-5p,1.0,0.0,6.0,0.0,12.0,42.0,6.0,7.0,6.0,14.0,0.0,8.0,3.0,0.0,27.0,14.0,0.0
hsa-miR-1273c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1273h-3p,0.0,3.0,0.0,0.0,35.0,29.0,5.0,11.0,5.0,42.0,0.0,52.0,2.0,0.0,22.0,0.0,7.0
hsa-miR-1273h-5p,0.0,3.0,0.0,0.0,27.0,23.0,0.0,1.0,2.0,10.0,2.0,123.0,0.0,0.0,6.0,1.0,5.0
hsa-miR-1275,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1276,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1277-3p,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-1278,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-128-1-5p,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-3p,153.0,23.0,121.0,10.0,353.0,842.0,345.0,327.0,254.0,638.0,4.0,658.0,88.0,305.0,670.0,166.0,28.0
hsa-miR-1284,0.0,2.0,0.0,0.0,6.0,15.0,1.0,4.0,3.0,16.0,0.0,6.0,5.0,0.0,6.0,1.0,0.0
hsa-miR-1285-3p,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,2.0,0.0,0.0
hsa-miR-1285-5p,2.0,0.0,2.0,0.0,1.0,8.0,4.0,0.0,0.0,4.0,0.0,16.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-1287-5p,0.0,0.0,0.0,0.0,6.0,4.0,0.0,2.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
hsa-miR-1288-3p,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-1289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
hsa-miR-129-5p,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,4.0,1.0,0.0,3.0,0.0,0.0
hsa-miR-1290,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,8.0
hsa-miR-1291,0.0,0.0,15.0,2.0,13.0,27.0,86.0,18.0,6.0,78.0,0.0,26.0,2.0,4.0,15.0,4.0,0.0
hsa-miR-1292-5p,0.0,0.0,7.0,0.0,7.0,3.0,0.0,1.0,3.0,5.0,0.0,5.0,1.0,2.0,1.0,3.0,0.0
hsa-miR-1293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1294,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,6.0,4.0,0.0,1.0,2.0,0.0
hsa-miR-1295a,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,0.0,0.0,0.0,0.0,4.0,7.0,6.0,11.0,7.0,6.0,0.0,5.0,0.0,0.0,5.0,5.0,0.0
hsa-miR-1297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1298-5p,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
hsa-miR-1299,0.0,7.0,0.0,0.0,11.0,22.0,2.0,3.0,3.0,0.0,0.0,7.0,1.0,2.0,7.0,0.0,1.0
hsa-miR-1301-3p,3.0,3.0,35.0,4.0,88.0,156.0,52.0,54.0,45.0,84.0,1.0,80.0,20.0,1.0,128.0,30.0,0.0
hsa-miR-1303,0.0,0.0,5.0,0.0,22.0,78.0,10.0,11.0,1.0,49.0,0.0,55.0,3.0,1.0,32.0,6.0,0.0
hsa-miR-1304-3p,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0
hsa-miR-1304-5p,0.0,0.0,0.0,0.0,5.0,3.0,0.0,2.0,1.0,1.0,0.0,4.0,0.0,2.0,3.0,0.0,1.0
hsa-miR-1306-3p,0.0,0.0,1.0,0.0,2.0,6.0,1.0,4.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,5.0
hsa-miR-1306-5p,2.0,0.0,1.0,0.0,0.0,5.0,7.0,5.0,7.0,9.0,0.0,1.0,2.0,2.0,3.0,1.0,0.0
hsa-miR-1307-3p,197.0,75.0,143.0,17.0,884.0,1397.0,581.0,414.0,425.0,956.0,15.0,1062.0,238.0,193.0,875.0,247.0,153.0
hsa-miR-1307-5p,1.0,11.0,1.0,0.0,17.0,47.0,0.0,6.0,3.0,30.0,1.0,99.0,4.0,0.0,40.0,1.0,3.0
hsa-miR-130a-3p,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0
hsa-miR-130b-3p,0.0,1.0,0.0,0.0,7.0,3.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,6.0,3.0,0.0
hsa-miR-130b-5p,8.0,4.0,31.0,1.0,91.0,97.0,27.0,53.0,55.0,137.0,3.0,49.0,41.0,11.0,90.0,43.0,1.0
hsa-miR-132-3p,1.0,0.0,7.0,0.0,13.0,64.0,0.0,26.0,7.0,5.0,0.0,33.0,3.0,0.0,56.0,22.0,3.0
hsa-miR-132-5p,0.0,0.0,1.0,0.0,5.0,20.0,3.0,0.0,1.0,5.0,0.0,2.0,0.0,0.0,9.0,2.0,0.0
hsa-miR-133a-3p,0.0,0.0,0.0,0.0,0.0,2.0,8.0,3.0,0.0,0.0,0.0,7.0,1.0,3.0,2.0,0.0,0.0
hsa-miR-134-5p,8.0,4.0,23.0,9.0,387.0,474.0,83.0,164.0,128.0,126.0,4.0,183.0,80.0,32.0,392.0,138.0,25.0
hsa-miR-1343-3p,0.0,0.0,1.0,0.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-135b-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-136-3p,4.0,5.0,4.0,3.0,14.0,41.0,7.0,28.0,9.0,17.0,0.0,13.0,3.0,0.0,80.0,25.0,0.0
hsa-miR-136-5p,2.0,0.0,1.0,0.0,1.0,6.0,7.0,7.0,0.0,2.0,0.0,2.0,0.0,4.0,5.0,9.0,0.0
hsa-miR-138-1-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-139-3p,1.0,2.0,8.0,0.0,8.0,1.0,4.0,1.0,4.0,20.0,3.0,16.0,5.0,1.0,29.0,7.0,0.0
hsa-miR-139-5p,14.0,0.0,9.0,0.0,14.0,36.0,43.0,37.0,59.0,3.0,0.0,105.0,3.0,18.0,95.0,53.0,0.0
hsa-miR-140-3p,70.0,123.0,242.0,16.0,7149.0,8661.0,310.0,1027.0,1000.0,4120.0,107.0,12701.0,1532.0,214.0,3456.0,1001.0,891.0
hsa-miR-140-5p,11.0,0.0,5.0,0.0,12.0,98.0,32.0,33.0,71.0,90.0,0.0,44.0,14.0,33.0,50.0,63.0,0.0
hsa-miR-141-3p,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-142-3p,14.0,2.0,6.0,0.0,167.0,321.0,43.0,30.0,2.0,495.0,3.0,319.0,25.0,26.0,240.0,17.0,11.0
hsa-miR-142-5p,24.0,19.0,21.0,3.0,828.0,2492.0,177.0,298.0,28.0,1443.0,7.0,2007.0,79.0,68.0,1465.0,62.0,22.0
hsa-miR-143-3p,14.0,28.0,36.0,5.0,1699.0,3899.0,72.0,345.0,259.0,4992.0,175.0,6112.0,285.0,37.0,1629.0,834.0,609.0
hsa-miR-143-5p,0.0,0.0,0.0,0.0,4.0,11.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0
hsa-miR-144-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0
hsa-miR-144-5p,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0
hsa-miR-145-3p,0.0,0.0,0.0,0.0,1.0,10.0,0.0,2.0,1.0,13.0,0.0,2.0,5.0,0.0,6.0,7.0,0.0
hsa-miR-145-5p,0.0,0.0,1.0,0.0,24.0,28.0,0.0,9.0,14.0,94.0,1.0,1.0,13.0,0.0,4.0,40.0,0.0
hsa-miR-1468-5p,1.0,0.0,5.0,0.0,20.0,12.0,3.0,4.0,5.0,15.0,0.0,4.0,3.0,4.0,2.0,1.0,6.0
hsa-miR-146a-3p,0.0,0.0,3.0,0.0,47.0,32.0,0.0,0.0,0.0,27.0,0.0,0.0,6.0,0.0,17.0,0.0,0.0
hsa-miR-146a-5p,113.0,19.0,269.0,14.0,4473.0,7162.0,544.0,812.0,639.0,2667.0,1.0,11145.0,248.0,111.0,7886.0,769.0,37.0
