miRNA,SRR10244519,SRR10244520,SRR10244521,SRR10244522,SRR10244523,SRR10244524,SRR10244525,SRR10244526,SRR10244527,SRR10244528
hsa-miR-99a-5p,30.0,49.0,79.0,43.0,31.0,78.0,79.0,46.0,627.0,70.0
hsa-miR-99b-3p,6.0,4.0,14.0,18.0,7.0,15.0,14.0,12.0,26.0,77.0
hsa-miR-99b-5p,118.0,233.0,249.0,302.0,134.0,297.0,176.0,157.0,768.0,1090.0
hsa-mir-12136-5p,1.0,1.0,0.0,9.0,4.0,9.0,8.0,6.0,10.0,0.0
hsa-mir-1244-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-mir-1248-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,41.0
hsa-mir-1267-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
hsa-mir-1268a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-mir-1272-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-1273c-5p,0.0,1.0,0.0,0.0,0.0,4.0,3.0,5.0,0.0,1.0
hsa-mir-1285-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
hsa-mir-1291-5p,0.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
hsa-mir-1303-3p,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-mir-1976-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-mir-2110-5p,0.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,14.0,0.0
hsa-mir-3138-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0
hsa-mir-3143-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-3155a-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-mir-3159-5p,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0
hsa-mir-326-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-3615-3p,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-mir-3648-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0
hsa-mir-3648-2-5p,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0
hsa-mir-3651-3p,0.0,0.0,0.0,0.0,4.0,1.0,1.0,3.0,0.0,3.0
hsa-mir-3652-5p,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-3655-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-3908-5p,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-mir-3916-5p,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
hsa-mir-3929-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-3936-3p,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-mir-3960-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4286-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-mir-4424-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4430-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-mir-4444-1-3p,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0
hsa-mir-4444-2-3p,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-mir-4449-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4470-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
hsa-mir-4473-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-mir-449a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-mir-451a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-mir-4539-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4771-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-mir-4779-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-5188-3p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-5193-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-563-3p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-5684-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-mir-5696-5p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-599-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,1.0
hsa-mir-607-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
hsa-mir-620-3p,4.0,180.0,0.0,3.0,0.0,138.0,1.0,0.0,0.0,0.0
hsa-mir-621-3p,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-mir-622-3p,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-663a-5p,0.0,0.0,3.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0
hsa-mir-760-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
hsa-mir-7705-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-7854-3p,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-mir-8086-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0
hsa-mir-8485-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-mir-9985-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
