miRNA,SRR2141641,SRR2141642,SRR2141643,SRR2141644,SRR2141645,SRR2141646,SRR2141647,SRR2141648,SRR2141649,SRR2141650,SRR2141651,SRR2141652,SRR2141653,SRR2141654,SRR2141655,SRR2141656,SRR2141657,SRR2141658,SRR2141659
hsa-miR-1237-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1238-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
hsa-miR-124-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
hsa-miR-124-5p,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1244,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,176.0,0.0,27.0,40.0,47.0,1.0,10.0,2.0,25.0,10.0,2.0,52.0,281.0,432.0,159.0,39.0,18.0,38.0,62.0
hsa-miR-1247-5p,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1248,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0
hsa-miR-1249-3p,6.0,0.0,0.0,4.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-1250-5p,19.0,0.0,21.0,2.0,6.0,8.0,5.0,0.0,0.0,16.0,9.0,0.0,12.0,28.0,18.0,7.0,0.0,33.0,3.0
hsa-miR-1255a,8.0,0.0,9.0,7.0,1.0,0.0,1.0,0.0,2.0,4.0,6.0,0.0,10.0,4.0,1.0,0.0,4.0,51.0,14.0
hsa-miR-1255b-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,5.0,0.0,11.0
hsa-miR-1256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
hsa-miR-1257,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
hsa-miR-125a-3p,13.0,0.0,1.0,7.0,4.0,8.0,0.0,1.0,0.0,7.0,0.0,10.0,46.0,5.0,8.0,0.0,46.0,9.0,0.0
hsa-miR-125a-5p,254.0,2.0,56.0,35.0,76.0,86.0,112.0,23.0,39.0,135.0,136.0,45.0,66.0,154.0,283.0,346.0,698.0,1049.0,578.0
hsa-miR-125b-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-125b-5p,453.0,1.0,333.0,79.0,139.0,40.0,118.0,95.0,39.0,102.0,151.0,97.0,31.0,171.0,121.0,217.0,388.0,288.0,541.0
hsa-miR-126-3p,5658.0,3.0,2692.0,1716.0,3526.0,3981.0,3398.0,642.0,1727.0,8119.0,4848.0,1817.0,6441.0,5013.0,7038.0,6257.0,16788.0,27083.0,13739.0
hsa-miR-126-5p,1296.0,0.0,779.0,260.0,695.0,1042.0,929.0,127.0,183.0,1509.0,853.0,202.0,591.0,890.0,929.0,835.0,4170.0,4536.0,1828.0
hsa-miR-1260b,2.0,0.0,8.0,3.0,11.0,8.0,11.0,0.0,0.0,8.0,1.0,3.0,6.0,2.0,10.0,3.0,18.0,23.0,5.0
hsa-miR-1262,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,4.0,0.0,0.0,0.0,0.0
hsa-miR-1268a,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-127-3p,19.0,0.0,0.0,9.0,10.0,16.0,17.0,3.0,4.0,16.0,3.0,7.0,0.0,11.0,26.0,16.0,34.0,177.0,57.0
hsa-miR-127-5p,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,12.0
hsa-miR-1270,8.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,2.0,0.0,0.0,6.0,0.0
hsa-miR-1271-5p,15.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,6.0,0.0,2.0,0.0,10.0,0.0,2.0
hsa-miR-1273c,3.0,0.0,0.0,3.0,2.0,2.0,4.0,0.0,0.0,0.0,10.0,3.0,7.0,7.0,7.0,7.0,3.0,8.0,11.0
hsa-miR-1273h-3p,14.0,0.0,8.0,5.0,7.0,12.0,2.0,2.0,10.0,18.0,18.0,8.0,55.0,46.0,33.0,21.0,60.0,140.0,17.0
hsa-miR-1273h-5p,18.0,0.0,2.0,4.0,10.0,5.0,2.0,0.0,7.0,10.0,0.0,5.0,0.0,12.0,17.0,5.0,38.0,84.0,11.0
hsa-miR-1275,9.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,6.0,6.0,0.0,0.0,0.0
hsa-miR-1276,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
hsa-miR-1277-3p,6.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,2.0,9.0,0.0,13.0,5.0,0.0,0.0,24.0,24.0,11.0
hsa-miR-1278,66.0,0.0,20.0,11.0,17.0,16.0,4.0,12.0,1.0,54.0,40.0,0.0,79.0,20.0,30.0,69.0,100.0,170.0,137.0
hsa-miR-128-1-5p,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,6.0,0.0
hsa-miR-128-3p,10895.0,5.0,3742.0,1957.0,5471.0,4516.0,4911.0,885.0,1062.0,7015.0,6243.0,2695.0,3828.0,8710.0,10848.0,6499.0,34657.0,51504.0,18370.0
hsa-miR-1284,0.0,0.0,2.0,4.0,11.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,11.0,2.0,25.0,18.0,22.0,24.0,33.0
hsa-miR-1285-3p,13.0,0.0,2.0,37.0,12.0,5.0,3.0,15.0,2.0,18.0,13.0,27.0,50.0,32.0,14.0,27.0,12.0,28.0,137.0
hsa-miR-1285-5p,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,11.0
hsa-miR-1287-3p,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1287-5p,4.0,0.0,3.0,0.0,4.0,0.0,5.0,2.0,1.0,12.0,8.0,0.0,16.0,1.0,7.0,0.0,0.0,37.0,22.0
hsa-miR-1288-3p,5.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0
hsa-miR-1289,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0
hsa-miR-129-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-129-5p,1.0,0.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,9.0,15.0
hsa-miR-1290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0
hsa-miR-1291,10.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,3.0,0.0,4.0,6.0,0.0
hsa-miR-1292-5p,13.0,0.0,5.0,7.0,12.0,1.0,7.0,3.0,4.0,11.0,22.0,0.0,39.0,20.0,2.0,1.0,49.0,13.0,91.0
hsa-miR-1294,46.0,0.0,6.0,7.0,12.0,0.0,5.0,6.0,0.0,9.0,16.0,22.0,59.0,21.0,7.0,31.0,34.0,47.0,47.0
hsa-miR-1295a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,1.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,5.0,0.0,0.0,2.0,5.0,31.0,4.0,0.0,1.0,0.0
hsa-miR-1297,20.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,0.0,0.0,35.0,0.0,8.0,5.0,0.0,14.0,0.0
hsa-miR-1298-5p,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0
hsa-miR-1299,0.0,0.0,3.0,0.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,67.0,10.0
hsa-miR-1301-3p,36.0,0.0,21.0,34.0,24.0,38.0,14.0,11.0,4.0,30.0,38.0,7.0,79.0,95.0,42.0,28.0,88.0,119.0,43.0
hsa-miR-1302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
hsa-miR-1303,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11.0,6.0,0.0,21.0,6.0,19.0,6.0,12.0,0.0,0.0
hsa-miR-1304-3p,0.0,0.0,18.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,0.0
hsa-miR-1304-5p,5.0,0.0,7.0,6.0,6.0,6.0,2.0,2.0,0.0,4.0,0.0,11.0,21.0,16.0,10.0,12.0,20.0,31.0,48.0
hsa-miR-1306-3p,14.0,0.0,9.0,16.0,12.0,16.0,4.0,1.0,0.0,9.0,15.0,6.0,28.0,22.0,13.0,19.0,5.0,46.0,10.0
hsa-miR-1306-5p,6.0,0.0,3.0,3.0,4.0,4.0,6.0,7.0,1.0,12.0,8.0,10.0,0.0,0.0,0.0,15.0,45.0,25.0,20.0
hsa-miR-1307-3p,1112.0,1.0,529.0,337.0,539.0,778.0,1107.0,110.0,198.0,1165.0,650.0,121.0,674.0,893.0,2393.0,745.0,3214.0,7386.0,2644.0
hsa-miR-1307-5p,57.0,0.0,68.0,28.0,34.0,38.0,46.0,14.0,4.0,42.0,57.0,17.0,219.0,152.0,81.0,46.0,69.0,235.0,42.0
hsa-miR-130a-3p,93.0,0.0,14.0,35.0,67.0,24.0,23.0,10.0,5.0,47.0,77.0,0.0,81.0,43.0,45.0,24.0,95.0,177.0,89.0
hsa-miR-130b-3p,22.0,0.0,6.0,17.0,22.0,5.0,8.0,12.0,0.0,9.0,17.0,22.0,65.0,63.0,18.0,18.0,39.0,41.0,29.0
hsa-miR-130b-5p,133.0,0.0,41.0,11.0,24.0,114.0,73.0,4.0,15.0,95.0,86.0,6.0,1.0,11.0,75.0,158.0,599.0,1140.0,347.0
hsa-miR-132-3p,12.0,0.0,8.0,5.0,4.0,7.0,0.0,3.0,0.0,13.0,3.0,17.0,8.0,19.0,11.0,9.0,2.0,19.0,0.0
hsa-miR-132-5p,28.0,0.0,10.0,9.0,31.0,16.0,16.0,7.0,5.0,10.0,45.0,13.0,78.0,56.0,20.0,66.0,68.0,66.0,96.0
hsa-miR-1323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
hsa-miR-133a-3p,867.0,0.0,241.0,66.0,365.0,11.0,94.0,11.0,16.0,158.0,33.0,13.0,187.0,26.0,177.0,102.0,200.0,113.0,58.0
hsa-miR-133a-5p,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
hsa-miR-133b,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0
hsa-miR-134-5p,472.0,1.0,81.0,124.0,261.0,347.0,513.0,24.0,101.0,132.0,122.0,55.0,38.0,266.0,334.0,46.0,564.0,444.0,483.0
hsa-miR-1343-3p,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0
hsa-miR-1343-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-135a-3p,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,10.0,0.0
hsa-miR-135a-5p,13.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,16.0,14.0,0.0,30.0,13.0,6.0,5.0,28.0,8.0,11.0
hsa-miR-136-3p,90.0,0.0,26.0,20.0,86.0,109.0,164.0,6.0,21.0,58.0,41.0,14.0,1.0,30.0,87.0,13.0,158.0,192.0,86.0
hsa-miR-136-5p,60.0,0.0,11.0,30.0,60.0,52.0,78.0,1.0,7.0,48.0,24.0,6.0,4.0,27.0,54.0,20.0,119.0,144.0,122.0
hsa-miR-138-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-138-5p,7.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
hsa-miR-139-3p,76.0,0.0,32.0,6.0,32.0,37.0,35.0,3.0,10.0,55.0,63.0,20.0,62.0,57.0,118.0,60.0,211.0,244.0,136.0
hsa-miR-139-5p,597.0,0.0,303.0,95.0,338.0,355.0,221.0,117.0,106.0,571.0,774.0,233.0,176.0,479.0,816.0,734.0,2100.0,1764.0,1769.0
hsa-miR-140-3p,3890.0,0.0,1352.0,1632.0,2842.0,722.0,1007.0,799.0,353.0,3019.0,1860.0,136.0,3525.0,2259.0,2112.0,3164.0,4480.0,5704.0,9458.0
hsa-miR-140-5p,112.0,0.0,57.0,44.0,70.0,93.0,75.0,7.0,20.0,158.0,78.0,7.0,69.0,59.0,193.0,152.0,365.0,500.0,286.0
hsa-miR-141-3p,40.0,0.0,13.0,15.0,21.0,5.0,3.0,5.0,5.0,11.0,5.0,15.0,9.0,4.0,12.0,6.0,33.0,19.0,8.0
hsa-miR-141-5p,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-142-3p,112.0,0.0,69.0,89.0,136.0,114.0,75.0,14.0,89.0,350.0,108.0,43.0,436.0,263.0,302.0,302.0,412.0,1361.0,520.0
