miRNA,SRR13179635,SRR13179636,SRR13179637,SRR13179638,SRR13179639,SRR13179640,SRR13179641,SRR13179642,SRR13179643,SRR13179644,SRR13179645,SRR13179646,SRR13179647,SRR13179648
hsa-miR-183-5p,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,5.84,0.0,49.27,0.0,0.0,0.0
hsa-miR-184,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0
hsa-miR-1843,0.0,0.0,0.0,0.0,104.51,0.0,0.0,0.0,23.37,0.0,1.54,69.96,0.0,0.0
hsa-miR-185-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.61,11.77,16.94,23.72,0.0,0.0
hsa-miR-185-5p,215.01,215.96,0.0,0.34,0.53,3.59,0.0,0.0,116.87,164.85,84.68,189.73,0.0,0.21
hsa-miR-186-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,0.0,0.0
hsa-miR-186-5p,47.87,36.42,0.0,0.0,0.0,0.0,0.0,0.0,26.3,29.44,40.03,35.57,0.0,0.0
hsa-miR-18a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.32,0.0,0.0,0.0,0.0
hsa-miR-18b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0
hsa-miR-1908-5p,0.0,0.85,0.0,0.0,0.0,0.0,158.18,134.52,84.73,64.76,96.99,96.05,0.0,177.48
hsa-miR-190b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.77,0.0,0.0,0.0,0.0,0.0
hsa-miR-191-5p,3.25,0.85,2.67,0.34,0.26,2.05,0.19,0.0,37.98,41.21,49.27,10.67,0.0,0.41
hsa-miR-192-5p,2.43,4.23,0.0,0.0,0.0,0.0,0.0,0.0,2.92,11.77,16.94,16.6,0.0,0.0
hsa-miR-193a-5p,2.43,2.54,0.0,10.9,0.79,8.21,0.58,0.69,2.92,0.0,21.55,7.11,1.05,3.69
hsa-miR-193b-5p,0.0,0.0,0.0,1.02,0.0,2.57,0.0,1.03,2.92,0.0,0.0,0.0,0.0,1.44
hsa-miR-194-5p,231.23,247.29,0.0,176.12,169.37,1.03,0.0,0.0,1259.32,1336.45,1594.98,2496.15,0.0,0.0
hsa-miR-195-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.59,23.55,35.41,109.1,0.0,0.0
hsa-miR-196a-5p,2.43,0.85,0.0,0.0,0.79,0.0,0.0,0.0,29.22,29.44,29.25,20.16,1.26,0.0
hsa-miR-196b-5p,348.07,363.32,0.0,0.0,0.0,635.15,0.19,0.0,785.98,1619.05,1621.15,2216.3,859.47,0.21
hsa-miR-197-3p,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0
hsa-miR-197-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.45,0.0,20.01,29.65,0.0,0.0
hsa-miR-1972,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,10.87
hsa-miR-199a-3p,0.0,2.54,0.0,1.02,1.05,0.0,0.0,0.0,32.14,5.89,21.55,99.61,0.0,0.0
hsa-miR-199b-3p,1.62,0.0,0.0,1.36,0.0,0.0,0.0,0.0,8.77,5.89,70.82,0.0,0.0,0.21
hsa-miR-19a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.06,52.99,24.63,49.8,0.0,0.0
hsa-miR-19b-3p,4.06,2.54,0.27,0.0,0.0,0.51,0.0,0.0,227.9,164.85,184.75,144.67,0.0,1.64
hsa-miR-200a-3p,0.0,0.85,0.27,0.0,0.26,1.03,0.77,0.0,0.0,0.0,0.0,0.0,0.21,1.44
hsa-miR-200a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.11,0.0,0.0
hsa-miR-200b-3p,1.62,0.0,0.8,2.04,1.05,2.57,1.93,0.34,0.0,0.0,0.0,0.0,1.26,0.41
hsa-miR-200b-5p,0.0,0.0,0.0,0.0,0.0,1300.57,0.0,0.0,0.0,0.0,20.01,5.93,0.0,0.0
hsa-miR-200c-3p,947.66,887.55,898.6,2014.98,761.49,2013.19,1252.15,399.26,93.5,182.51,351.02,62.85,1447.6,461.64
hsa-miR-200c-5p,0.0,0.0,0.0,0.0,0.0,0.0,396.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-202-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.77,0.0,29.25,4.74,0.0,0.0
hsa-miR-203a-3p,1.62,0.0,0.0,0.0,0.0,0.51,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1104.46,188.4,178.59,240.72,0.0,0.0
hsa-miR-20a-5p,0.0,0.0,0.0,0.68,0.26,1.54,0.0,0.0,8.77,0.0,4.62,3.56,0.0,0.0
hsa-miR-20b-5p,1.62,0.85,0.27,0.0,0.0,2.05,1.73,0.0,0.0,11.77,1.54,3.56,0.63,0.62
hsa-miR-21-5p,8.92,11.01,4.0,8.18,4.46,651.57,7.13,7.91,8.77,47.1,24.63,28.46,5.89,1.64
hsa-miR-210-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,0.0
hsa-miR-2110,5.68,4.23,0.0,0.0,0.0,1.54,0.0,0.0,14.61,0.0,0.0,0.0,0.0,0.0
hsa-miR-2115-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.69,0.0,0.0,0.0,0.0,0.0
hsa-miR-2115-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.69,0.0,0.0,0.0,0.0,0.0
hsa-miR-215-5p,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.89,1.54,9.49,0.0,0.0
hsa-miR-218-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.69,0.0,0.0,0.0,0.0,0.0
hsa-miR-22-3p,0.0,0.0,0.0,200.65,0.0,0.0,0.0,0.34,5.84,0.0,0.0,16.6,780.38,0.41
hsa-miR-221-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,4.74,0.0,0.0
hsa-miR-222-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.23,0.0,0.0
hsa-miR-223-3p,2.43,0.0,0.8,191.45,0.79,1344.18,9.25,181.48,4946.69,1501.3,2561.82,2894.59,0.0,494.47
hsa-miR-223-5p,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,584.37,247.27,341.78,208.7,0.0,0.0
hsa-miR-224-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2355-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.84,0.0,0.0,1.19,0.0,0.0
hsa-miR-23a-3p,238.54,288.79,0.0,0.0,0.0,702.87,185.93,225.52,1189.19,682.94,628.14,1034.04,0.0,1.03
hsa-miR-23b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0
hsa-miR-24-3p,1.62,0.0,0.53,1.36,0.26,0.0,0.0,0.0,20.45,47.1,20.01,74.71,0.0,0.0
hsa-miR-25-3p,11.36,4.23,0.53,0.68,0.53,2.05,0.19,0.17,128.56,182.51,203.22,147.04,0.0,0.82
hsa-miR-26a-5p,2.43,1.69,0.53,0.34,0.0,0.0,1.16,0.17,0.0,5.89,1.54,9.49,0.84,0.0
hsa-miR-26b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92,0.0,0.0,49.8,0.0,0.0
hsa-miR-26b-5p,0.81,0.85,0.27,0.0,0.0,0.0,0.0,0.0,2.92,0.0,24.63,1.19,0.0,0.41
hsa-miR-27a-3p,0.81,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0
hsa-miR-28-3p,0.0,0.0,0.0,0.0,0.26,0.0,0.0,113.36,46.75,64.76,24.63,128.07,0.0,0.0
hsa-miR-297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0
hsa-miR-29a-3p,310.75,325.21,0.53,293.3,0.26,0.51,0.0,0.52,0.0,11.77,16.94,0.0,0.42,0.0
hsa-miR-29b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,0.0,0.0
hsa-miR-29c-3p,4.06,0.85,0.0,1.36,0.53,0.51,0.19,0.86,0.0,17.66,13.86,11.86,1.05,0.21
hsa-miR-301a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.27,0.0,0.0
hsa-miR-3064-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.84,23.55,0.0,14.23,0.0,0.0
hsa-miR-3065-5p,0.0,0.0,0.0,0.0,490.24,0.0,0.0,108.37,0.0,0.0,0.0,15.42,0.0,0.0
hsa-miR-30a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,0.0,0.0
hsa-miR-30a-5p,0.81,2.54,156.13,1.02,0.53,1.54,0.0,114.22,113.95,47.1,266.34,339.14,0.0,0.41
hsa-miR-30b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92,0.0,0.0,1.19,0.0,0.0
hsa-miR-30c-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30d-5p,1217.84,1189.05,380.58,657.12,14.97,6.16,0.0,190.94,1753.11,1936.97,2857.42,2045.54,0.0,0.41
hsa-miR-30e-5p,322.92,331.98,180.68,539.26,472.65,698.25,0.0,136.58,815.2,665.28,617.36,1787.03,0.63,340.39
hsa-miR-3127-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,0.0,0.0
hsa-miR-3146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92,0.0,0.0,15.42,0.0,0.0
hsa-miR-3149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3150a-3p,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,5.89,0.0,1.19,0.0,0.0
hsa-miR-3150b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.27,0.0,0.0
hsa-miR-3164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.53,0.0,0.0,9.49,0.0,0.0
hsa-miR-3168,1.62,0.0,0.0,0.0,0.0,1.03,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3182,0.0,0.0,165.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.19
hsa-miR-3192-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.84,0.0,24.63,4.74,0.0,0.0
hsa-miR-3198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.46
hsa-miR-32-5p,0.81,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.77,0.0,0.0,0.0,0.0
hsa-miR-3202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.53,0.0,0.0,0.0,0.0,0.0
hsa-miR-320a-3p,108880.62,106952.37,17052.84,18148.06,20792.48,34229.88,8749.86,4522.39,31465.4,19363.8,13609.69,33108.11,1494.3,28022.59
hsa-miR-320a-5p,0.0,0.0,186.55,0.0,0.0,0.0,0.0,0.0,0.0,23.55,0.0,0.0,0.0,0.0
hsa-miR-320b,3082.32,3066.62,203.63,530.4,229.24,1134.86,4.43,2.24,695.4,317.92,625.06,715.05,0.84,251.95
hsa-miR-320c,158.21,181.24,0.53,234.03,178.82,8.72,0.19,0.86,87.66,58.87,195.52,81.82,0.0,3.08
hsa-miR-320d,3.25,3.39,6.67,13.97,0.53,9.23,0.96,4.64,2.92,23.55,4.62,8.3,0.0,3.9
hsa-miR-320e,2.43,0.85,0.27,0.0,0.0,0.0,0.58,0.34,0.0,0.0,0.0,20.16,0.0,0.0
hsa-miR-324-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.22,41.21,60.04,17.79,0.0,0.0
hsa-miR-324-5p,0.0,0.0,175.08,0.0,0.0,0.0,0.0,0.0,596.06,918.44,429.54,732.84,0.0,0.0
hsa-miR-328-3p,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.89,10.78,0.0,0.0,0.0
hsa-miR-331-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.84,5.89,13.86,14.23,0.0,0.0
hsa-miR-335-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.61,0.0,29.25,5.93,0.0,0.0
hsa-miR-339-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.89,0.0,4.74,0.0,0.0
hsa-miR-33a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-33b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.74,0.0,0.0
hsa-miR-340-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,0.0,0.0
hsa-miR-342-3p,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.34,20.45,5.89,40.03,3.56,0.0,0.0
hsa-miR-345-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41
hsa-miR-34a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,0.0,0.0,0.0
hsa-miR-3605-3p,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0
hsa-miR-3605-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.84,0.0,0.0,0.0,0.0,0.0
hsa-miR-3609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92,0.0,89.29,0.0,0.0,0.0
hsa-miR-361-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.32,0.0,0.0,0.0
hsa-miR-3615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.21
hsa-miR-362-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.32,0.0,0.0,0.0
hsa-miR-363-3p,438.94,529.31,150.52,365.18,676.15,0.0,601.9,260.27,385.68,606.41,420.3,732.84,873.36,0.0
hsa-miR-3648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3665,47.87,57.59,4.54,0.68,0.26,14.88,0.39,0.17,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3679-5p,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3680-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.77,0.0,0.0,0.0,0.0
hsa-miR-3682-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.28,29.44,10.78,20.16,0.0,0.0
hsa-miR-3688-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0
hsa-miR-370-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.89,0.0,0.0,0.0,0.0
