miRNA,SRR6230319,SRR6230320,SRR6230321,SRR6230322,SRR6230323,SRR6230324,SRR6230325,SRR6230326
hsa-miR-1293,0.92,0.53,0.35,0.19,2.49,5.05,2.99,4.37
hsa-miR-1294,0.0,0.0,0.17,0.0,0.95,0.75,1.49,0.26
hsa-miR-1296-5p,0.37,0.53,0.17,0.37,0.36,0.37,0.37,0.77
hsa-miR-1298-5p,0.18,0.7,0.52,0.37,0.36,0.37,0.19,0.77
hsa-miR-1299,11.75,5.99,7.5,8.35,11.83,24.67,18.86,24.66
hsa-miR-1301-3p,1.65,2.99,1.92,2.78,4.73,10.46,6.54,8.99
hsa-miR-1303,0.73,0.0,0.52,0.37,2.25,4.86,2.24,4.37
hsa-miR-1304-5p,0.92,0.0,0.52,0.19,2.6,5.42,2.99,3.85
hsa-miR-1306-3p,0.0,0.0,0.17,0.0,0.24,0.19,0.0,0.0
hsa-miR-1307-3p,26.99,27.46,28.94,26.9,102.72,165.75,143.21,177.49
hsa-miR-1307-5p,0.37,0.0,0.0,0.0,0.24,0.19,0.0,0.26
hsa-miR-130a-3p,0.18,0.0,0.35,0.56,0.71,0.75,0.19,1.03
hsa-miR-130a-5p,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0
hsa-miR-130b-3p,0.0,0.18,0.17,0.0,0.12,0.0,0.0,0.0
hsa-miR-130b-5p,0.55,0.0,0.0,0.0,0.95,2.06,2.24,1.54
hsa-miR-132-3p,3.67,1.41,5.93,3.53,11.48,19.81,10.83,14.13
hsa-miR-132-5p,0.0,0.0,0.0,0.0,0.24,0.37,0.56,0.77
hsa-miR-1323,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0
hsa-miR-133a-3p,0.73,0.0,0.0,0.0,0.0,0.0,0.19,0.26
hsa-miR-134-5p,4.04,4.22,4.71,3.15,30.3,51.39,39.21,44.44
hsa-miR-1343-3p,0.0,0.0,0.0,0.0,0.24,0.19,0.56,0.0
hsa-miR-135b-3p,0.0,0.18,0.0,0.0,0.12,0.0,0.0,0.51
hsa-miR-135b-5p,0.37,0.0,0.35,0.19,0.59,1.31,1.12,1.28
hsa-miR-136-3p,0.37,0.0,0.35,0.0,2.49,4.3,5.23,3.08
hsa-miR-136-5p,0.0,0.0,0.17,0.0,1.89,0.75,1.49,2.57
hsa-miR-137-3p,0.37,0.0,0.17,0.37,0.95,1.12,0.56,0.26
hsa-miR-137-5p,0.0,0.0,0.0,0.0,0.0,0.19,0.93,0.51
hsa-miR-138-1-3p,0.18,0.7,0.35,0.93,1.3,2.24,1.31,1.54
hsa-miR-138-5p,8.26,6.16,11.51,9.65,12.54,14.2,13.44,13.61
hsa-miR-139-3p,0.18,0.0,0.17,0.56,0.24,0.93,1.31,0.77
hsa-miR-139-5p,2.39,1.06,2.79,2.6,4.85,8.04,6.54,8.99
hsa-miR-140-3p,128.71,80.45,168.77,89.25,193.61,245.55,186.72,228.35
hsa-miR-140-5p,6.06,3.87,6.8,6.49,16.09,24.85,15.12,23.63
hsa-miR-141-3p,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0
hsa-miR-143-3p,0.18,0.18,0.17,0.37,0.24,0.19,0.0,0.0
hsa-miR-145-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0
hsa-miR-1468-5p,0.0,0.0,0.0,0.0,0.59,1.68,0.93,0.26
hsa-miR-146a-3p,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.26
hsa-miR-146a-5p,161.39,74.99,182.37,138.23,9.94,15.14,9.9,7.96
hsa-miR-146b-3p,0.0,0.53,0.35,0.19,0.12,0.19,0.0,0.26
hsa-miR-146b-5p,26.26,17.43,25.11,17.44,41.78,69.33,47.8,66.53
hsa-miR-147b-3p,0.18,0.0,0.0,0.37,0.12,0.19,0.0,0.0
hsa-miR-147b-5p,0.55,0.18,0.17,0.56,0.0,0.0,0.0,0.26
hsa-miR-148a-3p,141.01,92.59,143.32,101.68,280.6,386.26,426.65,520.92
hsa-miR-148a-5p,0.55,0.7,0.52,0.74,2.6,2.99,2.61,5.14
hsa-miR-148b-3p,26.44,13.2,23.19,20.6,84.5,136.41,135.37,117.13
hsa-miR-148b-5p,7.34,3.34,6.1,5.2,15.27,18.87,16.8,25.69
hsa-miR-149-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26
hsa-miR-149-5p,0.18,0.18,0.35,0.37,2.13,4.11,2.05,2.83
hsa-miR-150-5p,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0
hsa-miR-151a-3p,278.52,235.0,266.59,206.32,414.56,777.94,576.21,880.26
hsa-miR-151a-5p,0.18,0.7,1.22,1.48,2.49,2.62,4.48,1.8
hsa-miR-151b,0.0,0.18,0.0,0.0,0.0,0.19,0.0,0.0
hsa-miR-152-3p,8.81,4.93,8.54,7.61,6.27,16.44,11.95,16.44
hsa-miR-152-5p,0.0,0.0,0.0,0.0,0.36,0.56,0.56,0.26
hsa-miR-154-5p,0.0,0.18,0.0,0.19,1.07,0.19,0.0,0.77
hsa-miR-155-5p,0.0,0.0,0.0,0.19,0.12,0.93,1.49,1.03
hsa-miR-15a-5p,0.0,0.18,0.35,0.19,0.36,1.31,1.31,1.8
hsa-miR-15b-3p,0.0,0.0,0.0,0.0,0.0,0.19,0.37,0.26
hsa-miR-15b-5p,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0
hsa-miR-16-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0
hsa-miR-16-2-3p,9.36,4.4,5.58,3.34,26.27,40.36,33.05,32.62
hsa-miR-16-5p,1.47,0.35,1.05,1.3,5.09,7.66,3.55,6.16
hsa-miR-17-3p,0.0,0.0,0.0,0.0,0.24,0.19,0.0,0.0
hsa-miR-17-5p,4.59,2.82,5.23,4.45,21.54,32.14,22.41,20.81
hsa-miR-181a-2-3p,0.0,0.18,0.0,0.37,2.13,5.79,6.54,11.82
hsa-miR-181a-3p,0.0,0.88,0.0,0.37,1.78,1.31,2.24,4.37
hsa-miR-181a-5p,59.49,34.15,66.95,46.2,58.34,105.02,88.88,94.27
hsa-miR-181b-2-3p,0.0,0.0,0.0,0.0,0.0,0.75,0.19,0.77
hsa-miR-181b-3p,0.0,0.0,0.0,0.0,0.47,0.19,0.0,0.26
hsa-miR-181b-5p,58.02,42.25,63.99,59.93,111.13,207.8,180.37,162.85
hsa-miR-181c-3p,0.0,0.0,0.0,0.37,0.24,0.37,0.0,0.0
hsa-miR-181c-5p,1.65,1.06,1.22,2.04,0.95,2.8,2.43,1.8
hsa-miR-181d-5p,20.93,11.44,19.18,17.07,20.47,31.21,24.65,21.58
hsa-miR-182-3p,0.18,0.0,0.0,0.0,0.36,0.19,0.19,0.26
hsa-miR-182-5p,453.31,301.01,438.67,341.58,894.22,1548.4,1414.37,1720.72
hsa-miR-183-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26
hsa-miR-183-5p,324.43,214.05,228.23,216.16,596.81,1236.7,1061.11,1459.74
hsa-miR-184,0.18,0.35,0.7,0.37,0.47,0.56,0.0,1.03
hsa-miR-1843,1.1,1.41,0.52,1.11,2.72,6.73,3.73,6.94
hsa-miR-185-3p,0.37,0.0,0.0,0.37,0.36,0.75,0.19,0.0
hsa-miR-185-5p,12.85,6.34,9.24,9.65,31.36,57.93,39.02,61.39
hsa-miR-186-5p,19.65,7.04,16.39,17.63,35.03,49.52,47.8,39.04
hsa-miR-187-3p,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-188-5p,0.0,0.0,0.0,0.0,0.12,0.19,0.0,0.0
hsa-miR-18a-3p,0.0,0.0,0.17,0.37,0.24,1.49,1.31,0.51
hsa-miR-18a-5p,0.92,0.0,0.17,0.56,0.71,2.06,1.68,0.51
hsa-miR-18b-5p,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0
hsa-miR-1908-3p,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0
hsa-miR-190a-5p,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0
hsa-miR-190b-5p,0.0,0.0,0.0,0.37,0.59,0.93,0.75,0.77
hsa-miR-191-3p,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0
hsa-miR-191-5p,72.16,51.05,53.35,73.47,360.36,696.09,602.35,657.82
hsa-miR-1914-5p,0.0,0.0,0.0,0.0,0.0,0.19,0.37,0.26
hsa-miR-1915-5p,0.0,0.0,0.0,0.0,0.12,0.0,0.19,0.26
hsa-miR-192-3p,0.18,0.35,0.17,0.19,2.25,2.8,1.87,5.91
hsa-miR-192-5p,1778.37,694.09,1424.46,1036.8,1994.94,3301.97,2334.32,3224.64
hsa-miR-193a-3p,0.0,0.0,0.0,0.0,0.24,0.93,0.0,0.0
hsa-miR-193a-5p,2.57,2.11,1.92,2.41,9.94,24.85,16.62,16.18
hsa-miR-193b-3p,113.47,86.61,171.39,117.63,225.57,270.77,175.14,168.24
hsa-miR-193b-5p,1.84,2.99,2.27,3.15,6.51,10.46,8.59,7.45
hsa-miR-194-3p,0.0,1.23,0.52,1.11,2.6,4.11,4.11,6.68
hsa-miR-194-5p,33.23,17.6,31.03,21.71,14.2,24.48,22.22,27.48
hsa-miR-195-3p,0.0,0.0,0.0,0.0,0.24,0.37,0.19,0.51
hsa-miR-196a-1-3p,0.0,0.0,0.35,0.0,0.59,0.19,0.19,0.0
hsa-miR-196a-3p,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0
hsa-miR-196a-5p,1.1,1.76,1.57,1.67,0.95,4.3,1.68,2.83
hsa-miR-196b-5p,0.18,0.0,0.0,0.0,0.0,0.37,0.0,0.26
hsa-miR-197-3p,1.29,1.06,1.57,1.86,4.14,7.85,7.47,8.22
hsa-miR-197-5p,0.0,0.0,0.0,0.0,0.24,0.19,0.37,0.26
hsa-miR-1976,0.0,0.0,0.17,0.19,0.0,0.0,0.37,0.0
hsa-miR-199a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26
hsa-miR-199b-3p,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-199b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0
hsa-miR-19a-3p,0.37,0.18,0.7,0.0,1.3,1.31,0.75,3.6
hsa-miR-19b-3p,3.12,1.06,3.84,1.86,8.17,9.53,8.03,7.19
hsa-miR-200a-3p,8.26,5.99,6.28,10.58,26.15,33.26,26.89,22.6
hsa-miR-200a-5p,1.29,1.06,0.87,0.93,1.3,2.8,1.12,5.65
hsa-miR-200b-3p,4.41,1.94,4.71,4.45,8.76,14.39,14.19,20.04
hsa-miR-200b-5p,0.37,0.0,0.0,0.19,0.59,0.93,0.37,3.34
hsa-miR-200c-3p,2.75,2.11,2.96,6.87,4.02,7.85,6.54,11.05
hsa-miR-203a-3p,6.61,4.05,0.35,0.56,8.52,0.56,5.6,7.19
hsa-miR-203b-3p,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-205-5p,2.02,1.41,1.22,2.41,0.83,0.56,1.12,1.28
hsa-miR-20a-3p,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.51
hsa-miR-20a-5p,31.58,13.03,31.03,24.68,80.59,125.58,88.88,101.72
hsa-miR-20b-5p,0.0,0.0,0.0,0.0,0.24,0.19,0.0,0.0
hsa-miR-21-3p,2.75,1.94,2.09,3.15,13.61,22.61,27.45,26.46
hsa-miR-21-5p,11533.16,5267.54,10979.86,7039.43,16235.06,24656.23,21893.57,28545.79
hsa-miR-210-3p,15.97,10.21,21.79,15.03,6.51,12.71,9.52,9.5
hsa-miR-210-5p,0.37,0.18,0.52,0.37,0.0,0.0,0.19,0.26
hsa-miR-2110,0.37,0.7,0.87,0.19,1.07,4.48,3.73,2.57
hsa-miR-2116-3p,0.0,0.0,0.0,0.0,0.36,0.19,0.19,0.26
hsa-miR-2116-5p,0.0,0.0,0.0,0.0,0.24,0.56,0.56,0.26
hsa-miR-212-3p,0.0,0.0,0.0,0.37,0.24,0.0,0.19,0.26
hsa-miR-212-5p,0.18,0.35,0.0,0.19,1.3,0.93,1.31,2.31
hsa-miR-215-5p,6.24,2.29,7.32,2.6,0.95,1.12,1.31,0.77
hsa-miR-217-5p,0.0,0.0,0.17,0.0,0.0,0.19,0.0,0.0
hsa-miR-218-2-3p,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.77
hsa-miR-218-5p,1.47,0.35,1.57,0.56,2.84,4.67,4.29,2.31
hsa-miR-219a-1-3p,0.0,0.0,0.0,0.19,0.59,1.49,1.12,1.8
hsa-miR-219a-5p,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0
hsa-miR-219b-5p,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0
hsa-miR-22-3p,1039.74,458.38,943.95,625.27,1489.49,2061.54,1835.79,2023.81
hsa-miR-22-5p,0.55,0.18,0.52,0.56,1.3,2.99,1.68,3.08
hsa-miR-221-3p,31.95,12.67,35.57,32.84,114.32,133.42,91.68,88.87
hsa-miR-221-5p,6.43,5.28,3.84,4.27,33.02,65.59,77.49,69.87
hsa-miR-222-3p,15.61,11.62,14.12,19.67,88.29,167.06,151.24,142.82
hsa-miR-222-5p,0.0,0.0,0.17,0.37,0.36,0.56,0.37,0.0
hsa-miR-224-3p,0.0,0.0,0.17,0.37,0.12,0.19,0.0,0.77
hsa-miR-224-5p,197.01,157.02,178.19,181.09,352.79,694.97,607.57,828.64
hsa-miR-2276-3p,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0
hsa-miR-2276-5p,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0
hsa-miR-2277-3p,0.18,0.0,0.0,0.0,0.0,0.37,0.0,0.0
hsa-miR-2277-5p,0.0,0.0,0.17,0.0,0.36,0.75,1.31,0.51
hsa-miR-2278,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0
hsa-miR-2355-3p,0.18,0.18,0.35,0.19,0.0,0.93,0.19,0.0
hsa-miR-2355-5p,0.0,0.18,0.0,0.0,0.0,0.19,0.19,0.0
hsa-miR-23a-3p,18.73,15.31,30.16,19.85,48.88,54.94,36.6,53.43
hsa-miR-23a-5p,0.0,0.0,0.0,0.37,0.12,0.93,0.56,0.51
hsa-miR-23b-3p,1.47,0.88,2.79,0.74,4.5,5.79,7.47,8.22
hsa-miR-23b-5p,0.18,0.53,0.17,0.19,1.89,3.74,4.67,4.37
hsa-miR-24-1-5p,0.0,0.18,0.0,0.0,0.59,0.93,0.56,0.26
hsa-miR-24-2-5p,20.56,9.15,16.91,12.25,22.49,30.09,20.73,32.36
hsa-miR-24-3p,239.6,150.51,248.63,3.34,361.07,539.49,421.98,4.62
hsa-miR-25-3p,73.44,45.94,74.97,58.82,181.54,273.76,186.34,245.82
hsa-miR-25-5p,0.37,0.35,0.17,0.37,2.6,6.73,4.67,5.65
hsa-miR-2682-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0
hsa-miR-2682-5p,0.18,0.0,0.0,0.0,0.0,0.19,0.19,0.26
hsa-miR-26a-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.26
hsa-miR-26a-2-3p,0.18,0.18,0.17,0.0,0.47,1.49,0.75,1.8
hsa-miR-26a-5p,353.25,232.18,281.58,236.56,370.07,827.08,792.98,866.14
hsa-miR-26b-3p,0.0,0.18,0.7,0.19,0.24,1.12,0.37,1.54
hsa-miR-26b-5p,3.3,4.05,5.4,2.97,9.47,14.76,17.74,15.41
hsa-miR-27a-3p,2.57,1.06,76.02,2.23,3.79,5.42,6.54,132.28
hsa-miR-27a-5p,15.06,10.74,11.33,8.16,17.99,38.49,45.56,66.78
hsa-miR-27b-3p,123.01,46.82,23.01,72.92,153.73,219.38,164.31,89.39
hsa-miR-27b-5p,1.84,1.76,2.09,1.3,10.89,19.99,19.98,26.71
hsa-miR-28-3p,75.09,63.55,76.72,69.95,89.71,148.93,136.49,148.47
hsa-miR-28-5p,2.94,2.29,2.96,2.23,1.66,2.43,3.17,4.37
hsa-miR-299-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0
hsa-miR-29a-3p,93.45,45.42,83.69,70.32,233.14,313.01,255.61,280.24
hsa-miR-29a-5p,0.0,0.0,0.0,0.0,0.12,0.56,0.0,0.51
hsa-miR-29b-1-5p,0.0,0.35,0.0,0.56,1.66,3.36,4.67,3.85
hsa-miR-29b-2-5p,0.0,0.0,0.0,0.19,0.12,0.19,0.56,0.26
hsa-miR-29b-3p,1.65,0.88,1.57,1.67,3.91,5.61,4.48,3.34
hsa-miR-29c-3p,0.55,0.0,0.35,0.56,0.47,0.37,0.56,0.0
hsa-miR-29c-5p,0.18,0.0,0.0,0.0,0.12,0.19,0.0,0.0
hsa-miR-301a-3p,0.0,0.0,0.0,0.0,0.12,0.0,0.19,0.0
hsa-miR-301a-5p,0.18,0.0,0.0,0.0,0.47,1.12,0.37,0.51
hsa-miR-301b-3p,0.0,0.0,0.0,0.19,0.0,0.0,0.37,0.77
hsa-miR-302d-3p,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3064-5p,0.0,0.18,0.0,0.0,0.12,0.0,0.0,0.51
hsa-miR-3065-3p,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0
hsa-miR-3065-5p,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0
hsa-miR-3074-3p,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0
hsa-miR-3074-5p,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0
hsa-miR-30a-3p,25.7,16.72,27.9,16.7,52.66,66.53,60.87,79.37
hsa-miR-30a-5p,2323.12,988.76,2119.61,1465.4,2852.71,4007.78,3135.89,3859.6
hsa-miR-30b-3p,0.0,0.0,0.17,0.0,0.36,0.93,1.12,1.03
hsa-miR-30b-5p,12.12,6.34,13.95,6.87,16.33,13.08,10.83,8.99
hsa-miR-30c-1-3p,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0
hsa-miR-30c-2-3p,1.84,1.76,1.92,2.97,9.23,16.44,19.42,21.06
hsa-miR-30c-5p,62.24,38.37,61.2,58.26,117.64,219.2,165.62,213.45
hsa-miR-30d-3p,0.0,0.0,0.0,0.0,0.36,0.0,0.56,0.51
hsa-miR-30d-5p,573.76,381.81,589.31,504.86,1313.28,2277.37,1773.43,1975.27
hsa-miR-30e-3p,2.02,1.41,1.92,1.11,6.51,11.03,9.15,7.19
hsa-miR-30e-5p,44.43,12.32,40.62,28.39,99.76,119.41,109.98,92.47
hsa-miR-31-3p,1.29,0.88,1.92,0.19,3.55,6.35,4.29,7.45
hsa-miR-31-5p,23.87,18.84,23.01,20.6,66.98,135.85,107.74,110.71
hsa-miR-3121-3p,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.26
hsa-miR-3126-5p,0.0,0.0,0.0,0.0,0.12,0.19,0.56,0.0
hsa-miR-3127-5p,0.0,0.0,0.35,0.0,0.0,0.37,0.37,0.0
hsa-miR-3129-3p,0.0,0.0,0.17,0.0,0.24,0.37,0.0,0.0
hsa-miR-3129-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0
