miRNA,SRR14730725,SRR14730726,SRR14730727,SRR14730728,SRR14730729,SRR14730730,SRR14730731,SRR14730732,SRR14730733,SRR14730734,SRR14730735,SRR14730736,SRR14730737,SRR14730738,SRR14730739,SRR14730740
hsa-let-7i-3p,14.0,8.0,19.0,9.0,2.0,3.0,4.0,0.0,11.0,33.0,39.0,25.0,9.0,1.0,1.0,3.0
hsa-let-7i-5p,211091.0,67380.0,403589.0,490567.0,67252.0,155465.0,27581.0,5793.0,133512.0,106523.0,95209.0,165491.0,58921.0,15137.0,78310.0,73584.0
hsa-miR-1-3p,1912.0,399.0,1549.0,584.0,11236.0,4226.0,428.0,59.0,640.0,1643.0,1072.0,1425.0,493.0,87.0,144.0,116.0
hsa-miR-100-3p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-100-5p,5150.0,5065.0,4594.0,1117.0,33941.0,6882.0,6900.0,48.0,6757.0,16374.0,14537.0,12102.0,2874.0,1946.0,1452.0,2813.0
hsa-miR-101-3p,22291.0,4177.0,16526.0,1172.0,6904.0,44008.0,4229.0,205.0,7652.0,26001.0,18769.0,17401.0,5325.0,1277.0,661.0,1744.0
hsa-miR-101-5p,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,5.0,0.0,1.0,0.0
hsa-miR-10392-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10393-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-10394-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-10395-3p,1.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,1.0,3.0,7.0,1.0,5.0,0.0,5.0
hsa-miR-10395-5p,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-10396b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-10398-3p,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
hsa-miR-10399-3p,31.0,10.0,123.0,26.0,6.0,72.0,2.0,3.0,36.0,82.0,84.0,33.0,60.0,21.0,3.0,17.0
hsa-miR-10399-5p,5.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
hsa-miR-103a-2-5p,0.0,0.0,2.0,11.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
hsa-miR-103a-3p,29764.0,3862.0,1028.0,10530.0,525.0,196.0,112.0,761.0,1798.0,2669.0,10466.0,387.0,4890.0,489.0,78.0,191.0
hsa-miR-10401-3p,0.0,27.0,82.0,56.0,15.0,0.0,0.0,4.0,46.0,27.0,11.0,69.0,22.0,22.0,3.0,35.0
hsa-miR-10401-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-105-5p,46.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,17.0,9.0,2.0,2.0,0.0,0.0,0.0
hsa-miR-10523-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-10526-3p,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10527-5p,0.0,7.0,2.0,5.0,4.0,1.0,0.0,0.0,5.0,0.0,4.0,0.0,1.0,2.0,2.0,2.0
hsa-miR-106a-3p,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106a-5p,272.0,81.0,115.0,59.0,56.0,24.0,3.0,6.0,53.0,37.0,38.0,35.0,12.0,18.0,12.0,35.0
hsa-miR-106b-3p,10339.0,24476.0,23390.0,7648.0,11894.0,8987.0,1439.0,765.0,21098.0,1667.0,5360.0,4863.0,2696.0,2648.0,3901.0,4479.0
hsa-miR-106b-5p,629.0,65.0,430.0,10.0,156.0,428.0,13.0,2.0,229.0,394.0,236.0,305.0,113.0,36.0,15.0,5.0
hsa-miR-107,63.0,224.0,156.0,31.0,69.0,114.0,1.0,19.0,63.0,769.0,409.0,445.0,65.0,71.0,120.0,116.0
hsa-miR-10a-3p,29.0,2.0,22.0,2.0,4.0,5.0,3.0,0.0,11.0,35.0,64.0,51.0,14.0,6.0,0.0,0.0
hsa-miR-10a-5p,9716.0,3423.0,4158.0,821.0,4183.0,28365.0,1005.0,188.0,5322.0,28830.0,17887.0,14376.0,7119.0,1402.0,365.0,704.0
hsa-miR-10b-3p,22.0,2.0,21.0,0.0,2.0,2.0,1.0,0.0,16.0,0.0,0.0,0.0,1.0,5.0,2.0,2.0
hsa-miR-10b-5p,15457.0,717.0,3387.0,271.0,1797.0,52197.0,689.0,196.0,5347.0,2659.0,3513.0,1189.0,5939.0,845.0,352.0,1236.0
hsa-miR-11399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
hsa-miR-11400,21.0,485.0,286.0,77.0,19.0,97.0,11.0,18.0,42.0,31.0,51.0,289.0,193.0,6.0,15.0,26.0
hsa-miR-11401,194.0,237.0,273.0,12.0,1.0,336.0,2.0,4.0,351.0,5.0,129.0,11.0,53.0,19.0,13.0,36.0
hsa-miR-1179,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1180-3p,1024.0,1551.0,603.0,410.0,423.0,300.0,34.0,83.0,4505.0,105.0,959.0,224.0,340.0,972.0,236.0,361.0
hsa-miR-1183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
hsa-miR-1185-1-3p,25.0,0.0,39.0,3.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0
hsa-miR-1185-2-3p,6.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1193,4.0,12.0,9.0,0.0,5.0,2.0,1.0,0.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-1197,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,0.0,4.0,0.0,0.0,0.0,0.0
hsa-miR-12129,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-12136,3.0,0.0,15.0,25.0,2.0,0.0,0.0,1.0,5.0,0.0,0.0,45.0,0.0,1.0,1.0,0.0
hsa-miR-122-3p,4.0,44.0,1.0,3.0,54.0,0.0,3.0,0.0,68.0,413.0,349.0,26.0,104.0,41.0,9.0,22.0
hsa-miR-122-5p,387475.0,143449.0,39201.0,100615.0,1150270.0,1087825.0,1502446.0,18999.0,380903.0,32363.0,384587.0,465834.0,49069.0,40023.0,746957.0,536678.0
hsa-miR-1224-5p,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-1225-3p,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-1225-5p,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1226-3p,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1226-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1227-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1229-3p,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
hsa-miR-1229-5p,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0
hsa-miR-122b-5p,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0
hsa-miR-1233-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1233-5p,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-1234-3p,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1236-5p,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-1237-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
hsa-miR-1238-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,4.0,2.0,0.0,0.0
hsa-miR-124-3p,118.0,507.0,44.0,36.0,517.0,41.0,0.0,0.0,688.0,5671.0,4364.0,4192.0,599.0,249.0,0.0,1.0
hsa-miR-124-5p,0.0,31.0,8.0,0.0,21.0,2.0,0.0,0.0,39.0,251.0,251.0,122.0,54.0,10.0,0.0,0.0
hsa-miR-1246,13575.0,669.0,410.0,1655.0,1369.0,835.0,289.0,67.0,819.0,2332.0,1917.0,2240.0,224.0,628.0,179.0,206.0
hsa-miR-1247-5p,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1248,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,42.0,12.0,19.0,9.0,4.0,0.0,1.0
hsa-miR-1249-3p,3.0,9.0,28.0,10.0,15.0,1.0,0.0,1.0,20.0,131.0,116.0,111.0,8.0,8.0,0.0,1.0
hsa-miR-1249-5p,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-1250-5p,41.0,291.0,827.0,231.0,84.0,5.0,7.0,2.0,58.0,25.0,22.0,719.0,1.0,14.0,47.0,33.0
hsa-miR-1251-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255a,29.0,0.0,52.0,6.0,1.0,9.0,0.0,1.0,0.0,0.0,1.0,7.0,10.0,0.0,5.0,5.0
hsa-miR-1255b-5p,182.0,351.0,181.0,67.0,58.0,51.0,18.0,21.0,777.0,18.0,125.0,122.0,96.0,116.0,97.0,211.0
hsa-miR-1256,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1258,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,355.0,364.0,67.0,111.0,159.0,82.0,48.0,34.0,596.0,50.0,99.0,78.0,49.0,193.0,108.0,85.0
hsa-miR-125a-5p,1102.0,598.0,466.0,146.0,760.0,277.0,19.0,42.0,1557.0,7945.0,5433.0,3912.0,1838.0,367.0,45.0,110.0
hsa-miR-125b-1-3p,27.0,60.0,4.0,8.0,115.0,9.0,7.0,1.0,93.0,397.0,229.0,271.0,37.0,36.0,10.0,33.0
hsa-miR-125b-2-3p,3.0,4.0,2.0,0.0,49.0,2.0,12.0,0.0,0.0,0.0,7.0,1.0,2.0,4.0,6.0,4.0
hsa-miR-125b-5p,1465.0,2141.0,495.0,233.0,2580.0,295.0,226.0,17.0,3170.0,20213.0,14226.0,13217.0,3063.0,1239.0,108.0,276.0
hsa-miR-126-3p,24344.0,21611.0,88229.0,15513.0,6121.0,30239.0,1920.0,411.0,9277.0,25922.0,21290.0,18073.0,14459.0,2312.0,2527.0,2240.0
hsa-miR-126-5p,195.0,570.0,739.0,205.0,185.0,153.0,2.0,4.0,233.0,1064.0,888.0,861.0,200.0,80.0,23.0,53.0
hsa-miR-1260a,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1260b,7.0,0.0,99.0,26.0,0.0,0.0,0.0,0.0,32.0,52.0,18.0,39.0,7.0,11.0,2.0,3.0
hsa-miR-1262,5.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
hsa-miR-1264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1265,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1266-5p,5.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1268a,16.0,10.0,61.0,69.0,6.0,0.0,0.0,1.0,1.0,6.0,0.0,1.0,0.0,16.0,9.0,5.0
hsa-miR-1268b,0.0,42.0,9.0,4.0,22.0,4.0,0.0,0.0,22.0,0.0,0.0,95.0,1.0,4.0,1.0,2.0
hsa-miR-1269a,12.0,12.0,0.0,37.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0
hsa-miR-1269b,0.0,0.0,0.0,19.0,0.0,0.0,1.0,0.0,2.0,16.0,6.0,12.0,0.0,0.0,2.0,0.0
hsa-miR-127-3p,1983.0,21186.0,11649.0,6221.0,7078.0,533.0,337.0,263.0,14073.0,53240.0,40992.0,37040.0,8211.0,2766.0,1168.0,1914.0
hsa-miR-127-5p,20.0,215.0,311.0,304.0,279.0,2.0,8.0,11.0,141.0,701.0,430.0,434.0,166.0,22.0,27.0,32.0
hsa-miR-1270,29.0,27.0,20.0,13.0,11.0,10.0,0.0,0.0,42.0,0.0,5.0,10.0,45.0,19.0,6.0,10.0
hsa-miR-1271-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-1271-5p,26.0,13.0,26.0,2.0,6.0,0.0,13.0,0.0,0.0,12.0,8.0,2.0,1.0,0.0,0.0,4.0
hsa-miR-1272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1273c,13.0,107.0,34.0,18.0,63.0,0.0,0.0,2.0,40.0,6.0,0.0,15.0,0.0,14.0,14.0,38.0
hsa-miR-1273h-3p,264.0,1104.0,1589.0,367.0,152.0,85.0,11.0,27.0,431.0,26.0,86.0,110.0,166.0,57.0,113.0,124.0
hsa-miR-1273h-5p,287.0,844.0,405.0,446.0,1237.0,49.0,67.0,148.0,419.0,11.0,76.0,493.0,87.0,68.0,157.0,137.0
hsa-miR-1275,0.0,10.0,7.0,28.0,3.0,0.0,0.0,0.0,41.0,5.0,8.0,37.0,4.0,8.0,0.0,2.0
hsa-miR-1276,9.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
hsa-miR-1277-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-1278,12.0,0.0,7.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-1-5p,12.0,7.0,75.0,19.0,19.0,2.0,1.0,0.0,14.0,59.0,74.0,21.0,14.0,3.0,0.0,6.0
hsa-miR-128-3p,5486.0,6767.0,2080.0,1110.0,6901.0,3179.0,145.0,107.0,11164.0,83703.0,64341.0,45818.0,17953.0,2902.0,137.0,216.0
hsa-miR-1283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1284,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0
hsa-miR-1285-3p,310.0,953.0,137.0,56.0,187.0,107.0,16.0,73.0,463.0,56.0,162.0,109.0,90.0,286.0,117.0,172.0
hsa-miR-1285-5p,8.0,41.0,13.0,13.0,17.0,12.0,5.0,0.0,8.0,5.0,0.0,5.0,2.0,0.0,6.0,1.0
hsa-miR-1287-3p,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1287-5p,72.0,377.0,705.0,81.0,182.0,13.0,11.0,19.0,342.0,2.0,11.0,287.0,7.0,129.0,100.0,98.0
hsa-miR-1288-3p,52.0,155.0,170.0,79.0,36.0,97.0,4.0,4.0,103.0,11.0,18.0,40.0,25.0,7.0,14.0,10.0
hsa-miR-1288-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1289,3.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-129-1-3p,1.0,0.0,7.0,0.0,46.0,0.0,0.0,0.0,19.0,175.0,104.0,70.0,27.0,2.0,0.0,0.0
hsa-miR-129-2-3p,8.0,24.0,6.0,10.0,44.0,1.0,0.0,0.0,57.0,567.0,335.0,262.0,106.0,12.0,0.0,0.0
hsa-miR-129-5p,298.0,461.0,71.0,89.0,492.0,102.0,21.0,10.0,649.0,4869.0,3985.0,2551.0,1005.0,199.0,36.0,46.0
hsa-miR-1290,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0
hsa-miR-1291,4.0,41.0,23.0,43.0,79.0,7.0,0.0,2.0,34.0,25.0,38.0,37.0,10.0,7.0,7.0,6.0
hsa-miR-1292-5p,49.0,221.0,78.0,63.0,27.0,14.0,5.0,34.0,376.0,18.0,60.0,60.0,53.0,136.0,34.0,82.0
hsa-miR-1293,0.0,9.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0
hsa-miR-1294,298.0,178.0,37.0,40.0,94.0,163.0,18.0,5.0,438.0,4.0,173.0,71.0,45.0,84.0,35.0,79.0
hsa-miR-1295a,5.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-1295b-3p,5.0,0.0,0.0,0.0,29.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-3p,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,13.0,0.0,12.0,3.0,5.0,5.0,1.0,0.0,3.0,11.0,9.0,18.0,0.0,3.0,1.0,0.0
hsa-miR-1297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0
hsa-miR-1298-3p,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1298-5p,235.0,769.0,84.0,109.0,857.0,53.0,9.0,3.0,1150.0,9781.0,7229.0,5241.0,1826.0,298.0,8.0,3.0
hsa-miR-1299,12.0,314.0,5.0,89.0,1043.0,288.0,1083.0,49.0,14.0,5.0,89.0,165.0,144.0,56.0,148.0,254.0
hsa-miR-1301-3p,551.0,299.0,865.0,212.0,19.0,63.0,14.0,77.0,533.0,20.0,110.0,201.0,203.0,164.0,78.0,201.0
hsa-miR-1303,23.0,7.0,1.0,4.0,35.0,13.0,9.0,1.0,42.0,21.0,43.0,14.0,12.0,9.0,5.0,12.0
hsa-miR-1304-3p,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,6.0,1.0,0.0,0.0,1.0,0.0
hsa-miR-1304-5p,267.0,437.0,116.0,65.0,39.0,88.0,9.0,51.0,383.0,24.0,153.0,34.0,65.0,108.0,13.0,122.0
hsa-miR-1306-3p,111.0,174.0,113.0,99.0,91.0,123.0,7.0,8.0,552.0,24.0,197.0,93.0,81.0,87.0,34.0,57.0
hsa-miR-1306-5p,3.0,0.0,13.0,0.0,4.0,5.0,0.0,0.0,24.0,0.0,1.0,7.0,4.0,5.0,0.0,0.0
hsa-miR-1307-3p,8996.0,30319.0,15218.0,5181.0,8279.0,1733.0,1051.0,2916.0,23893.0,3519.0,3954.0,11968.0,2129.0,5565.0,5704.0,3756.0
hsa-miR-1307-5p,77.0,101.0,118.0,78.0,147.0,57.0,27.0,1.0,120.0,43.0,55.0,146.0,18.0,45.0,42.0,11.0
hsa-miR-130a-3p,228.0,9.0,623.0,31.0,39.0,31.0,27.0,4.0,58.0,142.0,73.0,78.0,24.0,9.0,26.0,3.0
hsa-miR-130a-5p,2.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
hsa-miR-130b-3p,202.0,53.0,135.0,30.0,35.0,23.0,9.0,1.0,119.0,31.0,52.0,28.0,5.0,27.0,13.0,20.0
hsa-miR-130b-5p,314.0,36.0,70.0,12.0,21.0,25.0,0.0,9.0,73.0,120.0,220.0,53.0,249.0,46.0,0.0,6.0
hsa-miR-132-3p,38.0,55.0,58.0,10.0,127.0,10.0,0.0,0.0,149.0,1120.0,828.0,599.0,254.0,38.0,0.0,1.0
hsa-miR-132-5p,148.0,85.0,59.0,19.0,119.0,51.0,9.0,2.0,204.0,1098.0,814.0,556.0,233.0,39.0,16.0,10.0
hsa-miR-1323,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
hsa-miR-133a-3p,157.0,155.0,202.0,46.0,410.0,64.0,47.0,9.0,409.0,184.0,95.0,128.0,20.0,17.0,87.0,25.0
hsa-miR-133a-5p,3.0,4.0,3.0,8.0,25.0,3.0,0.0,0.0,0.0,10.0,1.0,12.0,0.0,0.0,2.0,0.0
hsa-miR-133b,0.0,2.0,3.0,3.0,15.0,0.0,0.0,0.0,9.0,7.0,19.0,6.0,1.0,0.0,0.0,1.0
hsa-miR-134-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0
hsa-miR-134-5p,4311.0,63343.0,11186.0,27666.0,6486.0,236.0,557.0,3160.0,28436.0,6715.0,2620.0,11336.0,470.0,4596.0,5540.0,5707.0
hsa-miR-1343-3p,10.0,0.0,14.0,6.0,0.0,2.0,0.0,0.0,14.0,0.0,13.0,2.0,12.0,1.0,0.0,6.0
hsa-miR-1343-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-2-3p,6.0,0.0,0.0,0.0,0.0,9.0,1.0,2.0,17.0,27.0,23.0,16.0,4.0,0.0,0.0,4.0
hsa-miR-135a-3p,5.0,0.0,14.0,1.0,0.0,3.0,0.0,1.0,5.0,55.0,28.0,23.0,8.0,1.0,1.0,0.0
hsa-miR-135a-5p,0.0,22.0,3.0,0.0,24.0,4.0,0.0,0.0,18.0,435.0,173.0,109.0,42.0,11.0,0.0,0.0
hsa-miR-135b-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,1.0,0.0,0.0,0.0
