miRNA,ERR1682041,ERR1682042,ERR1682043,ERR1682044,ERR1682045,ERR1682046,ERR1682047,ERR1682048,ERR1682049,ERR1682050,ERR1682051,ERR1682052,ERR1682053,ERR1682054,ERR1682055,ERR1682056,ERR1682057,ERR1682058,ERR1682059,ERR1682060,ERR1682061,ERR1682062,ERR1682063,ERR1682064,ERR1682065
hsa-miR-23b-3p,120.0,738.0,681.0,116.0,30.0,737.0,27.0,87.0,215.0,144.0,1007.0,167.0,144.0,319.0,185.0,677.0,300.0,321.0,202.0,62.0,177.0,184.0,38.0,477.0,2.0
hsa-miR-23b-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-24-1-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-2-5p,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-3p,2.0,47.0,48.0,7.0,1.0,57.0,14.0,14.0,7.0,8.0,62.0,17.0,17.0,31.0,15.0,26.0,22.0,14.0,17.0,3.0,6.0,9.0,0.0,19.0,0.0
hsa-miR-25-3p,0.0,11.0,14.0,0.0,0.0,9.0,0.0,1.0,0.0,2.0,20.0,0.0,3.0,5.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,3.0,0.0
hsa-miR-25-5p,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26a-1-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-26a-2-3p,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
hsa-miR-26a-5p,304.0,2512.0,2070.0,531.0,119.0,1971.0,41.0,291.0,353.0,305.0,2959.0,446.0,337.0,487.0,710.0,934.0,668.0,1103.0,314.0,87.0,115.0,622.0,94.0,1213.0,19.0
hsa-miR-26b-3p,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0
hsa-miR-26b-5p,26.0,266.0,227.0,93.0,8.0,219.0,2.0,33.0,26.0,35.0,614.0,40.0,38.0,86.0,98.0,119.0,145.0,264.0,106.0,18.0,12.0,74.0,17.0,142.0,3.0
hsa-miR-27a-3p,17.0,73.0,42.0,5.0,3.0,126.0,4.0,11.0,9.0,6.0,142.0,32.0,30.0,34.0,52.0,70.0,37.0,47.0,10.0,8.0,2.0,15.0,3.0,39.0,1.0
hsa-miR-27a-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-27b-3p,17.0,178.0,107.0,15.0,10.0,140.0,5.0,20.0,21.0,65.0,329.0,88.0,83.0,133.0,88.0,175.0,171.0,182.0,79.0,37.0,64.0,41.0,9.0,159.0,1.0
hsa-miR-27b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-28-3p,3.0,19.0,21.0,3.0,0.0,23.0,1.0,1.0,8.0,5.0,54.0,1.0,5.0,7.0,3.0,9.0,2.0,6.0,12.0,5.0,4.0,5.0,1.0,6.0,0.0
hsa-miR-28-5p,2.0,29.0,30.0,4.0,0.0,14.0,3.0,3.0,0.0,2.0,22.0,4.0,1.0,7.0,9.0,6.0,6.0,9.0,6.0,1.0,5.0,7.0,1.0,10.0,0.0
hsa-miR-296-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-296-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-299-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29a-3p,49.0,296.0,233.0,78.0,10.0,144.0,8.0,72.0,20.0,50.0,507.0,75.0,86.0,182.0,125.0,311.0,206.0,374.0,181.0,4.0,94.0,65.0,26.0,151.0,4.0
hsa-miR-29a-5p,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0
hsa-miR-29b-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
hsa-miR-29b-2-5p,2.0,3.0,8.0,1.0,0.0,9.0,0.0,0.0,3.0,1.0,12.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,6.0,5.0,2.0,3.0,0.0,7.0,0.0
hsa-miR-29b-3p,155.0,554.0,396.0,168.0,57.0,219.0,7.0,83.0,49.0,123.0,901.0,158.0,152.0,159.0,148.0,401.0,215.0,428.0,256.0,44.0,66.0,109.0,34.0,185.0,3.0
hsa-miR-29c-3p,79.0,314.0,260.0,99.0,24.0,114.0,8.0,53.0,21.0,64.0,612.0,68.0,84.0,79.0,73.0,249.0,144.0,163.0,128.0,10.0,44.0,78.0,20.0,94.0,3.0
hsa-miR-29c-5p,6.0,43.0,46.0,16.0,3.0,24.0,8.0,10.0,4.0,20.0,68.0,8.0,10.0,13.0,8.0,32.0,23.0,28.0,18.0,25.0,20.0,8.0,3.0,13.0,0.0
hsa-miR-301a-3p,1.0,7.0,2.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,7.0,1.0,0.0,2.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0
hsa-miR-302d-3p,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-3064-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3065-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,4.0,0.0
hsa-miR-3065-5p,0.0,7.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,3.0,27.0,1.0,0.0,4.0,0.0,4.0,3.0,8.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0
hsa-miR-3085-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30a-3p,23.0,124.0,116.0,29.0,3.0,100.0,6.0,28.0,24.0,45.0,158.0,45.0,22.0,28.0,49.0,72.0,28.0,33.0,12.0,13.0,19.0,33.0,9.0,91.0,1.0
hsa-miR-30a-5p,608.0,3885.0,4991.0,1024.0,233.0,2442.0,102.0,772.0,459.0,762.0,3519.0,1385.0,794.0,1346.0,2093.0,2678.0,2061.0,2061.0,830.0,436.0,790.0,1203.0,289.0,2100.0,31.0
hsa-miR-30b-3p,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-30b-5p,170.0,912.0,1081.0,294.0,84.0,603.0,39.0,206.0,165.0,287.0,1214.0,463.0,199.0,432.0,536.0,884.0,464.0,765.0,333.0,196.0,368.0,750.0,106.0,1631.0,13.0
hsa-miR-30c-1-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
hsa-miR-30c-2-3p,0.0,9.0,6.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,6.0,2.0,0.0,4.0,1.0,5.0,3.0,1.0,1.0,2.0,0.0,2.0,2.0,3.0,0.0
hsa-miR-30c-5p,399.0,2641.0,3200.0,708.0,129.0,2064.0,71.0,467.0,644.0,571.0,2408.0,820.0,584.0,823.0,1276.0,1648.0,1149.0,1410.0,553.0,314.0,727.0,1412.0,214.0,2527.0,24.0
hsa-miR-30d-5p,239.0,1128.0,1584.0,358.0,93.0,917.0,36.0,212.0,237.0,293.0,1901.0,494.0,286.0,457.0,625.0,1044.0,833.0,892.0,344.0,159.0,409.0,842.0,92.0,1306.0,21.0
hsa-miR-30e-3p,0.0,7.0,3.0,6.0,0.0,3.0,0.0,1.0,1.0,1.0,22.0,2.0,1.0,3.0,8.0,20.0,5.0,2.0,1.0,1.0,3.0,2.0,1.0,8.0,0.0
hsa-miR-30e-5p,29.0,198.0,229.0,47.0,14.0,170.0,5.0,39.0,16.0,31.0,350.0,90.0,41.0,75.0,103.0,169.0,132.0,129.0,68.0,24.0,39.0,59.0,17.0,148.0,2.0
hsa-miR-31-3p,3.0,36.0,23.0,10.0,5.0,23.0,0.0,8.0,2.0,2.0,20.0,6.0,14.0,5.0,13.0,15.0,4.0,12.0,8.0,2.0,3.0,5.0,2.0,13.0,0.0
hsa-miR-31-5p,29.0,136.0,103.0,36.0,14.0,109.0,31.0,19.0,33.0,42.0,92.0,25.0,40.0,33.0,54.0,65.0,34.0,43.0,17.0,16.0,11.0,57.0,26.0,136.0,3.0
hsa-miR-3115,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3135b,1.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3144-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3157-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3173-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3177-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3178,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3182,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
hsa-miR-32-3p,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-32-5p,5.0,19.0,11.0,2.0,0.0,14.0,1.0,3.0,2.0,3.0,14.0,2.0,9.0,8.0,5.0,14.0,16.0,11.0,1.0,0.0,0.0,3.0,1.0,8.0,0.0
hsa-miR-3200-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-320a-3p,14.0,114.0,163.0,26.0,7.0,176.0,67.0,75.0,64.0,68.0,224.0,32.0,35.0,38.0,34.0,60.0,42.0,32.0,40.0,37.0,36.0,39.0,11.0,84.0,3.0
hsa-miR-320b,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0
hsa-miR-320c,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-320d,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-323a-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-324-3p,0.0,3.0,4.0,0.0,0.0,8.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
hsa-miR-324-5p,1.0,4.0,7.0,4.0,1.0,7.0,1.0,2.0,4.0,3.0,46.0,1.0,0.0,4.0,2.0,7.0,4.0,15.0,13.0,0.0,3.0,1.0,3.0,1.0,0.0
hsa-miR-326,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-328-3p,0.0,3.0,3.0,1.0,0.0,4.0,0.0,1.0,3.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0
hsa-miR-330-3p,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-330-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-331-3p,0.0,5.0,4.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0
hsa-miR-331-5p,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-335-3p,0.0,5.0,2.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-335-5p,15.0,85.0,78.0,9.0,0.0,152.0,4.0,8.0,23.0,24.0,433.0,7.0,10.0,20.0,14.0,47.0,40.0,29.0,8.0,6.0,8.0,18.0,2.0,49.0,1.0
hsa-miR-337-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-338-3p,0.0,1.0,5.0,1.0,1.0,3.0,1.0,3.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,21.0,12.0,0.0,4.0,3.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-338-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
hsa-miR-339-3p,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-339-5p,2.0,17.0,15.0,2.0,0.0,6.0,6.0,1.0,5.0,6.0,39.0,6.0,5.0,2.0,10.0,15.0,4.0,14.0,9.0,9.0,7.0,3.0,0.0,13.0,0.0
hsa-miR-33a-3p,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-33a-5p,1.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,17.0,6.0,0.0,3.0,0.0,3.0,1.0,5.0,4.0,0.0,1.0,2.0,0.0,3.0,0.0
hsa-miR-33b-5p,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-340-3p,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
hsa-miR-340-5p,1.0,11.0,8.0,8.0,1.0,8.0,0.0,3.0,1.0,2.0,14.0,5.0,3.0,11.0,13.0,15.0,13.0,27.0,7.0,0.0,1.0,8.0,0.0,7.0,1.0
hsa-miR-342-3p,9.0,96.0,79.0,22.0,2.0,128.0,5.0,7.0,58.0,27.0,186.0,19.0,15.0,17.0,18.0,28.0,40.0,19.0,31.0,10.0,29.0,36.0,6.0,68.0,0.0
hsa-miR-342-5p,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-345-5p,0.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,5.0,3.0,1.0,0.0,1.0,0.0
hsa-miR-34a-3p,0.0,4.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-34a-5p,10.0,75.0,61.0,18.0,36.0,71.0,1.0,6.0,15.0,25.0,250.0,13.0,53.0,19.0,26.0,68.0,29.0,32.0,21.0,10.0,24.0,38.0,9.0,57.0,9.0
hsa-miR-34b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-34b-5p,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3605-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-361-3p,0.0,10.0,10.0,4.0,1.0,17.0,4.0,1.0,4.0,8.0,21.0,3.0,3.0,3.0,4.0,2.0,7.0,12.0,8.0,8.0,2.0,3.0,0.0,13.0,0.0
hsa-miR-361-5p,7.0,17.0,35.0,8.0,0.0,34.0,0.0,9.0,5.0,1.0,50.0,8.0,11.0,7.0,11.0,38.0,30.0,17.0,16.0,1.0,6.0,17.0,1.0,21.0,1.0
hsa-miR-3613-3p,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3613-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3615,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
hsa-miR-3616-3p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-362-3p,1.0,11.0,5.0,2.0,2.0,5.0,0.0,1.0,0.0,3.0,16.0,5.0,0.0,4.0,4.0,27.0,24.0,23.0,3.0,4.0,2.0,5.0,0.0,3.0,0.0
hsa-miR-362-5p,0.0,4.0,2.0,0.0,0.0,4.0,0.0,5.0,1.0,4.0,5.0,0.0,0.0,2.0,5.0,8.0,1.0,0.0,0.0,3.0,5.0,1.0,0.0,4.0,0.0
hsa-miR-3620-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-363-3p,0.0,7.0,27.0,1.0,2.0,9.0,2.0,0.0,0.0,4.0,68.0,2.0,0.0,7.0,8.0,4.0,9.0,30.0,7.0,0.0,3.0,0.0,0.0,6.0,0.0
hsa-miR-363-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3648,1.0,0.0,1.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-365a-3p,3.0,31.0,31.0,11.0,0.0,29.0,1.0,2.0,4.0,4.0,81.0,0.0,2.0,17.0,1.0,27.0,2.0,3.0,1.0,2.0,0.0,6.0,0.0,31.0,0.0
hsa-miR-365a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-365b-3p,3.0,5.0,9.0,0.0,2.0,22.0,0.0,3.0,4.0,5.0,7.0,4.0,3.0,9.0,12.0,3.0,41.0,92.0,59.0,4.0,4.0,20.0,1.0,0.0,0.0
hsa-miR-3664-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-3665,0.0,1.0,4.0,4.0,1.0,3.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
hsa-miR-3679-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-369-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-374a-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-374a-5p,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,2.0,5.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-374b-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-374b-5p,10.0,73.0,3.0,1.0,3.0,1.0,1.0,0.0,2.0,8.0,173.0,11.0,0.0,3.0,0.0,6.0,18.0,7.0,15.0,1.0,1.0,22.0,3.0,46.0,0.0
hsa-miR-374c-3p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-374c-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-375-3p,1.0,34.0,135.0,39.0,0.0,48.0,0.0,2.0,1.0,38.0,542.0,1.0,3.0,28.0,9.0,22.0,32.0,179.0,114.0,0.0,0.0,2.0,0.0,3.0,0.0
hsa-miR-375-5p,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-376a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-376a-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-376b-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-376c-3p,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,0.0,6.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
