miRNA,SRR13716319,SRR13716320,SRR13716321,SRR13716322,SRR13716323
hsa-miR-1538,7.0,43.0,0.0,0.0,2.0
hsa-miR-154-5p,0.0,0.0,0.0,1.0,0.0
hsa-miR-155-5p,326.0,302.0,84.0,42.0,102.0
hsa-miR-15a-5p,18.0,7.0,0.0,1.0,0.0
hsa-miR-15b-3p,70.0,38.0,0.0,4.0,0.0
hsa-miR-15b-5p,116.0,9.0,5.0,8.0,10.0
hsa-miR-16-2-3p,3463.0,1904.0,355.0,233.0,41.0
hsa-miR-16-5p,851.0,465.0,204.0,29.0,249.0
hsa-miR-17-3p,5.0,0.0,1.0,0.0,3.0
hsa-miR-17-5p,171.0,75.0,15.0,9.0,70.0
hsa-miR-181a-2-3p,757.0,402.0,482.0,101.0,10.0
hsa-miR-181a-3p,61.0,33.0,7.0,17.0,10.0
hsa-miR-181a-5p,946.0,1117.0,479.0,213.0,526.0
hsa-miR-181b-2-3p,0.0,0.0,0.0,0.0,1.0
hsa-miR-181b-3p,1.0,0.0,0.0,0.0,0.0
hsa-miR-181b-5p,190.0,160.0,165.0,37.0,301.0
hsa-miR-181c-3p,7.0,0.0,4.0,0.0,2.0
hsa-miR-181c-5p,0.0,0.0,1.0,1.0,1.0
hsa-miR-181d-5p,22.0,6.0,32.0,2.0,29.0
hsa-miR-182-5p,10137.0,2898.0,1930.0,158.0,349.0
hsa-miR-183-5p,6624.0,2115.0,867.0,178.0,1267.0
hsa-miR-184,49.0,2642.0,1.0,59.0,37.0
hsa-miR-1843,371.0,141.0,2.0,33.0,0.0
hsa-miR-185-3p,49.0,30.0,1.0,27.0,5.0
hsa-miR-185-5p,688.0,671.0,765.0,72.0,72.0
hsa-miR-186-5p,1087.0,1042.0,392.0,138.0,255.0
hsa-miR-188-5p,0.0,1.0,1.0,0.0,2.0
hsa-miR-18a-3p,6.0,6.0,1.0,0.0,1.0
hsa-miR-18a-5p,0.0,0.0,0.0,2.0,0.0
hsa-miR-18b-5p,0.0,7.0,0.0,0.0,0.0
hsa-miR-1908-3p,0.0,0.0,0.0,0.0,1.0
hsa-miR-1908-5p,45.0,146.0,4.0,46.0,48.0
hsa-miR-190a-5p,0.0,0.0,0.0,0.0,1.0
hsa-miR-190b-5p,0.0,0.0,0.0,0.0,4.0
hsa-miR-191-3p,28.0,39.0,1.0,32.0,0.0
hsa-miR-191-5p,7978.0,5605.0,2376.0,1564.0,941.0
hsa-miR-1910-3p,1.0,0.0,0.0,0.0,0.0
hsa-miR-1911-5p,0.0,0.0,0.0,0.0,1.0
hsa-miR-192-3p,3.0,0.0,0.0,0.0,2.0
hsa-miR-192-5p,4044.0,2296.0,1076.0,109.0,344.0
hsa-miR-193a-5p,85.0,651.0,18.0,21.0,14.0
hsa-miR-193b-3p,0.0,4.0,2.0,0.0,4.0
hsa-miR-193b-5p,55.0,521.0,4.0,30.0,195.0
hsa-miR-194-3p,3.0,0.0,0.0,0.0,0.0
hsa-miR-194-5p,175.0,212.0,4.0,25.0,15.0
hsa-miR-195-3p,26.0,52.0,14.0,6.0,99.0
hsa-miR-195-5p,0.0,17.0,11.0,2.0,11.0
hsa-miR-196a-3p,0.0,1.0,0.0,0.0,0.0
hsa-miR-196a-5p,1.0,52.0,85.0,7.0,113.0
hsa-miR-196b-3p,0.0,1.0,0.0,0.0,0.0
hsa-miR-196b-5p,13.0,19.0,54.0,7.0,34.0
hsa-miR-197-3p,51.0,38.0,2367.0,34.0,19.0
hsa-miR-197-5p,19.0,11.0,0.0,10.0,1.0
hsa-miR-1976,21.0,26.0,0.0,2.0,0.0
hsa-miR-199a-3p,290.0,48.0,1338.0,145.0,1127.0
hsa-miR-199a-5p,2618.0,1320.0,2954.0,573.0,2903.0
hsa-miR-199b-3p,78.0,215.0,62.0,84.0,606.0
hsa-miR-199b-5p,167.0,98.0,1595.0,17.0,2046.0
hsa-miR-19a-3p,3.0,11.0,3.0,0.0,1.0
hsa-miR-19b-3p,27.0,5.0,10.0,1.0,11.0
hsa-miR-200a-3p,26.0,130.0,8.0,38.0,9.0
hsa-miR-200a-5p,2.0,13.0,0.0,1.0,0.0
hsa-miR-200b-3p,30.0,98.0,3.0,25.0,5.0
hsa-miR-200b-5p,4.0,0.0,0.0,3.0,1.0
hsa-miR-200c-3p,52.0,154.0,42.0,46.0,44.0
hsa-miR-200c-5p,0.0,0.0,1.0,0.0,0.0
hsa-miR-202-5p,0.0,0.0,147.0,0.0,170.0
hsa-miR-203a-3p,15.0,3.0,0.0,4.0,4.0
hsa-miR-204-3p,8.0,46.0,1.0,7.0,74.0
hsa-miR-204-5p,5.0,32.0,4.0,1.0,102.0
hsa-miR-205-5p,4.0,6.0,10.0,13.0,6.0
hsa-miR-206,9.0,16689.0,2.0,3140.0,0.0
hsa-miR-208a-3p,0.0,0.0,0.0,1.0,0.0
hsa-miR-208b-3p,0.0,54.0,0.0,10.0,0.0
hsa-miR-20a-3p,0.0,0.0,1.0,0.0,1.0
hsa-miR-20a-5p,143.0,15.0,810.0,10.0,39.0
hsa-miR-20b-3p,2.0,4.0,0.0,0.0,0.0
hsa-miR-20b-5p,24.0,23.0,1.0,0.0,2.0
hsa-miR-21-3p,1.0,0.0,0.0,2.0,0.0
hsa-miR-21-5p,37426.0,8782.0,15373.0,3403.0,7822.0
hsa-miR-210-3p,6.0,10.0,3.0,2.0,7.0
hsa-miR-2110,524.0,508.0,376.0,73.0,49.0
hsa-miR-2115-3p,4.0,0.0,0.0,0.0,0.0
hsa-miR-2115-5p,1.0,0.0,0.0,1.0,0.0
hsa-miR-212-5p,13.0,0.0,19.0,0.0,21.0
hsa-miR-214-3p,0.0,1.0,3.0,8.0,8.0
hsa-miR-214-5p,0.0,0.0,15.0,1.0,16.0
hsa-miR-215-5p,87.0,216.0,0.0,5.0,0.0
hsa-miR-216b-5p,3.0,4.0,0.0,0.0,0.0
hsa-miR-217-5p,0.0,0.0,0.0,0.0,1.0
hsa-miR-218-5p,0.0,11.0,17.0,0.0,18.0
hsa-miR-219a-1-3p,5.0,0.0,1.0,0.0,0.0
hsa-miR-22-3p,695.0,2857.0,439.0,560.0,266.0
hsa-miR-22-5p,31.0,323.0,38.0,68.0,6.0
hsa-miR-221-3p,2190.0,965.0,1059.0,493.0,139.0
hsa-miR-221-5p,222.0,46.0,1.0,27.0,2.0
hsa-miR-222-3p,13873.0,4816.0,12117.0,2116.0,2687.0
hsa-miR-223-3p,167.0,105.0,7202.0,31.0,73.0
hsa-miR-223-5p,1573.0,1210.0,0.0,252.0,1.0
hsa-miR-224-3p,0.0,0.0,0.0,0.0,2.0
hsa-miR-224-5p,752.0,810.0,109.0,175.0,149.0
hsa-miR-2276-3p,2.0,0.0,0.0,4.0,0.0
hsa-miR-2355-3p,10.0,3.0,2.0,0.0,1.0
hsa-miR-23a-3p,342.0,244.0,84.0,80.0,0.0
hsa-miR-23a-5p,10.0,9.0,177.0,0.0,1.0
hsa-miR-23b-3p,45.0,63.0,22.0,25.0,13.0
hsa-miR-23b-5p,36.0,100.0,2.0,17.0,72.0
hsa-miR-24-1-5p,2.0,5.0,0.0,2.0,0.0
hsa-miR-24-2-5p,29.0,80.0,0.0,10.0,0.0
hsa-miR-24-3p,1378.0,1964.0,261.0,323.0,439.0
hsa-miR-25-3p,30726.0,21058.0,11932.0,2166.0,1733.0
hsa-miR-25-5p,164.0,142.0,44.0,11.0,58.0
hsa-miR-2682-5p,0.0,0.0,0.0,0.0,1.0
hsa-miR-26a-2-3p,11.0,0.0,0.0,0.0,0.0
hsa-miR-26a-5p,71259.0,38539.0,16739.0,9629.0,10276.0
hsa-miR-26b-3p,6.0,8.0,677.0,0.0,7.0
hsa-miR-26b-5p,1459.0,762.0,1111.0,115.0,377.0
hsa-miR-27a-3p,740.0,897.0,426.0,130.0,130.0
hsa-miR-27a-5p,211.0,110.0,0.0,30.0,1.0
hsa-miR-27b-3p,1728.0,1350.0,1423.0,249.0,846.0
hsa-miR-27b-5p,51.0,10.0,3.0,10.0,3.0
hsa-miR-28-3p,690.0,392.0,3584.0,131.0,379.0
hsa-miR-28-5p,24.0,88.0,47.0,11.0,78.0
hsa-miR-296-3p,0.0,15.0,3.0,0.0,4.0
hsa-miR-296-5p,0.0,0.0,1.0,0.0,0.0
hsa-miR-29a-3p,93.0,350.0,366.0,77.0,165.0
hsa-miR-29b-1-5p,0.0,0.0,1.0,0.0,0.0
hsa-miR-29b-2-5p,0.0,1.0,0.0,0.0,0.0
hsa-miR-29b-3p,5.0,20.0,3.0,1.0,4.0
hsa-miR-29c-3p,8.0,11.0,0.0,2.0,1.0
hsa-miR-29c-5p,1.0,10.0,0.0,4.0,201.0
hsa-miR-301a-5p,9.0,0.0,0.0,0.0,1.0
hsa-miR-302a-5p,0.0,0.0,0.0,1.0,0.0
hsa-miR-3064-5p,23.0,0.0,0.0,2.0,0.0
hsa-miR-3074-5p,10.0,0.0,0.0,0.0,0.0
hsa-miR-3085-3p,0.0,0.0,1.0,0.0,0.0
hsa-miR-30a-3p,322.0,278.0,445.0,41.0,315.0
hsa-miR-30a-5p,1593.0,1642.0,2539.0,241.0,2795.0
hsa-miR-30b-3p,20.0,42.0,2.0,7.0,3.0
hsa-miR-30b-5p,190.0,85.0,19.0,35.0,16.0
hsa-miR-30c-1-3p,7.0,14.0,4.0,12.0,5.0
hsa-miR-30c-2-3p,26.0,13.0,63.0,2.0,89.0
hsa-miR-30c-5p,1498.0,1203.0,2755.0,373.0,838.0
hsa-miR-30d-3p,3.0,4.0,4.0,1.0,0.0
hsa-miR-30d-5p,76857.0,39903.0,14630.0,9348.0,5674.0
hsa-miR-30e-3p,1874.0,704.0,1444.0,227.0,140.0
hsa-miR-30e-5p,582.0,820.0,267.0,171.0,339.0
hsa-miR-31-3p,0.0,0.0,2.0,0.0,0.0
hsa-miR-31-5p,1.0,1.0,23.0,1.0,30.0
hsa-miR-3115,2.0,0.0,0.0,0.0,0.0
hsa-miR-3120-3p,6.0,0.0,0.0,0.0,0.0
hsa-miR-3122,0.0,6.0,0.0,0.0,0.0
hsa-miR-3124-5p,8.0,11.0,0.0,6.0,1.0
hsa-miR-3127-5p,6.0,11.0,2.0,0.0,1.0
hsa-miR-3130-3p,0.0,8.0,0.0,0.0,0.0
hsa-miR-3132,0.0,2.0,0.0,0.0,0.0
hsa-miR-3135a,4.0,0.0,0.0,0.0,0.0
hsa-miR-3138,4.0,0.0,0.0,0.0,0.0
hsa-miR-3140-3p,5.0,0.0,0.0,0.0,0.0
hsa-miR-3141,0.0,0.0,0.0,0.0,1.0
hsa-miR-3143,12.0,7.0,0.0,0.0,0.0
hsa-miR-3149,7.0,0.0,0.0,0.0,0.0
hsa-miR-3150b-3p,5.0,0.0,0.0,0.0,0.0
hsa-miR-3151-5p,4.0,8.0,0.0,0.0,0.0
hsa-miR-3154,1.0,3.0,0.0,0.0,0.0
hsa-miR-3155a,0.0,0.0,1.0,0.0,0.0
hsa-miR-3157-3p,0.0,0.0,0.0,0.0,1.0
hsa-miR-3158-3p,1115.0,573.0,0.0,0.0,83.0
hsa-miR-3163,5.0,6.0,0.0,0.0,0.0
hsa-miR-3164,1.0,6.0,0.0,1.0,0.0
hsa-miR-3173-5p,6.0,3.0,0.0,2.0,0.0
hsa-miR-3174,4.0,0.0,0.0,0.0,0.0
hsa-miR-3175,0.0,18.0,0.0,0.0,0.0
hsa-miR-3177-3p,62.0,21.0,3.0,5.0,1.0
hsa-miR-3178,0.0,1.0,0.0,0.0,0.0
hsa-miR-3179,0.0,18.0,0.0,0.0,0.0
hsa-miR-3187-3p,1.0,15.0,2.0,0.0,5.0
hsa-miR-3187-5p,0.0,0.0,0.0,0.0,1.0
hsa-miR-3190-3p,4.0,0.0,0.0,0.0,0.0
hsa-miR-3191-3p,1.0,0.0,0.0,0.0,0.0
hsa-miR-3192-5p,3.0,0.0,0.0,0.0,0.0
hsa-miR-3194-3p,2.0,0.0,0.0,0.0,0.0
hsa-miR-3198,6.0,7.0,0.0,0.0,2.0
hsa-miR-3199,0.0,10.0,0.0,0.0,0.0
hsa-miR-32-3p,2.0,0.0,0.0,0.0,0.0
hsa-miR-32-5p,0.0,0.0,13.0,0.0,20.0
hsa-miR-320a-3p,7460.0,6106.0,5576.0,806.0,2458.0
hsa-miR-320b,534.0,1614.0,666.0,249.0,345.0
hsa-miR-320c,294.0,193.0,27.0,65.0,42.0
hsa-miR-320d,20.0,150.0,3.0,1.0,4.0
hsa-miR-320e,0.0,1.0,0.0,0.0,0.0
hsa-miR-323a-3p,152.0,69.0,17.0,22.0,17.0
hsa-miR-323a-5p,2.0,5.0,3.0,0.0,0.0
hsa-miR-323b-3p,160.0,85.0,204.0,40.0,0.0
hsa-miR-324-3p,0.0,1.0,0.0,0.0,0.0
hsa-miR-324-5p,36.0,0.0,0.0,5.0,1.0
hsa-miR-326,14.0,8.0,2.0,0.0,1.0
hsa-miR-328-3p,322.0,541.0,3078.0,258.0,747.0
hsa-miR-328-5p,0.0,0.0,0.0,0.0,1.0
hsa-miR-329-3p,7.0,0.0,0.0,0.0,0.0
hsa-miR-329-5p,5.0,0.0,0.0,0.0,0.0
hsa-miR-330-3p,69.0,30.0,15.0,14.0,12.0
hsa-miR-330-5p,17.0,26.0,3.0,16.0,9.0
hsa-miR-331-3p,2.0,7.0,1.0,0.0,1.0
hsa-miR-331-5p,7.0,2.0,2.0,4.0,0.0
hsa-miR-335-3p,207.0,108.0,176.0,64.0,6.0
hsa-miR-335-5p,4.0,1.0,0.0,1.0,0.0
hsa-miR-337-3p,0.0,6.0,1.0,0.0,1.0
hsa-miR-338-5p,1.0,0.0,0.0,0.0,0.0
hsa-miR-339-3p,107.0,123.0,6.0,18.0,17.0
hsa-miR-339-5p,63.0,78.0,165.0,10.0,20.0
hsa-miR-33a-3p,0.0,0.0,1.0,0.0,1.0
hsa-miR-33b-5p,0.0,1.0,0.0,0.0,0.0
hsa-miR-340-3p,140.0,42.0,304.0,32.0,88.0
hsa-miR-340-5p,168.0,50.0,73.0,12.0,88.0
hsa-miR-342-3p,78.0,69.0,530.0,43.0,10.0
hsa-miR-342-5p,1077.0,2243.0,567.0,546.0,341.0
hsa-miR-345-5p,21.0,25.0,8.0,0.0,2.0
hsa-miR-346,0.0,0.0,1.0,0.0,1.0
hsa-miR-34a-3p,0.0,0.0,0.0,0.0,1.0
hsa-miR-34a-5p,0.0,0.0,2.0,1.0,1.0
hsa-miR-34b-3p,0.0,1.0,1.0,3.0,0.0
hsa-miR-34c-5p,0.0,17.0,29.0,12.0,45.0
hsa-miR-3605-3p,34.0,48.0,5.0,19.0,2.0
hsa-miR-3605-5p,23.0,29.0,0.0,1.0,0.0
hsa-miR-361-3p,781.0,701.0,701.0,213.0,339.0
hsa-miR-361-5p,34.0,18.0,14.0,3.0,14.0
hsa-miR-3613-3p,0.0,0.0,0.0,1.0,0.0
hsa-miR-3613-5p,5.0,23.0,13.0,3.0,23.0
hsa-miR-3614-5p,11.0,23.0,0.0,0.0,0.0
hsa-miR-3615,791.0,813.0,643.0,95.0,204.0
hsa-miR-3619-3p,0.0,0.0,0.0,0.0,3.0
hsa-miR-362-5p,1.0,27.0,3.0,4.0,0.0
hsa-miR-3620-5p,6.0,0.0,1.0,0.0,0.0
hsa-miR-363-3p,3654.0,1903.0,45.0,149.0,214.0
hsa-miR-363-5p,57.0,53.0,0.0,5.0,0.0
hsa-miR-3648,0.0,0.0,2.0,0.0,1.0
hsa-miR-365a-3p,0.0,1.0,0.0,0.0,1.0
hsa-miR-365a-5p,2.0,84.0,268.0,8.0,111.0
hsa-miR-365b-3p,0.0,5.0,0.0,0.0,0.0
hsa-miR-365b-5p,10.0,25.0,1.0,0.0,2.0
hsa-miR-3675-5p,2.0,0.0,0.0,0.0,0.0
hsa-miR-3678-5p,12.0,0.0,0.0,0.0,0.0
hsa-miR-3679-5p,23.0,8.0,0.0,8.0,0.0
hsa-miR-3680-3p,0.0,8.0,0.0,0.0,0.0
hsa-miR-3682-3p,4.0,6.0,0.0,0.0,0.0
hsa-miR-3683,1.0,0.0,0.0,0.0,0.0
hsa-miR-3685,0.0,5.0,0.0,0.0,0.0
hsa-miR-3688-3p,5.0,0.0,0.0,0.0,0.0
hsa-miR-369-3p,24.0,4.0,0.0,0.0,0.0
hsa-miR-369-5p,6.0,3.0,0.0,4.0,0.0
hsa-miR-3690,31.0,2.0,0.0,0.0,0.0
hsa-miR-3691-5p,17.0,3.0,0.0,0.0,0.0
hsa-miR-370-3p,220.0,187.0,28.0,56.0,109.0
hsa-miR-370-5p,2.0,0.0,0.0,0.0,0.0
hsa-miR-371b-5p,7.0,0.0,0.0,0.0,0.0
hsa-miR-374a-3p,38.0,0.0,0.0,0.0,0.0
hsa-miR-374a-5p,70.0,23.0,18.0,11.0,29.0
hsa-miR-374b-5p,101.0,37.0,7.0,0.0,2.0
hsa-miR-375-3p,216.0,1089.0,8187.0,62.0,10409.0
hsa-miR-377-3p,0.0,0.0,2.0,0.0,1.0
hsa-miR-377-5p,0.0,0.0,45.0,0.0,1.0
hsa-miR-378a-3p,476.0,4170.0,707.0,737.0,417.0
hsa-miR-378a-5p,5.0,94.0,11.0,26.0,3.0
hsa-miR-378b,0.0,0.0,0.0,1.0,0.0
hsa-miR-378c,18.0,109.0,6.0,46.0,13.0
hsa-miR-378d,2.0,152.0,2.0,3.0,1.0
hsa-miR-378e,1.0,2.0,0.0,1.0,0.0
hsa-miR-378f,1.0,0.0,0.0,1.0,0.0
hsa-miR-379-3p,2.0,1.0,13.0,2.0,14.0
hsa-miR-379-5p,147.0,123.0,591.0,40.0,720.0
hsa-miR-381-3p,59.0,299.0,565.0,43.0,272.0
hsa-miR-382-3p,57.0,42.0,9.0,0.0,4.0
hsa-miR-382-5p,337.0,153.0,18.0,61.0,20.0
hsa-miR-383-5p,0.0,1.0,1.0,0.0,0.0
