miRNA,SRR12327084,SRR12327085,SRR12327086,SRR12327087,SRR12327088,SRR12327089,SRR12327090,SRR12327093,SRR12327098,SRR12327099,SRR12327100,SRR12327101,SRR12327102,SRR12327103,SRR12327104,SRR12327105
hsa-miR-10396a-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,14.0,109.0,42.0,91.0,52.0,0.0,0.0
hsa-miR-10396a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0
hsa-miR-10396b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,62.0,71.0,55.0,39.0,59.0,0.0,0.0
hsa-miR-10397-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10399-3p,44.0,76.0,136.0,112.0,90.0,250.0,139.0,93.0,6.0,1.0,5.0,1.0,4.0,5.0,82.0,61.0
hsa-miR-10399-5p,1.0,2.0,5.0,1.0,4.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
hsa-miR-103a-2-5p,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0
hsa-miR-103a-3p,2418.0,3752.0,361.0,23102.0,870.0,11297.0,4853.0,898.0,857.0,6.0,9.0,623.0,546.0,141.0,3774.0,1692.0
hsa-miR-10400-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10401-3p,2.0,4.0,11.0,12.0,6.0,7.0,0.0,3.0,126.0,137.0,340.0,44.0,118.0,55.0,0.0,0.0
hsa-miR-10401-5p,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,3.0,2.0,6.0,5.0,1.0,0.0
hsa-miR-105-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-105-5p,0.0,0.0,18.0,0.0,0.0,5.0,8.0,0.0,3.0,2.0,1.0,54.0,58.0,72.0,0.0,0.0
hsa-miR-10527-5p,0.0,1.0,2.0,6.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
hsa-miR-106a-3p,4.0,2.0,9.0,7.0,1.0,1.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-106a-5p,61.0,44.0,218.0,245.0,23.0,65.0,115.0,29.0,1.0,0.0,1.0,1.0,5.0,10.0,47.0,17.0
hsa-miR-106b-3p,1081.0,1692.0,3742.0,2750.0,1108.0,3640.0,2774.0,1987.0,642.0,455.0,531.0,194.0,299.0,230.0,2654.0,1253.0
hsa-miR-106b-5p,390.0,385.0,1172.0,1649.0,192.0,536.0,940.0,399.0,237.0,243.0,253.0,226.0,248.0,336.0,290.0,40.0
hsa-miR-107,41.0,40.0,186.0,424.0,98.0,93.0,507.0,6.0,31.0,13.0,36.0,10.0,19.0,100.0,23.0,7.0
hsa-miR-10a-3p,32.0,61.0,108.0,105.0,25.0,16.0,42.0,11.0,1.0,1.0,1.0,56.0,70.0,63.0,6.0,4.0
hsa-miR-10a-5p,7805.0,14185.0,14959.0,21929.0,5000.0,8029.0,14115.0,5258.0,83.0,68.0,94.0,1975.0,2703.0,2249.0,4715.0,2402.0
hsa-miR-10b-3p,39.0,34.0,19.0,60.0,11.0,4.0,12.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0
hsa-miR-10b-5p,13787.0,11616.0,11069.0,30064.0,6368.0,8352.0,20786.0,7385.0,36.0,28.0,64.0,175.0,223.0,169.0,6168.0,2859.0
hsa-miR-11400,32.0,217.0,180.0,3140.0,79.0,604.0,288.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,248.0
hsa-miR-11401,54.0,61.0,222.0,85.0,31.0,494.0,342.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0,91.0
hsa-miR-1178-3p,0.0,0.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-1180-3p,1263.0,705.0,1512.0,1033.0,359.0,726.0,615.0,895.0,153.0,131.0,180.0,14.0,18.0,31.0,1139.0,164.0
hsa-miR-1181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1183,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1185-1-3p,34.0,58.0,28.0,78.0,126.0,48.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0
hsa-miR-1185-2-3p,0.0,5.0,0.0,8.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
hsa-miR-1185-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1193,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
hsa-miR-1197,1.0,13.0,7.0,9.0,7.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
hsa-miR-12113,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12114,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12121,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,0.0,0.0,7.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,1.0
hsa-miR-122-3p,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-5p,3487.0,41626.0,127629.0,25609.0,7847.0,4082.0,44892.0,36058.0,11.0,57.0,12.0,1.0,1.0,2.0,61391.0,7745.0
hsa-miR-1224-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1225-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1226-3p,0.0,9.0,21.0,14.0,4.0,2.0,7.0,5.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0
hsa-miR-1227-3p,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,2.0,6.0,10.0,7.0,12.0,18.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-5p,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1233-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1233-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1234-3p,3.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1236-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1236-5p,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1237-5p,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1238-3p,1.0,2.0,0.0,3.0,1.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
hsa-miR-124-3p,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,51.0,23.0,84.0,656.0,44.0,10.0,15.0,15.0,22859.0,12127.0,11974.0,1191.0,702.0,1495.0,1.0,6.0
hsa-miR-1247-5p,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,2.0,0.0,0.0
hsa-miR-1248,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,53.0,28.0,98.0,6.0,2.0,1.0,0.0,0.0
hsa-miR-1249-3p,1.0,0.0,5.0,8.0,7.0,4.0,0.0,1.0,4.0,1.0,4.0,0.0,0.0,3.0,0.0,0.0
hsa-miR-1250-5p,6.0,24.0,17.0,17.0,28.0,44.0,4.0,0.0,3.0,2.0,0.0,3.0,11.0,5.0,13.0,4.0
hsa-miR-1252-5p,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255a,14.0,14.0,51.0,46.0,47.0,68.0,91.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,3.0
hsa-miR-1255b-5p,47.0,65.0,66.0,78.0,26.0,58.0,265.0,86.0,2.0,1.0,1.0,0.0,0.0,0.0,102.0,16.0
hsa-miR-1256,0.0,3.0,3.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
hsa-miR-1258,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,32.0,43.0,121.0,50.0,35.0,33.0,76.0,41.0,11.0,13.0,8.0,8.0,12.0,9.0,55.0,11.0
hsa-miR-125a-5p,2764.0,2372.0,5772.0,8712.0,1670.0,2853.0,3122.0,1207.0,409.0,262.0,444.0,177.0,257.0,316.0,1517.0,360.0
hsa-miR-125b-1-3p,4.0,5.0,3.0,2.0,1.0,2.0,4.0,13.0,2.0,1.0,2.0,6.0,6.0,7.0,17.0,10.0
hsa-miR-125b-2-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
hsa-miR-125b-5p,572.0,1816.0,1025.0,1113.0,356.0,262.0,270.0,202.0,127.0,101.0,121.0,245.0,334.0,390.0,282.0,113.0
hsa-miR-126-3p,40090.0,70077.0,692470.0,493823.0,111836.0,343013.0,384093.0,135662.0,963.0,731.0,914.0,369.0,301.0,453.0,222168.0,40009.0
hsa-miR-126-5p,836.0,1288.0,4862.0,4333.0,2089.0,472.0,497.0,179.0,46.0,36.0,24.0,11.0,33.0,36.0,327.0,30.0
hsa-miR-1260b,2.0,10.0,35.0,26.0,18.0,20.0,0.0,6.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0
hsa-miR-1262,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,7.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1266-5p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0
hsa-miR-1268a,0.0,2.0,81.0,13.0,0.0,26.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1268b,1.0,1.0,11.0,1.0,1.0,6.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
hsa-miR-1269a,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1269b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0
hsa-miR-127-3p,142.0,266.0,527.0,406.0,832.0,628.0,150.0,23.0,4.0,7.0,8.0,3.0,7.0,3.0,227.0,79.0
hsa-miR-127-5p,2.0,0.0,5.0,18.0,11.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-1270,4.0,7.0,14.0,7.0,5.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1271-5p,16.0,55.0,72.0,44.0,29.0,30.0,26.0,2.0,3.0,5.0,6.0,0.0,0.0,0.0,35.0,7.0
hsa-miR-1273c,2.0,4.0,4.0,5.0,3.0,12.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
hsa-miR-1273h-3p,132.0,308.0,394.0,437.0,319.0,815.0,98.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,84.0
hsa-miR-1273h-5p,28.0,92.0,84.0,73.0,87.0,182.0,28.0,21.0,1.0,1.0,1.0,0.0,0.0,2.0,33.0,32.0
hsa-miR-1275,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1276,0.0,1.0,0.0,1.0,1.0,6.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,0.0
hsa-miR-1277-3p,12.0,6.0,44.0,78.0,27.0,21.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
hsa-miR-1278,25.0,23.0,123.0,91.0,13.0,112.0,126.0,47.0,4.0,7.0,8.0,7.0,4.0,6.0,29.0,8.0
hsa-miR-128-1-5p,0.0,2.0,3.0,5.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0
hsa-miR-128-3p,9335.0,28673.0,44557.0,59015.0,14811.0,76579.0,28894.0,14202.0,514.0,586.0,669.0,262.0,224.0,314.0,23625.0,6120.0
hsa-miR-1283,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,28.0,24.0,21.0,4.0,0.0
hsa-miR-1284,37.0,29.0,91.0,76.0,13.0,17.0,8.0,16.0,2.0,0.0,1.0,0.0,0.0,0.0,21.0,2.0
hsa-miR-1285-3p,143.0,109.0,323.0,230.0,69.0,224.0,203.0,209.0,4.0,5.0,1.0,1.0,2.0,8.0,248.0,70.0
hsa-miR-1285-5p,2.0,4.0,16.0,3.0,2.0,14.0,0.0,7.0,4.0,4.0,9.0,8.0,5.0,8.0,9.0,0.0
hsa-miR-1286,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1287-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1287-5p,69.0,68.0,75.0,76.0,96.0,77.0,16.0,15.0,22.0,11.0,24.0,9.0,9.0,7.0,31.0,9.0
hsa-miR-1288-3p,2.0,9.0,15.0,14.0,4.0,26.0,26.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,14.0
hsa-miR-1289,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
hsa-miR-129-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-129-2-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-129-5p,39.0,31.0,19.0,25.0,25.0,25.0,148.0,30.0,2.0,0.0,1.0,0.0,0.0,0.0,27.0,23.0
hsa-miR-1290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1291,8.0,6.0,0.0,11.0,22.0,11.0,8.0,1.0,12.0,8.0,21.0,74.0,111.0,75.0,0.0,2.0
hsa-miR-1292-5p,47.0,48.0,35.0,72.0,46.0,26.0,31.0,42.0,3.0,6.0,3.0,2.0,5.0,1.0,72.0,25.0
hsa-miR-1293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,0.0
hsa-miR-1294,53.0,62.0,117.0,89.0,24.0,78.0,83.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,15.0
hsa-miR-1295a,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-1296-5p,4.0,6.0,15.0,9.0,16.0,3.0,0.0,1.0,13.0,17.0,11.0,10.0,14.0,10.0,0.0,1.0
hsa-miR-1297,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1298-5p,2.0,1.0,4.0,4.0,1.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0
hsa-miR-1299,5.0,2.0,5.0,19.0,9.0,45.0,83.0,680.0,2.0,3.0,2.0,1.0,1.0,2.0,12.0,44.0
hsa-miR-1301-3p,244.0,610.0,793.0,939.0,1152.0,920.0,293.0,265.0,9.0,9.0,8.0,1.0,3.0,2.0,392.0,216.0
hsa-miR-1302,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1303,27.0,40.0,53.0,33.0,8.0,37.0,23.0,5.0,40.0,42.0,34.0,11.0,24.0,23.0,19.0,0.0
hsa-miR-1304-3p,0.0,0.0,0.0,1.0,0.0,1.0,2.0,11.0,0.0,0.0,0.0,4.0,6.0,6.0,0.0,0.0
hsa-miR-1304-5p,70.0,106.0,230.0,176.0,75.0,210.0,106.0,112.0,9.0,6.0,2.0,3.0,5.0,4.0,221.0,55.0
hsa-miR-1305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1306-3p,10.0,28.0,47.0,51.0,25.0,97.0,55.0,91.0,2.0,0.0,0.0,0.0,0.0,0.0,84.0,33.0
hsa-miR-1306-5p,8.0,12.0,4.0,9.0,14.0,15.0,4.0,15.0,3.0,0.0,1.0,0.0,0.0,2.0,11.0,6.0
hsa-miR-1307-3p,1929.0,5199.0,9706.0,9003.0,8987.0,16108.0,2459.0,3796.0,269.0,182.0,227.0,105.0,130.0,147.0,3420.0,3138.0
hsa-miR-1307-5p,30.0,47.0,338.0,204.0,76.0,171.0,29.0,23.0,12.0,13.0,18.0,20.0,22.0,20.0,6.0,9.0
hsa-miR-130a-3p,140.0,211.0,347.0,374.0,221.0,173.0,87.0,19.0,41.0,43.0,39.0,58.0,64.0,91.0,147.0,23.0
hsa-miR-130a-5p,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0
hsa-miR-130b-3p,49.0,82.0,418.0,120.0,71.0,21.0,46.0,46.0,14.0,19.0,23.0,9.0,7.0,15.0,59.0,9.0
hsa-miR-130b-5p,168.0,642.0,1633.0,1940.0,485.0,2086.0,640.0,524.0,50.0,36.0,64.0,6.0,6.0,10.0,1853.0,419.0
hsa-miR-132-3p,16.0,7.0,18.0,21.0,12.0,19.0,8.0,3.0,16.0,9.0,15.0,187.0,271.0,225.0,16.0,0.0
hsa-miR-132-5p,34.0,20.0,94.0,77.0,33.0,61.0,163.0,92.0,2.0,5.0,7.0,32.0,32.0,33.0,254.0,25.0
hsa-miR-1323,4.0,3.0,3.0,9.0,3.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0
hsa-miR-133a-3p,74.0,218.0,300.0,94.0,310.0,113.0,56.0,33.0,13.0,3.0,7.0,1.0,2.0,1.0,75.0,39.0
hsa-miR-133a-5p,3.0,3.0,7.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-133b,1.0,5.0,6.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
hsa-miR-134-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
hsa-miR-134-5p,187.0,900.0,739.0,1082.0,2323.0,1110.0,239.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,850.0,249.0
hsa-miR-1343-3p,2.0,4.0,25.0,34.0,12.0,24.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0
hsa-miR-135a-2-3p,0.0,0.0,0.0,0.0,0.0,5.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0
hsa-miR-135a-3p,0.0,1.0,1.0,2.0,6.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-135a-5p,13.0,0.0,18.0,24.0,9.0,5.0,13.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,1.0
hsa-miR-135b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135b-5p,2.0,0.0,7.0,27.0,0.0,0.0,4.0,0.0,81.0,100.0,98.0,13.0,11.0,14.0,0.0,0.0
hsa-miR-136-3p,46.0,110.0,89.0,99.0,187.0,48.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,14.0,2.0
hsa-miR-136-5p,12.0,38.0,149.0,134.0,103.0,85.0,68.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,6.0
hsa-miR-137-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
