miRNA,SRR2153500,SRR2153501,SRR2153502,SRR2153503,SRR2153504,SRR2153505,SRR2153506,SRR2153507
hsa-miR-181c-5p,676.0,601.0,1372.0,1254.0,1193.0,1167.0,587.0,463.0
hsa-miR-181d-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181d-5p,815.0,756.0,1428.0,1271.0,405.0,395.0,211.0,221.0
hsa-miR-182-3p,7.0,2.0,20.0,10.0,5.0,5.0,4.0,3.0
hsa-miR-182-5p,58476.0,57468.0,78631.0,76873.0,32988.0,32138.0,78394.0,77351.0
hsa-miR-183-3p,205.0,206.0,434.0,439.0,69.0,77.0,58.0,47.0
hsa-miR-183-5p,11050.0,10756.0,15534.0,15197.0,3794.0,3720.0,8781.0,8833.0
hsa-miR-184,9.0,10.0,16.0,22.0,31.0,36.0,22.0,17.0
hsa-miR-1843,45.0,32.0,61.0,82.0,48.0,47.0,26.0,19.0
hsa-miR-185-3p,19.0,15.0,13.0,7.0,1.0,0.0,0.0,0.0
hsa-miR-185-5p,10.0,9.0,21.0,23.0,5.0,6.0,2.0,2.0
hsa-miR-186-3p,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
hsa-miR-186-5p,34855.0,33455.0,56561.0,54669.0,19082.0,18321.0,34882.0,33706.0
hsa-miR-187-3p,225.0,182.0,65.0,47.0,0.0,0.0,1.0,0.0
hsa-miR-187-5p,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-188-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-188-5p,45.0,45.0,45.0,46.0,2.0,0.0,0.0,0.0
hsa-miR-18a-3p,49.0,58.0,88.0,108.0,7.0,2.0,1.0,0.0
hsa-miR-18a-5p,474.0,458.0,621.0,622.0,32.0,40.0,81.0,94.0
hsa-miR-18b-5p,22.0,6.0,37.0,7.0,2.0,0.0,2.0,3.0
hsa-miR-190a-3p,3.0,5.0,5.0,3.0,3.0,2.0,15.0,28.0
hsa-miR-190a-5p,1.0,1.0,1.0,0.0,0.0,2.0,16.0,11.0
hsa-miR-190b-5p,89.0,100.0,118.0,98.0,57.0,64.0,104.0,85.0
hsa-miR-191-3p,78.0,92.0,47.0,56.0,0.0,0.0,1.0,0.0
hsa-miR-191-5p,61590.0,59699.0,108981.0,105052.0,6205.0,6035.0,1913.0,1849.0
hsa-miR-1910-3p,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-1910-5p,15.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1911-5p,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-1913,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1914-3p,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1915-5p,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
hsa-miR-192-3p,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-192-5p,8686.0,8333.0,16577.0,16159.0,1253.0,1126.0,824.0,803.0
hsa-miR-193a-3p,225.0,197.0,492.0,457.0,5.0,3.0,1.0,4.0
hsa-miR-193a-5p,20.0,17.0,0.0,3.0,0.0,1.0,0.0,0.0
hsa-miR-193b-3p,2735.0,2668.0,899.0,828.0,2.0,1.0,1.0,0.0
hsa-miR-193b-5p,91.0,96.0,21.0,23.0,0.0,1.0,1.0,0.0
hsa-miR-194-5p,35.0,38.0,43.0,63.0,11.0,13.0,5.0,11.0
hsa-miR-195-3p,9.0,8.0,10.0,5.0,0.0,0.0,0.0,0.0
hsa-miR-195-5p,66.0,57.0,94.0,85.0,29.0,25.0,30.0,23.0
hsa-miR-196a-1-3p,10.0,13.0,24.0,24.0,19.0,17.0,45.0,36.0
hsa-miR-196a-3p,3.0,6.0,5.0,9.0,0.0,0.0,1.0,0.0
hsa-miR-196a-5p,272.0,256.0,268.0,286.0,343.0,352.0,699.0,682.0
hsa-miR-196b-3p,4.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-196b-5p,173.0,183.0,235.0,210.0,379.0,400.0,478.0,406.0
hsa-miR-197-3p,564.0,524.0,732.0,684.0,39.0,44.0,5.0,12.0
hsa-miR-197-5p,5.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0
hsa-miR-1976,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-199a-3p,289.0,103.0,512.0,612.0,370.0,456.0,157.0,176.0
hsa-miR-199a-5p,28.0,63.0,100.0,102.0,3.0,3.0,3.0,1.0
hsa-miR-199b-3p,40.0,177.0,119.0,42.0,90.0,2.0,58.0,35.0
hsa-miR-199b-5p,12.0,17.0,37.0,53.0,16.0,14.0,43.0,31.0
hsa-miR-19a-3p,4026.0,3765.0,5264.0,5168.0,606.0,603.0,1730.0,1706.0
hsa-miR-19a-5p,20.0,19.0,35.0,48.0,8.0,9.0,24.0,21.0
hsa-miR-19b-1-5p,1.0,0.0,0.0,3.0,1.0,4.0,1.0,1.0
hsa-miR-19b-3p,6174.0,5958.0,9069.0,8705.0,2132.0,2135.0,1927.0,1862.0
hsa-miR-200a-3p,1833.0,1700.0,2924.0,2816.0,4001.0,3988.0,5878.0,5552.0
hsa-miR-200a-5p,17.0,16.0,16.0,18.0,30.0,18.0,2.0,5.0
hsa-miR-200b-3p,350.0,336.0,657.0,657.0,676.0,607.0,1541.0,1432.0
hsa-miR-200b-5p,14.0,13.0,15.0,18.0,41.0,48.0,4.0,3.0
hsa-miR-200c-3p,870.0,849.0,1419.0,1435.0,1403.0,1320.0,1616.0,1626.0
hsa-miR-200c-5p,4.0,1.0,4.0,1.0,0.0,2.0,0.0,0.0
hsa-miR-202-5p,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0
hsa-miR-203a-3p,422.0,768.0,3537.0,2697.0,881.0,1896.0,5285.0,3970.0
hsa-miR-203a-5p,0.0,0.0,0.0,2.0,0.0,7.0,2.0,3.0
hsa-miR-203b-3p,0.0,0.0,0.0,0.0,100.0,72.0,67.0,57.0
hsa-miR-204-5p,7.0,7.0,7.0,10.0,5.0,2.0,3.0,1.0
hsa-miR-205-3p,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-205-5p,177.0,156.0,460.0,431.0,12.0,23.0,3.0,1.0
hsa-miR-208b-3p,43.0,41.0,83.0,75.0,6.0,9.0,9.0,16.0
hsa-miR-20a-3p,7.0,4.0,3.0,3.0,1.0,0.0,3.0,3.0
hsa-miR-20a-5p,1406.0,1298.0,1537.0,1526.0,1877.0,1757.0,2566.0,2433.0
hsa-miR-20b-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-20b-5p,3.0,6.0,9.0,6.0,0.0,2.0,0.0,0.0
hsa-miR-21-3p,37321.0,36113.0,22105.0,21552.0,855.0,829.0,82.0,69.0
hsa-miR-21-5p,813411.0,774419.0,1012086.0,965202.0,419715.0,401228.0,799956.0,765661.0
hsa-miR-210-3p,1906.0,1809.0,252.0,252.0,7.0,2.0,1.0,0.0
hsa-miR-210-5p,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-211-5p,3.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0
hsa-miR-2110,11.0,18.0,1.0,5.0,0.0,0.0,0.0,0.0
hsa-miR-2113,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0
hsa-miR-2114-3p,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-2114-5p,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
hsa-miR-2115-3p,5.0,5.0,8.0,5.0,0.0,0.0,0.0,0.0
hsa-miR-2116-3p,1.0,4.0,7.0,5.0,1.0,3.0,0.0,0.0
hsa-miR-2116-5p,2.0,2.0,11.0,13.0,5.0,3.0,2.0,3.0
hsa-miR-212-3p,26.0,19.0,34.0,22.0,1.0,2.0,0.0,0.0
hsa-miR-212-5p,2.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0
hsa-miR-214-3p,5.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0
hsa-miR-214-5p,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-215-5p,104.0,111.0,270.0,191.0,6.0,20.0,55.0,43.0
hsa-miR-216a-3p,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-216a-5p,4.0,4.0,5.0,5.0,2.0,3.0,1.0,1.0
hsa-miR-216b-5p,0.0,0.0,6.0,9.0,2.0,0.0,0.0,0.0
hsa-miR-217-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-217-5p,0.0,2.0,5.0,4.0,1.0,1.0,0.0,2.0
hsa-miR-218-1-3p,40.0,51.0,63.0,60.0,1.0,1.0,0.0,1.0
hsa-miR-218-5p,1053.0,962.0,1794.0,1752.0,31.0,14.0,41.0,36.0
hsa-miR-219a-1-3p,17.0,6.0,24.0,18.0,3.0,2.0,2.0,1.0
hsa-miR-219a-5p,38.0,31.0,58.0,54.0,10.0,5.0,5.0,9.0
hsa-miR-219b-3p,9.0,6.0,5.0,6.0,1.0,0.0,1.0,1.0
