miRNA,SRR3130770,SRR3130771,SRR3130772,SRR3130773,SRR3130774,SRR3130775,SRR3130776,SRR3130777,SRR3130778,SRR3130779,SRR3130780,SRR3130781,SRR3130782
hsa-miR-1185-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.75,0.0,0.0
hsa-miR-12136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,23.8
hsa-miR-122-3p,43.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-3p,43.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8
hsa-miR-124-3p,0.0,0.0,0.0,0.0,49.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8
hsa-miR-1246,0.0,45.06,0.0,0.0,0.0,0.0,0.0,0.0,32.46,0.0,0.0,0.0,0.0
hsa-miR-1247-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.65,0.0,0.0,0.0
hsa-miR-1249-3p,86.71,0.0,0.0,71.5,0.0,86.28,0.0,32.39,0.0,0.0,0.0,0.0,23.8
hsa-miR-125a-5p,3988.55,811.1,1485.67,643.52,1030.52,2070.75,1491.15,1748.87,1168.64,216.53,717.78,377.11,690.13
hsa-miR-125b-1-3p,0.0,45.06,0.0,0.0,0.0,43.14,0.0,0.0,0.0,0.0,21.75,7.25,0.0
hsa-miR-125b-5p,1734.15,15658.8,2372.28,1108.29,5643.34,7506.47,4287.05,9489.26,6589.84,584.62,2066.34,565.67,3069.89
hsa-miR-126-3p,43.35,0.0,0.0,0.0,0.0,0.0,0.0,32.39,0.0,0.0,0.0,7.25,0.0
hsa-miR-1260b,0.0,157.71,23.96,0.0,98.15,43.14,248.52,97.16,97.39,0.0,0.0,14.5,71.39
hsa-miR-1271-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.65,0.0,0.0,0.0
hsa-miR-1275,0.0,22.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1285-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.75,0.0,0.0
hsa-miR-1285-5p,0.0,22.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,0.0,0.0,0.0,71.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1301-3p,43.35,0.0,0.0,35.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1306-5p,0.0,0.0,0.0,0.0,0.0,43.14,0.0,64.77,32.46,0.0,0.0,0.0,0.0
hsa-miR-130a-3p,650.31,405.55,766.8,357.51,392.58,1725.63,62.13,1684.1,324.62,0.0,261.01,188.56,0.0
hsa-miR-130a-5p,130.06,22.53,23.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-130b-5p,43.35,45.06,0.0,0.0,49.07,0.0,0.0,32.39,0.0,0.0,0.0,0.0,0.0
hsa-miR-132-3p,0.0,0.0,0.0,35.75,0.0,0.0,0.0,0.0,32.46,0.0,0.0,0.0,0.0
hsa-miR-133a-3p,43.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-134-5p,0.0,0.0,0.0,0.0,0.0,86.28,0.0,0.0,0.0,0.0,43.5,7.25,47.6
hsa-miR-135a-5p,0.0,0.0,0.0,0.0,98.15,172.56,0.0,0.0,0.0,0.0,0.0,7.25,0.0
hsa-miR-135b-5p,0.0,0.0,23.96,0.0,0.0,0.0,0.0,32.39,0.0,0.0,0.0,7.25,0.0
hsa-miR-136-5p,0.0,0.0,0.0,0.0,0.0,43.14,0.0,32.39,0.0,0.0,0.0,0.0,0.0
hsa-miR-138-5p,0.0,360.49,47.92,107.25,0.0,0.0,0.0,0.0,0.0,0.0,21.75,0.0,23.8
hsa-miR-140-3p,173.42,180.25,71.89,178.76,49.07,388.27,559.18,194.32,227.24,0.0,239.26,58.02,214.18
hsa-miR-140-5p,0.0,22.53,0.0,0.0,0.0,0.0,0.0,32.39,0.0,0.0,0.0,0.0,0.0
hsa-miR-142-3p,0.0,45.06,0.0,35.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-142-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.46,0.0,0.0,0.0,23.8
hsa-miR-143-3p,43.35,22.53,0.0,0.0,196.29,560.83,248.52,226.71,194.77,21.65,217.51,116.03,23.8
hsa-miR-144-3p,0.0,0.0,0.0,0.0,0.0,0.0,62.13,0.0,0.0,21.65,43.5,7.25,0.0
hsa-miR-144-5p,0.0,0.0,0.0,35.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-145-5p,130.06,45.06,47.92,0.0,441.65,819.67,0.0,291.48,1006.33,433.05,1065.8,928.28,1285.07
hsa-miR-1468-5p,0.0,0.0,23.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-146a-5p,0.0,0.0,263.59,0.0,49.07,0.0,0.0,323.87,0.0,0.0,0.0,50.77,0.0
hsa-miR-146b-5p,0.0,0.0,23.96,35.75,0.0,43.14,62.13,0.0,0.0,0.0,0.0,7.25,0.0
hsa-miR-151a-3p,260.12,22.53,23.96,0.0,49.07,86.28,0.0,32.39,64.92,0.0,21.75,7.25,0.0
hsa-miR-151a-5p,650.31,630.86,143.77,464.77,392.58,388.27,310.66,680.12,292.16,21.65,152.26,101.53,95.19
hsa-miR-151b,0.0,22.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0
hsa-miR-155-3p,0.0,22.53,0.0,0.0,0.0,43.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-15a-5p,43.35,22.53,0.0,0.0,0.0,0.0,0.0,32.39,0.0,0.0,0.0,0.0,0.0
hsa-miR-15b-3p,43.35,112.65,47.92,35.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-15b-5p,606.95,653.39,239.62,643.52,0.0,129.42,0.0,97.16,97.39,0.0,65.25,14.5,23.8
hsa-miR-16-2-3p,43.35,45.06,47.92,0.0,0.0,0.0,0.0,129.55,0.0,0.0,0.0,0.0,0.0
hsa-miR-16-5p,390.18,811.1,383.4,321.76,294.44,129.42,310.66,356.25,422.01,21.65,152.26,145.04,142.79
hsa-miR-17-3p,43.35,45.06,0.0,0.0,0.0,43.14,0.0,0.0,0.0,0.0,0.0,7.25,0.0
hsa-miR-17-5p,173.42,180.25,23.96,143.01,147.22,647.11,0.0,64.77,64.92,0.0,87.0,14.5,23.8
hsa-miR-181a-5p,0.0,22.53,23.96,0.0,0.0,0.0,0.0,64.77,64.92,0.0,0.0,29.01,0.0
hsa-miR-181d-5p,0.0,0.0,0.0,35.75,0.0,0.0,0.0,0.0,0.0,21.65,0.0,0.0,0.0
hsa-miR-182-3p,0.0,0.0,23.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-182-5p,0.0,0.0,0.0,71.5,0.0,43.14,0.0,32.39,0.0,0.0,0.0,0.0,0.0
hsa-miR-183-3p,43.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-183-5p,43.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.39,0.0,0.0,0.0,0.0,0.0
hsa-miR-185-5p,303.48,22.53,23.96,35.75,0.0,0.0,0.0,97.16,32.46,0.0,65.25,14.5,23.8
hsa-miR-186-5p,43.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.65,0.0,7.25,0.0
hsa-miR-188-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.39,0.0,0.0,0.0,0.0,0.0
hsa-miR-18a-5p,216.77,247.84,23.96,107.25,0.0,0.0,0.0,0.0,32.46,21.65,0.0,0.0,23.8
hsa-miR-190a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.65,0.0,0.0,0.0
hsa-miR-190a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.65,0.0,0.0,0.0
hsa-miR-191-5p,1474.03,428.08,215.66,893.78,294.44,776.53,931.97,712.5,389.55,43.31,152.26,65.27,0.0
hsa-miR-192-5p,43.35,22.53,0.0,0.0,0.0,43.14,0.0,32.39,0.0,0.0,0.0,0.0,0.0
hsa-miR-193a-3p,0.0,22.53,23.96,0.0,0.0,0.0,0.0,32.39,0.0,21.65,43.5,21.76,47.6
hsa-miR-193a-5p,43.35,157.71,0.0,0.0,0.0,0.0,0.0,259.09,64.92,43.31,174.01,29.01,237.98
hsa-miR-193b-3p,0.0,45.06,0.0,178.76,49.07,86.28,0.0,0.0,0.0,21.65,43.5,7.25,142.79
hsa-miR-193b-5p,43.35,0.0,23.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25,23.8
hsa-miR-194-5p,0.0,0.0,0.0,0.0,0.0,43.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-195-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.46,0.0,0.0,0.0,0.0
hsa-miR-195-5p,43.35,0.0,0.0,35.75,0.0,129.42,62.13,64.77,32.46,43.31,130.51,116.03,71.39
hsa-miR-196a-5p,173.42,22.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-196b-3p,0.0,0.0,23.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25,0.0
hsa-miR-196b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.75,0.0,0.0
hsa-miR-197-3p,173.42,180.25,143.77,35.75,196.29,129.42,372.79,291.48,162.31,0.0,87.0,36.26,0.0
hsa-miR-199a-3p,260.12,0.0,0.0,0.0,0.0,345.13,869.84,32.39,32.46,0.0,21.75,369.86,356.96
hsa-miR-199a-5p,2037.63,22.53,0.0,0.0,294.44,0.0,62.13,32.39,194.77,0.0,130.51,166.8,118.99
hsa-miR-199b-3p,3164.83,90.12,0.0,0.0,687.02,0.0,0.0,485.8,811.56,43.31,282.76,0.0,71.39
hsa-miR-199b-5p,43.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.65,43.5,29.01,0.0
hsa-miR-19a-3p,1560.74,698.45,71.89,286.01,0.0,215.7,0.0,64.77,32.46,0.0,65.25,21.76,0.0
hsa-miR-19b-1-5p,0.0,45.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-19b-3p,3901.85,1937.64,215.66,1287.05,147.22,345.13,434.92,194.32,162.31,43.31,152.26,94.28,95.19
hsa-miR-200b-3p,0.0,0.0,0.0,107.25,0.0,215.7,62.13,0.0,0.0,0.0,0.0,7.25,0.0
hsa-miR-200b-5p,0.0,0.0,0.0,35.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-200c-3p,43.35,22.53,0.0,0.0,0.0,258.84,62.13,0.0,0.0,0.0,0.0,65.27,23.8
hsa-miR-203a-3p,0.0,45.06,0.0,71.5,98.15,0.0,0.0,0.0,32.46,0.0,0.0,0.0,0.0
hsa-miR-204-5p,0.0,0.0,0.0,0.0,0.0,43.14,0.0,0.0,0.0,0.0,0.0,7.25,23.8
hsa-miR-205-5p,0.0,0.0,0.0,0.0,0.0,43.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-20a-3p,43.35,45.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-20a-5p,86.71,135.18,0.0,0.0,0.0,172.56,0.0,0.0,0.0,0.0,0.0,14.5,0.0
hsa-miR-21-3p,0.0,0.0,23.96,0.0,0.0,43.14,0.0,0.0,0.0,0.0,0.0,7.25,23.8
hsa-miR-21-5p,1213.91,1104.0,1461.71,5505.7,2355.48,2804.14,4846.23,6218.22,3635.77,173.22,1979.34,1863.8,1261.27
hsa-miR-210-3p,0.0,45.06,23.96,35.75,49.07,43.14,124.26,226.71,97.39,0.0,21.75,14.5,23.8
hsa-miR-2110,0.0,22.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-212-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.39,0.0,0.0,0.0,0.0,0.0
hsa-miR-214-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.39,0.0,0.0,0.0,14.5,142.79
hsa-miR-214-5p,390.18,22.53,0.0,0.0,49.07,43.14,0.0,0.0,32.46,0.0,0.0,0.0,0.0
hsa-miR-218-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25,0.0
hsa-miR-218-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25,0.0
hsa-miR-22-3p,86.71,383.02,95.85,107.25,98.15,345.13,186.39,485.8,162.31,21.65,152.26,29.01,261.77
hsa-miR-22-5p,43.35,45.06,95.85,71.5,98.15,129.42,62.13,161.93,129.85,43.31,87.0,21.76,47.6
hsa-miR-221-3p,0.0,112.65,0.0,214.51,196.29,388.27,248.52,518.19,259.7,0.0,87.0,43.51,47.6
hsa-miR-221-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.77,0.0,0.0,0.0,0.0,23.8
hsa-miR-222-3p,0.0,0.0,0.0,0.0,49.07,0.0,0.0,64.77,32.46,0.0,0.0,0.0,23.8
hsa-miR-223-3p,43.35,0.0,0.0,0.0,0.0,86.28,0.0,64.77,0.0,21.65,130.51,43.51,0.0
hsa-miR-224-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.46,0.0,0.0,0.0,23.8
hsa-miR-224-5p,0.0,0.0,0.0,71.5,49.07,258.84,62.13,161.93,194.77,21.65,21.75,36.26,142.79
hsa-miR-23a-3p,1387.32,2591.02,1701.33,7114.51,3140.64,4961.17,1863.93,4339.8,3343.61,389.75,1152.8,543.91,1880.01
hsa-miR-23a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25,0.0
hsa-miR-23b-3p,476.89,67.59,71.89,321.76,147.22,647.11,186.39,971.6,324.62,21.65,87.0,145.04,71.39
hsa-miR-24-2-5p,0.0,0.0,0.0,35.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-3p,1343.97,1058.94,934.53,572.02,883.31,905.95,310.66,1133.53,519.4,194.87,609.03,43.51,690.13
hsa-miR-25-3p,260.12,22.53,0.0,0.0,0.0,0.0,0.0,32.39,32.46,0.0,0.0,29.01,23.8
hsa-miR-26a-5p,43.35,0.0,0.0,0.0,0.0,0.0,62.13,0.0,64.92,0.0,43.5,14.5,23.8
hsa-miR-26b-5p,650.31,90.12,23.96,178.76,196.29,345.13,0.0,259.09,97.39,21.65,87.0,65.27,23.8
hsa-miR-27a-3p,0.0,0.0,0.0,35.75,49.07,0.0,62.13,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-27b-3p,173.42,0.0,23.96,321.76,98.15,474.55,559.18,421.03,32.46,21.65,87.0,7.25,0.0
hsa-miR-28-3p,0.0,22.53,0.0,71.5,98.15,86.28,0.0,97.16,32.46,0.0,0.0,7.25,0.0
hsa-miR-28-5p,43.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.46,0.0,21.75,7.25,0.0
hsa-miR-29a-3p,303.48,2320.66,670.95,858.03,588.87,992.23,559.18,1198.3,649.25,129.92,413.27,181.3,0.0
hsa-miR-29b-1-5p,0.0,22.53,0.0,0.0,0.0,0.0,0.0,32.39,32.46,0.0,0.0,7.25,0.0
hsa-miR-29b-3p,433.54,3649.96,1102.27,929.53,1079.6,2070.75,62.13,1101.14,389.55,194.87,522.02,188.56,0.0
hsa-miR-29c-3p,0.0,45.06,23.96,35.75,0.0,172.56,0.0,32.39,0.0,108.26,0.0,36.26,47.6
hsa-miR-301a-3p,130.06,0.0,95.85,107.25,0.0,43.14,0.0,64.77,0.0,0.0,0.0,0.0,23.8
hsa-miR-3065-5p,43.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30a-3p,0.0,22.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.5,7.25,0.0
hsa-miR-30a-5p,86.71,202.78,383.4,2037.82,98.15,129.42,0.0,97.16,64.92,0.0,87.0,43.51,71.39
hsa-miR-30b-5p,0.0,0.0,47.92,0.0,49.07,0.0,0.0,0.0,32.46,0.0,0.0,7.25,0.0
hsa-miR-30c-1-3p,0.0,0.0,23.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30c-2-3p,43.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30c-5p,0.0,0.0,47.92,35.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30d-5p,0.0,112.65,0.0,321.76,0.0,215.7,62.13,32.39,97.39,43.31,87.0,50.77,23.8
hsa-miR-30e-3p,0.0,0.0,0.0,0.0,0.0,43.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30e-5p,130.06,45.06,23.96,0.0,49.07,172.56,0.0,161.93,64.92,0.0,21.75,36.26,23.8
hsa-miR-31-3p,0.0,0.0,0.0,71.5,49.07,0.0,0.0,64.77,32.46,0.0,0.0,0.0,0.0
hsa-miR-31-5p,0.0,0.0,431.32,893.78,1570.32,172.56,1553.28,2526.15,973.87,0.0,130.51,72.52,118.99
hsa-miR-3178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.65,0.0,7.25,71.39
hsa-miR-3182,0.0,0.0,23.96,0.0,0.0,0.0,0.0,0.0,0.0,21.65,0.0,7.25,0.0
hsa-miR-3196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.75,0.0,0.0
hsa-miR-32-5p,0.0,22.53,23.96,71.5,0.0,0.0,0.0,0.0,0.0,21.65,0.0,7.25,0.0
hsa-miR-320a-3p,1604.09,833.63,335.47,893.78,245.36,474.55,994.1,1133.53,389.55,216.53,413.27,304.59,428.36
hsa-miR-320a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0
hsa-miR-320b,0.0,0.0,0.0,0.0,49.07,0.0,0.0,0.0,0.0,0.0,0.0,21.76,0.0
hsa-miR-320c,0.0,0.0,23.96,0.0,0.0,776.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-320d,0.0,0.0,23.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8
hsa-miR-324-3p,0.0,45.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-324-5p,86.71,90.12,0.0,35.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-328-3p,0.0,0.0,0.0,0.0,49.07,86.28,0.0,0.0,0.0,64.96,43.5,7.25,23.8
hsa-miR-329-3p,0.0,0.0,0.0,0.0,0.0,43.14,0.0,64.77,97.39,0.0,0.0,0.0,0.0
hsa-miR-330-3p,43.35,22.53,23.96,35.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-335-3p,43.35,0.0,0.0,0.0,0.0,0.0,0.0,32.39,0.0,0.0,21.75,0.0,23.8
hsa-miR-335-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.31,0.0,0.0,23.8
hsa-miR-337-3p,0.0,0.0,0.0,0.0,0.0,86.28,62.13,97.16,0.0,0.0,0.0,7.25,0.0
hsa-miR-339-5p,130.06,22.53,71.89,35.75,0.0,0.0,62.13,0.0,0.0,0.0,0.0,0.0,23.8
hsa-miR-33a-3p,0.0,0.0,23.96,0.0,0.0,0.0,0.0,0.0,32.46,0.0,0.0,0.0,0.0
hsa-miR-342-3p,216.77,22.53,167.74,35.75,0.0,129.42,248.52,161.93,227.24,21.65,21.75,7.25,23.8
hsa-miR-345-5p,86.71,0.0,0.0,35.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-34a-3p,0.0,90.12,47.92,0.0,49.07,43.14,62.13,32.39,32.46,0.0,0.0,0.0,23.8
hsa-miR-34a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.5,0.0,0.0
hsa-miR-34b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.39,0.0,0.0,0.0,0.0,0.0
hsa-miR-34c-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25,0.0
hsa-miR-3605-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.46,21.65,0.0,0.0,0.0
hsa-miR-361-3p,0.0,0.0,0.0,0.0,49.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-361-5p,43.35,135.18,23.96,71.5,49.07,43.14,62.13,129.55,194.77,21.65,0.0,7.25,47.6
hsa-miR-3615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8
hsa-miR-362-3p,43.35,0.0,0.0,0.0,0.0,0.0,0.0,32.39,0.0,0.0,0.0,0.0,0.0
hsa-miR-362-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25,0.0
hsa-miR-3648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.75,21.76,0.0
hsa-miR-365a-3p,130.06,22.53,23.96,0.0,0.0,215.7,0.0,0.0,32.46,0.0,43.5,0.0,0.0
hsa-miR-365b-3p,0.0,0.0,0.0,35.75,98.15,0.0,0.0,97.16,0.0,0.0,0.0,0.0,0.0
hsa-miR-3665,0.0,22.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.65,21.75,72.52,23.8
hsa-miR-3680-5p,0.0,0.0,0.0,35.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-370-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.39,0.0,0.0,0.0,0.0,0.0
hsa-miR-378a-3p,0.0,0.0,0.0,0.0,0.0,301.98,0.0,0.0,0.0,0.0,0.0,0.0,214.18
hsa-miR-378c,43.35,22.53,0.0,0.0,0.0,0.0,0.0,32.39,0.0,0.0,130.51,0.0,0.0
hsa-miR-378d,1213.91,563.27,95.85,250.26,0.0,0.0,0.0,0.0,0.0,108.26,0.0,94.28,23.8
hsa-miR-379-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.75,0.0,0.0
hsa-miR-381-3p,0.0,0.0,0.0,0.0,49.07,43.14,0.0,0.0,64.92,0.0,0.0,0.0,0.0
hsa-miR-3960,0.0,22.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.92,195.76,137.79,118.99
hsa-miR-411-5p,0.0,0.0,0.0,0.0,49.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-421,86.71,90.12,0.0,35.75,0.0,43.14,0.0,0.0,0.0,0.0,0.0,0.0,23.8
hsa-miR-424-3p,0.0,428.08,23.96,0.0,0.0,43.14,124.26,32.39,32.46,0.0,0.0,0.0,0.0
hsa-miR-424-5p,0.0,292.9,95.85,0.0,49.07,172.56,248.52,32.39,32.46,0.0,108.75,7.25,47.6
hsa-miR-425-5p,173.42,67.59,0.0,107.25,98.15,86.28,0.0,32.39,32.46,0.0,65.25,43.51,71.39
hsa-miR-4286,476.89,45.06,95.85,143.01,0.0,86.28,0.0,97.16,162.31,0.0,21.75,14.5,47.6
