miRNA,SRR5756187,SRR5756189,SRR5756191,SRR5756193,SRR5756195,SRR5756197,SRR5756199,SRR5756201,SRR5756203,SRR5756205,SRR5756207,SRR5756209,SRR5756211,SRR5756213,SRR5756215,SRR5756217,SRR5756219,SRR5756221,SRR5756223,SRR5756225,SRR5756227,SRR5756229,SRR5756231,SRR5756233,SRR5756235,SRR5756237,SRR5756239,SRR5756241,SRR5756243,SRR5756245,SRR5756247,SRR5756249,SRR5756251,SRR5756253,SRR5756255,SRR5756256,SRR5756257,SRR5756258
hsa-let-7g-5p,1458.88,556.02,156.69,565.61,833.15,1453.8,1614.42,1274.51,1133.07,956.96,1660.04,1386.88,732.52,733.83,715.45,720.39,612.94,923.78,899.07,727.0,561.18,1011.84,579.17,175.38,364.1,912.7,1619.43,1157.05,1316.89,1602.41,1243.78,1045.48,1161.22,1004.62,0.0,0.0,0.0,1356.85
hsa-let-7i-3p,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,11.63,0.0,0.0,14.41,0.0,0.0,0.0,0.0,10.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7i-5p,364.72,278.01,1514.68,1357.47,2055.1,1715.96,3100.27,2586.5,3188.41,2659.46,4288.43,2507.6,2011.51,1334.24,1222.76,1167.03,1201.85,2032.32,1334.55,1499.43,1219.49,2902.1,1291.99,350.75,576.49,597.97,809.72,311.51,263.38,235.65,282.68,1045.48,938.52,200.92,1477.1,626.57,1976.28,1356.85
hsa-miR-100-5p,1215.73,1668.06,835.68,509.05,610.98,381.32,228.59,637.25,184.45,144.66,242.09,224.14,46.51,106.74,52.03,14.41,48.07,0.0,42.14,15.15,107.92,77.83,89.1,613.82,728.2,849.75,2082.13,1112.55,965.72,1413.89,1639.53,1829.59,1145.31,602.77,0.0,0.0,0.0,0.0
hsa-miR-101-3p,2127.53,1668.06,1201.3,1753.39,1888.47,2192.62,2271.62,2736.44,1396.57,1201.76,2040.46,2521.61,1011.57,1094.08,832.52,374.6,673.04,520.68,463.58,848.16,960.48,956.25,935.58,1403.02,606.83,2328.95,3817.24,1913.58,1711.95,3110.57,2826.78,2090.96,1654.34,1205.55,0.0,0.0,0.0,0.0
hsa-miR-101-5p,0.0,0.0,0.0,0.0,0.0,23.83,0.0,0.0,0.0,0.0,0.0,14.01,11.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10395-3p,121.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.13,0.0,0.0,15.91,0.0,0.0,0.0,0.0,0.0
hsa-miR-10399-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.13,0.0,14.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,911.8,278.01,0.0,2432.13,0.0,857.98,371.46,5472.88,2187.09,1212.89,657.1,14.01,220.92,933.97,793.5,158.49,84.13,335.92,295.01,30.29,820.19,2057.04,935.58,789.2,1183.32,0.0,1156.74,0.0,219.48,754.08,113.07,261.37,413.58,200.92,0.0,0.0,0.0,0.0
hsa-miR-106a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.9,0.0,0.0,0.0,15.91,0.0,0.0,0.0,0.0,0.0
hsa-miR-106b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.7,100.15,0.0,112.07,0.0,66.71,26.02,28.82,12.02,0.0,112.38,15.15,43.17,55.6,44.55,0.0,0.0,31.47,0.0,0.0,0.0,0.0,0.0,0.0,127.26,0.0,0.0,1253.13,0.0,0.0
hsa-miR-106b-5p,60.79,0.0,156.69,113.12,111.09,119.16,171.44,299.88,289.86,144.66,207.5,112.07,104.65,26.68,52.03,14.41,36.06,0.0,14.05,106.02,53.96,44.48,44.55,0.0,91.02,220.31,0.0,44.5,175.58,0.0,0.0,0.0,63.63,0.0,0.0,1253.13,0.0,0.0
hsa-miR-107,729.44,0.0,626.76,56.56,1666.3,0.0,0.0,0.0,0.0,11.13,0.0,588.38,720.89,0.0,13.01,57.63,1021.57,16.8,983.35,30.29,0.0,44.48,148.5,1227.64,879.91,1321.84,694.04,845.53,482.86,235.65,226.14,0.0,2370.16,401.85,0.0,0.0,0.0,0.0
hsa-miR-10a-5p,11549.45,8340.28,5536.4,4242.08,4443.46,5171.72,3557.45,6934.81,2793.15,6053.32,5464.29,4749.03,2290.56,2695.17,1456.91,1512.82,1394.15,1662.8,3034.35,1787.2,4122.51,2991.05,2019.66,11662.57,12864.86,4185.81,7403.12,3382.14,4609.1,4477.33,4522.84,7318.35,4788.04,5625.88,0.0,626.57,0.0,0.0
hsa-miR-10b-5p,19512.49,57825.97,14937.85,24604.07,14607.86,30315.31,20344.6,43333.21,19552.04,17981.93,33996.2,22204.17,8080.93,9419.74,6321.95,5172.39,5264.11,6096.95,6967.76,5831.12,10209.15,11886.36,10662.63,50947.04,35651.44,7490.4,28802.78,7298.3,11939.77,6362.52,6218.91,20386.83,8748.91,19087.8,2954.21,3132.83,988.14,0.0
hsa-miR-11400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.63,0.0,39.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.37,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-11401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1185-1-3p,0.0,0.0,52.23,0.0,0.0,23.83,0.0,0.0,0.0,0.0,0.0,0.0,11.63,0.0,65.04,0.0,0.0,0.0,0.0,0.0,21.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.91,0.0,0.0,0.0,0.0,0.0
hsa-miR-1185-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1197,0.0,0.0,52.23,0.0,0.0,23.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-3p,972.59,0.0,0.0,56.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.24,0.0,0.0,0.0,157.36,462.7,1290.55,1097.41,377.04,848.03,522.74,79.54,602.77,0.0,0.0,0.0,0.0
hsa-miR-122-5p,60.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.58,14.01,0.0,0.0,13.01,0.0,0.0,0.0,0.0,0.0,0.0,22.24,0.0,0.0,0.0,125.89,37825.33,21494.37,27874.11,8719.01,3787.88,11500.26,15302.63,21699.82,0.0,0.0,0.0,0.0
hsa-miR-1226-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.58,0.0,29.7,0.0,30.34,0.0,0.0,0.0,87.79,0.0,56.54,0.0,15.91,0.0,0.0,0.0,0.0,0.0
hsa-miR-122b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1247-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,0.0,15.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.35,44.5,0.0,0.0,169.61,0.0,63.63,0.0,0.0,0.0,0.0,0.0
hsa-miR-1249-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1258,0.0,0.0,0.0,56.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1,0.0,0.0,0.0,0.0,0.0,30.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.91,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-5p,1154.94,556.02,1201.3,282.81,610.98,333.66,614.34,562.28,368.91,778.92,933.77,700.45,302.31,240.16,91.06,216.12,96.15,167.96,56.19,302.92,237.42,155.67,193.06,3770.61,2184.6,220.31,1850.78,400.52,658.44,94.26,226.14,784.11,763.54,401.85,0.0,0.0,0.0,0.0
hsa-miR-125b-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125b-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,22.25,0.0,0.0,0.0,13.34,13.01,28.82,0.0,16.8,42.14,15.15,10.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.9,0.0,0.0,0.0,47.72,0.0,0.0,0.0,0.0,0.0
hsa-miR-125b-5p,547.08,278.01,313.38,56.56,333.26,95.33,100.01,262.4,52.7,44.51,172.92,84.05,11.63,40.03,0.0,14.41,0.0,33.59,14.05,0.0,32.38,33.36,29.7,350.75,303.42,566.5,578.37,267.01,307.27,801.21,395.75,784.11,397.68,602.77,0.0,0.0,0.0,0.0
hsa-miR-126-3p,1215.73,3614.12,1932.52,1923.08,1388.58,2335.61,1843.02,2998.84,1976.28,2959.9,4011.76,2941.88,1209.23,400.27,494.31,518.68,384.59,352.72,449.53,514.96,518.01,1378.77,742.52,3069.1,1699.13,377.67,1041.06,267.01,1185.2,424.17,113.07,1306.85,763.54,1004.62,0.0,0.0,0.0,0.0
hsa-miR-126-5p,17871.25,16402.56,12117.41,15554.3,13608.09,13465.53,10643.77,19379.99,11594.2,19506.39,19436.28,17062.89,10976.11,5910.69,4279.67,3673.98,5192.0,3543.96,3736.74,3922.76,5223.28,7505.42,4128.43,13240.97,24819.47,7521.87,8906.88,4316.67,6145.47,1790.93,2374.49,7318.35,10864.55,4822.18,0.0,626.57,0.0,0.0
hsa-miR-1260b,0.0,0.0,52.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1269b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-127-3p,364.72,278.01,261.15,0.0,0.0,47.67,14.29,0.0,0.0,333.82,103.75,98.06,81.39,40.03,104.07,28.82,36.06,16.8,0.0,15.15,64.75,77.83,14.85,0.0,242.73,314.72,115.67,0.0,87.79,94.26,282.68,0.0,429.49,0.0,0.0,0.0,0.0,0.0
hsa-miR-1271-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1273h-3p,0.0,0.0,0.0,0.0,55.54,23.83,0.0,0.0,0.0,11.13,34.58,0.0,11.63,0.0,0.0,0.0,0.0,0.0,0.0,15.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.5,0.0,47.13,0.0,0.0,31.81,0.0,0.0,0.0,0.0,0.0
hsa-miR-1276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1277-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.49,0.0,0.0,0.0,0.0,11.63,26.68,0.0,14.41,0.0,0.0,0.0,0.0,10.79,0.0,0.0,0.0,30.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-3p,0.0,0.0,208.92,56.56,0.0,95.33,214.3,74.97,184.45,100.15,172.92,126.08,255.8,240.16,52.03,100.85,96.15,16.8,56.19,15.15,107.92,222.38,59.4,87.69,0.0,188.83,231.35,44.5,131.69,47.13,0.0,0.0,111.35,200.92,0.0,0.0,0.0,0.0
hsa-miR-1284,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1285-3p,0.0,278.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.13,0.0,0.0,23.25,0.0,0.0,0.0,12.02,16.8,0.0,0.0,32.38,0.0,0.0,0.0,30.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1287-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.91,0.0,0.0,0.0,0.0,0.0
hsa-miR-1295b-5p,60.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,60.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.35,0.0,0.0,14.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.13,0.0,0.0,15.91,0.0,0.0,0.0,0.0,0.0
hsa-miR-1299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.91,0.0,0.0,0.0,0.0,0.0
hsa-miR-1301-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.35,22.25,0.0,28.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1304-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1306-5p,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,26.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.91,0.0,0.0,0.0,0.0,0.0
hsa-miR-1307-3p,0.0,0.0,0.0,0.0,0.0,47.67,28.57,0.0,0.0,44.51,0.0,0.0,23.25,13.34,13.01,14.41,36.06,33.59,14.05,0.0,0.0,0.0,14.85,0.0,30.34,31.47,0.0,44.5,0.0,0.0,0.0,0.0,47.72,0.0,0.0,0.0,0.0,0.0
hsa-miR-1307-5p,182.36,0.0,104.46,56.56,111.09,71.5,42.86,37.49,79.05,22.25,34.58,56.04,116.27,13.34,130.08,115.26,60.09,50.39,112.38,90.87,43.17,44.48,267.31,0.0,121.37,125.89,0.0,267.01,87.79,141.39,395.75,0.0,111.35,200.92,0.0,0.0,0.0,0.0
hsa-miR-130a-3p,182.36,278.01,417.84,0.0,55.54,47.67,71.43,0.0,0.0,233.68,0.0,126.08,313.94,13.34,52.03,43.22,204.31,134.37,42.14,136.31,129.5,66.71,59.4,0.0,212.39,440.61,115.67,89.0,87.79,235.65,226.14,0.0,206.79,200.92,0.0,0.0,0.0,0.0
hsa-miR-130a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-130b-3p,60.79,0.0,52.23,0.0,55.54,0.0,28.57,0.0,0.0,44.51,0.0,14.01,81.39,26.68,52.03,0.0,60.09,16.8,14.05,30.29,43.17,55.6,14.85,0.0,30.34,31.47,0.0,44.5,0.0,0.0,0.0,0.0,63.63,0.0,0.0,0.0,0.0,0.0
hsa-miR-130b-5p,121.57,556.02,52.23,0.0,111.09,47.67,85.72,0.0,26.35,155.78,172.92,0.0,93.02,26.68,26.02,86.45,60.09,134.37,70.24,90.87,21.58,133.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.81,0.0,0.0,0.0,0.0,0.0
hsa-miR-132-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.13,0.0,0.0,11.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-132-5p,0.0,0.0,0.0,0.0,0.0,23.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1323,0.0,0.0,0.0,0.0,0.0,23.83,0.0,74.97,0.0,11.13,34.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-133a-3p,0.0,0.0,52.23,0.0,111.09,0.0,0.0,37.49,52.7,44.51,0.0,14.01,93.02,0.0,26.02,0.0,36.06,0.0,0.0,0.0,21.58,11.12,0.0,175.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.63,0.0,0.0,0.0,0.0,0.0
hsa-miR-134-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.35,11.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.12,29.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.81,0.0,0.0,0.0,0.0,0.0
hsa-miR-1343-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-136-3p,60.79,0.0,52.23,56.56,0.0,23.83,0.0,0.0,0.0,77.89,172.92,14.01,58.14,13.34,39.02,0.0,60.09,83.98,0.0,75.73,10.79,33.36,0.0,0.0,30.34,188.83,0.0,0.0,0.0,0.0,0.0,0.0,127.26,0.0,0.0,0.0,0.0,0.0
