BioProject,Run,EV_type,Source,disease,Disease_stage/treatment,Release_date,URL,EV isolated method,Project_Title,Project_Description
PRJEB45302,ERR5981326,sEV,Cell line|Cell line/Ma-Mel-19|Skin,Melanoma,-,2021-06-21,https://pubmed.ncbi.nlm.nih.gov/34789738/,"MV fraction was pelleted at 18,000 × g for 40 min at 4 °C. The remaining supernatant was centrifuged at 100,000 × g for 4 h at 4 °C to obtain EXO. For nanoparticle tracking analysis, MV and EXO fractions were resuspended in 60 μl of filtered PBS and diluted 1:100–1:500 in particles-free PBS. EV were tracked using the Nanosight system (Nanosight LM10, Malvern, UK), according to the manufacturers.",P2X7 receptor favors melanoma metastasis and causes the release of miRNA-containing exosomes and microvesicles from cancer cells.,"The tumor microenvironment (TME) is rich in components that strongly influence cancer cell survival affecting interaction with immune and stroma cells, extravasation, and dissemination. One of the key molecules present in the tumor milieu is ATP, which is not only highly concentrated in the microenvironment but also has a role in the promotion of cancer growth and spreading mainly via its receptor P2X7.MicroRNAs (miRNAs)  are small non-coding RNA molecules, which regulate transcriptional and post-transcriptional gene expression and are often contained in MVs released from cancer cells. Analysis by small RNA sequencing of the miRNA content of small and large vesicles obtained from both Sk-Mel-28 and Ma-Mel-19 cells, before and after ATP stimulation, shows a different global miRNA expression profile.ATP stimulation of the receptor caused differential expression of: 251 miRNAs in Sk-Mel-28 small vesicles; 193 miRNAs in Sk-Mel-28 large vesicles; 91 miRNAs in Ma-Mel-19 small vesicles; 206 miRNAs in Ma-Mel-19 large vesicles. These data show a profound alteration of the miRNA content of MVs released by human melanoma cells following P2X7 stimulation."
PRJEB45302,ERR5981327,sEV,Cell line|Cell line/Ma-Mel-19|Skin,Melanoma,-,2021-06-21,https://pubmed.ncbi.nlm.nih.gov/34789738/,"MV fraction was pelleted at 18,000 × g for 40 min at 4 °C. The remaining supernatant was centrifuged at 100,000 × g for 4 h at 4 °C to obtain EXO. For nanoparticle tracking analysis, MV and EXO fractions were resuspended in 60 μl of filtered PBS and diluted 1:100–1:500 in particles-free PBS. EV were tracked using the Nanosight system (Nanosight LM10, Malvern, UK), according to the manufacturers.",P2X7 receptor favors melanoma metastasis and causes the release of miRNA-containing exosomes and microvesicles from cancer cells.,"The tumor microenvironment (TME) is rich in components that strongly influence cancer cell survival affecting interaction with immune and stroma cells, extravasation, and dissemination. One of the key molecules present in the tumor milieu is ATP, which is not only highly concentrated in the microenvironment but also has a role in the promotion of cancer growth and spreading mainly via its receptor P2X7.MicroRNAs (miRNAs)  are small non-coding RNA molecules, which regulate transcriptional and post-transcriptional gene expression and are often contained in MVs released from cancer cells. Analysis by small RNA sequencing of the miRNA content of small and large vesicles obtained from both Sk-Mel-28 and Ma-Mel-19 cells, before and after ATP stimulation, shows a different global miRNA expression profile.ATP stimulation of the receptor caused differential expression of: 251 miRNAs in Sk-Mel-28 small vesicles; 193 miRNAs in Sk-Mel-28 large vesicles; 91 miRNAs in Ma-Mel-19 small vesicles; 206 miRNAs in Ma-Mel-19 large vesicles. These data show a profound alteration of the miRNA content of MVs released by human melanoma cells following P2X7 stimulation."
PRJEB45302,ERR5981328,lEV,Cell line|Cell line/Sk-Mel-28|Skin,Melanoma,-,2021-06-21,https://pubmed.ncbi.nlm.nih.gov/34789738/,"MV fraction was pelleted at 18,000 × g for 40 min at 4 °C. The remaining supernatant was centrifuged at 100,000 × g for 4 h at 4 °C to obtain EXO. For nanoparticle tracking analysis, MV and EXO fractions were resuspended in 60 μl of filtered PBS and diluted 1:100–1:500 in particles-free PBS. EV were tracked using the Nanosight system (Nanosight LM10, Malvern, UK), according to the manufacturers.",P2X7 receptor favors melanoma metastasis and causes the release of miRNA-containing exosomes and microvesicles from cancer cells.,"The tumor microenvironment (TME) is rich in components that strongly influence cancer cell survival affecting interaction with immune and stroma cells, extravasation, and dissemination. One of the key molecules present in the tumor milieu is ATP, which is not only highly concentrated in the microenvironment but also has a role in the promotion of cancer growth and spreading mainly via its receptor P2X7.MicroRNAs (miRNAs)  are small non-coding RNA molecules, which regulate transcriptional and post-transcriptional gene expression and are often contained in MVs released from cancer cells. Analysis by small RNA sequencing of the miRNA content of small and large vesicles obtained from both Sk-Mel-28 and Ma-Mel-19 cells, before and after ATP stimulation, shows a different global miRNA expression profile.ATP stimulation of the receptor caused differential expression of: 251 miRNAs in Sk-Mel-28 small vesicles; 193 miRNAs in Sk-Mel-28 large vesicles; 91 miRNAs in Ma-Mel-19 small vesicles; 206 miRNAs in Ma-Mel-19 large vesicles. These data show a profound alteration of the miRNA content of MVs released by human melanoma cells following P2X7 stimulation."
PRJEB45302,ERR5981329,lEV,Cell line|Cell line/Sk-Mel-28|Skin,Melanoma,-,2021-06-21,https://pubmed.ncbi.nlm.nih.gov/34789738/,"MV fraction was pelleted at 18,000 × g for 40 min at 4 °C. The remaining supernatant was centrifuged at 100,000 × g for 4 h at 4 °C to obtain EXO. For nanoparticle tracking analysis, MV and EXO fractions were resuspended in 60 μl of filtered PBS and diluted 1:100–1:500 in particles-free PBS. EV were tracked using the Nanosight system (Nanosight LM10, Malvern, UK), according to the manufacturers.",P2X7 receptor favors melanoma metastasis and causes the release of miRNA-containing exosomes and microvesicles from cancer cells.,"The tumor microenvironment (TME) is rich in components that strongly influence cancer cell survival affecting interaction with immune and stroma cells, extravasation, and dissemination. One of the key molecules present in the tumor milieu is ATP, which is not only highly concentrated in the microenvironment but also has a role in the promotion of cancer growth and spreading mainly via its receptor P2X7.MicroRNAs (miRNAs)  are small non-coding RNA molecules, which regulate transcriptional and post-transcriptional gene expression and are often contained in MVs released from cancer cells. Analysis by small RNA sequencing of the miRNA content of small and large vesicles obtained from both Sk-Mel-28 and Ma-Mel-19 cells, before and after ATP stimulation, shows a different global miRNA expression profile.ATP stimulation of the receptor caused differential expression of: 251 miRNAs in Sk-Mel-28 small vesicles; 193 miRNAs in Sk-Mel-28 large vesicles; 91 miRNAs in Ma-Mel-19 small vesicles; 206 miRNAs in Ma-Mel-19 large vesicles. These data show a profound alteration of the miRNA content of MVs released by human melanoma cells following P2X7 stimulation."
PRJEB45302,ERR5981330,lEV,Cell line|Cell line/Sk-Mel-28|Skin,Melanoma,-,2021-06-21,https://pubmed.ncbi.nlm.nih.gov/34789738/,"MV fraction was pelleted at 18,000 × g for 40 min at 4 °C. The remaining supernatant was centrifuged at 100,000 × g for 4 h at 4 °C to obtain EXO. For nanoparticle tracking analysis, MV and EXO fractions were resuspended in 60 μl of filtered PBS and diluted 1:100–1:500 in particles-free PBS. EV were tracked using the Nanosight system (Nanosight LM10, Malvern, UK), according to the manufacturers.",P2X7 receptor favors melanoma metastasis and causes the release of miRNA-containing exosomes and microvesicles from cancer cells.,"The tumor microenvironment (TME) is rich in components that strongly influence cancer cell survival affecting interaction with immune and stroma cells, extravasation, and dissemination. One of the key molecules present in the tumor milieu is ATP, which is not only highly concentrated in the microenvironment but also has a role in the promotion of cancer growth and spreading mainly via its receptor P2X7.MicroRNAs (miRNAs)  are small non-coding RNA molecules, which regulate transcriptional and post-transcriptional gene expression and are often contained in MVs released from cancer cells. Analysis by small RNA sequencing of the miRNA content of small and large vesicles obtained from both Sk-Mel-28 and Ma-Mel-19 cells, before and after ATP stimulation, shows a different global miRNA expression profile.ATP stimulation of the receptor caused differential expression of: 251 miRNAs in Sk-Mel-28 small vesicles; 193 miRNAs in Sk-Mel-28 large vesicles; 91 miRNAs in Ma-Mel-19 small vesicles; 206 miRNAs in Ma-Mel-19 large vesicles. These data show a profound alteration of the miRNA content of MVs released by human melanoma cells following P2X7 stimulation."
PRJEB45302,ERR5981331,lEV,Cell line|Cell line/Sk-Mel-28|Skin,Melanoma,-,2021-06-21,https://pubmed.ncbi.nlm.nih.gov/34789738/,"MV fraction was pelleted at 18,000 × g for 40 min at 4 °C. The remaining supernatant was centrifuged at 100,000 × g for 4 h at 4 °C to obtain EXO. For nanoparticle tracking analysis, MV and EXO fractions were resuspended in 60 μl of filtered PBS and diluted 1:100–1:500 in particles-free PBS. EV were tracked using the Nanosight system (Nanosight LM10, Malvern, UK), according to the manufacturers.",P2X7 receptor favors melanoma metastasis and causes the release of miRNA-containing exosomes and microvesicles from cancer cells.,"The tumor microenvironment (TME) is rich in components that strongly influence cancer cell survival affecting interaction with immune and stroma cells, extravasation, and dissemination. One of the key molecules present in the tumor milieu is ATP, which is not only highly concentrated in the microenvironment but also has a role in the promotion of cancer growth and spreading mainly via its receptor P2X7.MicroRNAs (miRNAs)  are small non-coding RNA molecules, which regulate transcriptional and post-transcriptional gene expression and are often contained in MVs released from cancer cells. Analysis by small RNA sequencing of the miRNA content of small and large vesicles obtained from both Sk-Mel-28 and Ma-Mel-19 cells, before and after ATP stimulation, shows a different global miRNA expression profile.ATP stimulation of the receptor caused differential expression of: 251 miRNAs in Sk-Mel-28 small vesicles; 193 miRNAs in Sk-Mel-28 large vesicles; 91 miRNAs in Ma-Mel-19 small vesicles; 206 miRNAs in Ma-Mel-19 large vesicles. These data show a profound alteration of the miRNA content of MVs released by human melanoma cells following P2X7 stimulation."
PRJEB45302,ERR5981332,lEV,Cell line|Cell line/Sk-Mel-28|Skin,Melanoma,-,2021-06-21,https://pubmed.ncbi.nlm.nih.gov/34789738/,"MV fraction was pelleted at 18,000 × g for 40 min at 4 °C. The remaining supernatant was centrifuged at 100,000 × g for 4 h at 4 °C to obtain EXO. For nanoparticle tracking analysis, MV and EXO fractions were resuspended in 60 μl of filtered PBS and diluted 1:100–1:500 in particles-free PBS. EV were tracked using the Nanosight system (Nanosight LM10, Malvern, UK), according to the manufacturers.",P2X7 receptor favors melanoma metastasis and causes the release of miRNA-containing exosomes and microvesicles from cancer cells.,"The tumor microenvironment (TME) is rich in components that strongly influence cancer cell survival affecting interaction with immune and stroma cells, extravasation, and dissemination. One of the key molecules present in the tumor milieu is ATP, which is not only highly concentrated in the microenvironment but also has a role in the promotion of cancer growth and spreading mainly via its receptor P2X7.MicroRNAs (miRNAs)  are small non-coding RNA molecules, which regulate transcriptional and post-transcriptional gene expression and are often contained in MVs released from cancer cells. Analysis by small RNA sequencing of the miRNA content of small and large vesicles obtained from both Sk-Mel-28 and Ma-Mel-19 cells, before and after ATP stimulation, shows a different global miRNA expression profile.ATP stimulation of the receptor caused differential expression of: 251 miRNAs in Sk-Mel-28 small vesicles; 193 miRNAs in Sk-Mel-28 large vesicles; 91 miRNAs in Ma-Mel-19 small vesicles; 206 miRNAs in Ma-Mel-19 large vesicles. These data show a profound alteration of the miRNA content of MVs released by human melanoma cells following P2X7 stimulation."
PRJEB45302,ERR5981333,lEV,Cell line|Cell line/Sk-Mel-28|Skin,Melanoma,-,2021-06-21,https://pubmed.ncbi.nlm.nih.gov/34789738/,"MV fraction was pelleted at 18,000 × g for 40 min at 4 °C. The remaining supernatant was centrifuged at 100,000 × g for 4 h at 4 °C to obtain EXO. For nanoparticle tracking analysis, MV and EXO fractions were resuspended in 60 μl of filtered PBS and diluted 1:100–1:500 in particles-free PBS. EV were tracked using the Nanosight system (Nanosight LM10, Malvern, UK), according to the manufacturers.",P2X7 receptor favors melanoma metastasis and causes the release of miRNA-containing exosomes and microvesicles from cancer cells.,"The tumor microenvironment (TME) is rich in components that strongly influence cancer cell survival affecting interaction with immune and stroma cells, extravasation, and dissemination. One of the key molecules present in the tumor milieu is ATP, which is not only highly concentrated in the microenvironment but also has a role in the promotion of cancer growth and spreading mainly via its receptor P2X7.MicroRNAs (miRNAs)  are small non-coding RNA molecules, which regulate transcriptional and post-transcriptional gene expression and are often contained in MVs released from cancer cells. Analysis by small RNA sequencing of the miRNA content of small and large vesicles obtained from both Sk-Mel-28 and Ma-Mel-19 cells, before and after ATP stimulation, shows a different global miRNA expression profile.ATP stimulation of the receptor caused differential expression of: 251 miRNAs in Sk-Mel-28 small vesicles; 193 miRNAs in Sk-Mel-28 large vesicles; 91 miRNAs in Ma-Mel-19 small vesicles; 206 miRNAs in Ma-Mel-19 large vesicles. These data show a profound alteration of the miRNA content of MVs released by human melanoma cells following P2X7 stimulation."
PRJEB45302,ERR5981334,sEV,Cell line|Cell line/Sk-Mel-28|Skin,Melanoma,-,2021-06-21,https://pubmed.ncbi.nlm.nih.gov/34789738/,"MV fraction was pelleted at 18,000 × g for 40 min at 4 °C. The remaining supernatant was centrifuged at 100,000 × g for 4 h at 4 °C to obtain EXO. For nanoparticle tracking analysis, MV and EXO fractions were resuspended in 60 μl of filtered PBS and diluted 1:100–1:500 in particles-free PBS. EV were tracked using the Nanosight system (Nanosight LM10, Malvern, UK), according to the manufacturers.",P2X7 receptor favors melanoma metastasis and causes the release of miRNA-containing exosomes and microvesicles from cancer cells.,"The tumor microenvironment (TME) is rich in components that strongly influence cancer cell survival affecting interaction with immune and stroma cells, extravasation, and dissemination. One of the key molecules present in the tumor milieu is ATP, which is not only highly concentrated in the microenvironment but also has a role in the promotion of cancer growth and spreading mainly via its receptor P2X7.MicroRNAs (miRNAs)  are small non-coding RNA molecules, which regulate transcriptional and post-transcriptional gene expression and are often contained in MVs released from cancer cells. Analysis by small RNA sequencing of the miRNA content of small and large vesicles obtained from both Sk-Mel-28 and Ma-Mel-19 cells, before and after ATP stimulation, shows a different global miRNA expression profile.ATP stimulation of the receptor caused differential expression of: 251 miRNAs in Sk-Mel-28 small vesicles; 193 miRNAs in Sk-Mel-28 large vesicles; 91 miRNAs in Ma-Mel-19 small vesicles; 206 miRNAs in Ma-Mel-19 large vesicles. These data show a profound alteration of the miRNA content of MVs released by human melanoma cells following P2X7 stimulation."
PRJEB45302,ERR5981335,sEV,Cell line|Cell line/Sk-Mel-28|Skin,Melanoma,-,2021-06-21,https://pubmed.ncbi.nlm.nih.gov/34789738/,"MV fraction was pelleted at 18,000 × g for 40 min at 4 °C. The remaining supernatant was centrifuged at 100,000 × g for 4 h at 4 °C to obtain EXO. For nanoparticle tracking analysis, MV and EXO fractions were resuspended in 60 μl of filtered PBS and diluted 1:100–1:500 in particles-free PBS. EV were tracked using the Nanosight system (Nanosight LM10, Malvern, UK), according to the manufacturers.",P2X7 receptor favors melanoma metastasis and causes the release of miRNA-containing exosomes and microvesicles from cancer cells.,"The tumor microenvironment (TME) is rich in components that strongly influence cancer cell survival affecting interaction with immune and stroma cells, extravasation, and dissemination. One of the key molecules present in the tumor milieu is ATP, which is not only highly concentrated in the microenvironment but also has a role in the promotion of cancer growth and spreading mainly via its receptor P2X7.MicroRNAs (miRNAs)  are small non-coding RNA molecules, which regulate transcriptional and post-transcriptional gene expression and are often contained in MVs released from cancer cells. Analysis by small RNA sequencing of the miRNA content of small and large vesicles obtained from both Sk-Mel-28 and Ma-Mel-19 cells, before and after ATP stimulation, shows a different global miRNA expression profile.ATP stimulation of the receptor caused differential expression of: 251 miRNAs in Sk-Mel-28 small vesicles; 193 miRNAs in Sk-Mel-28 large vesicles; 91 miRNAs in Ma-Mel-19 small vesicles; 206 miRNAs in Ma-Mel-19 large vesicles. These data show a profound alteration of the miRNA content of MVs released by human melanoma cells following P2X7 stimulation."
PRJEB45302,ERR5981336,sEV,Cell line|Cell line/Sk-Mel-28|Skin,Melanoma,-,2021-06-21,https://pubmed.ncbi.nlm.nih.gov/34789738/,"MV fraction was pelleted at 18,000 × g for 40 min at 4 °C. The remaining supernatant was centrifuged at 100,000 × g for 4 h at 4 °C to obtain EXO. For nanoparticle tracking analysis, MV and EXO fractions were resuspended in 60 μl of filtered PBS and diluted 1:100–1:500 in particles-free PBS. EV were tracked using the Nanosight system (Nanosight LM10, Malvern, UK), according to the manufacturers.",P2X7 receptor favors melanoma metastasis and causes the release of miRNA-containing exosomes and microvesicles from cancer cells.,"The tumor microenvironment (TME) is rich in components that strongly influence cancer cell survival affecting interaction with immune and stroma cells, extravasation, and dissemination. One of the key molecules present in the tumor milieu is ATP, which is not only highly concentrated in the microenvironment but also has a role in the promotion of cancer growth and spreading mainly via its receptor P2X7.MicroRNAs (miRNAs)  are small non-coding RNA molecules, which regulate transcriptional and post-transcriptional gene expression and are often contained in MVs released from cancer cells. Analysis by small RNA sequencing of the miRNA content of small and large vesicles obtained from both Sk-Mel-28 and Ma-Mel-19 cells, before and after ATP stimulation, shows a different global miRNA expression profile.ATP stimulation of the receptor caused differential expression of: 251 miRNAs in Sk-Mel-28 small vesicles; 193 miRNAs in Sk-Mel-28 large vesicles; 91 miRNAs in Ma-Mel-19 small vesicles; 206 miRNAs in Ma-Mel-19 large vesicles. These data show a profound alteration of the miRNA content of MVs released by human melanoma cells following P2X7 stimulation."
PRJEB45302,ERR5981337,sEV,Cell line|Cell line/Sk-Mel-28|Skin,Melanoma,-,2021-06-21,https://pubmed.ncbi.nlm.nih.gov/34789738/,"MV fraction was pelleted at 18,000 × g for 40 min at 4 °C. The remaining supernatant was centrifuged at 100,000 × g for 4 h at 4 °C to obtain EXO. For nanoparticle tracking analysis, MV and EXO fractions were resuspended in 60 μl of filtered PBS and diluted 1:100–1:500 in particles-free PBS. EV were tracked using the Nanosight system (Nanosight LM10, Malvern, UK), according to the manufacturers.",P2X7 receptor favors melanoma metastasis and causes the release of miRNA-containing exosomes and microvesicles from cancer cells.,"The tumor microenvironment (TME) is rich in components that strongly influence cancer cell survival affecting interaction with immune and stroma cells, extravasation, and dissemination. One of the key molecules present in the tumor milieu is ATP, which is not only highly concentrated in the microenvironment but also has a role in the promotion of cancer growth and spreading mainly via its receptor P2X7.MicroRNAs (miRNAs)  are small non-coding RNA molecules, which regulate transcriptional and post-transcriptional gene expression and are often contained in MVs released from cancer cells. Analysis by small RNA sequencing of the miRNA content of small and large vesicles obtained from both Sk-Mel-28 and Ma-Mel-19 cells, before and after ATP stimulation, shows a different global miRNA expression profile.ATP stimulation of the receptor caused differential expression of: 251 miRNAs in Sk-Mel-28 small vesicles; 193 miRNAs in Sk-Mel-28 large vesicles; 91 miRNAs in Ma-Mel-19 small vesicles; 206 miRNAs in Ma-Mel-19 large vesicles. These data show a profound alteration of the miRNA content of MVs released by human melanoma cells following P2X7 stimulation."
PRJEB45302,ERR5981338,sEV,Cell line|Cell line/Sk-Mel-28|Skin,Melanoma,-,2021-06-21,https://pubmed.ncbi.nlm.nih.gov/34789738/,"MV fraction was pelleted at 18,000 × g for 40 min at 4 °C. The remaining supernatant was centrifuged at 100,000 × g for 4 h at 4 °C to obtain EXO. For nanoparticle tracking analysis, MV and EXO fractions were resuspended in 60 μl of filtered PBS and diluted 1:100–1:500 in particles-free PBS. EV were tracked using the Nanosight system (Nanosight LM10, Malvern, UK), according to the manufacturers.",P2X7 receptor favors melanoma metastasis and causes the release of miRNA-containing exosomes and microvesicles from cancer cells.,"The tumor microenvironment (TME) is rich in components that strongly influence cancer cell survival affecting interaction with immune and stroma cells, extravasation, and dissemination. One of the key molecules present in the tumor milieu is ATP, which is not only highly concentrated in the microenvironment but also has a role in the promotion of cancer growth and spreading mainly via its receptor P2X7.MicroRNAs (miRNAs)  are small non-coding RNA molecules, which regulate transcriptional and post-transcriptional gene expression and are often contained in MVs released from cancer cells. Analysis by small RNA sequencing of the miRNA content of small and large vesicles obtained from both Sk-Mel-28 and Ma-Mel-19 cells, before and after ATP stimulation, shows a different global miRNA expression profile.ATP stimulation of the receptor caused differential expression of: 251 miRNAs in Sk-Mel-28 small vesicles; 193 miRNAs in Sk-Mel-28 large vesicles; 91 miRNAs in Ma-Mel-19 small vesicles; 206 miRNAs in Ma-Mel-19 large vesicles. These data show a profound alteration of the miRNA content of MVs released by human melanoma cells following P2X7 stimulation."
PRJEB45302,ERR5981339,sEV,Cell line|Cell line/Sk-Mel-28|Skin,Melanoma,-,2021-06-21,https://pubmed.ncbi.nlm.nih.gov/34789738/,"MV fraction was pelleted at 18,000 × g for 40 min at 4 °C. The remaining supernatant was centrifuged at 100,000 × g for 4 h at 4 °C to obtain EXO. For nanoparticle tracking analysis, MV and EXO fractions were resuspended in 60 μl of filtered PBS and diluted 1:100–1:500 in particles-free PBS. EV were tracked using the Nanosight system (Nanosight LM10, Malvern, UK), according to the manufacturers.",P2X7 receptor favors melanoma metastasis and causes the release of miRNA-containing exosomes and microvesicles from cancer cells.,"The tumor microenvironment (TME) is rich in components that strongly influence cancer cell survival affecting interaction with immune and stroma cells, extravasation, and dissemination. One of the key molecules present in the tumor milieu is ATP, which is not only highly concentrated in the microenvironment but also has a role in the promotion of cancer growth and spreading mainly via its receptor P2X7.MicroRNAs (miRNAs)  are small non-coding RNA molecules, which regulate transcriptional and post-transcriptional gene expression and are often contained in MVs released from cancer cells. Analysis by small RNA sequencing of the miRNA content of small and large vesicles obtained from both Sk-Mel-28 and Ma-Mel-19 cells, before and after ATP stimulation, shows a different global miRNA expression profile.ATP stimulation of the receptor caused differential expression of: 251 miRNAs in Sk-Mel-28 small vesicles; 193 miRNAs in Sk-Mel-28 large vesicles; 91 miRNAs in Ma-Mel-19 small vesicles; 206 miRNAs in Ma-Mel-19 large vesicles. These data show a profound alteration of the miRNA content of MVs released by human melanoma cells following P2X7 stimulation."
