miRNA,SRR9005506,SRR9005507,SRR9005508,SRR9005509,SRR9005510,SRR9005511,SRR9005512,SRR9005513,SRR9005514,SRR9005515,SRR9005516,SRR9005517,SRR9005518,SRR9005519,SRR9005520,SRR9005521,SRR9005522,SRR9005523,SRR9005524,SRR9005525,SRR9005526,SRR9005527,SRR9005528,SRR9005529,SRR9005530,SRR9005531,SRR9005532,SRR9005533,SRR9005534,SRR9005535,SRR9005536,SRR9005537,SRR9005538,SRR9005539,SRR9005540,SRR9005541,SRR9005542,SRR9005543,SRR9005544,SRR9005545,SRR9005546,SRR9005547,SRR9005548,SRR9005549,SRR9005550,SRR9005551,SRR9005552,SRR9005553
hsa-miR-197-3p,3.0,1.0,7.0,1.0,6.0,10.0,6.0,9.0,6.0,4.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,9.0,1.0,1.0,5.0,9.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,6.0,6.0,8.0,2.0,1.0,4.0,2.0,2.0,2.0,4.0,7.0,2.0,3.0,6.0,2.0,3.0,4.0,5.0,18.0
hsa-miR-197-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1976,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0
hsa-miR-199a-3p,1.0,3.0,15.0,5.0,4.0,4.0,6.0,5.0,9.0,4.0,14.0,2.0,4.0,1.0,2.0,5.0,1.0,3.0,0.0,0.0,2.0,2.0,1.0,5.0,7.0,6.0,5.0,3.0,0.0,3.0,3.0,5.0,0.0,1.0,8.0,7.0,4.0,4.0,0.0,1.0,1.0,0.0,7.0,8.0,1.0,2.0,6.0,30.0
hsa-miR-199a-5p,14.0,12.0,17.0,7.0,4.0,46.0,2.0,9.0,16.0,9.0,9.0,3.0,11.0,25.0,11.0,15.0,7.0,11.0,8.0,12.0,28.0,20.0,11.0,8.0,53.0,7.0,10.0,16.0,16.0,10.0,12.0,5.0,12.0,10.0,27.0,31.0,8.0,29.0,10.0,15.0,5.0,8.0,10.0,14.0,9.0,7.0,6.0,19.0
hsa-miR-199b-3p,3.0,3.0,1.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,6.0,0.0,1.0,1.0,0.0,0.0,4.0,5.0,1.0,0.0,1.0,8.0,4.0,0.0,3.0,3.0,5.0,7.0,3.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0
hsa-miR-199b-5p,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,7.0
hsa-miR-19a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
hsa-miR-19b-3p,0.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,4.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0
hsa-miR-200a-3p,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,6.0,0.0,1.0,0.0,3.0,25.0
hsa-miR-200a-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
hsa-miR-200b-3p,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
hsa-miR-200b-5p,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0
hsa-miR-200c-3p,13.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0
hsa-miR-202-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-202-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-203a-3p,3.0,0.0,9.0,13.0,3.0,0.0,3.0,7.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-204-3p,85.0,115.0,160.0,129.0,105.0,123.0,133.0,109.0,193.0,86.0,110.0,93.0,38.0,69.0,134.0,112.0,92.0,128.0,82.0,90.0,83.0,134.0,88.0,76.0,116.0,106.0,66.0,47.0,104.0,97.0,84.0,43.0,67.0,92.0,115.0,118.0,34.0,120.0,108.0,83.0,83.0,58.0,125.0,84.0,64.0,92.0,168.0,774.0
hsa-miR-204-5p,8.0,10.0,5.0,11.0,1.0,10.0,9.0,8.0,14.0,9.0,4.0,6.0,9.0,8.0,6.0,10.0,1.0,16.0,4.0,11.0,15.0,12.0,9.0,7.0,12.0,4.0,11.0,3.0,18.0,10.0,9.0,9.0,14.0,7.0,12.0,9.0,6.0,12.0,6.0,9.0,6.0,2.0,5.0,6.0,3.0,8.0,14.0,296.0
hsa-miR-205-5p,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
hsa-miR-206,4.0,3.0,8.0,6.0,3.0,4.0,5.0,2.0,5.0,4.0,3.0,3.0,0.0,6.0,5.0,14.0,4.0,13.0,3.0,8.0,8.0,6.0,3.0,2.0,6.0,6.0,2.0,2.0,4.0,6.0,1.0,5.0,7.0,5.0,16.0,9.0,5.0,3.0,4.0,6.0,1.0,1.0,7.0,2.0,2.0,4.0,7.0,475.0
hsa-miR-208a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-208b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-20a-5p,1.0,2.0,14.0,7.0,1.0,5.0,2.0,4.0,17.0,5.0,10.0,5.0,0.0,3.0,5.0,6.0,6.0,7.0,0.0,2.0,4.0,6.0,4.0,5.0,17.0,3.0,8.0,5.0,6.0,2.0,7.0,2.0,3.0,2.0,8.0,4.0,2.0,3.0,3.0,2.0,5.0,3.0,4.0,0.0,1.0,1.0,3.0,15.0
hsa-miR-20b-5p,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-21-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-21-5p,224.0,134.0,492.0,337.0,117.0,625.0,170.0,229.0,765.0,145.0,684.0,230.0,147.0,237.0,172.0,312.0,327.0,350.0,124.0,164.0,547.0,380.0,258.0,362.0,995.0,168.0,307.0,415.0,435.0,263.0,469.0,357.0,370.0,307.0,696.0,893.0,191.0,303.0,217.0,340.0,162.0,161.0,280.0,271.0,208.0,219.0,426.0,2070.0
hsa-miR-210-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
hsa-miR-211-5p,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2110,9.0,6.0,20.0,33.0,12.0,14.0,2.0,4.0,26.0,20.0,8.0,6.0,3.0,6.0,5.0,6.0,15.0,11.0,3.0,10.0,8.0,8.0,8.0,3.0,10.0,4.0,3.0,7.0,11.0,8.0,18.0,5.0,10.0,2.0,8.0,9.0,6.0,16.0,4.0,7.0,6.0,1.0,16.0,10.0,5.0,7.0,20.0,15.0
hsa-miR-2113,1.0,0.0,3.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0
hsa-miR-2115-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2115-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2116-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-212-3p,6.0,9.0,11.0,12.0,22.0,8.0,18.0,15.0,18.0,13.0,7.0,3.0,4.0,8.0,8.0,4.0,8.0,8.0,4.0,4.0,4.0,12.0,7.0,1.0,6.0,0.0,7.0,3.0,7.0,3.0,5.0,1.0,6.0,3.0,9.0,5.0,6.0,9.0,4.0,4.0,8.0,9.0,11.0,10.0,2.0,6.0,12.0,46.0
hsa-miR-212-5p,2.0,1.0,7.0,3.0,4.0,5.0,8.0,2.0,8.0,1.0,4.0,0.0,3.0,1.0,5.0,5.0,4.0,5.0,3.0,3.0,8.0,2.0,1.0,5.0,7.0,1.0,3.0,0.0,5.0,7.0,4.0,7.0,3.0,2.0,10.0,4.0,3.0,4.0,2.0,2.0,5.0,0.0,3.0,11.0,5.0,4.0,3.0,189.0
hsa-miR-214-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
hsa-miR-214-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-215-5p,0.0,0.0,3.0,6.0,3.0,0.0,3.0,2.0,1.0,2.0,9.0,0.0,0.0,3.0,6.0,3.0,2.0,6.0,3.0,2.0,3.0,1.0,2.0,4.0,2.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,3.0,1.0,6.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,8.0,0.0,2.0,3.0,8.0
hsa-miR-216a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-216b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
hsa-miR-217-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-218-1-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-218-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-218-5p,13.0,7.0,20.0,30.0,8.0,14.0,15.0,22.0,31.0,6.0,45.0,10.0,16.0,10.0,23.0,33.0,15.0,22.0,8.0,7.0,22.0,24.0,13.0,23.0,41.0,20.0,20.0,21.0,22.0,17.0,16.0,12.0,6.0,22.0,47.0,45.0,7.0,15.0,7.0,9.0,14.0,7.0,23.0,20.0,7.0,20.0,12.0,2874.0
hsa-miR-219a-1-3p,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-219a-2-3p,22.0,9.0,6.0,36.0,26.0,13.0,17.0,14.0,23.0,2.0,61.0,13.0,2.0,28.0,11.0,68.0,5.0,19.0,9.0,10.0,13.0,4.0,6.0,30.0,5.0,3.0,10.0,16.0,28.0,4.0,4.0,7.0,13.0,14.0,12.0,28.0,9.0,10.0,38.0,34.0,20.0,2.0,14.0,27.0,2.0,12.0,20.0,1387.0
hsa-miR-219a-5p,0.0,3.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
hsa-miR-22-3p,271.0,329.0,404.0,846.0,422.0,477.0,515.0,368.0,636.0,244.0,669.0,227.0,150.0,304.0,349.0,419.0,307.0,383.0,354.0,314.0,373.0,432.0,209.0,231.0,917.0,498.0,255.0,131.0,414.0,359.0,450.0,222.0,274.0,352.0,296.0,383.0,142.0,582.0,646.0,505.0,389.0,184.0,692.0,491.0,194.0,242.0,638.0,1781.0
hsa-miR-22-5p,1.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,1.0,2.0,4.0,4.0,4.0,3.0,4.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,6.0,1.0,1.0,6.0,1.0,0.0,1.0,2.0,4.0,2.0,0.0,1.0,3.0,39.0
hsa-miR-221-3p,6.0,10.0,33.0,42.0,13.0,43.0,16.0,17.0,36.0,11.0,36.0,9.0,10.0,17.0,20.0,16.0,15.0,18.0,4.0,7.0,16.0,21.0,12.0,21.0,35.0,25.0,10.0,16.0,21.0,13.0,13.0,6.0,9.0,9.0,31.0,33.0,5.0,12.0,13.0,15.0,7.0,10.0,15.0,13.0,7.0,5.0,32.0,880.0
hsa-miR-221-5p,0.0,1.0,3.0,1.0,0.0,4.0,0.0,1.0,3.0,1.0,4.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,5.0,4.0,1.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,3.0,5.0,4.0,2.0,5.0,3.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,17.0
hsa-miR-222-3p,207.0,180.0,377.0,287.0,164.0,386.0,222.0,213.0,511.0,234.0,127.0,227.0,249.0,348.0,283.0,353.0,258.0,231.0,200.0,219.0,378.0,328.0,298.0,254.0,267.0,232.0,307.0,328.0,253.0,185.0,447.0,289.0,405.0,318.0,329.0,392.0,158.0,334.0,273.0,251.0,206.0,178.0,225.0,206.0,171.0,254.0,283.0,4416.0
hsa-miR-222-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-223-3p,1.0,0.0,18.0,2.0,1.0,14.0,2.0,3.0,7.0,2.0,5.0,1.0,0.0,3.0,0.0,1.0,2.0,4.0,0.0,1.0,6.0,3.0,3.0,1.0,9.0,2.0,2.0,0.0,2.0,2.0,0.0,3.0,0.0,2.0,6.0,6.0,0.0,2.0,2.0,1.0,0.0,2.0,5.0,3.0,2.0,1.0,2.0,4.0
hsa-miR-223-5p,14.0,23.0,187.0,38.0,35.0,227.0,14.0,23.0,189.0,38.0,90.0,56.0,18.0,22.0,54.0,18.0,28.0,65.0,15.0,15.0,34.0,68.0,27.0,119.0,92.0,57.0,31.0,42.0,32.0,44.0,42.0,31.0,13.0,21.0,70.0,79.0,45.0,36.0,71.0,71.0,25.0,47.0,44.0,6.0,23.0,20.0,69.0,155.0
hsa-miR-224-5p,1.0,2.0,7.0,1.0,4.0,21.0,6.0,9.0,15.0,1.0,3.0,9.0,4.0,9.0,3.0,6.0,2.0,7.0,4.0,10.0,6.0,8.0,0.0,10.0,2.0,1.0,3.0,3.0,4.0,5.0,14.0,1.0,19.0,0.0,15.0,14.0,4.0,3.0,10.0,18.0,12.0,12.0,7.0,4.0,1.0,4.0,5.0,8.0
hsa-miR-2355-3p,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-23a-3p,18.0,36.0,237.0,113.0,63.0,132.0,78.0,29.0,109.0,23.0,196.0,27.0,11.0,31.0,58.0,67.0,29.0,65.0,27.0,15.0,18.0,44.0,13.0,26.0,114.0,49.0,26.0,15.0,47.0,44.0,18.0,21.0,15.0,14.0,43.0,25.0,17.0,53.0,78.0,36.0,34.0,31.0,67.0,50.0,12.0,20.0,100.0,108.0
hsa-miR-23a-5p,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0
hsa-miR-23b-3p,31.0,14.0,28.0,18.0,32.0,53.0,29.0,41.0,22.0,12.0,9.0,1.0,4.0,7.0,29.0,10.0,35.0,14.0,2.0,5.0,11.0,16.0,15.0,4.0,15.0,6.0,28.0,7.0,17.0,27.0,12.0,6.0,11.0,14.0,24.0,14.0,4.0,21.0,29.0,1.0,17.0,5.0,30.0,11.0,9.0,16.0,38.0,99.0
hsa-miR-23b-5p,0.0,1.0,0.0,2.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,36.0
hsa-miR-23c,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-1-5p,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0
hsa-miR-24-2-5p,0.0,1.0,4.0,3.0,1.0,5.0,0.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-24-3p,71.0,1.0,81.0,139.0,122.0,225.0,35.0,104.0,72.0,84.0,15.0,36.0,60.0,87.0,92.0,68.0,32.0,138.0,74.0,85.0,15.0,130.0,30.0,106.0,258.0,129.0,53.0,66.0,110.0,112.0,25.0,84.0,45.0,70.0,57.0,98.0,43.0,35.0,169.0,12.0,114.0,81.0,123.0,95.0,51.0,71.0,31.0,2203.0
