miRNA,ERR5922419,ERR5922420,ERR5922421,ERR5922422,ERR5922423,ERR5922424,ERR5922425,ERR5922426,ERR5922427,ERR5922428
hsa-miR-4744,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
hsa-miR-4745-3p,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-4745-5p,0.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,6.0
hsa-miR-4746-5p,3.0,4.0,3.0,1.0,4.0,5.0,5.0,1.0,7.0,6.0
hsa-miR-4749-5p,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0
hsa-miR-4750-5p,0.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,4.0,5.0
hsa-miR-4751,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-4753-3p,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0
hsa-miR-4753-5p,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,4.0
hsa-miR-4754,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
hsa-miR-4755-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4755-5p,0.0,1.0,3.0,0.0,0.0,10.0,2.0,11.0,2.0,3.0
hsa-miR-4757-3p,0.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,0.0,1.0
hsa-miR-4757-5p,1.0,0.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,5.0
hsa-miR-4758-3p,0.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0
hsa-miR-4758-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4760-5p,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-4761-3p,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,1.0,0.0
hsa-miR-4762-3p,0.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,2.0
hsa-miR-4763-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-4765,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-4767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
hsa-miR-4768-3p,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
hsa-miR-4768-5p,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-4772-3p,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
hsa-miR-4774-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4775,6.0,6.0,13.0,12.0,33.0,42.0,7.0,7.0,44.0,73.0
hsa-miR-4778-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-4781-3p,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0
hsa-miR-4781-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-4782-5p,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0
hsa-miR-4783-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-4785,0.0,2.0,0.0,1.0,2.0,1.0,3.0,2.0,0.0,1.0
hsa-miR-4786-5p,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
hsa-miR-4787-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
hsa-miR-4788,1.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0
hsa-miR-4789-5p,1.0,0.0,0.0,1.0,0.0,7.0,0.0,2.0,1.0,0.0
hsa-miR-4791,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-4795-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-4796-5p,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-4797-3p,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0
hsa-miR-4797-5p,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0
hsa-miR-4798-5p,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0
hsa-miR-4800-3p,4.0,5.0,0.0,0.0,0.0,34.0,26.0,3.0,2.0,3.0
hsa-miR-4800-5p,6.0,31.0,3.0,6.0,9.0,21.0,56.0,40.0,13.0,24.0
hsa-miR-4802-3p,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0
hsa-miR-4802-5p,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0
hsa-miR-4803,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
hsa-miR-4804-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
hsa-miR-4804-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-483-3p,576.0,315.0,889.0,815.0,6365.0,2508.0,5073.0,3247.0,4459.0,5711.0
hsa-miR-483-5p,623.0,1158.0,706.0,412.0,8725.0,1961.0,4606.0,3634.0,3127.0,4535.0
hsa-miR-484,194.0,159.0,211.0,164.0,777.0,989.0,1567.0,1012.0,1046.0,1014.0
hsa-miR-485-3p,4.0,2.0,7.0,9.0,32.0,10.0,7.0,0.0,14.0,51.0
hsa-miR-485-5p,69.0,296.0,111.0,84.0,1351.0,599.0,973.0,1000.0,828.0,1452.0
hsa-miR-486-3p,0.0,4.0,1.0,4.0,36.0,5.0,9.0,2.0,3.0,48.0
hsa-miR-486-5p,88.0,115.0,0.0,238.0,994.0,6.0,571.0,146.0,470.0,15.0
hsa-miR-487a-3p,17.0,17.0,24.0,66.0,90.0,26.0,28.0,36.0,61.0,89.0
hsa-miR-487a-5p,18.0,16.0,14.0,20.0,93.0,167.0,231.0,142.0,62.0,153.0
hsa-miR-487b-3p,211.0,264.0,315.0,392.0,1396.0,212.0,317.0,378.0,726.0,799.0
hsa-miR-487b-5p,3.0,2.0,1.0,0.0,15.0,34.0,32.0,29.0,8.0,21.0
hsa-miR-488-3p,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0
hsa-miR-488-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-489-3p,24.0,4.0,14.0,9.0,6.0,60.0,43.0,15.0,11.0,46.0
hsa-miR-490-3p,18.0,7.0,13.0,6.0,87.0,9.0,37.0,16.0,46.0,44.0
hsa-miR-490-5p,8.0,4.0,16.0,2.0,165.0,18.0,58.0,54.0,173.0,47.0
hsa-miR-491-3p,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,1.0,4.0
hsa-miR-491-5p,2.0,5.0,2.0,2.0,5.0,2.0,9.0,1.0,4.0,3.0
hsa-miR-493-3p,1306.0,3601.0,755.0,1278.0,3958.0,621.0,1362.0,1351.0,964.0,3909.0
hsa-miR-493-5p,2019.0,5088.0,2694.0,2957.0,8991.0,3120.0,3967.0,4957.0,7106.0,10366.0
hsa-miR-494-3p,157.0,165.0,188.0,212.0,308.0,150.0,324.0,260.0,195.0,358.0
hsa-miR-494-5p,0.0,1.0,0.0,1.0,10.0,3.0,2.0,8.0,1.0,6.0
hsa-miR-495-3p,2685.0,8220.0,6432.0,7846.0,29713.0,7388.0,17614.0,9993.0,26815.0,67685.0
hsa-miR-495-5p,0.0,0.0,2.0,0.0,6.0,0.0,1.0,0.0,4.0,0.0
hsa-miR-496,8.0,12.0,36.0,38.0,391.0,57.0,77.0,81.0,574.0,268.0
hsa-miR-497-5p,3.0,0.0,3.0,2.0,5.0,13.0,10.0,4.0,2.0,7.0
hsa-miR-498-3p,44.0,20.0,105.0,31.0,45.0,63.0,49.0,42.0,102.0,40.0
hsa-miR-498-5p,1715.0,1601.0,3222.0,2638.0,4900.0,4269.0,3462.0,3002.0,8011.0,2970.0
hsa-miR-4999-3p,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
hsa-miR-4999-5p,4.0,1.0,0.0,2.0,0.0,28.0,15.0,3.0,1.0,7.0
hsa-miR-499a-5p,133.0,1.0,62.0,43.0,37.0,649.0,134.0,143.0,186.0,4.0
hsa-miR-499b-5p,0.0,0.0,2.0,0.0,2.0,0.0,0.0,5.0,3.0,0.0
hsa-miR-5000-3p,1.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0
hsa-miR-5001-3p,1.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,0.0
hsa-miR-5001-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-5002-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-5004-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
hsa-miR-5004-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-5006-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-5009-5p,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-500a-3p,549.0,1292.0,300.0,265.0,1695.0,2561.0,3162.0,1845.0,1287.0,1391.0
hsa-miR-500a-5p,13.0,2.0,8.0,7.0,21.0,17.0,16.0,6.0,23.0,6.0
hsa-miR-500b-3p,2.0,5.0,2.0,0.0,5.0,11.0,9.0,13.0,3.0,4.0
hsa-miR-500b-5p,9.0,2.0,6.0,10.0,8.0,19.0,30.0,5.0,51.0,32.0
hsa-miR-501-3p,205.0,363.0,187.0,109.0,430.0,1595.0,2152.0,2019.0,834.0,575.0
hsa-miR-501-5p,13.0,5.0,6.0,6.0,13.0,10.0,15.0,6.0,13.0,9.0
hsa-miR-5010-3p,1.0,1.0,1.0,0.0,0.0,1.0,6.0,1.0,2.0,4.0
hsa-miR-5010-5p,0.0,1.0,1.0,1.0,9.0,0.0,3.0,5.0,11.0,6.0
hsa-miR-502-3p,107.0,82.0,666.0,79.0,646.0,713.0,1007.0,5457.0,3945.0,335.0
hsa-miR-502-5p,2.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0
hsa-miR-503-3p,56.0,29.0,31.0,24.0,18.0,44.0,51.0,24.0,12.0,41.0
hsa-miR-503-5p,1130.0,1693.0,911.0,1278.0,3136.0,5911.0,8321.0,5789.0,3975.0,9016.0
hsa-miR-504-3p,0.0,0.0,1.0,2.0,3.0,0.0,0.0,2.0,1.0,4.0
hsa-miR-504-5p,7.0,18.0,5.0,8.0,30.0,182.0,56.0,33.0,17.0,140.0
hsa-miR-505-3p,25.0,18.0,10.0,10.0,39.0,45.0,107.0,45.0,36.0,27.0
hsa-miR-505-5p,2.0,2.0,3.0,1.0,2.0,0.0,6.0,4.0,3.0,6.0
hsa-miR-506-3p,4.0,4.0,2.0,1.0,6.0,12.0,21.0,6.0,5.0,25.0
hsa-miR-506-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-508-3p,4.0,8.0,2.0,0.0,0.0,39.0,64.0,26.0,4.0,17.0
hsa-miR-508-5p,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
hsa-miR-5088-5p,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
hsa-miR-5089-5p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-509-3-5p,27.0,56.0,21.0,23.0,59.0,95.0,93.0,83.0,67.0,132.0
hsa-miR-509-3p,24.0,25.0,9.0,4.0,14.0,94.0,182.0,141.0,26.0,94.0
hsa-miR-509-5p,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
hsa-miR-5091,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5094,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0
hsa-miR-510-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-511-3p,1.0,7.0,9.0,4.0,21.0,44.0,6.0,27.0,24.0,30.0
hsa-miR-511-5p,82.0,204.0,20.0,30.0,169.0,5174.0,1902.0,1247.0,46.0,1520.0
hsa-miR-512-3p,18599.0,13185.0,27017.0,11074.0,111663.0,65873.0,162362.0,110265.0,105197.0,90035.0
hsa-miR-512-5p,627.0,332.0,4745.0,888.0,13575.0,874.0,1965.0,2205.0,28544.0,2516.0
hsa-miR-513a-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-513a-5p,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
hsa-miR-513b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
hsa-miR-513c-5p,0.0,0.0,0.0,0.0,6.0,5.0,5.0,1.0,3.0,2.0
hsa-miR-514a-3p,344.0,171.0,91.0,266.0,96.0,549.0,122.0,50.0,106.0,421.0
hsa-miR-514a-5p,0.0,1.0,2.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0
hsa-miR-514b-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-515-3p,264.0,520.0,400.0,163.0,979.0,442.0,824.0,3202.0,3322.0,302.0
hsa-miR-515-5p,4059.0,1503.0,11374.0,2446.0,16898.0,4641.0,5965.0,7961.0,62343.0,4478.0
hsa-miR-516a-3p,130.0,23.0,43.0,27.0,186.0,60.0,33.0,81.0,160.0,105.0
hsa-miR-516a-5p,42633.0,19732.0,55935.0,20367.0,60303.0,57944.0,58648.0,31194.0,199668.0,51382.0
hsa-miR-516b-3p,5.0,22.0,22.0,12.0,148.0,16.0,77.0,27.0,3.0,47.0
hsa-miR-516b-5p,339994.0,624601.0,243726.0,108908.0,528486.0,264171.0,817811.0,312268.0,1053862.0,632364.0
hsa-miR-517-5p,1892.0,4323.0,1130.0,917.0,2980.0,8742.0,11374.0,8535.0,10990.0,7121.0
hsa-miR-517a-3p,66577.0,4626.0,98796.0,61445.0,42388.0,468243.0,146309.0,296923.0,2884.0,65949.0
hsa-miR-517b-3p,18166.0,76466.0,9973.0,3652.0,150768.0,168519.0,513168.0,108894.0,448459.0,257105.0
hsa-miR-517c-3p,7927.0,5873.0,14014.0,6605.0,21929.0,43538.0,37046.0,38968.0,56835.0,20014.0
hsa-miR-5187-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-5187-5p,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0
hsa-miR-5189-3p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-5189-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-518a-3p,10492.0,12882.0,10011.0,6467.0,18487.0,2268.0,3796.0,3806.0,16398.0,6287.0
hsa-miR-518a-5p,267.0,187.0,252.0,157.0,381.0,921.0,1271.0,1634.0,2040.0,374.0
hsa-miR-518b,12859.0,6429.0,12025.0,6360.0,15360.0,8446.0,7495.0,2862.0,20108.0,13627.0
hsa-miR-518c-3p,13866.0,6126.0,12618.0,7305.0,13920.0,9461.0,6678.0,3081.0,20147.0,11906.0
hsa-miR-518c-5p,2787.0,3588.0,1653.0,1044.0,4221.0,10805.0,15991.0,8354.0,4902.0,6690.0
hsa-miR-518d-3p,249.0,219.0,170.0,117.0,330.0,420.0,614.0,791.0,439.0,318.0
hsa-miR-518d-5p,91.0,31313.0,317.0,8168.0,32531.0,2488.0,103.0,15200.0,68.0,1533.0
hsa-miR-518e-3p,12656.0,14248.0,16557.0,8695.0,51393.0,8742.0,23270.0,19532.0,70706.0,17475.0
hsa-miR-518e-5p,1707.0,1964.0,22093.0,3.0,158.0,2004.0,46164.0,15117.0,111645.0,119640.0
hsa-miR-518f-3p,4616.0,2302.0,3332.0,2460.0,4063.0,1610.0,1666.0,622.0,3100.0,3003.0
hsa-miR-518f-5p,340.0,328.0,9546.0,234.0,1009.0,99046.0,117658.0,108903.0,5528.0,541.0
hsa-miR-5191,0.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,2.0,5.0
hsa-miR-5193,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-519a-2-5p,190.0,101.0,270.0,451.0,155.0,782.0,1130.0,941.0,3144.0,413.0
hsa-miR-519a-3p,6709.0,3766.0,9710.0,4131.0,16302.0,35886.0,31374.0,29941.0,30017.0,14759.0
hsa-miR-519a-5p,10716.0,10670.0,8408.0,19298.0,79831.0,19570.0,60250.0,223778.0,30195.0,19493.0
hsa-miR-519b-3p,444.0,274.0,1058.0,473.0,2288.0,1680.0,1229.0,1132.0,3424.0,1614.0
hsa-miR-519b-5p,49.0,6111.0,1046.0,1544.0,9308.0,21516.0,297361.0,74.0,91.0,841.0
hsa-miR-519c-3p,188.0,147.0,278.0,148.0,738.0,953.0,558.0,668.0,700.0,676.0
hsa-miR-519c-5p,6315.0,11.0,328.0,50.0,498.0,180838.0,3655.0,66.0,195.0,5072.0
hsa-miR-519d-3p,19092.0,14583.0,25608.0,12006.0,30369.0,11390.0,20899.0,6648.0,81187.0,25830.0
hsa-miR-519d-5p,139.0,68.0,157.0,76.0,148.0,242.0,361.0,205.0,405.0,222.0
hsa-miR-519e-3p,114.0,65.0,147.0,85.0,128.0,140.0,129.0,97.0,565.0,126.0
hsa-miR-519e-5p,112.0,46.0,509.0,131.0,1435.0,240.0,308.0,400.0,3649.0,344.0
hsa-miR-520a-3p,15744.0,23780.0,28787.0,7926.0,62296.0,48377.0,94958.0,85566.0,134317.0,40116.0
hsa-miR-520a-5p,5259.0,3460.0,6777.0,2858.0,14096.0,34146.0,37670.0,28108.0,33956.0,18432.0
hsa-miR-520b-3p,99.0,93.0,42.0,26.0,68.0,16.0,27.0,14.0,48.0,15.0
hsa-miR-520b-5p,594.0,352.0,650.0,3.0,835.0,922.0,1516.0,1392.0,246.0,708.0
hsa-miR-520c-3p,184.0,155.0,436.0,318.0,1272.0,232.0,320.0,383.0,879.0,630.0
hsa-miR-520c-5p,388.0,51.0,958.0,334.0,94.0,14520.0,3592.0,40.0,818.0,52.0
hsa-miR-520d-3p,1881.0,1145.0,1224.0,1362.0,5780.0,3947.0,6422.0,3245.0,3451.0,8343.0
hsa-miR-520d-5p,1462.0,1523.0,2461.0,1243.0,4594.0,10030.0,4029.0,8511.0,13369.0,3600.0
hsa-miR-520e-3p,46.0,41.0,57.0,25.0,265.0,15.0,37.0,76.0,149.0,82.0
hsa-miR-520e-5p,89.0,33.0,113.0,35.0,140.0,263.0,191.0,195.0,405.0,106.0
hsa-miR-520f-3p,744.0,628.0,1369.0,900.0,6864.0,2453.0,3379.0,2641.0,4175.0,5883.0
hsa-miR-520f-5p,52.0,42.0,52.0,26.0,62.0,274.0,257.0,263.0,167.0,99.0
hsa-miR-520g-3p,14683.0,11019.0,16945.0,8484.0,12326.0,4570.0,4965.0,2982.0,35222.0,7838.0
hsa-miR-520g-5p,681.0,197.0,538.0,238.0,603.0,822.0,444.0,315.0,986.0,331.0
hsa-miR-520h,836.0,825.0,1154.0,869.0,4604.0,727.0,1733.0,712.0,1311.0,2094.0
hsa-miR-521,1520.0,1157.0,1259.0,738.0,2295.0,1508.0,2336.0,1477.0,4839.0,1278.0
hsa-miR-522-3p,14711.0,16067.0,21701.0,10285.0,84345.0,130021.0,311788.0,93161.0,173705.0,203308.0
hsa-miR-522-5p,32343.0,469.0,37.0,899.0,243.0,2885.0,957.0,14360.0,404.0,12943.0
hsa-miR-523-3p,5725.0,3388.0,4482.0,1989.0,3700.0,4388.0,8858.0,2369.0,10856.0,3857.0
hsa-miR-523-5p,53.0,57431.0,124.0,591.0,613.0,1197.0,90.0,355.0,49.0,750.0
hsa-miR-524-3p,884.0,817.0,2871.0,712.0,1592.0,799.0,1817.0,2006.0,14702.0,799.0
hsa-miR-524-5p,2586.0,1721.0,2806.0,1648.0,4173.0,29716.0,12928.0,14421.0,10555.0,5562.0
hsa-miR-525-3p,394.0,151.0,433.0,215.0,551.0,437.0,669.0,339.0,1491.0,439.0
hsa-miR-525-5p,5669.0,4323.0,5434.0,3506.0,14569.0,51195.0,60078.0,29757.0,29388.0,31025.0
hsa-miR-526a-3p,201.0,313.0,210.0,244.0,118.0,25.0,41.0,43.0,132.0,146.0
hsa-miR-526a-5p,19734.0,4983.0,224.0,153.0,2272.0,552.0,26131.0,625.0,48599.0,48131.0
hsa-miR-526b-3p,327.0,30.0,100.0,101.0,297.0,85.0,83.0,27.0,167.0,164.0
hsa-miR-526b-5p,6154.0,2608.0,5021.0,3116.0,5803.0,14844.0,19557.0,5957.0,7384.0,10371.0
hsa-miR-527,75.0,145.0,57.0,11.0,475.0,426.0,80.0,613.0,30.0,69.0
hsa-miR-532-3p,42.0,24.0,28.0,27.0,55.0,114.0,145.0,80.0,56.0,149.0
hsa-miR-532-5p,3233.0,5093.0,3237.0,1486.0,3784.0,10318.0,8784.0,8937.0,14491.0,8648.0
hsa-miR-539-3p,10.0,10.0,22.0,34.0,59.0,15.0,9.0,20.0,26.0,27.0
hsa-miR-539-5p,21.0,33.0,21.0,25.0,131.0,31.0,37.0,47.0,46.0,128.0
hsa-miR-541-3p,1.0,9.0,2.0,6.0,47.0,6.0,20.0,7.0,33.0,80.0
hsa-miR-541-5p,2.0,0.0,1.0,0.0,7.0,2.0,13.0,6.0,4.0,6.0
hsa-miR-542-3p,394.0,574.0,239.0,273.0,384.0,1789.0,634.0,1034.0,463.0,729.0
hsa-miR-542-5p,5.0,4.0,3.0,4.0,9.0,8.0,16.0,8.0,3.0,16.0
hsa-miR-543,347.0,427.0,198.0,454.0,1422.0,5455.0,3662.0,755.0,472.0,9912.0
hsa-miR-544a,1.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,3.0,0.0
hsa-miR-544b,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0
hsa-miR-545-3p,1.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0,2.0
hsa-miR-545-5p,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-548a-3p,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0
hsa-miR-548a-5p,0.0,1.0,0.0,1.0,0.0,8.0,2.0,2.0,2.0,2.0
hsa-miR-548aa,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
hsa-miR-548ab,0.0,0.0,2.0,3.0,4.0,4.0,2.0,0.0,5.0,2.0
hsa-miR-548ac,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-548ad-5p,1.0,0.0,2.0,3.0,2.0,9.0,1.0,2.0,1.0,2.0
hsa-miR-548ae-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-548ae-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0
hsa-miR-548ag,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
hsa-miR-548ah-3p,2.0,21.0,5.0,7.0,7.0,1.0,1.0,7.0,3.0,0.0
hsa-miR-548ai,3.0,2.0,1.0,0.0,3.0,10.0,1.0,7.0,4.0,1.0
hsa-miR-548aj-3p,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-548aj-5p,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548ak,0.0,0.0,3.0,0.0,2.0,0.0,1.0,1.0,4.0,0.0
hsa-miR-548al,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-548am-3p,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,5.0,3.0
hsa-miR-548an,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,3.0
hsa-miR-548ao-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-548ap-5p,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0
hsa-miR-548aq-3p,0.0,0.0,0.0,0.0,4.0,0.0,3.0,27.0,4.0,0.0
hsa-miR-548ar-3p,6.0,84.0,91.0,3.0,144.0,11.0,1.0,54.0,119.0,2.0
hsa-miR-548at-3p,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
hsa-miR-548at-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548av-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
hsa-miR-548aw,1.0,2.0,2.0,3.0,1.0,2.0,4.0,6.0,2.0,2.0
hsa-miR-548ay-3p,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
hsa-miR-548ay-5p,0.0,0.0,2.0,4.0,7.0,2.0,1.0,2.0,0.0,8.0
hsa-miR-548az-3p,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
hsa-miR-548az-5p,1.0,2.0,2.0,1.0,2.0,6.0,5.0,5.0,3.0,2.0
hsa-miR-548b-3p,1.0,2.0,11.0,4.0,9.0,4.0,6.0,3.0,7.0,6.0
hsa-miR-548b-5p,18.0,12.0,22.0,23.0,41.0,54.0,25.0,31.0,29.0,45.0
hsa-miR-548bc,8.0,4.0,8.0,8.0,8.0,2.0,4.0,10.0,11.0,11.0
hsa-miR-548c-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
hsa-miR-548d-3p,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0
hsa-miR-548d-5p,8.0,0.0,8.0,3.0,24.0,0.0,1.0,10.0,17.0,18.0
hsa-miR-548e-3p,15.0,22.0,16.0,2.0,17.0,38.0,23.0,28.0,30.0,29.0
hsa-miR-548e-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
hsa-miR-548f-3p,24.0,38.0,30.0,3.0,19.0,116.0,31.0,43.0,49.0,15.0
hsa-miR-548h-3p,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0
hsa-miR-548h-5p,2.0,0.0,1.0,1.0,0.0,2.0,4.0,1.0,5.0,0.0
hsa-miR-548i,18.0,9.0,53.0,22.0,22.0,43.0,84.0,53.0,155.0,39.0
hsa-miR-548j-3p,3.0,4.0,1.0,2.0,2.0,3.0,5.0,4.0,6.0,3.0
hsa-miR-548j-5p,7.0,2.0,2.0,2.0,1.0,4.0,5.0,2.0,4.0,5.0
hsa-miR-548k,30.0,12.0,16.0,14.0,23.0,44.0,67.0,37.0,59.0,36.0
hsa-miR-548l,9.0,26.0,10.0,10.0,52.0,31.0,66.0,44.0,38.0,67.0
hsa-miR-548m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-548n,0.0,1.0,0.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0
