miRNA,ERR3412357,ERR3412358,ERR3412359,ERR3412360,ERR3412361,ERR3412362,ERR3412363,ERR3412364,ERR3412365,ERR3412366,ERR3412367,ERR3412368,ERR3412369,ERR3412370,ERR3412371,ERR3412372,ERR3412373,ERR3412374,ERR3412375,ERR3412376,ERR3412377,ERR3412378
hsa-let-7a-3p,3.0,1.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,24.0,1.0,0.0,1.0,0.0
hsa-let-7a-5p,667.0,874.0,422.0,158.0,212.0,544.0,718.0,184.0,132.0,60.0,248.0,77.0,70.0,1212.0,716.0,2534.0,1353.0,2256.0,822.0,692.0,288.0,1252.0
hsa-let-7b-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
hsa-let-7b-5p,141.0,104.0,109.0,13.0,44.0,48.0,29.0,15.0,7.0,9.0,14.0,9.0,17.0,151.0,105.0,371.0,195.0,1047.0,262.0,104.0,33.0,251.0
hsa-let-7c-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-let-7c-5p,75.0,133.0,56.0,15.0,15.0,65.0,60.0,17.0,13.0,6.0,25.0,16.0,6.0,174.0,70.0,578.0,162.0,1051.0,167.0,123.0,39.0,175.0
hsa-let-7d-3p,8.0,6.0,4.0,2.0,2.0,6.0,1.0,4.0,1.0,0.0,0.0,2.0,7.0,12.0,2.0,21.0,19.0,16.0,19.0,8.0,1.0,9.0
hsa-let-7d-5p,3.0,21.0,12.0,9.0,7.0,5.0,11.0,5.0,6.0,2.0,2.0,3.0,2.0,14.0,1.0,30.0,41.0,29.0,10.0,32.0,2.0,78.0
hsa-let-7e-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-let-7e-5p,12.0,66.0,30.0,19.0,18.0,35.0,30.0,11.0,11.0,2.0,4.0,12.0,4.0,76.0,14.0,105.0,97.0,72.0,19.0,72.0,10.0,137.0
hsa-let-7f-5p,622.0,1552.0,710.0,180.0,141.0,437.0,452.0,134.0,181.0,29.0,158.0,63.0,63.0,1816.0,592.0,3668.0,2720.0,1852.0,981.0,1532.0,287.0,2741.0
hsa-let-7g-5p,125.0,89.0,60.0,5.0,28.0,64.0,41.0,10.0,19.0,12.0,22.0,2.0,1.0,116.0,130.0,296.0,94.0,326.0,149.0,62.0,75.0,94.0
hsa-let-7i-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-let-7i-5p,46.0,28.0,21.0,5.0,15.0,20.0,9.0,4.0,3.0,3.0,3.0,2.0,0.0,41.0,66.0,56.0,65.0,439.0,144.0,28.0,13.0,40.0
hsa-miR-100-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-100-5p,10.0,13.0,15.0,0.0,3.0,20.0,8.0,7.0,2.0,0.0,2.0,3.0,1.0,24.0,15.0,43.0,72.0,159.0,16.0,20.0,36.0,41.0
hsa-miR-101-3p,31.0,10.0,15.0,2.0,4.0,6.0,0.0,3.0,1.0,1.0,3.0,5.0,2.0,14.0,27.0,75.0,48.0,325.0,128.0,32.0,15.0,28.0
hsa-miR-101-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0
hsa-miR-10226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-10394-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-10399-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-103a-3p,34.0,15.0,1.0,1.0,0.0,13.0,9.0,1.0,2.0,0.0,6.0,0.0,0.0,41.0,10.0,3.0,8.0,324.0,43.0,2.0,2.0,36.0
hsa-miR-10401-3p,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0
hsa-miR-106a-5p,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,3.0
hsa-miR-106b-3p,0.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,41.0,6.0,0.0,0.0,1.0
hsa-miR-106b-5p,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,4.0,0.0,1.0,1.0
hsa-miR-107,4.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0,3.0,2.0,113.0,3.0,2.0,1.0,11.0
hsa-miR-10a-3p,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,5.0,6.0,12.0,2.0,2.0,3.0,9.0
hsa-miR-10a-5p,21315.0,9450.0,9258.0,3670.0,5669.0,11747.0,19154.0,3367.0,5757.0,1373.0,9354.0,1513.0,3916.0,19098.0,37748.0,50093.0,58588.0,93906.0,30264.0,17124.0,34652.0,33145.0
hsa-miR-10b-3p,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,3.0,9.0,3.0,1.0,0.0,6.0
hsa-miR-10b-5p,53268.0,28203.0,19652.0,7357.0,13521.0,34321.0,51711.0,6588.0,18799.0,4175.0,21205.0,4417.0,9945.0,38838.0,119664.0,151551.0,176759.0,403424.0,103612.0,40595.0,82243.0,106767.0
hsa-miR-1180-3p,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0
hsa-miR-12136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1226-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122b-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
hsa-miR-124-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1249-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-1251-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-1255b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
hsa-miR-125a-5p,192.0,72.0,112.0,25.0,25.0,100.0,111.0,26.0,19.0,6.0,48.0,12.0,22.0,265.0,168.0,605.0,674.0,238.0,174.0,128.0,197.0,288.0
hsa-miR-125b-1-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
hsa-miR-125b-2-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,1.0
hsa-miR-125b-5p,14.0,16.0,19.0,6.0,5.0,11.0,16.0,2.0,2.0,1.0,5.0,4.0,3.0,37.0,15.0,153.0,84.0,146.0,73.0,30.0,25.0,49.0
hsa-miR-126-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0
hsa-miR-126-5p,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,2.0,0.0,19.0,1.0,0.0,2.0,2.0
hsa-miR-1260b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-1263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-127-3p,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0
hsa-miR-1270,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1273h-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1277-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-128-3p,5.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,4.0,5.0,7.0,10.0,9.0,6.0,5.0,2.0,18.0
hsa-miR-1285-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
hsa-miR-1287-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-129-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1296-5p,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,1.0
hsa-miR-1299,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0
hsa-miR-1301-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-1303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
hsa-miR-1307-3p,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,17.0,1.0,1.0,3.0,2.0
hsa-miR-1307-5p,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,81.0,5.0,2.0,0.0,1.0
hsa-miR-130a-3p,6.0,6.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,6.0,10.0,21.0,59.0,21.0,10.0,4.0,17.0
hsa-miR-130b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,9.0,1.0,0.0,0.0,0.0
hsa-miR-130b-5p,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
hsa-miR-132-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,2.0,1.0,0.0,1.0
hsa-miR-132-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-2-3p,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,2.0,0.0,1.0
hsa-miR-135a-5p,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,1.0,0.0,3.0
hsa-miR-135b-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0
hsa-miR-136-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-138-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-138-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
hsa-miR-139-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-140-3p,10.0,1.0,6.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,8.0,13.0,81.0,27.0,4.0,8.0,6.0
hsa-miR-140-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0
hsa-miR-141-3p,132.0,41.0,202.0,33.0,15.0,83.0,41.0,37.0,9.0,5.0,25.0,5.0,12.0,253.0,43.0,616.0,268.0,2116.0,231.0,86.0,69.0,148.0
hsa-miR-141-5p,4.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,2.0,32.0,5.0,2.0,0.0,1.0
hsa-miR-142-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-142-5p,4.0,1.0,7.0,0.0,4.0,9.0,1.0,2.0,0.0,0.0,0.0,1.0,37.0,5.0,103.0,2.0,3.0,911.0,962.0,3.0,14.0,1.0
hsa-miR-143-3p,9.0,3.0,5.0,0.0,1.0,5.0,0.0,2.0,0.0,1.0,0.0,18.0,56.0,3.0,360.0,0.0,6.0,1030.0,964.0,3.0,11.0,1.0
hsa-miR-144-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-144-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-145-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0
hsa-miR-1468-5p,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,5.0,7.0,2.0,2.0,1.0,3.0
hsa-miR-146a-5p,19.0,0.0,5.0,0.0,1.0,7.0,2.0,2.0,0.0,1.0,3.0,0.0,2.0,11.0,25.0,13.0,12.0,367.0,48.0,2.0,4.0,4.0
hsa-miR-146b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0
hsa-miR-146b-5p,58.0,11.0,20.0,1.0,4.0,13.0,13.0,4.0,3.0,0.0,7.0,2.0,2.0,39.0,97.0,104.0,63.0,1250.0,138.0,37.0,43.0,67.0
hsa-miR-147b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
hsa-miR-148a-3p,473.0,264.0,751.0,35.0,92.0,201.0,99.0,67.0,48.0,29.0,40.0,6.0,88.0,703.0,407.0,2501.0,1358.0,15974.0,5019.0,520.0,233.0,873.0
hsa-miR-148a-5p,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,6.0,62.0,10.0,3.0,1.0,3.0
hsa-miR-148b-3p,6.0,1.0,3.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,5.0,3.0,15.0,6.0,98.0,20.0,6.0,4.0,12.0
hsa-miR-148b-5p,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0
hsa-miR-149-5p,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,7.0,1.0,7.0,2.0,6.0,1.0,6.0
hsa-miR-150-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-151a-3p,114.0,45.0,79.0,10.0,10.0,43.0,32.0,11.0,5.0,5.0,8.0,1.0,5.0,142.0,53.0,290.0,279.0,731.0,142.0,83.0,54.0,205.0
hsa-miR-151a-5p,82.0,44.0,37.0,8.0,18.0,31.0,27.0,12.0,7.0,5.0,6.0,1.0,1.0,102.0,19.0,151.0,152.0,198.0,58.0,54.0,25.0,133.0
hsa-miR-151b,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,5.0,1.0,1.0,2.0,1.0,3.0
hsa-miR-152-3p,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,11.0,0.0,1.0,0.0,0.0
hsa-miR-152-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-153-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1537-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-155-5p,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,8.0,3.0,0.0,0.0,2.0
hsa-miR-15a-5p,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,16.0,3.0,2.0,54.0,50.0,0.0,0.0,3.0
hsa-miR-15b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-15b-5p,3.0,2.0,7.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,3.0,5.0,112.0,22.0,3.0,3.0,5.0
hsa-miR-16-2-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,17.0,7.0,0.0,0.0,2.0
hsa-miR-16-5p,118.0,36.0,53.0,8.0,22.0,87.0,15.0,17.0,5.0,2.0,11.0,4.0,42.0,96.0,174.0,183.0,178.0,2851.0,1672.0,63.0,39.0,143.0
hsa-miR-17-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-17-5p,3.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,9.0,3.0,31.0,2.0,3.0,1.0,7.0
hsa-miR-181a-2-3p,8.0,5.0,2.0,0.0,4.0,2.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,19.0,1.0,20.0,28.0,89.0,8.0,10.0,3.0,10.0
hsa-miR-181a-3p,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,7.0,19.0,3.0,3.0,0.0,1.0
hsa-miR-181a-5p,388.0,142.0,177.0,32.0,46.0,223.0,78.0,68.0,22.0,6.0,28.0,27.0,41.0,493.0,259.0,645.0,827.0,5677.0,2134.0,450.0,165.0,488.0
hsa-miR-181b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181b-5p,21.0,5.0,4.0,4.0,5.0,16.0,6.0,2.0,1.0,2.0,1.0,3.0,1.0,20.0,6.0,17.0,47.0,264.0,51.0,22.0,6.0,22.0
hsa-miR-181c-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,6.0,2.0,2.0,0.0,1.0
hsa-miR-181c-5p,5.0,2.0,4.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,2.0,4.0,90.0,77.0,1.0,0.0,2.0
hsa-miR-181d-5p,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,13.0,6.0,0.0,0.0,1.0
hsa-miR-182-5p,167.0,179.0,220.0,19.0,16.0,71.0,57.0,36.0,22.0,6.0,34.0,6.0,12.0,386.0,242.0,1272.0,404.0,1080.0,465.0,247.0,84.0,531.0
hsa-miR-183-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-183-5p,18.0,18.0,35.0,4.0,4.0,5.0,20.0,9.0,4.0,1.0,5.0,1.0,6.0,42.0,7.0,100.0,51.0,413.0,24.0,17.0,33.0,41.0
hsa-miR-184,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,165.0,18.0,0.0,0.0,1.0
hsa-miR-1843,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0
hsa-miR-185-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
hsa-miR-186-5p,74.0,31.0,77.0,12.0,15.0,67.0,43.0,25.0,9.0,1.0,5.0,2.0,23.0,113.0,43.0,307.0,266.0,2247.0,429.0,113.0,44.0,106.0
hsa-miR-187-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,1.0,0.0,2.0
hsa-miR-187-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-188-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-18a-5p,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-18b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-190a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0
