miRNA,SRR23352407,SRR23352408,SRR23352409,SRR23352410,SRR23352411,SRR23352412,SRR23352413,SRR23352414
hsa-miR-181a-5p,269.91,586.2,1084.16,569.02,1328.15,902.12,170.55,161.3
hsa-miR-181b-3p,0.0,0.28,0.0,0.0,0.0,4.13,0.0,0.0
hsa-miR-181b-5p,2.44,252.42,336.01,214.54,502.04,146.1,122.95,25.3
hsa-miR-181c-3p,0.0,1.11,8.23,1.69,4.2,55.82,1.98,0.0
hsa-miR-181c-5p,0.0,0.84,0.0,0.84,1.4,0.69,0.0,3.16
hsa-miR-181d-3p,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181d-5p,11.6,116.46,138.18,8.85,194.79,292.21,9.92,15.81
hsa-miR-182-3p,0.0,0.0,0.34,0.42,0.0,0.0,3.97,0.0
hsa-miR-182-5p,159.38,663.65,943.92,607.8,1452.53,1574.05,744.67,332.09
hsa-miR-1827,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-183-3p,0.0,3.06,0.0,0.0,0.35,2.07,0.0,0.0
hsa-miR-183-5p,273.58,1207.78,2023.28,1486.19,1380.36,2912.41,967.77,136.0
hsa-miR-184,265.95,163.55,1309.08,199.37,264.51,365.95,42.64,47.44
hsa-miR-1843,8.85,1.11,1.37,0.42,1.05,2.76,2.97,9.49
hsa-miR-185-3p,4.89,1.11,0.69,0.42,106.5,3.45,0.99,6.33
hsa-miR-185-5p,2059.47,2820.39,913.07,844.68,1384.91,1010.31,389.69,547.16
hsa-miR-186-3p,0.0,0.0,0.0,0.0,0.0,39.97,0.0,0.0
hsa-miR-186-5p,38.78,490.64,651.8,63.22,334.58,237.76,120.97,98.05
hsa-miR-187-3p,7.63,59.62,43.54,14.33,26.28,53.07,35.7,0.0
hsa-miR-187-5p,0.0,0.0,0.0,0.42,0.0,0.69,0.0,0.0
hsa-miR-188-5p,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-18a-3p,5.5,0.0,0.0,0.0,0.0,0.0,5.95,22.14
hsa-miR-18a-5p,0.0,105.87,2.74,1.26,1.4,3.45,0.99,0.0
hsa-miR-18b-3p,0.0,0.28,0.0,0.0,0.0,0.0,0.0,3.16
hsa-miR-18b-5p,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0
hsa-miR-1908-5p,39.39,2.79,0.0,0.84,1.4,4.13,0.99,0.0
hsa-miR-190a-5p,0.31,21.45,0.0,2.53,2.45,6.2,2.97,0.0
hsa-miR-191-3p,8.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-191-5p,335.26,1456.86,2198.83,1293.15,1200.63,1711.88,556.27,404.83
hsa-miR-192-3p,0.0,0.0,0.0,0.0,0.0,0.69,2.97,0.0
hsa-miR-192-5p,817.68,1466.61,1215.48,719.07,2419.48,1399.0,339.12,1489.66
hsa-miR-193a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16
hsa-miR-193a-5p,449.15,478.66,55.2,203.16,22.77,31.01,19.83,31.63
hsa-miR-193b-3p,0.0,5.29,0.34,0.0,1.05,0.0,0.0,3.16
hsa-miR-193b-5p,85.8,140.7,1.37,83.46,1.05,2.07,5.95,6.33
hsa-miR-194-3p,0.0,0.84,0.34,0.0,0.0,0.0,0.0,0.0
hsa-miR-194-5p,98.93,417.08,403.22,35.83,574.56,427.97,109.07,230.88
hsa-miR-195-3p,4.89,0.28,0.69,0.84,3.15,0.0,3.97,0.0
hsa-miR-195-5p,1.53,84.98,2.06,2.53,29.43,20.67,5.95,6.33
hsa-miR-196a-1-3p,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0
hsa-miR-196a-5p,42.75,44.58,117.6,156.8,223.52,268.08,63.46,3.16
hsa-miR-196b-3p,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-196b-5p,5.19,70.77,194.75,0.0,486.98,75.81,59.49,12.65
hsa-miR-197-3p,17.71,10.59,2.74,10.54,2.1,65.47,7.93,3.16
hsa-miR-1976,3.97,0.0,0.0,0.0,0.35,0.0,0.0,0.0
hsa-miR-199a-3p,84.58,1547.41,1867.27,1374.5,2419.83,695.37,618.74,588.27
hsa-miR-199a-5p,98.93,307.31,470.76,291.25,788.27,886.95,225.09,53.77
hsa-miR-199b-3p,241.21,72.44,324.01,276.92,216.51,1411.41,441.25,94.88
hsa-miR-199b-5p,16.18,118.97,485.16,17.28,193.04,153.68,101.14,31.63
hsa-miR-19a-3p,0.31,1.11,0.0,87.67,40.99,1.38,0.99,9.49
hsa-miR-19a-5p,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0
hsa-miR-19b-3p,0.92,1.39,33.6,8.43,152.4,64.78,54.54,15.81
hsa-miR-200a-3p,62.29,363.59,389.16,94.84,487.33,289.45,99.16,110.7
hsa-miR-200a-5p,14.96,100.3,91.89,44.68,131.03,184.7,89.24,0.0
hsa-miR-200b-3p,99.84,331.27,864.03,204.43,915.8,336.31,276.65,151.81
hsa-miR-200b-5p,8.24,1.67,0.0,0.0,1.75,5.51,0.0,0.0
hsa-miR-200c-3p,22.9,169.4,345.61,37.09,289.73,67.54,57.51,72.74
hsa-miR-202-3p,10.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-202-5p,0.0,0.0,0.0,0.42,0.0,0.0,0.0,3.16
hsa-miR-203a-3p,71.45,37.33,69.6,170.71,113.86,179.18,160.63,56.93
hsa-miR-203b-3p,0.0,0.84,0.0,0.42,0.35,0.0,0.0,0.0
hsa-miR-204-3p,25.65,10.59,2.06,44.26,0.7,0.0,0.0,3.16
hsa-miR-204-5p,30.53,87.76,454.65,53.53,159.76,30.32,2.97,3.16
hsa-miR-205-5p,1.22,69.37,3.09,1.69,37.49,86.83,56.52,15.81
hsa-miR-206,69.31,63.24,76.46,131.09,42.39,152.99,27.76,104.37
hsa-miR-208a-3p,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-208b-3p,0.0,0.0,0.0,0.0,0.0,2.07,0.0,0.0
hsa-miR-20a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0
hsa-miR-20a-5p,21.98,329.88,350.07,144.15,657.6,330.8,96.18,110.7
hsa-miR-20b-5p,0.0,39.84,3.09,0.42,1.05,6.2,11.9,3.16
hsa-miR-21-3p,7.33,41.51,10.63,0.0,15.06,99.93,8.92,3.16
hsa-miR-21-5p,7502.66,32263.83,40308.58,33704.49,59208.47,59228.11,22760.51,4794.74
hsa-miR-210-3p,0.31,69.93,33.26,113.8,102.3,59.96,27.76,6.33
hsa-miR-2110,118.47,76.34,3.09,2.11,2.45,5.51,10.91,18.98
hsa-miR-2116-3p,6.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-212-3p,0.0,52.94,2.06,1.26,2.8,37.21,0.0,0.0
hsa-miR-212-5p,12.52,22.85,73.37,5.48,32.58,35.15,0.0,3.16
hsa-miR-214-3p,0.31,53.49,27.09,8.43,38.19,2.76,21.81,3.16
hsa-miR-214-5p,0.0,1.67,0.0,0.0,90.74,0.0,6.94,3.16
hsa-miR-215-3p,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0
hsa-miR-215-5p,141.98,417.64,387.1,426.98,557.4,381.11,305.4,186.6
hsa-miR-216a-3p,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0
hsa-miR-216b-5p,14.66,0.0,0.0,0.0,0.0,0.69,0.0,0.0
hsa-miR-217-5p,0.0,0.28,0.0,0.0,0.0,0.0,0.0,3.16
hsa-miR-218-1-3p,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0
hsa-miR-218-5p,415.25,2586.36,2801.6,3291.04,4137.21,3788.33,1221.62,120.18
hsa-miR-219a-2-3p,46.72,5.57,1.71,6.32,297.09,17.23,39.66,18.98
hsa-miR-219a-5p,0.0,0.56,0.34,0.42,0.7,1.38,0.0,0.0
hsa-miR-22-3p,1353.54,1133.95,288.01,415.17,904.59,763.59,211.2,272.0
hsa-miR-22-5p,16.49,27.86,2.06,2.95,5.61,90.28,26.77,148.65
hsa-miR-221-3p,113.89,1013.31,822.55,518.02,1196.77,1101.28,321.27,167.63
hsa-miR-221-5p,24.12,127.6,256.81,104.11,169.92,86.15,24.79,0.0
hsa-miR-222-3p,111.14,358.3,378.19,220.02,683.87,506.54,92.22,177.11
hsa-miR-222-5p,0.0,0.0,0.0,1.69,0.0,0.0,0.0,6.33
hsa-miR-223-3p,42.14,52.1,351.1,55.22,432.32,125.43,57.51,31.63
hsa-miR-223-5p,48.24,13.37,168.01,5.06,32.58,17.92,11.9,72.74
hsa-miR-224-5p,21.07,5.57,100.12,3.79,223.52,47.55,64.45,6.33
hsa-miR-2277-3p,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0
hsa-miR-2277-5p,0.0,0.28,0.0,0.42,0.35,0.69,49.58,3.16
hsa-miR-2355-3p,0.0,0.0,0.0,0.42,0.7,1.38,0.0,0.0
hsa-miR-23a-3p,94.65,262.73,312.36,413.49,602.59,510.67,195.34,180.28
hsa-miR-23a-5p,4.89,84.14,18.86,81.35,61.31,2.07,0.0,6.33
hsa-miR-23b-3p,42.44,130.67,301.04,176.19,579.82,165.4,53.54,31.63
hsa-miR-23b-5p,5.19,0.28,0.34,0.0,0.35,0.69,0.0,0.0
hsa-miR-23c,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-1-5p,0.92,0.0,0.0,0.42,0.0,2.07,0.0,0.0
hsa-miR-24-2-5p,34.81,121.2,195.78,46.79,84.78,80.63,71.39,9.49
hsa-miR-24-3p,674.48,463.61,1303.6,1608.01,2406.51,496.2,418.44,91.72
hsa-miR-2467-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0
hsa-miR-25-3p,1152.63,1607.87,2288.32,1147.73,2171.43,2514.07,808.13,1638.31
hsa-miR-25-5p,7.63,0.56,0.34,0.42,19.97,2.07,1.98,3.16
hsa-miR-2682-5p,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0
hsa-miR-26a-2-3p,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26a-5p,1105.92,6704.24,8726.75,4915.91,11080.68,9839.88,1860.19,1470.68
hsa-miR-26b-3p,0.0,0.0,0.0,0.0,15.77,0.69,0.0,3.16
hsa-miR-26b-5p,256.48,1364.92,1295.71,1227.82,2083.85,2436.88,616.76,259.35
hsa-miR-27a-3p,164.57,852.55,1079.7,733.4,1897.11,649.88,410.51,411.16
hsa-miR-27a-5p,9.47,71.05,26.74,2.11,4.2,26.88,89.24,0.0
hsa-miR-27b-3p,723.34,4358.61,4270.8,3619.38,6193.03,5322.41,1467.52,1034.22
hsa-miR-27b-5p,0.92,47.36,0.34,3.79,35.74,75.12,0.99,0.0
hsa-miR-28-3p,153.89,363.87,304.47,24.87,464.21,73.05,76.35,63.26
hsa-miR-28-5p,0.0,22.57,1.03,0.42,119.82,7.58,20.82,3.16
hsa-miR-296-3p,0.92,0.0,1.03,0.42,0.7,0.69,7.93,0.0
hsa-miR-296-5p,0.0,0.0,0.0,0.0,0.35,0.0,0.0,6.33
hsa-miR-299-5p,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0
hsa-miR-29a-3p,325.18,1179.92,1463.03,1477.76,1579.7,2070.25,352.01,196.09
hsa-miR-29a-5p,0.0,1.11,37.37,0.84,1.05,2.07,0.0,0.0
hsa-miR-29b-1-5p,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29b-2-5p,0.0,0.0,0.69,0.42,0.0,0.0,0.0,0.0
hsa-miR-29b-3p,6.41,136.8,121.72,16.02,312.51,490.0,27.76,15.81
hsa-miR-29c-3p,12.82,21.73,87.43,4.64,6.31,20.67,9.92,12.65
hsa-miR-29c-5p,0.0,4.18,1.71,30.35,45.9,5.51,0.99,6.33
hsa-miR-301a-3p,0.0,0.0,51.77,1.26,88.99,0.69,0.99,6.33
