miRNA,SRR18110733,SRR18110734,SRR18110735,SRR18110736,SRR18110737,SRR18110738,SRR18110739,SRR18110740,SRR18110741,SRR18110742,SRR18110743,SRR18110744,SRR18110745,SRR18110746,SRR18110747,SRR18110748,SRR18110749,SRR18110750,SRR18110751,SRR18110752
hsa-miR-10b-5p,20.0,18.0,227.0,0.0,85.0,26.0,31.0,6.0,11.0,9.0,480.0,1350.0,51.0,1.0,188.0,490.0,13.0,245.0,852.0,245.0
hsa-miR-1178-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1180-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0
hsa-miR-12129,0.0,0.0,5.0,3.0,0.0,0.0,1.0,0.0,13.0,1.0,0.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,27.0,10.0,83.0,6.0,18.0,69.0,15.0,10.0,13.0,17.0,12.0,9.0,4.0,0.0,13.0,3.0,34.0,35.0,2.0,39.0
hsa-miR-122-5p,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,3.0,9.0,1.0,9.0,27.0,2.0,10.0,0.0,2.0,0.0
hsa-miR-1226-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-1231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0
hsa-miR-1251-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255a,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
hsa-miR-125a-5p,5.0,8.0,146.0,0.0,28.0,24.0,19.0,1.0,0.0,7.0,103.0,698.0,1.0,2.0,103.0,206.0,35.0,46.0,405.0,51.0
hsa-miR-125b-1-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125b-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
hsa-miR-125b-5p,10.0,8.0,129.0,0.0,23.0,28.0,9.0,3.0,23.0,14.0,93.0,628.0,7.0,4.0,66.0,248.0,77.0,51.0,386.0,81.0
hsa-miR-126-3p,1.0,1.0,14.0,0.0,47.0,5.0,0.0,0.0,0.0,1.0,2.0,21.0,13.0,11.0,16.0,24.0,837.0,0.0,130.0,10.0
hsa-miR-126-5p,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,48.0,0.0,15.0,0.0
hsa-miR-1260b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-1262,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1268a,1.0,3.0,6.0,1.0,4.0,5.0,2.0,2.0,21.0,0.0,4.0,15.0,3.0,1.0,2.0,0.0,2.0,5.0,0.0,1.0
hsa-miR-1268b,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0
hsa-miR-1269a,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
hsa-miR-127-3p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-1273h-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1273h-5p,50.0,34.0,253.0,70.0,48.0,66.0,11.0,17.0,14.0,42.0,78.0,6.0,28.0,114.0,15.0,61.0,67.0,155.0,8.0,256.0
hsa-miR-1275,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,2.0,2.0,14.0,0.0,0.0,8.0,2.0,75.0,12.0,0.0,0.0
hsa-miR-1277-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-3p,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,7.0,2.0,0.0,0.0,7.0,1.0,1.0,12.0,10.0
hsa-miR-1285-3p,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1285-5p,13.0,8.0,147.0,22.0,57.0,50.0,12.0,6.0,47.0,18.0,7.0,8.0,25.0,21.0,25.0,23.0,17.0,41.0,7.0,114.0
hsa-miR-1287-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0
hsa-miR-129-5p,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1290,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
hsa-miR-1291,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
hsa-miR-1294,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-1299,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0
hsa-miR-1301-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1303,9.0,5.0,68.0,6.0,7.0,14.0,3.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0
hsa-miR-1304-3p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1307-3p,0.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,31.0,0.0,0.0,5.0,4.0,4.0,4.0,16.0,8.0
hsa-miR-1307-5p,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
hsa-miR-130a-3p,0.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,2.0,8.0,26.0,2.0,0.0,0.0,13.0,0.0,2.0,19.0,32.0
hsa-miR-130a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-130b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-132-3p,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
hsa-miR-133a-3p,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,5.0,102.0,0.0,1.0,0.0
hsa-miR-134-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-2-3p,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-5p,1.0,0.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,9.0,0.0
hsa-miR-135b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
hsa-miR-135b-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
hsa-miR-136-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-137-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-138-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-138-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-139-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-140-3p,1.0,4.0,15.0,0.0,11.0,6.0,9.0,0.0,14.0,4.0,18.0,65.0,44.0,0.0,0.0,16.0,20.0,6.0,27.0,11.0
hsa-miR-140-5p,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,17.0,0.0,0.0,0.0,17.0,4.0,3.0,7.0,11.0
hsa-miR-141-3p,11.0,6.0,319.0,2.0,43.0,20.0,4.0,1.0,27.0,47.0,159.0,341.0,54.0,0.0,83.0,175.0,4.0,49.0,250.0,99.0
hsa-miR-141-5p,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
hsa-miR-142-3p,9.0,2.0,245.0,21.0,20.0,33.0,3.0,3.0,0.0,22.0,9.0,12.0,181.0,67.0,7.0,24.0,100.0,7.0,11.0,7.0
hsa-miR-142-5p,22.0,4.0,388.0,11.0,3.0,20.0,17.0,4.0,0.0,12.0,0.0,0.0,234.0,52.0,0.0,6.0,10.0,0.0,0.0,3.0
hsa-miR-143-3p,0.0,1.0,1.0,1.0,28.0,1.0,0.0,0.0,0.0,0.0,3.0,22.0,71.0,0.0,6.0,2.0,335.0,0.0,28.0,11.0
hsa-miR-143-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-144-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0
hsa-miR-145-5p,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
hsa-miR-1468-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
hsa-miR-146a-5p,1.0,0.0,27.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,12.0,45.0,50.0,3.0,0.0,25.0,30.0,7.0,62.0,2.0
hsa-miR-146b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-146b-5p,0.0,0.0,18.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,13.0,10.0,1.0,5.0,11.0,7.0,1.0,3.0,9.0,0.0
hsa-miR-148a-3p,15.0,18.0,245.0,1.0,226.0,60.0,25.0,11.0,66.0,173.0,711.0,2086.0,106.0,16.0,117.0,1262.0,102.0,157.0,622.0,780.0
hsa-miR-148a-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
hsa-miR-148b-3p,0.0,0.0,13.0,0.0,20.0,2.0,0.0,1.0,0.0,0.0,15.0,44.0,8.0,0.0,10.0,27.0,0.0,3.0,40.0,35.0
hsa-miR-148b-5p,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,9.0,0.0,1.0,5.0,0.0
hsa-miR-149-3p,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,3.0,4.0
hsa-miR-149-5p,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
hsa-miR-150-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
hsa-miR-151a-3p,3.0,3.0,69.0,0.0,38.0,16.0,9.0,0.0,38.0,7.0,62.0,195.0,9.0,1.0,31.0,108.0,44.0,12.0,116.0,51.0
hsa-miR-151a-5p,0.0,0.0,14.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,11.0,25.0,1.0,0.0,11.0,16.0,2.0,4.0,6.0,12.0
hsa-miR-151b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-152-3p,0.0,1.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,5.0,40.0,0.0,0.0,9.0,12.0,6.0,0.0,45.0,22.0
hsa-miR-155-5p,0.0,0.0,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,6.0,11.0,0.0,1.0,9.0,3.0
hsa-miR-15a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,8.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0
hsa-miR-15b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-15b-5p,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,4.0,6.0,0.0,2.0,1.0,1.0,6.0,0.0
hsa-miR-16-5p,8.0,9.0,169.0,3.0,425.0,34.0,8.0,16.0,46.0,32.0,308.0,666.0,817.0,38.0,145.0,748.0,252.0,115.0,466.0,526.0
hsa-miR-17-5p,0.0,0.0,4.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,5.0,23.0,0.0,0.0,0.0,18.0,0.0,2.0,1.0,11.0
hsa-miR-181a-2-3p,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,3.0,2.0,1.0,6.0,15.0,0.0
hsa-miR-181a-3p,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
hsa-miR-181a-5p,0.0,1.0,12.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,8.0,0.0,0.0,4.0,4.0,1.0,5.0,8.0
hsa-miR-181b-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181b-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,7.0,4.0
hsa-miR-181c-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-181c-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181d-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-182-5p,3.0,1.0,76.0,1.0,17.0,12.0,1.0,1.0,34.0,29.0,65.0,115.0,19.0,2.0,47.0,117.0,12.0,53.0,70.0,86.0
hsa-miR-1827,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-183-5p,0.0,0.0,50.0,1.0,18.0,4.0,1.0,1.0,0.0,6.0,62.0,54.0,5.0,0.0,24.0,81.0,1.0,27.0,58.0,48.0
hsa-miR-184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0
hsa-miR-1843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
hsa-miR-185-3p,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-185-5p,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,6.0,2.0,1.0,0.0,0.0,4.0,0.0,1.0,2.0
hsa-miR-186-5p,5.0,0.0,52.0,1.0,2.0,1.0,4.0,1.0,8.0,3.0,18.0,40.0,24.0,0.0,0.0,23.0,12.0,4.0,17.0,5.0
hsa-miR-187-3p,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,2.0,1.0,0.0,0.0,3.0,0.0,3.0,1.0,14.0
hsa-miR-188-5p,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-1908-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-190a-5p,1.0,0.0,13.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,16.0,78.0,3.0,0.0,5.0,43.0,6.0,14.0,26.0,15.0
hsa-miR-190b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
hsa-miR-191-5p,5.0,0.0,88.0,0.0,14.0,25.0,18.0,0.0,0.0,11.0,67.0,129.0,21.0,5.0,8.0,116.0,15.0,34.0,188.0,25.0
hsa-miR-192-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-192-5p,3.0,0.0,291.0,0.0,71.0,14.0,4.0,0.0,0.0,2.0,128.0,250.0,17.0,3.0,21.0,219.0,9.0,36.0,257.0,30.0
hsa-miR-193a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,7.0
hsa-miR-193b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-193b-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0
hsa-miR-194-5p,1.0,1.0,54.0,0.0,40.0,1.0,0.0,1.0,4.0,1.0,36.0,73.0,5.0,13.0,0.0,85.0,1.0,10.0,63.0,15.0
