miRNA,SRR28698627,SRR28698628,SRR28698629,SRR28698630,SRR28698631,SRR28698632,SRR28698633,SRR28698634,SRR28698635,SRR28698636,SRR28698637,SRR28698638,SRR28698639,SRR28698640,SRR28698641,SRR28698642,SRR28698643,SRR28698644,SRR28698645,SRR28698646,SRR28698647,SRR28698648,SRR28698649,SRR28698650,SRR28698651
hsa-miR-106a-3p,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
hsa-miR-106a-5p,269.0,130.0,326.0,122.0,296.0,227.0,10.0,71.0,180.0,0.0,44.0,0.0,71.0,25.0,55.0,51.0,2.0,102.0,138.0,66.0,80.0,150.0,99.0,110.0,28.0
hsa-miR-106b-3p,962.0,898.0,1332.0,683.0,2177.0,1071.0,127.0,446.0,1204.0,238.0,165.0,98.0,1172.0,378.0,552.0,557.0,265.0,886.0,744.0,486.0,1091.0,632.0,590.0,580.0,236.0
hsa-miR-106b-5p,497.0,313.0,896.0,425.0,629.0,1127.0,50.0,227.0,635.0,25.0,99.0,120.0,781.0,90.0,311.0,354.0,128.0,399.0,376.0,109.0,629.0,286.0,261.0,184.0,93.0
hsa-miR-107,189.0,185.0,341.0,88.0,232.0,146.0,3.0,25.0,986.0,28.0,48.0,524.0,317.0,114.0,1260.0,28.0,124.0,1763.0,7.0,107.0,38.0,36.0,17.0,162.0,58.0
hsa-miR-10a-3p,30.0,44.0,61.0,14.0,35.0,37.0,3.0,16.0,20.0,17.0,33.0,0.0,49.0,32.0,5.0,31.0,1.0,86.0,49.0,8.0,36.0,3.0,6.0,16.0,7.0
hsa-miR-10a-5p,2920.0,3880.0,4253.0,2261.0,4844.0,4684.0,703.0,4272.0,5915.0,2164.0,3060.0,1487.0,7656.0,3958.0,5052.0,1094.0,995.0,7864.0,1791.0,1493.0,7565.0,1624.0,3673.0,2190.0,547.0
hsa-miR-10b-3p,9.0,16.0,10.0,19.0,25.0,26.0,2.0,22.0,23.0,0.0,4.0,12.0,75.0,19.0,124.0,0.0,0.0,26.0,10.0,7.0,26.0,8.0,10.0,10.0,6.0
hsa-miR-10b-5p,3218.0,3202.0,3732.0,2027.0,3889.0,4293.0,689.0,5077.0,8234.0,2510.0,3221.0,1393.0,9913.0,4320.0,5134.0,1067.0,950.0,8478.0,1921.0,1275.0,6836.0,1829.0,5803.0,2347.0,666.0
hsa-miR-11400,16.0,147.0,24.0,10.0,180.0,8.0,5.0,4.0,31.0,4.0,2.0,4.0,37.0,5.0,7.0,56.0,24.0,27.0,5.0,7.0,19.0,58.0,5.0,14.0,14.0
hsa-miR-11401,35.0,36.0,61.0,23.0,55.0,23.0,5.0,14.0,38.0,0.0,0.0,12.0,63.0,25.0,88.0,45.0,35.0,134.0,64.0,5.0,2.0,54.0,16.0,10.0,5.0
hsa-miR-1178-3p,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1179,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1180-3p,327.0,258.0,431.0,376.0,802.0,837.0,59.0,207.0,523.0,498.0,300.0,115.0,485.0,228.0,537.0,323.0,202.0,442.0,545.0,127.0,519.0,401.0,197.0,163.0,57.0
hsa-miR-1180-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1185-1-3p,5.0,21.0,0.0,0.0,9.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,31.0,12.0,0.0,13.0,2.0,28.0,7.0,6.0,4.0,0.0
hsa-miR-1185-2-3p,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0
hsa-miR-1185-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1193,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1197,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-12118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-12135,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-12136,4.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-122-3p,14.0,0.0,9.0,14.0,2.0,28.0,2.0,55.0,6.0,0.0,1.0,3.0,2.0,18.0,40.0,0.0,0.0,0.0,5.0,6.0,0.0,12.0,1.0,9.0,0.0
hsa-miR-122-5p,43257.0,4499.0,42574.0,21378.0,2403.0,281799.0,71582.0,197831.0,23389.0,37575.0,26292.0,6159.0,41521.0,13096.0,1308.0,5696.0,7852.0,100167.0,71367.0,117420.0,64774.0,150103.0,52990.0,229904.0,55.0
hsa-miR-1224-3p,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1224-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1226-3p,0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0
hsa-miR-1228-3p,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
hsa-miR-1228-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,0.0,4.0,1.0,6.0,6.0,0.0,0.0,4.0,6.0,20.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,11.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0
hsa-miR-122b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122b-5p,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,2.0
hsa-miR-1233-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1234-3p,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
hsa-miR-1236-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-1237-5p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1238-3p,0.0,1.0,5.0,2.0,16.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-124-3p,51.0,205.0,110.0,77.0,173.0,195.0,6.0,63.0,88.0,553.0,209.0,182.0,92.0,178.0,303.0,204.0,295.0,178.0,155.0,54.0,226.0,57.0,22.0,22.0,23.0
hsa-miR-124-5p,8.0,7.0,11.0,0.0,6.0,9.0,0.0,1.0,4.0,48.0,7.0,9.0,4.0,21.0,0.0,7.0,21.0,13.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0
hsa-miR-1243,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1244,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1245b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,289.0,228.0,244.0,229.0,173.0,356.0,341.0,98.0,245.0,100.0,229.0,137.0,475.0,165.0,241.0,87.0,27.0,206.0,138.0,146.0,180.0,71.0,123.0,345.0,295.0
hsa-miR-1247-5p,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
hsa-miR-1248,1.0,0.0,6.0,1.0,6.0,7.0,0.0,3.0,1.0,4.0,0.0,0.0,3.0,0.0,70.0,10.0,0.0,21.0,0.0,0.0,3.0,11.0,6.0,3.0,0.0
hsa-miR-1249-3p,5.0,7.0,10.0,0.0,11.0,14.0,1.0,12.0,2.0,3.0,4.0,20.0,6.0,7.0,24.0,19.0,21.0,7.0,0.0,3.0,9.0,5.0,3.0,0.0,0.0
hsa-miR-1250-5p,0.0,0.0,5.0,3.0,2.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,10.0,7.0,11.0,0.0,0.0,3.0,10.0,0.0,1.0,0.0,0.0
hsa-miR-1251-5p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-1252-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255a,7.0,4.0,11.0,27.0,21.0,12.0,1.0,4.0,9.0,0.0,12.0,0.0,27.0,4.0,82.0,0.0,1.0,17.0,5.0,7.0,0.0,7.0,7.0,2.0,0.0
hsa-miR-1255b-5p,60.0,36.0,35.0,53.0,80.0,98.0,0.0,30.0,74.0,0.0,14.0,0.0,56.0,5.0,40.0,28.0,5.0,15.0,7.0,6.0,68.0,21.0,28.0,14.0,8.0
hsa-miR-1256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-125a-3p,24.0,25.0,47.0,40.0,20.0,73.0,5.0,18.0,44.0,0.0,19.0,2.0,124.0,21.0,28.0,47.0,30.0,83.0,26.0,6.0,49.0,56.0,17.0,10.0,13.0
hsa-miR-125a-5p,1372.0,1482.0,1612.0,1482.0,2817.0,2324.0,259.0,1399.0,2231.0,5888.0,2985.0,1971.0,2443.0,1942.0,5478.0,2316.0,1706.0,2973.0,2094.0,737.0,2912.0,1670.0,1615.0,823.0,289.0
hsa-miR-125b-1-3p,17.0,9.0,21.0,10.0,27.0,29.0,4.0,15.0,12.0,10.0,11.0,23.0,32.0,27.0,82.0,27.0,42.0,39.0,8.0,9.0,44.0,35.0,6.0,16.0,3.0
hsa-miR-125b-2-3p,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,10.0,0.0,0.0,0.0,0.0
hsa-miR-125b-5p,1604.0,2655.0,2942.0,1912.0,2951.0,4022.0,364.0,2152.0,3121.0,9758.0,4086.0,3302.0,4069.0,3800.0,7062.0,4346.0,4523.0,5574.0,3362.0,1073.0,5810.0,2777.0,1663.0,1942.0,318.0
hsa-miR-126-3p,44579.0,32917.0,44494.0,58234.0,74085.0,35802.0,7327.0,24161.0,41646.0,5891.0,18398.0,9849.0,32869.0,22688.0,38562.0,18355.0,9764.0,71258.0,40595.0,24237.0,55557.0,39017.0,28028.0,17340.0,10367.0
hsa-miR-126-5p,178.0,187.0,339.0,204.0,305.0,215.0,47.0,105.0,193.0,145.0,94.0,179.0,159.0,108.0,147.0,138.0,77.0,244.0,90.0,141.0,252.0,98.0,186.0,136.0,59.0
hsa-miR-1260a,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1260b,4.0,23.0,9.0,5.0,19.0,20.0,0.0,2.0,3.0,1.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,15.0,0.0,5.0,13.0,12.0,2.0,2.0,1.0
hsa-miR-1261,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1262,0.0,0.0,3.0,6.0,0.0,24.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,9.0,5.0,0.0,0.0,7.0,8.0,1.0,0.0,6.0,0.0
hsa-miR-1264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-1266-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1268a,0.0,4.0,3.0,0.0,12.0,11.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,23.0,0.0,0.0,0.0,16.0,7.0,5.0,0.0,2.0
hsa-miR-1268b,14.0,0.0,1.0,20.0,1.0,2.0,1.0,4.0,2.0,0.0,9.0,0.0,11.0,3.0,1.0,81.0,36.0,8.0,42.0,3.0,16.0,24.0,0.0,0.0,0.0
hsa-miR-1269a,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-1269b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-127-3p,402.0,1094.0,420.0,579.0,698.0,1382.0,70.0,403.0,631.0,2060.0,1619.0,1241.0,648.0,1217.0,2316.0,1148.0,1228.0,1084.0,674.0,194.0,1557.0,535.0,178.0,83.0,97.0
hsa-miR-127-5p,1.0,26.0,16.0,13.0,15.0,29.0,1.0,3.0,5.0,10.0,26.0,54.0,13.0,32.0,68.0,0.0,14.0,14.0,12.0,2.0,33.0,2.0,6.0,0.0,1.0
hsa-miR-1270,0.0,7.0,12.0,11.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,5.0,6.0,0.0,0.0,11.0,0.0,7.0,8.0,10.0,17.0,1.0,0.0,4.0
hsa-miR-1271-5p,2.0,16.0,2.0,5.0,11.0,22.0,1.0,6.0,18.0,45.0,0.0,0.0,11.0,4.0,4.0,11.0,5.0,2.0,4.0,0.0,5.0,6.0,3.0,7.0,0.0
hsa-miR-1273c,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
hsa-miR-1273h-3p,7.0,53.0,56.0,59.0,48.0,34.0,1.0,7.0,21.0,22.0,16.0,4.0,28.0,14.0,67.0,70.0,4.0,32.0,39.0,21.0,65.0,20.0,11.0,5.0,7.0
