miRNA,ERR2298274,ERR2298275,ERR2298276,ERR2298277,ERR2298278,ERR2298279,ERR2298280,ERR2298281,ERR2298282,ERR2298283,ERR2298285,ERR2298286,ERR2298287,ERR2298288,ERR2298289,ERR2298290,ERR2298291,ERR2298292,ERR2298293,ERR2298294,ERR2298295,ERR2298296,ERR2298297,ERR2298298,ERR2298299,ERR2298300,ERR2298301,ERR2298302,ERR2298303,ERR2298304,ERR2298305,ERR2298306,ERR2298307,ERR2298308,ERR2298309,ERR2298310,ERR2298311,ERR2298312,ERR2298313,ERR2298314,ERR2298315,ERR2298316,ERR2298317,ERR2298318,ERR2298319,ERR2298320,ERR2298321,ERR2298322,ERR2298323,ERR2298324,ERR2298325,ERR2298326,ERR2298327,ERR2298328,ERR2298329,ERR2298330,ERR2298331,ERR2298332,ERR2298333,ERR2298334,ERR2298335,ERR2298336,ERR2298337,ERR2298338,ERR2298339,ERR2298340,ERR2298341,ERR2298342,ERR2298343,ERR2298344,ERR2298345,ERR2298346,ERR2298347,ERR2298348,ERR2298349,ERR2298350,ERR2298351,ERR2298352,ERR2298353,ERR2298354,ERR2298355,ERR2298356,ERR2298357,ERR2298358
hsa-let-7e-5p,184.0,99.0,182.0,134.0,114.0,131.0,433.0,420.0,40.0,1083.0,533.0,644.0,221.0,675.0,366.0,681.0,1023.0,370.0,53.0,17.0,59.0,153.0,25.0,17.0,100.0,41.0,64.0,72.0,54.0,73.0,587.0,20.0,185.0,22.0,237.0,579.0,192.0,0.0,317.0,163.0,20.0,222.0,176.0,253.0,144.0,0.0,495.0,133.0,159.0,365.0,149.0,401.0,86.0,325.0,1179.0,425.0,4.0,11.0,1.0,58.0,26.0,20.0,132.0,61.0,23.0,1.0,22.0,97.0,292.0,34.0,73.0,10.0,140.0,27.0,20.0,63.0,91.0,54.0,86.0,38.0,59.0,97.0,69.0,132.0
hsa-let-7f-1-3p,3.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,7.0,3.0,1.0,0.0,5.0,8.0,2.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,7.0,0.0,23.0,16.0,17.0,2.0,0.0,11.0,4.0,19.0,27.0,16.0,35.0,32.0,25.0,18.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,10.0,5.0,6.0,3.0,14.0,2.0,12.0
hsa-let-7f-2-3p,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,4.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,10.0,3.0,0.0,3.0,2.0,8.0,7.0,3.0,12.0,9.0,6.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,3.0
hsa-let-7f-5p,8395.0,2362.0,4166.0,5623.0,7299.0,10318.0,16600.0,29739.0,5143.0,88417.0,51896.0,48895.0,31718.0,76899.0,71711.0,76406.0,61483.0,24253.0,871.0,298.0,2177.0,2384.0,989.0,1510.0,3236.0,1340.0,8572.0,1912.0,2190.0,5185.0,31746.0,5500.0,20277.0,1565.0,38512.0,27999.0,7206.0,13.0,32271.0,22759.0,1357.0,71662.0,74892.0,145160.0,26113.0,5.0,161647.0,81664.0,159347.0,131102.0,198426.0,241759.0,141292.0,198510.0,245824.0,95602.0,101.0,216.0,38.0,1060.0,648.0,1135.0,5570.0,1603.0,964.0,66.0,1123.0,2075.0,6421.0,2141.0,2978.0,1573.0,4974.0,1136.0,1163.0,14362.0,8091.0,24246.0,19845.0,22304.0,21797.0,26243.0,7692.0,15105.0
hsa-let-7g-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,7.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,4.0,3.0,1.0,9.0,6.0,5.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,2.0,0.0,2.0
hsa-let-7g-5p,4030.0,1063.0,1452.0,3022.0,1982.0,5062.0,7067.0,8376.0,2681.0,34002.0,17358.0,20793.0,11059.0,30810.0,35150.0,25563.0,26853.0,10243.0,163.0,61.0,559.0,606.0,403.0,437.0,1242.0,305.0,2706.0,208.0,139.0,424.0,6243.0,1196.0,3881.0,544.0,7343.0,5517.0,1932.0,5.0,7605.0,10895.0,1072.0,29853.0,39209.0,72752.0,16545.0,3.0,36983.0,14865.0,99636.0,94255.0,138233.0,114932.0,110388.0,115000.0,102090.0,56950.0,36.0,102.0,10.0,311.0,214.0,301.0,1501.0,357.0,217.0,10.0,157.0,228.0,907.0,417.0,497.0,319.0,1174.0,326.0,278.0,7699.0,7195.0,28738.0,15674.0,17151.0,10050.0,24973.0,4716.0,14063.0
hsa-let-7i-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,8.0,3.0,3.0,1.0,7.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,8.0,37.0,18.0,50.0,15.0,0.0,11.0,9.0,16.0,26.0,18.0,46.0,31.0,18.0,32.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,13.0,2.0,0.0,2.0,7.0,1.0,12.0
hsa-let-7i-5p,16244.0,3961.0,11756.0,13573.0,8967.0,17476.0,38852.0,33087.0,8787.0,177776.0,125932.0,110007.0,82843.0,128418.0,109659.0,120905.0,153966.0,51791.0,1224.0,220.0,2168.0,2203.0,678.0,1400.0,2602.0,725.0,4735.0,1446.0,912.0,3222.0,15051.0,1990.0,10659.0,1386.0,21820.0,19871.0,6509.0,8.0,34490.0,54159.0,14451.0,75617.0,76028.0,159692.0,31388.0,8.0,159555.0,82754.0,202619.0,171743.0,182186.0,271031.0,157767.0,181132.0,253827.0,137224.0,77.0,181.0,79.0,1485.0,681.0,1038.0,3559.0,1129.0,522.0,45.0,1400.0,2192.0,4318.0,2300.0,1787.0,823.0,6984.0,1589.0,1092.0,18965.0,19266.0,51236.0,30694.0,26238.0,21887.0,42448.0,10622.0,26898.0
hsa-miR-1-3p,10.0,10.0,6.0,0.0,2.0,8.0,49.0,49.0,20.0,297.0,72.0,46.0,145.0,45.0,108.0,21.0,57.0,15.0,3.0,18.0,10.0,12.0,1.0,5.0,10.0,16.0,155.0,37.0,11.0,36.0,89.0,97.0,186.0,8.0,120.0,205.0,23.0,0.0,5031.0,2270.0,176.0,8421.0,2735.0,12376.0,2424.0,0.0,7713.0,847.0,5783.0,2019.0,8776.0,7118.0,2345.0,2538.0,6050.0,2425.0,0.0,1.0,6.0,4.0,2.0,0.0,20.0,11.0,1.0,5.0,10.0,18.0,33.0,66.0,10.0,5.0,8.0,0.0,4.0,486.0,145.0,884.0,295.0,1459.0,199.0,354.0,129.0,206.0
hsa-miR-100-5p,116.0,115.0,241.0,88.0,153.0,358.0,626.0,364.0,143.0,370.0,145.0,155.0,40.0,311.0,1764.0,298.0,300.0,591.0,2.0,9.0,16.0,12.0,4.0,29.0,74.0,39.0,460.0,11.0,1.0,20.0,166.0,10.0,67.0,39.0,64.0,130.0,33.0,0.0,2691.0,5064.0,946.0,13181.0,5862.0,11309.0,5059.0,0.0,2330.0,1147.0,5413.0,3447.0,3829.0,5494.0,7941.0,5919.0,7555.0,10809.0,3.0,2.0,3.0,9.0,41.0,26.0,29.0,46.0,48.0,2.0,4.0,3.0,43.0,11.0,22.0,17.0,13.0,3.0,32.0,532.0,797.0,2099.0,910.0,1352.0,2270.0,2635.0,471.0,2627.0
hsa-miR-101-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-101-3p,1498.0,313.0,347.0,491.0,457.0,897.0,1100.0,1080.0,832.0,10025.0,2729.0,3874.0,1882.0,4437.0,5971.0,2713.0,3015.0,1173.0,230.0,81.0,85.0,96.0,44.0,236.0,112.0,88.0,991.0,214.0,87.0,658.0,808.0,183.0,435.0,151.0,595.0,743.0,199.0,3.0,27658.0,14894.0,1869.0,26191.0,29939.0,36004.0,8512.0,0.0,77175.0,39517.0,50002.0,42538.0,43601.0,72309.0,60208.0,35143.0,43376.0,40507.0,18.0,27.0,19.0,42.0,36.0,72.0,170.0,79.0,58.0,7.0,122.0,127.0,245.0,131.0,88.0,71.0,219.0,66.0,83.0,10328.0,8925.0,13758.0,7952.0,7257.0,7076.0,9892.0,1444.0,5330.0
hsa-miR-101-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,4.0,6.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-10226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10392-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-10393-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-10394-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
hsa-miR-10395-3p,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,7.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,2.0,1.0,1.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
hsa-miR-10395-5p,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396b-5p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10398-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10399-3p,17.0,10.0,10.0,8.0,9.0,2.0,28.0,4.0,2.0,102.0,36.0,30.0,23.0,27.0,15.0,33.0,42.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,9.0,0.0,3.0,0.0,2.0,16.0,0.0,0.0,50.0,31.0,9.0,52.0,47.0,138.0,22.0,0.0,99.0,71.0,74.0,59.0,72.0,79.0,42.0,56.0,85.0,62.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,3.0,22.0,37.0,37.0,27.0,17.0,38.0,32.0,9.0,39.0
hsa-miR-10399-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,11.0,4.0,13.0,4.0,0.0,7.0,4.0,12.0,6.0,8.0,12.0,11.0,7.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0
hsa-miR-103a-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
