miRNA,SRR27046388,SRR27046389,SRR27046390,SRR27046391,SRR27046392,SRR27046393,SRR27046394,SRR27046395,SRR27046396,SRR27046397,SRR27046398,SRR27046399,SRR27046400,SRR27046401,SRR27046402,SRR27046403,SRR27046404,SRR27046405,SRR27046406,SRR27046407,SRR27046408,SRR27046409,SRR27046410,SRR27046411,SRR27046412,SRR27046413,SRR27046414,SRR27046415,SRR27046416,SRR27046417,SRR27046418,SRR27046419,SRR27046420,SRR27046421,SRR27046422,SRR27046423,SRR27046424
hsa-let-7g-5p,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,58.0,28.0,0.0,1.0,12.0,0.0,1.0,0.0,0.0,0.0,56.0,1.0,0.0,0.0,1.0,1.0
hsa-let-7i-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7i-5p,29.0,77.0,17.0,128.0,6.0,3.0,11.0,335.0,169.0,4.0,491.0,137.0,8.0,83.0,70.0,107.0,159.0,105.0,2.0,323.0,114.0,183.0,346.0,18.0,1212.0,167.0,63.0,173.0,70.0,10.0,181.0,115.0,251.0,7.0,4.0,5.0,53.0
hsa-miR-1-3p,105.0,29.0,0.0,100.0,1.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,48.0,29.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
hsa-miR-100-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-101-3p,22081.0,31347.0,11082.0,62512.0,10475.0,10451.0,4196.0,35498.0,41751.0,8216.0,100884.0,19029.0,21070.0,36040.0,11513.0,16204.0,9906.0,21107.0,2853.0,19974.0,15148.0,13988.0,143829.0,10498.0,48451.0,26536.0,13865.0,13909.0,49248.0,30374.0,13850.0,25520.0,18129.0,18140.0,11391.0,16147.0,5241.0
hsa-miR-10399-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-103a-3p,4284.0,8275.0,1247.0,20349.0,3217.0,1293.0,1575.0,746.0,1201.0,156.0,17978.0,1268.0,6446.0,15379.0,2790.0,3353.0,2654.0,24837.0,532.0,2499.0,2390.0,4338.0,30205.0,1444.0,1729.0,2076.0,1266.0,3341.0,6248.0,7385.0,782.0,8182.0,2318.0,4803.0,855.0,2017.0,1870.0
hsa-miR-106b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-107,108.0,3.0,0.0,87.0,2.0,24.0,1.0,0.0,46.0,0.0,97.0,28.0,128.0,1.0,87.0,27.0,23.0,125.0,1.0,0.0,2.0,41.0,84.0,0.0,0.0,0.0,0.0,0.0,1.0,206.0,0.0,158.0,0.0,217.0,48.0,111.0,0.0
hsa-miR-10a-5p,0.0,38.0,0.0,90.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,18.0,271.0,61.0,0.0,17.0,1.0,50.0,1.0,0.0,0.0,1.0,124.0,0.0,3.0,0.0,0.0,50.0,75.0,0.0,1.0,36.0,112.0,0.0,0.0,0.0,0.0
hsa-miR-10b-5p,1.0,1.0,1.0,0.0,0.0,37.0,0.0,1.0,22.0,0.0,43.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,20.0,4.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
hsa-miR-11400,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,67.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1180-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-5p,436.0,108.0,163.0,99.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,122.0,0.0,10.0,229.0,231.0,18.0,49.0,2.0,4.0,0.0,66.0,196.0,2.0,1.0,0.0,1.0,17.0,6.0,0.0,0.0,406.0,254.0,1.0,0.0,4.0
hsa-miR-1226-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-124-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,185.0,371.0,0.0
hsa-miR-1246,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1249-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0
hsa-miR-1253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255b-5p,0.0,43.0,0.0,0.0,0.0,0.0,0.0,110.0,14.0,0.0,0.0,15.0,0.0,0.0,0.0,10.0,0.0,38.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-5p,12.0,7.0,4.0,112.0,1.0,30.0,0.0,142.0,15.0,0.0,6.0,3.0,1.0,3.0,0.0,77.0,5.0,9.0,2.0,3.0,47.0,61.0,248.0,1.0,5.0,47.0,5.0,0.0,6.0,93.0,1.0,37.0,50.0,3.0,0.0,4.0,3.0
hsa-miR-125b-5p,2.0,60.0,0.0,48.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,26.0,13.0,1.0,4.0,2.0,0.0,3.0,8.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,6.0,320.0,79.0,123.0,63.0
hsa-miR-126-3p,2.0,0.0,1.0,59.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,27.0,0.0,1.0,0.0,0.0,1.0,39.0,0.0,0.0,0.0,94.0,46.0,17.0,0.0,0.0,0.0,134.0,1.0,0.0,0.0,0.0,43.0,47.0,0.0,0.0,0.0
hsa-miR-126-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-127-3p,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,29.0,1.0,126.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1273h-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-3p,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1285-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1294,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1295a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1299,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1301-3p,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1306-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1306-5p,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-1307-3p,747.0,885.0,535.0,3503.0,1714.0,263.0,751.0,362.0,307.0,75.0,679.0,204.0,1110.0,991.0,485.0,515.0,553.0,1456.0,261.0,1865.0,518.0,1604.0,7583.0,390.0,5380.0,316.0,752.0,403.0,341.0,458.0,303.0,649.0,476.0,418.0,58.0,0.0,166.0
hsa-miR-1307-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-130a-3p,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-130b-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-130b-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-132-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-133b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-134-5p,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1343-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-136-5p,0.0,0.0,0.0,43.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,102.0,0.0,0.0,19.0,48.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,131.0,52.0
hsa-miR-137-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
hsa-miR-139-3p,110.0,420.0,388.0,1248.0,0.0,28.0,1.0,103.0,14.0,48.0,133.0,11.0,614.0,92.0,66.0,115.0,238.0,311.0,69.0,0.0,135.0,118.0,1486.0,1.0,96.0,44.0,51.0,56.0,208.0,68.0,1.0,194.0,0.0,0.0,22.0,211.0,43.0
hsa-miR-140-3p,134.0,216.0,1.0,54.0,0.0,0.0,0.0,1.0,47.0,41.0,3.0,68.0,0.0,83.0,1.0,7.0,0.0,5.0,0.0,110.0,0.0,4.0,176.0,2.0,2.0,1.0,2.0,2.0,174.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0
hsa-miR-140-5p,407.0,594.0,784.0,1326.0,228.0,229.0,0.0,355.0,374.0,67.0,989.0,146.0,292.0,954.0,264.0,376.0,163.0,257.0,63.0,77.0,208.0,386.0,1630.0,231.0,1047.0,415.0,210.0,62.0,454.0,183.0,101.0,322.0,168.0,359.0,0.0,310.0,0.0
hsa-miR-141-3p,108.0,185.0,1.0,206.0,361.0,272.0,77.0,2.0,95.0,0.0,33.0,0.0,1.0,184.0,36.0,34.0,0.0,60.0,0.0,79.0,370.0,37.0,336.0,480.0,310.0,77.0,205.0,0.0,87.0,118.0,0.0,89.0,197.0,0.0,0.0,0.0,0.0
hsa-miR-141-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-142-3p,7302.0,14401.0,17797.0,38735.0,27285.0,5762.0,12743.0,4184.0,5765.0,681.0,9662.0,2597.0,20998.0,104444.0,10123.0,16294.0,31631.0,94753.0,4292.0,13373.0,12587.0,22888.0,55995.0,10189.0,122485.0,14544.0,8962.0,14154.0,16256.0,12287.0,10986.0,39086.0,10742.0,6334.0,4305.0,10097.0,13182.0
hsa-miR-142-5p,8218.0,15407.0,4081.0,20902.0,2733.0,3087.0,2296.0,1201.0,6081.0,3330.0,9456.0,4118.0,4777.0,6634.0,4119.0,6115.0,3255.0,12221.0,1170.0,5168.0,7083.0,9358.0,46699.0,963.0,3783.0,2709.0,4426.0,2595.0,11539.0,3569.0,1449.0,6106.0,5985.0,4779.0,1005.0,3890.0,1885.0
hsa-miR-143-3p,16.0,236.0,9.0,166.0,14.0,2.0,10.0,9.0,31.0,53.0,5.0,41.0,11.0,71.0,6.0,26.0,8.0,89.0,4.0,15.0,37.0,72.0,219.0,231.0,96.0,1.0,10.0,6.0,11.0,7.0,18.0,5.0,5.0,250.0,0.0,6.0,2.0
hsa-miR-144-3p,2.0,6.0,0.0,4.0,1.0,0.0,1.0,1.0,16.0,0.0,4.0,0.0,0.0,0.0,6.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,2.0,1.0,3.0,4.0,1.0,0.0,4.0,1.0,2.0,0.0,0.0,1.0
hsa-miR-144-5p,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,32.0,0.0,43.0,72.0,0.0,120.0,32.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,42.0,0.0,0.0,0.0,1.0,1.0,31.0,0.0,0.0,0.0,0.0,51.0
hsa-miR-145-5p,0.0,0.0,0.0,35.0,0.0,0.0,0.0,145.0,0.0,0.0,60.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,40.0,0.0,0.0,64.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-146a-5p,1.0,148.0,2.0,196.0,1.0,0.0,1.0,1.0,36.0,0.0,28.0,1.0,105.0,217.0,1.0,85.0,1.0,168.0,1.0,4.0,44.0,1.0,432.0,0.0,274.0,22.0,0.0,66.0,159.0,84.0,0.0,130.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-146b-3p,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,72.0,0.0,0.0,44.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-146b-5p,1.0,142.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,1.0,0.0,3.0,128.0,2.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,61.0,2.0,0.0,0.0,72.0
hsa-miR-148a-3p,25.0,316.0,44.0,92.0,8.0,2.0,24.0,39.0,5.0,2.0,14.0,11.0,29.0,70.0,6.0,54.0,62.0,68.0,22.0,23.0,64.0,23.0,180.0,61.0,150.0,4.0,20.0,2.0,23.0,3.0,41.0,7.0,25.0,92.0,12.0,49.0,4.0
hsa-miR-148b-3p,4.0,64.0,2.0,7.0,0.0,0.0,2.0,4.0,3.0,0.0,7.0,3.0,1.0,1.0,0.0,20.0,2.0,3.0,0.0,2.0,5.0,2.0,67.0,1.0,159.0,1.0,3.0,0.0,8.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0
