miRNA,ERR3629088,ERR3629087,ERR3629086,ERR3629085,ERR3629084,ERR3629083,ERR3629082,ERR3629081,ERR3629080,ERR3629079,ERR3629078,ERR3629077
hsa-miR-4753-3p,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
hsa-miR-4753-5p,1.0,0.0,1.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0
hsa-miR-4754,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
hsa-miR-4755-3p,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4755-5p,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0
hsa-miR-4758-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-4760-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4761-3p,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-4762-3p,3.0,4.0,1.0,2.0,4.0,6.0,7.0,2.0,5.0,3.0,0.0,1.0
hsa-miR-4762-5p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-4764-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4765,8.0,4.0,7.0,3.0,8.0,3.0,5.0,4.0,5.0,3.0,4.0,4.0
hsa-miR-4766-3p,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
hsa-miR-4766-5p,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
hsa-miR-4767,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0
hsa-miR-4768-5p,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4772-3p,84.0,103.0,65.0,114.0,116.0,109.0,63.0,55.0,68.0,56.0,64.0,47.0
hsa-miR-4772-5p,45.0,34.0,18.0,30.0,38.0,40.0,26.0,26.0,37.0,31.0,21.0,29.0
hsa-miR-4773,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,0.0,2.0,2.0
hsa-miR-4774-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-4774-5p,5.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,0.0,1.0
hsa-miR-4775,2.0,4.0,2.0,3.0,10.0,4.0,7.0,14.0,4.0,8.0,9.0,6.0
hsa-miR-4777-3p,3.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0
hsa-miR-4777-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-4779,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4781-3p,1.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0
hsa-miR-4781-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-4782-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4784,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-4785,2.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
hsa-miR-4786-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-4786-5p,0.0,2.0,3.0,0.0,1.0,3.0,10.0,2.0,2.0,0.0,1.0,0.0
hsa-miR-4787-3p,0.0,0.0,2.0,0.0,5.0,3.0,8.0,1.0,7.0,4.0,7.0,3.0
hsa-miR-4791,22.0,15.0,14.0,9.0,10.0,3.0,8.0,9.0,10.0,18.0,17.0,9.0
hsa-miR-4793-3p,3.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-4794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
hsa-miR-4795-3p,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4795-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-4796-3p,3.0,3.0,0.0,5.0,4.0,2.0,6.0,3.0,1.0,4.0,4.0,3.0
hsa-miR-4796-5p,1.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-4797-3p,3.0,3.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
hsa-miR-4797-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
hsa-miR-4799-5p,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
hsa-miR-4800-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4800-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-4802-3p,2.0,4.0,2.0,2.0,6.0,3.0,7.0,5.0,4.0,1.0,3.0,1.0
hsa-miR-4802-5p,3.0,2.0,0.0,6.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0,2.0
hsa-miR-4804-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-4804-5p,0.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0
hsa-miR-483-5p,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-484,770.0,805.0,560.0,498.0,571.0,677.0,548.0,581.0,376.0,600.0,825.0,752.0
hsa-miR-485-3p,14.0,23.0,8.0,16.0,13.0,19.0,31.0,25.0,13.0,15.0,24.0,22.0
hsa-miR-485-5p,47.0,39.0,18.0,33.0,58.0,57.0,66.0,42.0,27.0,23.0,39.0,25.0
hsa-miR-486-3p,91.0,103.0,17.0,54.0,71.0,63.0,127.0,87.0,24.0,99.0,99.0,113.0
hsa-miR-486-5p,512.0,1360.0,2196.0,8.0,360.0,702.0,11.0,330.0,1381.0,2274.0,17.0,433.0
hsa-miR-487a-3p,6.0,0.0,5.0,3.0,4.0,4.0,9.0,7.0,1.0,7.0,3.0,4.0
hsa-miR-487a-5p,2.0,5.0,2.0,2.0,4.0,2.0,4.0,3.0,2.0,5.0,7.0,11.0
hsa-miR-487b-3p,53.0,56.0,41.0,57.0,60.0,55.0,86.0,59.0,43.0,35.0,80.0,82.0
hsa-miR-487b-5p,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0
hsa-miR-490-3p,9.0,5.0,5.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,4.0,2.0
hsa-miR-490-5p,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-491-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
hsa-miR-491-5p,5.0,12.0,4.0,3.0,8.0,7.0,14.0,8.0,6.0,6.0,12.0,7.0
hsa-miR-493-3p,275.0,277.0,140.0,222.0,308.0,259.0,419.0,172.0,300.0,120.0,202.0,143.0
hsa-miR-493-5p,309.0,322.0,214.0,78.0,82.0,94.0,92.0,85.0,32.0,128.0,136.0,178.0
hsa-miR-494-3p,492.0,548.0,337.0,390.0,448.0,461.0,270.0,360.0,221.0,341.0,369.0,398.0
hsa-miR-494-5p,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
hsa-miR-495-3p,169.0,120.0,75.0,221.0,232.0,248.0,508.0,188.0,147.0,169.0,232.0,183.0
hsa-miR-495-5p,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
hsa-miR-496,3.0,5.0,0.0,3.0,6.0,2.0,4.0,3.0,0.0,2.0,0.0,4.0
hsa-miR-497-5p,15.0,32.0,9.0,20.0,21.0,28.0,25.0,12.0,9.0,9.0,8.0,13.0
hsa-miR-4999-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4999-5p,18.0,27.0,16.0,29.0,38.0,18.0,7.0,10.0,7.0,10.0,16.0,14.0
hsa-miR-499a-5p,42.0,37.0,48.0,31.0,45.0,48.0,39.0,22.0,24.0,30.0,1.0,27.0
hsa-miR-499b-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-499b-5p,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-5000-3p,13.0,18.0,8.0,13.0,14.0,13.0,4.0,7.0,4.0,3.0,6.0,3.0
hsa-miR-5000-5p,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
hsa-miR-5001-3p,0.0,1.0,1.0,4.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,4.0
hsa-miR-5001-5p,4.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,4.0,0.0
hsa-miR-5003-3p,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
hsa-miR-5004-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
hsa-miR-5004-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-5006-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-5006-5p,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5009-5p,14.0,11.0,9.0,15.0,12.0,5.0,18.0,11.0,7.0,9.0,8.0,4.0
hsa-miR-500a-3p,779.0,856.0,447.0,744.0,891.0,786.0,700.0,778.0,464.0,665.0,685.0,552.0
hsa-miR-500a-5p,9.0,22.0,9.0,15.0,42.0,52.0,11.0,18.0,47.0,7.0,9.0,12.0
hsa-miR-500b-3p,8.0,15.0,9.0,13.0,22.0,26.0,28.0,19.0,7.0,10.0,16.0,10.0
hsa-miR-500b-5p,28.0,15.0,11.0,42.0,23.0,12.0,69.0,33.0,8.0,26.0,36.0,23.0
hsa-miR-501-3p,472.0,480.0,285.0,338.0,365.0,356.0,526.0,418.0,263.0,373.0,433.0,447.0
hsa-miR-501-5p,48.0,81.0,29.0,85.0,78.0,100.0,90.0,65.0,67.0,53.0,58.0,54.0
hsa-miR-5010-3p,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0
hsa-miR-5010-5p,1.0,3.0,0.0,2.0,4.0,3.0,16.0,8.0,0.0,2.0,5.0,4.0
hsa-miR-502-3p,270.0,255.0,216.0,193.0,267.0,311.0,413.0,264.0,324.0,238.0,362.0,218.0
hsa-miR-502-5p,4.0,1.0,2.0,5.0,1.0,2.0,6.0,2.0,2.0,2.0,1.0,3.0
hsa-miR-503-3p,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-503-5p,222.0,279.0,170.0,170.0,201.0,236.0,164.0,127.0,126.0,105.0,130.0,134.0
hsa-miR-504-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-504-5p,1.0,3.0,1.0,1.0,4.0,3.0,3.0,0.0,3.0,5.0,2.0,3.0
hsa-miR-505-3p,104.0,97.0,62.0,154.0,135.0,186.0,159.0,92.0,80.0,74.0,110.0,102.0
hsa-miR-505-5p,20.0,17.0,8.0,24.0,23.0,32.0,89.0,34.0,14.0,12.0,41.0,27.0
hsa-miR-506-3p,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0
hsa-miR-508-3p,3.0,3.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0
hsa-miR-508-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-5088-5p,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-5089-3p,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5089-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0
hsa-miR-509-3-5p,1.0,0.0,1.0,0.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-509-3p,3.0,5.0,1.0,3.0,4.0,4.0,6.0,3.0,5.0,3.0,2.0,2.0
hsa-miR-509-5p,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
hsa-miR-5090,0.0,5.0,0.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
hsa-miR-5094,7.0,4.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0
hsa-miR-511-3p,106.0,99.0,60.0,61.0,76.0,70.0,67.0,142.0,132.0,76.0,93.0,72.0
hsa-miR-511-5p,477.0,546.0,338.0,189.0,258.0,279.0,485.0,388.0,563.0,365.0,409.0,406.0
hsa-miR-513a-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-513a-5p,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0
hsa-miR-513b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-513c-5p,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0
hsa-miR-514a-3p,32.0,35.0,15.0,33.0,39.0,46.0,37.0,21.0,42.0,34.0,29.0,26.0
hsa-miR-514a-5p,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-516b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-5187-5p,3.0,2.0,1.0,2.0,4.0,5.0,12.0,5.0,2.0,3.0,5.0,4.0
hsa-miR-5188,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
hsa-miR-5189-3p,5.0,3.0,2.0,3.0,5.0,2.0,1.0,8.0,2.0,0.0,1.0,1.0
hsa-miR-5189-5p,5.0,6.0,4.0,1.0,4.0,5.0,4.0,5.0,5.0,3.0,1.0,3.0
hsa-miR-518c-3p,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-518f-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5192,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5193,2.0,2.0,4.0,0.0,3.0,4.0,2.0,1.0,1.0,4.0,5.0,4.0
hsa-miR-5194,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-5195-3p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5195-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5197-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-532-3p,108.0,121.0,66.0,104.0,103.0,123.0,130.0,61.0,50.0,64.0,88.0,80.0
hsa-miR-532-5p,10102.0,10702.0,6220.0,8286.0,9635.0,9248.0,11298.0,7820.0,7055.0,6503.0,6792.0,7037.0
hsa-miR-539-3p,10.0,5.0,5.0,2.0,2.0,2.0,1.0,3.0,7.0,5.0,7.0,6.0
hsa-miR-539-5p,4.0,12.0,6.0,14.0,13.0,7.0,30.0,12.0,6.0,3.0,14.0,5.0
hsa-miR-541-3p,2.0,3.0,0.0,0.0,1.0,4.0,2.0,1.0,0.0,3.0,3.0,2.0
hsa-miR-542-3p,348.0,338.0,220.0,196.0,236.0,222.0,61.0,172.0,122.0,147.0,170.0,113.0
hsa-miR-542-5p,1.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0
hsa-miR-543,46.0,40.0,37.0,48.0,56.0,59.0,69.0,48.0,30.0,52.0,58.0,92.0
hsa-miR-544b,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0
hsa-miR-545-3p,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-545-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
hsa-miR-548a-3p,18.0,32.0,16.0,22.0,25.0,17.0,10.0,18.0,16.0,12.0,14.0,11.0
hsa-miR-548a-5p,0.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0
hsa-miR-548aa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-548ab,25.0,28.0,21.0,23.0,39.0,18.0,12.0,15.0,17.0,7.0,6.0,12.0
hsa-miR-548ac,3.0,3.0,2.0,2.0,8.0,3.0,6.0,0.0,0.0,3.0,1.0,4.0
hsa-miR-548ad-5p,95.0,116.0,70.0,55.0,65.0,75.0,11.0,38.0,29.0,62.0,200.0,30.0
hsa-miR-548ae-3p,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-548ae-5p,4.0,6.0,16.0,18.0,17.0,23.0,92.0,24.0,16.0,22.0,4.0,47.0
hsa-miR-548ag,12.0,7.0,10.0,8.0,8.0,9.0,8.0,6.0,3.0,6.0,10.0,6.0
hsa-miR-548ah-3p,17.0,14.0,0.0,5.0,9.0,0.0,3.0,1.0,5.0,1.0,2.0,2.0
hsa-miR-548ah-5p,1.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0
hsa-miR-548ai,4.0,0.0,4.0,4.0,4.0,5.0,2.0,3.0,0.0,0.0,1.0,0.0
hsa-miR-548aj-3p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548aj-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0
hsa-miR-548ak,8.0,7.0,7.0,9.0,7.0,9.0,3.0,4.0,3.0,3.0,3.0,2.0
hsa-miR-548al,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0
hsa-miR-548am-3p,7.0,3.0,4.0,2.0,3.0,3.0,1.0,3.0,4.0,1.0,4.0,3.0
hsa-miR-548am-5p,3.0,1.0,3.0,6.0,4.0,6.0,0.0,2.0,0.0,0.0,7.0,0.0
hsa-miR-548an,6.0,3.0,1.0,2.0,5.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0
hsa-miR-548ap-5p,5.0,2.0,1.0,4.0,18.0,3.0,2.0,7.0,3.0,2.0,3.0,2.0
hsa-miR-548aq-3p,4.0,1.0,0.0,6.0,0.0,2.0,1.0,2.0,0.0,1.0,4.0,3.0
hsa-miR-548ar-3p,14.0,18.0,8.0,6.0,9.0,5.0,8.0,10.0,9.0,4.0,11.0,3.0
hsa-miR-548at-3p,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0
hsa-miR-548at-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-548au-5p,1.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0
hsa-miR-548av-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-548aw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-548ax,5.0,3.0,3.0,1.0,3.0,4.0,4.0,6.0,0.0,1.0,5.0,1.0
hsa-miR-548ay-3p,3.0,7.0,4.0,4.0,2.0,6.0,6.0,3.0,1.0,3.0,1.0,2.0
hsa-miR-548ay-5p,21.0,19.0,12.0,11.0,24.0,16.0,62.0,11.0,4.0,14.0,14.0,11.0
hsa-miR-548az-5p,6.0,14.0,3.0,5.0,7.0,4.0,5.0,6.0,1.0,4.0,2.0,3.0
hsa-miR-548b-3p,2.0,3.0,3.0,2.0,5.0,4.0,3.0,4.0,1.0,1.0,6.0,2.0
hsa-miR-548b-5p,79.0,105.0,49.0,73.0,85.0,83.0,46.0,52.0,35.0,29.0,55.0,52.0
hsa-miR-548bc,37.0,3.0,44.0,17.0,7.0,57.0,74.0,9.0,9.0,24.0,1.0,22.0
hsa-miR-548c-5p,7.0,2.0,0.0,1.0,4.0,7.0,2.0,4.0,0.0,5.0,1.0,1.0
hsa-miR-548d-3p,1.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,0.0,2.0,2.0
hsa-miR-548d-5p,18.0,19.0,91.0,296.0,47.0,6.0,9.0,74.0,4.0,9.0,10.0,17.0
hsa-miR-548e-3p,392.0,453.0,284.0,320.0,418.0,337.0,220.0,274.0,198.0,206.0,268.0,198.0
hsa-miR-548e-5p,2.0,1.0,3.0,6.0,0.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0
hsa-miR-548f-3p,13.0,6.0,7.0,12.0,10.0,11.0,21.0,11.0,16.0,11.0,8.0,9.0
hsa-miR-548h-3p,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548h-5p,9.0,6.0,4.0,1.0,1.0,3.0,4.0,4.0,1.0,10.0,2.0,4.0
hsa-miR-548i,4.0,5.0,3.0,6.0,2.0,6.0,2.0,6.0,2.0,7.0,5.0,0.0
hsa-miR-548j-3p,8.0,11.0,5.0,6.0,8.0,7.0,6.0,7.0,20.0,8.0,7.0,3.0
hsa-miR-548j-5p,293.0,328.0,154.0,235.0,228.0,277.0,189.0,205.0,136.0,150.0,172.0,200.0
hsa-miR-548k,242.0,279.0,151.0,222.0,236.0,241.0,170.0,207.0,104.0,130.0,132.0,135.0
hsa-miR-548l,40.0,67.0,39.0,42.0,55.0,52.0,35.0,28.0,20.0,33.0,29.0,35.0
hsa-miR-548n,95.0,113.0,54.0,57.0,81.0,72.0,13.0,53.0,27.0,45.0,53.0,30.0
hsa-miR-548o-3p,265.0,232.0,122.0,163.0,216.0,206.0,251.0,119.0,216.0,89.0,126.0,120.0
hsa-miR-548o-5p,7.0,4.0,1.0,3.0,0.0,2.0,4.0,1.0,1.0,0.0,0.0,3.0
hsa-miR-548p,1.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0
hsa-miR-548q,7.0,7.0,2.0,4.0,7.0,11.0,13.0,7.0,3.0,4.0,13.0,12.0
hsa-miR-548s,11.0,5.0,3.0,2.0,7.0,7.0,3.0,2.0,1.0,4.0,4.0,4.0
hsa-miR-548t-3p,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0
hsa-miR-548t-5p,4.0,6.0,2.0,4.0,7.0,5.0,4.0,4.0,2.0,8.0,4.0,2.0
hsa-miR-548u,9.0,7.0,6.0,10.0,10.0,20.0,22.0,13.0,15.0,5.0,13.0,4.0
hsa-miR-548w,21.0,22.0,9.0,10.0,20.0,16.0,26.0,17.0,9.0,9.0,12.0,10.0
hsa-miR-548x-3p,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-548y,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548z,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-549a-3p,15.0,16.0,2.0,0.0,16.0,16.0,0.0,0.0,0.0,1.0,7.0,6.0
hsa-miR-549a-5p,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-550a-3-5p,5.0,6.0,1.0,4.0,5.0,3.0,5.0,4.0,1.0,1.0,6.0,4.0
hsa-miR-550a-3p,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
hsa-miR-550a-5p,7.0,7.0,12.0,1.0,1.0,0.0,8.0,10.0,0.0,6.0,0.0,10.0
hsa-miR-551a,2.0,0.0,0.0,1.0,5.0,4.0,2.0,1.0,0.0,0.0,3.0,2.0
hsa-miR-551b-3p,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
hsa-miR-551b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-552-3p,8.0,8.0,7.0,3.0,4.0,5.0,8.0,4.0,6.0,6.0,3.0,2.0
hsa-miR-552-5p,0.0,3.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
hsa-miR-555,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-556-3p,4.0,3.0,1.0,4.0,2.0,1.0,2.0,3.0,0.0,1.0,6.0,2.0
hsa-miR-556-5p,15.0,16.0,10.0,3.0,6.0,13.0,13.0,7.0,10.0,7.0,8.0,8.0
hsa-miR-5581-3p,1.0,1.0,0.0,2.0,5.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0
hsa-miR-5582-3p,0.0,1.0,2.0,4.0,2.0,2.0,5.0,1.0,6.0,3.0,1.0,4.0
hsa-miR-5583-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-5585-3p,0.0,5.0,2.0,1.0,4.0,2.0,2.0,0.0,4.0,2.0,0.0,3.0
hsa-miR-5586-3p,0.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
hsa-miR-5588-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-5588-5p,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0
hsa-miR-561-5p,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5680,2.0,3.0,3.0,4.0,1.0,6.0,2.0,0.0,0.0,0.0,1.0,1.0
hsa-miR-5683,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-5684,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
hsa-miR-5690,1.0,0.0,0.0,3.0,0.0,1.0,2.0,2.0,3.0,0.0,1.0,1.0
