miRNA,SRR14916083,SRR14916084,SRR14916086,SRR14916090,SRR14916093,SRR14916094,SRR14916100,SRR14916102,SRR14916106,SRR14916109,SRR14916110,SRR14916111,SRR14916112,SRR14916114,SRR14916115,SRR14916116,SRR14916117,SRR14916121,SRR14916123,SRR14916124,SRR14916125,SRR14916126,SRR14916130,SRR14916131,SRR14916133,SRR14916134,SRR14916137,SRR14916140,SRR14916142,SRR14916143
hsa-miR-10392-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0
hsa-miR-10397-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.73,0.0,0.0,0.0,0.0,0.0,81.15,0.0,0.0,0.0
hsa-miR-10400-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106b-3p,0.0,0.0,0.0,0.0,35.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10a-5p,0.0,0.0,1954.66,0.0,93.83,0.0,0.0,14.31,0.0,183.43,0.0,0.0,41.54,0.0,87.72,21.7,381.74,58.49,214.2,0.0,136.26,1097.13,692.04,32.23,380.51,3.8,202.87,493.13,185.53,86.29
hsa-miR-10b-5p,14.55,0.0,0.0,0.0,70.37,0.0,561.39,0.0,0.0,202.73,0.0,27.33,6.92,17.31,116.96,0.0,22.46,0.0,0.0,0.0,136.26,0.0,0.0,48.34,33.57,0.0,0.0,133.28,162.34,0.0
hsa-miR-12136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0
hsa-miR-1224-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1237-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.59
hsa-miR-125a-5p,0.0,5.26,0.0,14.86,152.47,0.0,0.0,7.16,0.0,86.89,0.0,0.0,173.08,0.0,307.03,0.0,336.83,29.24,13.39,729.48,0.0,514.28,81.42,0.0,145.49,3.8,0.0,0.0,0.0,134.23
hsa-miR-125b-5p,298.22,689.4,0.0,44.58,820.98,765.59,265.1,7.16,0.0,106.19,0.0,136.65,6.92,0.0,321.65,0.0,516.47,336.32,281.14,0.0,1362.64,2091.4,590.27,241.7,649.1,0.0,314.45,133.28,23.19,38.35
hsa-miR-126-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.48,0.0,0.0,14.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-126-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.76
hsa-miR-1270,0.0,0.0,0.0,0.0,35.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-3p,0.0,0.0,0.0,0.0,35.18,0.0,0.0,143.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.46,0.0
hsa-miR-1299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1307-5p,0.0,15.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-132-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0
hsa-miR-135b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.62,0.0,0.0
hsa-miR-136-3p,0.0,0.0,0.0,0.0,0.0,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-139-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-140-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.72,0.0,0.0,14.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-141-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-142-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-143-3p,727.36,1557.74,307.82,1441.52,1946.89,2157.57,358.66,1030.63,0.0,598.55,0.0,621.75,1363.83,131.55,833.37,122.96,291.92,1286.78,1606.49,1271.37,1323.7,4319.95,1363.73,1031.26,626.72,0.0,10.14,413.16,510.21,412.27
hsa-miR-145-3p,0.0,0.0,0.0,0.0,0.0,452.39,15.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-145-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.04,0.0
hsa-miR-146b-5p,0.0,0.0,0.0,0.0,11.73,0.0,0.0,0.0,0.0,38.62,0.0,0.0,0.0,0.0,0.0,32.55,0.0,73.11,66.94,0.0,389.32,102.86,81.42,0.0,0.0,0.0,0.0,0.0,0.0,76.7
hsa-miR-1470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.97,0.0,0.0
hsa-miR-148a-3p,0.0,668.35,0.0,0.0,0.0,0.0,0.0,7.16,0.0,0.0,0.0,0.0,0.0,0.0,87.72,0.0,89.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-148b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-149-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-149-5p,14.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.26,0.0,0.0,0.0,0.0,0.0,0.0,39.98,0.0,0.0
hsa-miR-151a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.06,0.0,0.0,5.7,0.0,0.0,0.0,0.0
hsa-miR-151a-5p,87.28,0.0,0.0,14.86,93.83,17.4,0.0,0.0,0.0,86.89,0.0,27.33,0.0,0.0,146.21,0.0,0.0,58.49,200.81,0.0,330.93,0.0,0.0,48.34,190.25,0.0,0.0,333.2,61.84,0.0
hsa-miR-151b,0.0,757.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.31,0.0,0.0,27.69,0.0,160.83,0.0,157.19,204.71,0.0,0.0,136.26,137.14,0.0,0.0,55.96,0.0,0.0,0.0,0.0,0.0
hsa-miR-152-3p,0.0,0.0,0.0,0.0,0.0,852.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.73,0.0
hsa-miR-1538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-16-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.62,0.0,0.0,0.0,171.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-16-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.33,0.0,0.0,0.0,67.15,0.0,0.0,0.0,0.0,0.0
hsa-miR-181a-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.53
hsa-miR-181a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.33,0.0,0.0,0.0,44.77,3.8,0.0,0.0,0.0,0.0
hsa-miR-181b-5p,0.0,0.0,0.0,0.0,0.0,0.0,421.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181c-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-182-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.92,0.0,0.0
hsa-miR-183-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.62,0.0,0.0,0.0,0.0,0.0,0.0,171.43,0.0,0.0,55.96,0.0,0.0,0.0,0.0,0.0
hsa-miR-185-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.31,0.0,0.0,96.92,0.0,14.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-186-5p,29.09,0.0,0.0,0.0,0.0,104.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.62,0.0,67.37,0.0,0.0,0.0,19.47,0.0,122.12,0.0,0.0,0.0,0.0,13.33,0.0,0.0
hsa-miR-187-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0
hsa-miR-1908-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-191-5p,130.93,0.0,384.78,0.0,656.78,0.0,0.0,7.16,0.0,115.85,0.0,13.66,110.77,0.0,248.55,0.0,471.56,277.83,254.36,0.0,214.13,548.57,0.0,354.5,0.0,5.7,30.43,319.87,38.65,124.64
hsa-miR-192-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.96,0.0,0.0,0.0,0.0,0.0
hsa-miR-193a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-194-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0
hsa-miR-195-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-196b-5p,0.0,452.59,0.0,0.0,0.0,69.6,0.0,0.0,0.0,28.96,0.0,6.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.48,38.93,102.86,0.0,16.11,0.0,0.0,0.0,93.29,0.0,0.0
hsa-miR-197-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-199a-3p,21.82,194.72,2016.22,0.0,410.49,800.39,1606.19,0.0,0.0,231.7,0.0,34.16,0.0,29.43,350.89,0.0,67.37,146.22,495.33,20.84,1771.43,0.0,549.56,257.82,503.61,0.0,0.0,159.93,0.0,0.0
hsa-miR-199a-5p,0.0,0.0,0.0,0.0,11.73,0.0,0.0,0.0,0.0,48.27,0.0,0.0,0.0,12.12,0.0,3.62,0.0,0.0,40.16,0.0,38.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-199b-3p,0.0,10.53,1000.42,14.86,23.46,191.4,0.0,0.0,0.0,67.58,0.0,0.0,0.0,17.31,263.17,18.08,44.91,0.0,334.69,0.0,447.72,0.0,203.54,0.0,67.15,0.0,0.0,213.25,0.0,0.0
hsa-miR-199b-5p,0.0,0.0,0.0,0.0,46.91,0.0,0.0,0.0,0.0,28.96,0.0,0.0,0.0,0.0,58.48,0.0,22.46,0.0,26.77,0.0,38.93,0.0,101.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-19b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-200a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.46,0.0,147.26,0.0,0.0,0.0,0.0,0.0,22.38,0.0,0.0,0.0,0.0,0.0
hsa-miR-200c-3p,0.0,0.0,0.0,0.0,0.0,0.0,31.19,7.16,0.0,0.0,0.0,0.0,0.0,0.0,14.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.19,0.0,10.14,0.0,0.0,0.0
hsa-miR-20a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.1,0.0,22.46,0.0,0.0,0.0,38.93,0.0,0.0,0.0,22.38,0.0,0.0,0.0,0.0,19.18
hsa-miR-21-5p,0.0,5.26,0.0,0.0,11.73,0.0,0.0,7.16,954.17,67.58,5.85,0.0,0.0,0.0,102.34,0.0,247.01,0.0,0.0,0.0,136.26,0.0,40.71,0.0,0.0,0.0,0.0,93.29,7.73,19.18
hsa-miR-211-5p,0.0,0.0,0.0,0.0,11.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-212-5p,0.0,0.0,0.0,0.0,0.0,0.0,779.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-214-3p,0.0,0.0,0.0,0.0,46.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.86,25.32,0.0,0.0,80.32,0.0,194.66,0.0,101.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-219a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0
hsa-miR-22-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.77,0.0,11.19,0.0,0.0,0.0,69.57,0.0
hsa-miR-221-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.31,0.0,0.0,0.0,0.0,0.0,1.73,0.0,0.0,0.0,0.0,107.1,6.95,291.99,0.0,0.0,0.0,67.15,0.0,50.72,13.33,7.73,0.0
hsa-miR-222-3p,0.0,278.92,4247.92,14.86,375.3,3027.56,389.85,286.28,0.0,164.12,0.0,13.66,0.0,0.0,380.13,0.0,516.47,277.83,896.96,145.9,798.12,377.14,183.19,322.27,11.19,7.6,30.43,279.88,278.3,86.29
hsa-miR-223-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.96,10.85,0.0,0.0,0.0,0.0,0.0,342.85,0.0,0.0,22.38,0.0,0.0,0.0,0.0,28.76
hsa-miR-2392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.34,0.0,0.0,0.0,0.0,0.0
hsa-miR-23a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.31,0.0,0.0,0.0,0.0,43.86,0.0,0.0,0.0,0.0,0.0,0.0,68.57,0.0,0.0,0.0,0.0,10.14,0.0,0.0,0.0
hsa-miR-23b-3p,0.0,0.0,0.0,0.0,82.1,0.0,0.0,0.0,0.0,48.27,0.0,0.0,0.0,0.0,14.62,3.62,0.0,0.0,187.42,0.0,0.0,0.0,0.0,0.0,100.72,0.0,0.0,0.0,0.0,0.0
hsa-miR-23b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.71,0.0,97.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.92,0.0
hsa-miR-25-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.85,0.0,0.0,0.0,0.0,0.0,58.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26a-5p,14.55,2841.82,2000.83,3135.68,469.13,52.2,686.14,0.0,0.0,530.97,0.0,6.83,0.0,22.5,628.68,0.0,583.84,599.52,736.31,722.53,564.52,2228.55,0.0,563.97,268.59,0.0,223.16,253.23,15.46,105.47
hsa-miR-26b-5p,0.0,210.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.31,0.0,0.0,0.0,0.0,102.34,25.32,494.02,0.0,214.2,194.53,291.99,925.7,0.0,80.57,167.87,0.0,40.57,66.64,0.0,57.53
