miRNA,SRR15539394,SRR15539395,SRR15539396,SRR15539398,SRR15539399,SRR15539400,SRR15539402,SRR15539403,SRR15539404,SRR15539406,SRR15539407,SRR15539408
hsa-miR-10394-3p,0.0,0.0,0.0,0.0,0.54,0.68,0.0,0.0,0.0,0.74,0.0,0.97
hsa-miR-10394-5p,0.0,0.0,0.0,0.0,1.08,1.37,0.0,0.0,0.0,0.0,0.0,0.49
hsa-miR-10395-3p,0.0,0.0,4.04,256.46,321.28,32.83,16.2,0.0,0.0,533.2,607.1,92.86
hsa-miR-10395-5p,0.0,0.0,0.0,5.22,4.88,1.37,0.0,0.0,0.0,5.93,5.43,0.0
hsa-miR-10396b-3p,0.0,0.0,0.0,0.0,0.54,0.0,0.0,5.66,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,38.69,0.0,12.13,125.88,3301.67,101.9,0.0,0.0,14.69,74.16,391.27,62.71
hsa-miR-10401-3p,0.0,0.0,4.04,2.61,2.71,0.0,0.0,0.0,0.0,1.48,0.0,0.0
hsa-miR-105-3p,0.0,0.0,0.0,2.09,2.17,0.0,0.0,0.0,0.0,3.71,0.0,0.49
hsa-miR-105-5p,0.0,0.0,0.0,36.56,47.68,2.74,0.0,0.0,0.0,27.44,35.71,0.0
hsa-miR-10527-5p,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106a-3p,0.0,0.0,0.0,2.09,2.17,2.05,0.0,0.0,0.0,2.22,0.0,1.94
hsa-miR-106a-5p,0.0,14.9,4.04,434.04,368.42,31.46,0.0,0.0,14.69,288.47,265.51,16.53
hsa-miR-106b-3p,0.0,0.0,12.13,180.72,212.38,10.26,16.2,11.31,7.35,266.23,291.9,17.99
hsa-miR-106b-5p,0.0,0.0,4.04,168.19,97.52,13.68,16.2,0.0,0.0,73.42,67.54,7.29
hsa-miR-107,0.0,0.0,0.0,116.48,91.02,4.1,0.0,0.0,0.0,48.2,62.11,1.46
hsa-miR-10a-5p,212.81,104.27,48.51,0.52,0.54,2.74,259.2,90.51,44.08,0.0,0.0,0.97
hsa-miR-10b-5p,522.35,104.27,64.68,1.04,0.54,0.68,728.99,169.7,66.12,0.74,0.78,0.0
hsa-miR-1178-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0
hsa-miR-1179,0.0,0.0,0.0,1.04,2.71,1.37,0.0,0.0,0.0,0.0,0.78,3.89
hsa-miR-1180-3p,19.35,0.0,20.21,381.81,513.08,18.47,0.0,0.0,14.69,366.34,453.38,23.82
hsa-miR-1180-5p,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1185-1-3p,0.0,0.0,0.0,0.52,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0
hsa-miR-1197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.31,0.0,0.0,0.0,0.0
hsa-miR-12114,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-5p,12033.51,0.0,7688.45,4.18,0.54,2.05,1069.19,1419.8,9936.63,0.0,0.0,3.89
hsa-miR-1225-3p,0.0,0.0,0.0,0.0,0.0,2.05,0.0,0.0,0.0,0.0,0.0,2.43
hsa-miR-1226-3p,0.0,0.0,0.0,7.31,7.59,0.0,0.0,0.0,0.0,2.97,3.11,0.0
hsa-miR-1227-3p,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,2.33,0.0
hsa-miR-1228-3p,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.74,0.78,0.0
hsa-miR-1229-3p,0.0,0.0,0.0,1.04,1.08,0.0,0.0,0.0,0.0,0.74,0.0,0.0
hsa-miR-1234-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0
hsa-miR-1236-3p,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1238-3p,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-124-3p,0.0,0.0,0.0,34.47,76.39,41.72,0.0,0.0,3.67,11.12,31.83,22.85
hsa-miR-124-5p,19.35,0.0,0.0,36.04,86.14,9.57,0.0,0.0,0.0,22.99,43.47,9.72
hsa-miR-1243,0.0,0.0,0.0,0.52,0.54,0.0,0.0,0.0,0.0,0.74,0.0,0.0
hsa-miR-1244,0.0,0.0,0.0,2.61,3.79,0.0,0.0,0.0,0.0,2.22,2.33,0.0
hsa-miR-1246,174.12,44.69,109.14,2.61,2.71,2.05,226.8,90.51,95.51,0.0,0.78,0.97
hsa-miR-1247-3p,0.0,0.0,0.0,1.04,0.54,4.1,0.0,0.0,0.0,0.74,0.0,7.29
hsa-miR-1247-5p,0.0,0.0,0.0,76.26,76.39,4.79,0.0,0.0,0.0,50.43,52.01,11.18
hsa-miR-1248,0.0,0.0,0.0,69.99,67.18,140.88,0.0,5.66,0.0,67.48,52.01,147.79
hsa-miR-1249-3p,0.0,0.0,0.0,7.31,27.09,0.68,0.0,0.0,0.0,5.93,13.97,0.0
hsa-miR-1249-5p,0.0,0.0,0.0,0.52,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1250-5p,0.0,0.0,0.0,5.75,5.96,0.68,0.0,0.0,0.0,2.22,3.11,0.49
hsa-miR-1251-3p,0.0,0.0,0.0,5.22,1.63,0.68,0.0,0.0,0.0,1.48,0.78,0.49
hsa-miR-1251-5p,0.0,0.0,0.0,4.7,1.63,1.37,0.0,0.0,0.0,4.45,1.55,0.0
hsa-miR-1252-5p,0.0,0.0,0.0,4.7,4.88,0.0,0.0,0.0,0.0,0.74,3.88,0.0
hsa-miR-1255a,0.0,0.0,0.0,2.09,2.17,0.0,0.0,0.0,0.0,2.97,1.55,0.49
hsa-miR-125a-3p,0.0,7.45,4.04,8.36,14.09,2.05,0.0,11.31,0.0,14.09,11.65,2.43
hsa-miR-125a-5p,58.04,29.79,48.51,2376.54,2989.6,307.07,113.4,11.31,47.75,1952.58,2339.11,190.09
hsa-miR-125b-1-3p,0.0,0.0,4.04,52.75,20.05,2.74,0.0,0.0,3.67,48.2,20.96,0.97
hsa-miR-125b-2-3p,0.0,0.0,0.0,3.13,2.71,0.0,0.0,0.0,0.0,4.45,1.55,1.46
hsa-miR-125b-5p,58.04,7.45,8.08,1781.1,930.25,123.1,81.0,11.31,22.04,998.91,496.08,105.98
hsa-miR-126-3p,328.89,81.93,44.47,125.88,108.36,12.99,340.2,152.73,7.35,111.98,66.77,13.61
hsa-miR-126-5p,0.0,29.79,0.0,8.36,9.21,0.0,0.0,0.0,0.0,5.19,2.33,1.94
hsa-miR-1260b,0.0,0.0,0.0,2.09,2.71,0.0,0.0,0.0,0.0,0.74,0.78,0.0
hsa-miR-1264,0.0,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1266-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.0
hsa-miR-1269a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.0
hsa-miR-127-3p,38.69,7.45,0.0,2.09,1.08,0.0,32.4,11.31,0.0,2.22,1.55,0.0
hsa-miR-1270,0.0,0.0,0.0,0.52,2.17,0.0,0.0,0.0,0.0,0.74,1.55,0.0
hsa-miR-1271-5p,0.0,0.0,4.04,13.58,11.38,3.42,0.0,0.0,0.0,10.38,13.97,0.49
hsa-miR-1273c,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1275,0.0,0.0,0.0,0.52,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1276,0.0,0.0,8.08,1.04,2.71,0.0,0.0,0.0,0.0,2.22,0.78,0.49
hsa-miR-1277-3p,0.0,0.0,0.0,1.04,2.17,0.68,0.0,0.0,0.0,0.0,0.0,0.49
hsa-miR-1278,0.0,0.0,0.0,2.61,0.54,0.0,0.0,0.0,0.0,6.67,3.88,0.0
hsa-miR-128-1-5p,0.0,0.0,0.0,1.57,3.79,0.0,0.0,0.0,0.0,2.97,3.11,0.0
hsa-miR-128-2-5p,0.0,0.0,0.0,3.13,1.08,0.0,0.0,0.0,0.0,3.71,3.11,0.0
hsa-miR-128-3p,619.09,148.96,226.37,6852.26,8243.34,516.35,696.59,164.04,235.1,7674.62,6715.33,467.68
hsa-miR-1284,0.0,0.0,0.0,1.04,0.0,0.68,0.0,0.0,0.0,1.48,0.78,0.0
hsa-miR-1285-3p,0.0,0.0,0.0,1.57,1.08,0.0,0.0,0.0,0.0,5.19,2.33,0.49
hsa-miR-1285-5p,0.0,0.0,0.0,2.09,1.08,0.68,0.0,0.0,0.0,2.22,2.33,0.0
hsa-miR-1286,0.0,0.0,0.0,2.61,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0
hsa-miR-1287-3p,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.74,0.0,0.0
hsa-miR-1287-5p,0.0,0.0,0.0,13.58,12.46,2.74,0.0,0.0,0.0,10.38,7.76,0.49
hsa-miR-1288-3p,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-129-1-3p,0.0,0.0,0.0,1.04,0.0,1.37,0.0,0.0,0.0,0.0,3.11,0.97
hsa-miR-129-2-3p,0.0,0.0,0.0,21.94,9.75,0.0,0.0,0.0,0.0,19.28,4.66,0.97
hsa-miR-129-5p,0.0,0.0,8.08,261.16,175.54,9.57,0.0,0.0,3.67,299.6,116.45,11.67
hsa-miR-1291,0.0,0.0,0.0,78.87,79.1,8.89,16.2,0.0,0.0,31.89,47.36,8.75
hsa-miR-1292-3p,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1292-5p,0.0,0.0,4.04,1.04,1.08,0.0,0.0,0.0,0.0,3.71,1.55,0.0
hsa-miR-1294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0
hsa-miR-1296-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0
hsa-miR-1296-5p,0.0,0.0,0.0,17.24,31.42,1.37,0.0,0.0,0.0,5.93,13.97,1.94
hsa-miR-1298-3p,0.0,0.0,0.0,4.7,0.54,0.0,0.0,0.0,7.35,5.93,0.78,0.49
hsa-miR-1298-5p,0.0,0.0,84.89,115.95,8.13,0.0,0.0,0.0,84.49,232.86,11.65,1.46
hsa-miR-1299,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1301-3p,19.35,0.0,4.04,66.86,86.14,3.42,0.0,0.0,3.67,71.93,79.19,1.94
hsa-miR-1302,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.74,0.78,0.0
hsa-miR-1303,0.0,0.0,0.0,6.27,3.79,0.0,0.0,0.0,0.0,3.71,1.55,0.0
hsa-miR-1304-5p,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.74,1.55,0.49
hsa-miR-1305,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1306-3p,0.0,0.0,0.0,1.57,5.96,0.0,0.0,0.0,0.0,6.67,7.76,0.49
hsa-miR-1306-5p,0.0,0.0,4.04,13.06,23.84,1.37,0.0,0.0,0.0,13.35,20.96,2.43
hsa-miR-1307-3p,19.35,14.9,64.68,370.84,358.67,17.78,0.0,0.0,22.04,573.24,416.12,22.36
hsa-miR-1307-5p,0.0,0.0,0.0,1.57,0.54,1.37,0.0,0.0,0.0,0.74,0.0,0.49
hsa-miR-130a-3p,0.0,0.0,0.0,86.7,86.14,7.52,16.2,0.0,0.0,48.2,45.03,2.43
hsa-miR-130a-5p,0.0,0.0,0.0,4.18,3.79,0.0,0.0,0.0,0.0,2.97,2.33,1.94
hsa-miR-130b-3p,0.0,0.0,0.0,52.23,43.34,0.68,0.0,0.0,3.67,20.02,17.08,2.43
hsa-miR-130b-5p,38.69,14.9,16.17,1163.72,953.55,50.61,32.4,5.66,18.37,1552.87,945.58,37.92
hsa-miR-132-3p,0.0,0.0,0.0,12.54,27.63,3.42,0.0,0.0,0.0,13.35,17.86,5.83
hsa-miR-132-5p,0.0,0.0,0.0,3.66,7.59,1.37,0.0,0.0,0.0,2.97,5.43,1.94
hsa-miR-133a-3p,0.0,0.0,0.0,5.22,9.75,0.0,0.0,0.0,0.0,2.97,11.65,0.97
hsa-miR-133a-5p,0.0,0.0,0.0,1.04,3.25,0.0,0.0,0.0,0.0,0.74,0.0,0.0
hsa-miR-133b,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-134-5p,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0
hsa-miR-1343-3p,0.0,0.0,0.0,6.27,7.59,0.0,0.0,0.0,0.0,5.93,8.54,0.0
hsa-miR-135a-2-3p,0.0,0.0,0.0,55.89,31.42,2.05,0.0,0.0,0.0,75.64,34.94,2.92
hsa-miR-135a-3p,0.0,7.45,0.0,8.36,41.18,4.1,0.0,0.0,0.0,8.9,46.58,4.86
hsa-miR-135a-5p,0.0,0.0,0.0,575.07,289.86,86.17,0.0,0.0,18.37,353.73,173.9,60.77
hsa-miR-135b-3p,0.0,0.0,0.0,2.61,1.08,2.05,0.0,0.0,0.0,5.93,2.33,0.0
hsa-miR-135b-5p,0.0,0.0,0.0,56.41,53.64,37.61,0.0,0.0,0.0,35.6,25.62,31.11
hsa-miR-136-3p,0.0,7.45,0.0,0.0,0.0,0.0,0.0,5.66,0.0,0.0,0.0,0.0
hsa-miR-136-5p,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.49
hsa-miR-137-3p,0.0,0.0,0.0,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0
hsa-miR-138-1-3p,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.49
hsa-miR-138-2-3p,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.78,0.0
hsa-miR-138-5p,0.0,0.0,0.0,1.04,3.25,0.0,0.0,0.0,0.0,0.74,5.43,0.0
hsa-miR-139-3p,0.0,7.45,0.0,2.61,12.46,0.0,0.0,0.0,0.0,0.74,17.86,0.49
hsa-miR-139-5p,19.35,0.0,4.04,17.24,79.64,4.1,16.2,0.0,0.0,14.09,49.69,7.29
hsa-miR-140-3p,38.69,0.0,0.0,275.78,312.07,29.41,64.8,0.0,18.37,334.45,334.6,25.77
hsa-miR-140-5p,19.35,0.0,0.0,96.11,70.97,8.21,0.0,0.0,0.0,69.71,55.9,10.7
hsa-miR-142-3p,0.0,7.45,0.0,0.0,0.0,0.0,0.0,16.97,0.0,0.0,0.0,0.0
hsa-miR-142-5p,19.35,14.9,0.0,0.0,0.0,0.0,16.2,16.97,0.0,0.0,0.0,0.0
hsa-miR-143-3p,367.58,163.86,97.02,73.65,44.97,12.31,518.39,192.32,128.57,129.04,56.67,34.52
hsa-miR-144-3p,77.39,67.03,0.0,0.0,0.0,0.0,243.0,28.28,0.0,0.0,0.0,0.0
hsa-miR-144-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0
hsa-miR-145-3p,0.0,0.0,8.08,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0
hsa-miR-145-5p,0.0,0.0,0.0,3.13,2.17,1.37,0.0,0.0,0.0,0.74,0.0,0.49
hsa-miR-1468-5p,0.0,0.0,0.0,4.7,3.79,0.68,0.0,0.0,0.0,4.45,5.43,1.46
hsa-miR-146a-5p,0.0,0.0,0.0,1.57,2.17,0.68,0.0,0.0,0.0,0.74,1.55,0.97
hsa-miR-146b-3p,0.0,0.0,0.0,1.57,2.17,0.68,0.0,0.0,0.0,1.48,0.0,0.0
hsa-miR-146b-5p,38.69,7.45,12.13,118.57,166.87,24.62,16.2,5.66,7.35,180.95,203.4,48.62
hsa-miR-147b-3p,19.35,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-147b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0
hsa-miR-148a-3p,1625.1,551.16,2401.13,5634.74,3360.73,350.16,1879.18,656.16,3790.98,9478.14,4242.69,616.93
hsa-miR-148a-5p,0.0,0.0,0.0,24.55,11.92,0.68,0.0,0.0,0.0,28.18,6.99,1.46
hsa-miR-148b-3p,19.35,7.45,40.42,781.38,852.24,72.49,32.4,0.0,55.1,776.43,759.26,65.63
hsa-miR-148b-5p,0.0,0.0,0.0,18.28,22.76,0.0,0.0,0.0,0.0,14.09,14.75,1.46
hsa-miR-149-3p,0.0,0.0,0.0,2.09,3.79,0.0,0.0,0.0,0.0,4.45,6.21,0.97
hsa-miR-149-5p,0.0,0.0,4.04,335.33,412.84,24.62,0.0,0.0,18.37,253.62,281.03,29.66
hsa-miR-150-5p,0.0,7.45,0.0,0.0,0.54,0.0,16.2,0.0,0.0,0.0,0.0,0.0
hsa-miR-151a-3p,58.04,37.24,48.51,1093.21,1045.11,71.13,129.6,45.25,77.14,2249.21,1520.07,160.43
hsa-miR-151a-5p,0.0,7.45,0.0,55.89,78.56,2.74,0.0,0.0,0.0,53.39,87.73,6.81
hsa-miR-151b,0.0,0.0,0.0,0.52,1.63,0.68,0.0,0.0,0.0,0.0,2.33,0.0
hsa-miR-152-3p,0.0,7.45,8.08,148.34,139.78,21.89,0.0,5.66,14.69,157.96,159.93,21.88
hsa-miR-152-5p,0.0,0.0,0.0,2.09,1.08,0.0,0.0,0.0,0.0,2.97,2.33,0.0
hsa-miR-153-3p,0.0,0.0,0.0,3.13,2.71,4.1,0.0,0.0,0.0,2.22,9.32,1.46
hsa-miR-153-5p,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0
hsa-miR-155-5p,0.0,0.0,0.0,4.18,3.25,1.37,0.0,5.66,0.0,1.48,3.88,1.94
hsa-miR-15a-3p,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0
hsa-miR-15a-5p,0.0,0.0,0.0,9.4,10.84,0.0,0.0,0.0,0.0,4.45,12.42,0.97
hsa-miR-15b-3p,0.0,0.0,0.0,26.64,17.88,2.74,16.2,0.0,0.0,7.42,20.18,1.94
hsa-miR-15b-5p,0.0,0.0,0.0,101.33,150.62,6.84,0.0,0.0,0.0,70.45,90.83,9.24
hsa-miR-16-1-3p,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0
hsa-miR-16-2-3p,0.0,0.0,0.0,124.31,123.53,12.99,0.0,0.0,0.0,73.42,69.87,6.81
hsa-miR-16-5p,0.0,22.34,0.0,302.42,387.92,41.72,0.0,5.66,0.0,214.32,256.19,42.78
hsa-miR-17-3p,0.0,0.0,0.0,9.92,5.96,2.05,0.0,0.0,0.0,4.45,4.66,0.97
hsa-miR-17-5p,38.69,7.45,4.04,1226.92,1060.28,49.93,64.8,5.66,14.69,565.83,676.19,24.79
hsa-miR-181a-2-3p,19.35,14.9,20.21,517.09,883.12,45.14,0.0,5.66,14.69,832.05,1117.93,78.76
hsa-miR-181a-3p,19.35,0.0,4.04,53.8,120.82,14.36,0.0,0.0,0.0,60.81,121.11,18.96
hsa-miR-181a-5p,348.24,52.14,84.89,3231.57,5452.04,704.42,129.6,45.25,69.8,1732.33,3197.74,460.87
hsa-miR-181b-2-3p,0.0,0.0,0.0,6.27,8.13,0.0,0.0,0.0,0.0,5.93,4.66,0.97
hsa-miR-181b-3p,0.0,0.0,0.0,5.75,8.13,2.05,0.0,0.0,0.0,8.16,14.75,4.86
hsa-miR-181b-5p,19.35,0.0,48.51,1144.39,1654.09,102.59,48.6,5.66,36.73,678.55,1030.98,78.27
hsa-miR-181c-3p,0.0,0.0,4.04,29.25,41.18,10.26,0.0,0.0,0.0,19.28,30.28,6.32
hsa-miR-181c-5p,0.0,0.0,0.0,15.67,16.8,4.1,0.0,0.0,0.0,2.22,6.99,1.46
hsa-miR-181d-3p,0.0,0.0,0.0,1.04,1.08,0.0,0.0,0.0,0.0,0.0,1.55,0.0
hsa-miR-181d-5p,0.0,0.0,8.08,151.99,202.09,19.83,16.2,0.0,7.35,97.15,135.86,11.67
hsa-miR-182-3p,0.0,0.0,0.0,0.0,0.54,0.68,0.0,0.0,0.0,0.0,0.78,0.0
hsa-miR-182-5p,19.35,14.9,16.17,40.22,1277.0,97.11,0.0,5.66,3.67,57.84,1367.91,105.98
hsa-miR-183-3p,19.35,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.78,0.0
hsa-miR-183-5p,0.0,7.45,8.08,32.91,960.05,87.54,32.4,0.0,11.02,59.33,1168.39,130.29
hsa-miR-184,19.35,0.0,32.34,87.23,53.1,1.37,32.4,0.0,36.73,103.82,67.54,3.89
hsa-miR-1843,0.0,0.0,4.04,16.71,23.84,4.1,0.0,0.0,0.0,25.21,13.97,3.4
hsa-miR-185-3p,0.0,0.0,4.04,1.04,3.25,0.68,0.0,0.0,0.0,6.67,3.11,0.49
hsa-miR-185-5p,0.0,7.45,28.3,95.06,135.99,8.21,32.4,0.0,11.02,76.38,117.23,11.18
hsa-miR-186-5p,0.0,0.0,4.04,246.01,165.25,28.04,48.6,0.0,7.35,91.96,96.27,12.15
hsa-miR-187-3p,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,1.48,0.78,0.0
hsa-miR-188-5p,0.0,0.0,0.0,2.09,0.54,0.0,0.0,0.0,0.0,1.48,0.78,0.0
hsa-miR-18a-3p,0.0,0.0,0.0,7.83,4.88,0.68,0.0,0.0,0.0,2.97,4.66,0.0
hsa-miR-18a-5p,0.0,0.0,0.0,71.56,43.89,0.68,0.0,0.0,0.0,49.69,22.51,1.46
hsa-miR-18b-3p,0.0,0.0,0.0,5.75,3.25,0.68,0.0,0.0,0.0,2.97,1.55,0.0
hsa-miR-18b-5p,0.0,0.0,4.04,10.97,4.33,0.0,0.0,0.0,0.0,3.71,3.11,0.97
hsa-miR-1908-3p,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1908-5p,0.0,0.0,0.0,8.36,19.5,0.68,0.0,0.0,0.0,5.93,17.08,0.97
hsa-miR-1909-5p,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-190a-3p,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-190a-5p,0.0,0.0,0.0,3.13,1.63,0.0,0.0,0.0,0.0,3.71,1.55,0.0
hsa-miR-190b-5p,0.0,0.0,4.04,19.85,208.59,12.99,0.0,0.0,11.02,11.87,188.65,14.58
hsa-miR-191-3p,0.0,0.0,0.0,3.13,5.42,0.0,0.0,0.0,0.0,1.48,3.88,0.49
hsa-miR-191-5p,77.39,67.03,88.93,2611.58,4166.91,212.7,81.0,16.97,51.43,1638.89,2680.7,155.08
hsa-miR-1910-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0
hsa-miR-1910-5p,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.74,0.78,0.0
hsa-miR-1911-3p,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1911-5p,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0
hsa-miR-1912-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0
hsa-miR-1913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0
