miRNA,SRR10995914,SRR10995915,SRR10995916,SRR10995917,SRR10995918,SRR10995919,SRR10995920,SRR10995921,SRR10995922,SRR10995923,SRR10995924,SRR10995925,SRR10995926,SRR10995927,SRR10995928,SRR10995929,SRR10995930,SRR10995931,SRR10995932,SRR10995933,SRR10995934,SRR10995935,SRR10995936,SRR10995937,SRR10995938,SRR10995939,SRR10995940,SRR10995941,SRR10995942
hsa-miR-377-3p,4.0,16.0,2.0,13.0,23.0,20.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,18.0,12.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0
hsa-miR-377-5p,5.0,6.0,5.0,7.0,10.0,10.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,7.0,3.0,1.0,3.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0
hsa-miR-378a-3p,467.0,457.0,598.0,467.0,751.0,471.0,218.0,74.0,180.0,322.0,321.0,639.0,110.0,339.0,186.0,289.0,12.0,507.0,613.0,239.0,878.0,510.0,426.0,489.0,423.0,382.0,315.0,243.0,313.0
hsa-miR-378a-5p,2.0,5.0,3.0,3.0,11.0,5.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,4.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0
hsa-miR-378b,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-378c,20.0,9.0,44.0,35.0,20.0,6.0,4.0,1.0,6.0,6.0,6.0,16.0,2.0,4.0,1.0,6.0,0.0,28.0,19.0,5.0,7.0,13.0,2.0,3.0,12.0,6.0,10.0,4.0,4.0
hsa-miR-378d,33.0,21.0,25.0,9.0,14.0,8.0,5.0,1.0,4.0,4.0,4.0,15.0,0.0,5.0,4.0,7.0,0.0,11.0,15.0,3.0,27.0,30.0,5.0,8.0,11.0,5.0,10.0,3.0,2.0
hsa-miR-378e,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,5.0,3.0,0.0,2.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,2.0
hsa-miR-378f,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-378h,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-378i,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-379-3p,1.0,6.0,1.0,4.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,4.0,0.0,3.0,9.0,1.0,3.0,5.0,4.0,3.0,2.0,7.0,1.0,1.0,2.0
hsa-miR-379-5p,534.0,364.0,522.0,619.0,1158.0,592.0,481.0,54.0,153.0,367.0,380.0,992.0,77.0,335.0,416.0,439.0,23.0,863.0,1139.0,338.0,2170.0,359.0,222.0,329.0,363.0,390.0,470.0,367.0,294.0
hsa-miR-381-3p,4006.0,6412.0,4527.0,4205.0,7300.0,5627.0,962.0,667.0,992.0,1538.0,1274.0,3504.0,1033.0,3525.0,1241.0,1686.0,119.0,7694.0,7183.0,2791.0,16301.0,3389.0,3349.0,4373.0,4813.0,2634.0,2453.0,2052.0,4249.0
hsa-miR-382-3p,1.0,17.0,1.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,6.0,0.0,1.0,0.0,2.0,0.0,11.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,5.0
hsa-miR-382-5p,279.0,168.0,308.0,310.0,386.0,331.0,92.0,50.0,157.0,251.0,222.0,524.0,46.0,157.0,129.0,287.0,20.0,403.0,554.0,194.0,763.0,229.0,332.0,346.0,322.0,336.0,267.0,176.0,168.0
hsa-miR-383-5p,17.0,42.0,25.0,24.0,41.0,28.0,5.0,1.0,0.0,2.0,9.0,14.0,1.0,1.0,0.0,19.0,0.0,19.0,60.0,12.0,12.0,15.0,5.0,1.0,10.0,4.0,10.0,9.0,3.0
hsa-miR-384,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-3909,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3913-5p,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
hsa-miR-3920,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3922-3p,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-3935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3940-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3960,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-409-3p,38.0,135.0,50.0,81.0,98.0,72.0,125.0,23.0,66.0,63.0,41.0,67.0,19.0,43.0,158.0,166.0,5.0,101.0,153.0,40.0,120.0,47.0,246.0,167.0,187.0,205.0,85.0,62.0,29.0
hsa-miR-409-5p,12.0,14.0,13.0,18.0,27.0,20.0,1.0,0.0,3.0,2.0,9.0,7.0,0.0,2.0,3.0,2.0,0.0,13.0,28.0,6.0,31.0,16.0,12.0,9.0,6.0,6.0,5.0,1.0,0.0
hsa-miR-410-3p,562.0,292.0,644.0,560.0,1112.0,941.0,75.0,14.0,26.0,116.0,104.0,192.0,24.0,43.0,21.0,111.0,11.0,883.0,1122.0,419.0,168.0,337.0,51.0,55.0,56.0,55.0,128.0,94.0,55.0
hsa-miR-410-5p,1.0,2.0,4.0,5.0,4.0,5.0,2.0,1.0,1.0,3.0,2.0,4.0,0.0,4.0,3.0,7.0,0.0,5.0,9.0,3.0,9.0,3.0,2.0,4.0,2.0,6.0,2.0,2.0,0.0
hsa-miR-411-3p,6.0,8.0,6.0,16.0,21.0,17.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,6.0,3.0,2.0,0.0,16.0,34.0,11.0,4.0,2.0,7.0,2.0,7.0,7.0,4.0,5.0,4.0
hsa-miR-411-5p,35.0,24.0,37.0,63.0,117.0,84.0,7.0,0.0,5.0,12.0,12.0,32.0,2.0,3.0,4.0,7.0,0.0,109.0,119.0,55.0,41.0,17.0,7.0,9.0,11.0,6.0,24.0,11.0,7.0
hsa-miR-421,3.0,11.0,1.0,6.0,11.0,7.0,0.0,1.0,1.0,2.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,10.0,24.0,4.0,0.0,4.0,1.0,1.0,2.0,2.0,1.0,3.0,0.0
hsa-miR-422a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-423-3p,989.0,435.0,1211.0,1341.0,1889.0,1479.0,113.0,105.0,400.0,494.0,763.0,863.0,34.0,101.0,178.0,833.0,65.0,401.0,2359.0,926.0,1046.0,78.0,300.0,311.0,254.0,14.0,167.0,113.0,37.0
hsa-miR-423-5p,3744.0,721.0,2971.0,6526.0,8531.0,918.0,13595.0,3625.0,10576.0,9414.0,3127.0,11831.0,584.0,1162.0,9785.0,11587.0,629.0,9001.0,143.0,4068.0,40238.0,152.0,18709.0,20745.0,13388.0,3887.0,8369.0,421.0,98.0
hsa-miR-424-3p,5.0,2.0,5.0,3.0,3.0,5.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,1.0,1.0,1.0,0.0,6.0,7.0,3.0,1.0,1.0,2.0,7.0,4.0,0.0,0.0,2.0,2.0
hsa-miR-424-5p,5.0,4.0,2.0,1.0,8.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-425-3p,14.0,62.0,24.0,13.0,54.0,19.0,1.0,1.0,2.0,3.0,1.0,4.0,0.0,3.0,0.0,4.0,0.0,18.0,40.0,13.0,24.0,11.0,6.0,9.0,9.0,4.0,4.0,5.0,6.0
hsa-miR-425-5p,39.0,51.0,65.0,107.0,196.0,121.0,5.0,8.0,23.0,21.0,10.0,28.0,8.0,15.0,9.0,28.0,2.0,137.0,153.0,64.0,63.0,58.0,23.0,62.0,52.0,23.0,17.0,16.0,18.0
hsa-miR-4286,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4289,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-429,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4306,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
hsa-miR-431-3p,12.0,18.0,7.0,14.0,14.0,8.0,2.0,0.0,0.0,3.0,1.0,6.0,0.0,4.0,2.0,4.0,0.0,10.0,17.0,3.0,11.0,10.0,4.0,0.0,2.0,2.0,7.0,3.0,4.0
hsa-miR-431-5p,0.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
hsa-miR-432-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-432-5p,131.0,601.0,182.0,263.0,325.0,257.0,220.0,101.0,162.0,176.0,183.0,397.0,95.0,311.0,226.0,156.0,7.0,316.0,455.0,184.0,1593.0,278.0,681.0,482.0,502.0,577.0,211.0,150.0,282.0
hsa-miR-4326,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-433-3p,3452.0,1276.0,3175.0,3494.0,5604.0,3999.0,266.0,143.0,1066.0,1175.0,1512.0,2440.0,216.0,513.0,385.0,1638.0,116.0,5135.0,5548.0,2310.0,1068.0,2161.0,1467.0,1216.0,1721.0,2104.0,1676.0,1092.0,747.0
hsa-miR-433-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4429,2.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
hsa-miR-4433b-3p,2.0,0.0,2.0,11.0,13.0,4.0,79.0,2.0,10.0,12.0,16.0,4.0,5.0,2.0,40.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,14.0,22.0,0.0,0.0,1.0
hsa-miR-4433b-5p,1.0,5.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,6.0,1.0,1.0,2.0,1.0,0.0,2.0,4.0,0.0,2.0,0.0
hsa-miR-4443,32.0,2.0,42.0,17.0,12.0,5.0,16.0,3.0,19.0,13.0,7.0,21.0,1.0,24.0,8.0,16.0,0.0,5.0,3.0,7.0,18.0,18.0,2.0,7.0,18.0,21.0,9.0,11.0,18.0
hsa-miR-4444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4446-3p,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-4451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-4474-3p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4484,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
hsa-miR-4492,1.0,0.0,1.0,6.0,2.0,1.0,2.0,0.0,2.0,3.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-4497,1.0,2.0,5.0,6.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,4.0,4.0,6.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
hsa-miR-4498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-449a,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-449b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4504,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4508,1.0,1.0,5.0,12.0,20.0,2.0,8.0,0.0,2.0,4.0,0.0,6.0,0.0,1.0,1.0,4.0,0.0,13.0,4.0,1.0,1.0,2.0,1.0,7.0,30.0,5.0,2.0,1.0,3.0
hsa-miR-450a-1-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-450a-5p,4.0,12.0,3.0,4.0,11.0,11.0,0.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,6.0,19.0,4.0,5.0,7.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0
hsa-miR-450b-5p,3.0,3.0,5.0,4.0,9.0,13.0,5.0,6.0,1.0,0.0,3.0,4.0,1.0,6.0,2.0,1.0,0.0,8.0,13.0,6.0,24.0,4.0,3.0,0.0,1.0,1.0,5.0,3.0,2.0
hsa-miR-4510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-4516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-451a,12.0,2633.0,45.0,36.0,5576.0,803.0,12.0,1.0,0.0,47.0,70.0,26.0,1.0,16.0,0.0,68.0,0.0,482.0,597.0,151.0,10.0,142.0,0.0,63.0,69.0,41.0,11.0,2.0,5.0
hsa-miR-452-3p,1.0,3.0,1.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-452-5p,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
hsa-miR-454-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-454-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-455-3p,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-455-5p,6.0,74.0,4.0,2.0,6.0,9.0,0.0,0.0,0.0,2.0,3.0,7.0,1.0,4.0,1.0,7.0,0.0,8.0,16.0,7.0,15.0,5.0,4.0,8.0,2.0,3.0,7.0,6.0,2.0
hsa-miR-4637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4655-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4655-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-4664-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4665-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4668-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-4677-3p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4677-5p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4685-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4707-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4710,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-4732-3p,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
hsa-miR-4732-5p,0.0,0.0,0.0,2.0,16.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,22.0,1.0,0.0,0.0,0.0
hsa-miR-4740-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-4742-3p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4745-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4746-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,1.0
hsa-miR-4750-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4777-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
