miRNA,ERR10658906,ERR10658907,ERR10658908,ERR10658909,ERR10658910,ERR10658911
hsa-miR-181c-5p,63.0,64.0,112.0,51.0,0.0,9.0
hsa-miR-181d-5p,35.0,42.0,1.0,0.0,0.0,0.0
hsa-miR-182-5p,115.0,270.0,345.0,16.0,66.0,206.0
hsa-miR-183-5p,172.0,220.0,164.0,153.0,65.0,229.0
hsa-miR-184,0.0,38.0,55.0,0.0,51.0,0.0
hsa-miR-1843,1.0,1.0,0.0,1.0,0.0,10.0
hsa-miR-185-3p,0.0,4.0,0.0,0.0,0.0,0.0
hsa-miR-185-5p,27.0,71.0,138.0,6.0,7.0,32.0
hsa-miR-186-3p,25.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-186-5p,383.0,392.0,484.0,70.0,9.0,376.0
hsa-miR-187-3p,60.0,61.0,45.0,0.0,1.0,21.0
hsa-miR-187-5p,0.0,0.0,19.0,0.0,0.0,0.0
hsa-miR-188-5p,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-18a-3p,42.0,13.0,3.0,3.0,4.0,1.0
hsa-miR-18a-5p,4.0,21.0,9.0,2.0,0.0,4.0
hsa-miR-18b-3p,1.0,0.0,1.0,0.0,0.0,1.0
hsa-miR-18b-5p,1.0,1.0,0.0,0.0,2.0,0.0
hsa-miR-1908-3p,0.0,0.0,24.0,0.0,0.0,0.0
hsa-miR-1908-5p,0.0,1.0,18.0,0.0,1.0,0.0
hsa-miR-1909-3p,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-190a-3p,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-190a-5p,136.0,152.0,264.0,7.0,0.0,48.0
hsa-miR-190b-5p,2.0,9.0,0.0,0.0,0.0,32.0
hsa-miR-191-3p,0.0,1.0,3.0,0.0,0.0,0.0
hsa-miR-191-5p,2580.0,4284.0,4717.0,856.0,168.0,1865.0
hsa-miR-1911-5p,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1914-3p,0.0,0.0,28.0,0.0,0.0,0.0
hsa-miR-1915-3p,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-192-5p,6.0,41.0,26.0,5.0,5.0,8.0
hsa-miR-193a-5p,174.0,311.0,452.0,0.0,0.0,111.0
hsa-miR-193b-3p,0.0,4.0,0.0,0.0,0.0,0.0
hsa-miR-193b-5p,46.0,32.0,69.0,0.0,0.0,7.0
hsa-miR-194-5p,4.0,13.0,0.0,0.0,0.0,2.0
hsa-miR-195-5p,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-196a-5p,10.0,6.0,30.0,6.0,9.0,9.0
hsa-miR-196b-5p,9.0,17.0,21.0,9.0,10.0,8.0
hsa-miR-197-3p,154.0,120.0,174.0,8.0,7.0,22.0
hsa-miR-197-5p,0.0,1.0,1.0,0.0,0.0,1.0
hsa-miR-199a-3p,4.0,510.0,632.0,53.0,1.0,319.0
hsa-miR-199a-5p,0.0,43.0,0.0,0.0,0.0,1.0
hsa-miR-199b-3p,70.0,318.0,21.0,2.0,0.0,30.0
hsa-miR-199b-5p,23.0,17.0,11.0,0.0,0.0,49.0
hsa-miR-19a-3p,25.0,31.0,30.0,4.0,4.0,1.0
hsa-miR-19b-1-5p,0.0,1.0,27.0,0.0,1.0,0.0
hsa-miR-19b-3p,163.0,169.0,340.0,10.0,8.0,31.0
hsa-miR-200a-3p,0.0,0.0,0.0,4.0,0.0,0.0
hsa-miR-200c-3p,19.0,1.0,1.0,0.0,1.0,6.0
hsa-miR-203a-3p,429.0,41.0,1.0,0.0,4704.0,155.0
hsa-miR-204-3p,0.0,9.0,0.0,0.0,0.0,0.0
hsa-miR-204-5p,159.0,141.0,91.0,170.0,46.0,83.0
hsa-miR-205-5p,718.0,94.0,206.0,119.0,728.0,394.0
hsa-miR-206,962.0,8094.0,7884.0,475.0,237.0,1032.0
hsa-miR-20a-3p,1.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-20a-5p,92.0,175.0,120.0,24.0,72.0,61.0
hsa-miR-20b-5p,10.0,21.0,9.0,10.0,10.0,7.0
hsa-miR-21-3p,16.0,84.0,77.0,0.0,0.0,29.0
hsa-miR-21-5p,7225.0,31318.0,28273.0,6500.0,3472.0,9080.0
hsa-miR-210-3p,62.0,34.0,29.0,2.0,1.0,29.0
hsa-miR-210-5p,31.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2110,4.0,2.0,1.0,0.0,1.0,20.0
hsa-miR-2116-3p,34.0,0.0,1.0,0.0,0.0,19.0
hsa-miR-212-3p,0.0,0.0,22.0,0.0,0.0,0.0
hsa-miR-212-5p,24.0,28.0,27.0,0.0,0.0,0.0
hsa-miR-214-3p,21.0,14.0,0.0,0.0,0.0,0.0
hsa-miR-216a-5p,36.0,18.0,4.0,1.0,4.0,2.0
hsa-miR-216b-3p,2.0,0.0,2.0,0.0,2.0,0.0
hsa-miR-216b-5p,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-217-5p,42.0,23.0,25.0,5.0,2.0,3.0
hsa-miR-218-2-3p,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-218-5p,82.0,130.0,261.0,26.0,75.0,86.0
hsa-miR-219a-1-3p,1.0,1.0,1.0,0.0,1.0,1.0
hsa-miR-219a-2-3p,8.0,79.0,5.0,35.0,50.0,7.0
hsa-miR-219a-5p,22.0,5.0,12.0,3.0,17.0,10.0
hsa-miR-22-3p,214.0,430.0,671.0,3.0,227.0,56.0
hsa-miR-22-5p,8.0,77.0,178.0,1.0,0.0,11.0
hsa-miR-221-3p,6179.0,9335.0,10466.0,969.0,728.0,2387.0
hsa-miR-221-5p,317.0,668.0,657.0,2.0,96.0,59.0
hsa-miR-222-3p,791.0,1670.0,2586.0,223.0,403.0,420.0
hsa-miR-222-5p,99.0,28.0,14.0,0.0,28.0,0.0
hsa-miR-223-3p,0.0,23.0,21.0,0.0,25.0,43.0
hsa-miR-224-5p,75.0,251.0,242.0,69.0,0.0,212.0
hsa-miR-2277-3p,0.0,9.0,3.0,0.0,0.0,0.0
hsa-miR-2355-3p,0.0,14.0,23.0,0.0,0.0,0.0
hsa-miR-2355-5p,0.0,8.0,0.0,0.0,0.0,0.0
hsa-miR-23a-3p,1715.0,1977.0,2034.0,193.0,481.0,933.0
hsa-miR-23a-5p,0.0,16.0,50.0,0.0,0.0,0.0
hsa-miR-23b-3p,716.0,992.0,875.0,175.0,387.0,338.0
hsa-miR-23b-5p,0.0,30.0,27.0,0.0,0.0,53.0
hsa-miR-23c,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-24-3p,447.0,557.0,1150.0,57.0,56.0,396.0
hsa-miR-25-3p,787.0,1166.0,1511.0,487.0,141.0,650.0
hsa-miR-25-5p,8.0,57.0,21.0,2.0,6.0,20.0
hsa-miR-2682-3p,28.0,19.0,1.0,58.0,0.0,0.0
hsa-miR-26a-2-3p,0.0,6.0,22.0,0.0,0.0,0.0
hsa-miR-26a-5p,1416.0,3194.0,3829.0,648.0,291.0,1759.0
hsa-miR-26b-3p,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-26b-5p,999.0,1449.0,1332.0,125.0,289.0,841.0
hsa-miR-27a-3p,181.0,414.0,376.0,1.0,40.0,157.0
hsa-miR-27a-5p,0.0,10.0,41.0,0.0,0.0,0.0
hsa-miR-27b-3p,1522.0,1644.0,2179.0,399.0,315.0,1781.0
hsa-miR-27b-5p,0.0,2.0,0.0,0.0,54.0,0.0
hsa-miR-28-3p,290.0,629.0,654.0,139.0,46.0,273.0
hsa-miR-28-5p,0.0,14.0,0.0,0.0,0.0,1.0
hsa-miR-296-3p,17.0,33.0,88.0,0.0,2.0,36.0
hsa-miR-296-5p,39.0,39.0,57.0,2.0,2.0,0.0
hsa-miR-299-3p,0.0,30.0,0.0,0.0,0.0,0.0
hsa-miR-299-5p,64.0,111.0,190.0,0.0,0.0,0.0
hsa-miR-29a-3p,4510.0,10028.0,12541.0,595.0,305.0,2540.0
hsa-miR-29a-5p,0.0,9.0,33.0,0.0,0.0,0.0
hsa-miR-29b-1-5p,30.0,13.0,1.0,0.0,0.0,0.0
hsa-miR-29b-3p,51.0,427.0,541.0,81.0,13.0,115.0
hsa-miR-29c-3p,4.0,105.0,61.0,5.0,5.0,22.0
hsa-miR-29c-5p,0.0,1.0,1.0,0.0,0.0,0.0
hsa-miR-301a-3p,1.0,16.0,3.0,0.0,6.0,1.0
hsa-miR-301a-5p,0.0,10.0,0.0,0.0,0.0,0.0
hsa-miR-301b-3p,3.0,0.0,0.0,3.0,2.0,1.0
hsa-miR-302b-3p,0.0,7.0,23.0,0.0,0.0,0.0
hsa-miR-302c-3p,0.0,17.0,0.0,0.0,0.0,0.0
hsa-miR-3065-3p,0.0,8.0,0.0,79.0,1.0,0.0
hsa-miR-3065-5p,1.0,21.0,29.0,0.0,0.0,0.0
hsa-miR-3074-5p,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-30a-3p,258.0,471.0,519.0,109.0,54.0,246.0
hsa-miR-30a-5p,4610.0,12114.0,13990.0,3144.0,1039.0,4429.0
hsa-miR-30b-5p,0.0,7.0,19.0,0.0,1.0,17.0
hsa-miR-30c-1-3p,0.0,0.0,0.0,0.0,0.0,20.0
hsa-miR-30c-2-3p,74.0,112.0,303.0,65.0,33.0,57.0
hsa-miR-30c-5p,255.0,529.0,636.0,181.0,15.0,197.0
hsa-miR-30d-3p,26.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30d-5p,624.0,2039.0,2404.0,485.0,107.0,694.0
hsa-miR-30e-3p,0.0,35.0,39.0,1.0,1.0,17.0
hsa-miR-30e-5p,202.0,723.0,680.0,151.0,206.0,450.0
hsa-miR-31-3p,39.0,46.0,12.0,0.0,0.0,0.0
hsa-miR-31-5p,2516.0,4219.0,4552.0,1060.0,230.0,818.0
hsa-miR-3117-3p,0.0,13.0,0.0,0.0,0.0,26.0
hsa-miR-3130-5p,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3131,0.0,3.0,0.0,0.0,0.0,0.0
hsa-miR-3145-3p,0.0,7.0,0.0,0.0,0.0,0.0
hsa-miR-3162-5p,0.0,0.0,0.0,0.0,0.0,15.0
hsa-miR-3167,0.0,11.0,0.0,0.0,0.0,0.0
hsa-miR-3174,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-3176,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-3177-3p,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-3178,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-3180-3p,0.0,1.0,0.0,1.0,0.0,1.0
hsa-miR-3182,19.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-3187-3p,26.0,6.0,0.0,1.0,1.0,0.0
hsa-miR-3188,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-3192-5p,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-3195,0.0,4.0,30.0,0.0,0.0,20.0
hsa-miR-32-3p,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-32-5p,3.0,1.0,0.0,1.0,0.0,1.0
hsa-miR-3200-3p,20.0,22.0,44.0,0.0,0.0,0.0
hsa-miR-320a-3p,481.0,742.0,875.0,119.0,33.0,237.0
hsa-miR-320a-5p,0.0,17.0,0.0,0.0,0.0,0.0
hsa-miR-320b,68.0,61.0,101.0,4.0,32.0,45.0
hsa-miR-320c,108.0,9.0,0.0,70.0,59.0,0.0
hsa-miR-320d,1.0,54.0,273.0,4.0,2.0,151.0
hsa-miR-323a-3p,77.0,129.0,52.0,69.0,0.0,116.0
hsa-miR-323a-5p,0.0,10.0,0.0,0.0,0.0,0.0
hsa-miR-323b-3p,81.0,78.0,22.0,1.0,0.0,62.0
hsa-miR-324-3p,14.0,46.0,33.0,1.0,2.0,43.0
hsa-miR-324-5p,63.0,24.0,90.0,0.0,3.0,3.0
hsa-miR-328-3p,557.0,198.0,623.0,251.0,86.0,183.0
hsa-miR-329-3p,23.0,23.0,2.0,0.0,0.0,9.0
hsa-miR-329-5p,9.0,6.0,0.0,0.0,0.0,0.0
hsa-miR-330-3p,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-331-3p,28.0,16.0,44.0,0.0,0.0,0.0
hsa-miR-331-5p,5.0,1.0,4.0,1.0,1.0,0.0
hsa-miR-335-3p,32.0,64.0,150.0,1.0,1.0,75.0
hsa-miR-335-5p,294.0,974.0,605.0,3.0,183.0,358.0
hsa-miR-337-3p,0.0,10.0,0.0,0.0,0.0,0.0
hsa-miR-337-5p,125.0,157.0,19.0,4.0,43.0,78.0
hsa-miR-338-3p,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-339-3p,18.0,4.0,67.0,0.0,1.0,1.0
hsa-miR-339-5p,165.0,275.0,280.0,74.0,15.0,197.0
hsa-miR-33a-5p,0.0,12.0,0.0,0.0,0.0,0.0
hsa-miR-33b-3p,0.0,0.0,5.0,0.0,0.0,0.0
hsa-miR-340-3p,0.0,0.0,32.0,0.0,0.0,0.0
hsa-miR-340-5p,75.0,39.0,39.0,119.0,5.0,3.0
hsa-miR-342-3p,875.0,808.0,1065.0,358.0,205.0,224.0
hsa-miR-342-5p,0.0,8.0,0.0,1.0,0.0,13.0
hsa-miR-345-5p,7.0,30.0,74.0,0.0,3.0,4.0
hsa-miR-34a-5p,1794.0,2439.0,2736.0,283.0,31.0,686.0
hsa-miR-34b-3p,0.0,6.0,0.0,0.0,1.0,0.0
hsa-miR-34b-5p,0.0,13.0,0.0,0.0,0.0,0.0
hsa-miR-34c-3p,1.0,13.0,40.0,1.0,0.0,19.0
hsa-miR-34c-5p,44.0,53.0,84.0,6.0,74.0,2.0
hsa-miR-3605-3p,0.0,10.0,0.0,0.0,0.0,18.0
hsa-miR-3605-5p,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-361-3p,164.0,187.0,104.0,2.0,59.0,41.0
hsa-miR-361-5p,130.0,330.0,564.0,45.0,14.0,115.0
hsa-miR-3611,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-3613-5p,1.0,0.0,6.0,0.0,2.0,9.0
hsa-miR-3615,260.0,184.0,254.0,82.0,45.0,68.0
hsa-miR-362-5p,20.0,29.0,40.0,0.0,0.0,0.0
hsa-miR-3622a-5p,0.0,4.0,1.0,0.0,0.0,0.0
hsa-miR-363-3p,11.0,30.0,12.0,13.0,10.0,34.0
hsa-miR-3648,14.0,2.0,10.0,0.0,26.0,0.0
hsa-miR-3654,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-365a-3p,0.0,1.0,203.0,0.0,0.0,21.0
hsa-miR-365a-5p,26.0,14.0,1.0,0.0,0.0,19.0
hsa-miR-365b-3p,61.0,181.0,21.0,0.0,1.0,52.0
hsa-miR-365b-5p,81.0,155.0,76.0,0.0,0.0,22.0
hsa-miR-3661,0.0,0.0,0.0,0.0,0.0,6.0
hsa-miR-3663-3p,34.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3665,0.0,29.0,11.0,1.0,0.0,0.0
hsa-miR-3679-5p,0.0,20.0,30.0,0.0,2.0,0.0
hsa-miR-3682-3p,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-369-3p,17.0,101.0,117.0,46.0,44.0,1.0
hsa-miR-369-5p,178.0,337.0,339.0,0.0,96.0,226.0
hsa-miR-3691-5p,0.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-370-3p,1089.0,897.0,1110.0,2.0,44.0,598.0
hsa-miR-370-5p,0.0,0.0,0.0,0.0,0.0,35.0
hsa-miR-374a-3p,0.0,18.0,1.0,1.0,0.0,16.0
