miRNA,SRR2927797,SRR2927798,SRR2927799,SRR2927800,SRR2927801,SRR2927802,SRR2927803,SRR2927804,SRR2927805,SRR2927806,SRR2927807,SRR2927808,SRR2927809,SRR2927810,SRR2927811,SRR2927812,SRR2927813,SRR3592837,SRR3592838,SRR3592839,SRR3592840,SRR3592841,SRR3592842,SRR3592843,SRR3592844,SRR3592845,SRR3592846,SRR3592847,SRR3592848,SRR3592849,SRR3592850,SRR3592851,SRR3592852,SRR3592853
hsa-miR-27a-5p,99.0,52.0,69.0,398.0,187.0,92.0,91.0,77.0,212.0,30.0,73.0,45.0,150.0,31.0,101.0,140.0,82.0,14.0,1.0,6.0,47.0,22.0,18.0,9.0,7.0,30.0,10.0,9.0,4.0,29.0,7.0,15.0,36.0,25.0
hsa-miR-27b-3p,9731.0,8376.0,7015.0,20411.0,12560.0,8179.0,9667.0,12608.0,11001.0,4397.0,9660.0,5154.0,24291.0,2477.0,20251.0,7764.0,5241.0,1180.0,972.0,610.0,1836.0,1732.0,1113.0,1148.0,1057.0,1133.0,575.0,1102.0,756.0,3121.0,352.0,2646.0,1246.0,901.0
hsa-miR-27b-5p,14.0,25.0,28.0,41.0,16.0,18.0,10.0,25.0,32.0,5.0,17.0,2.0,30.0,5.0,26.0,15.0,11.0,0.0,4.0,3.0,9.0,3.0,6.0,3.0,7.0,2.0,4.0,1.0,1.0,1.0,3.0,6.0,4.0,1.0
hsa-miR-28-3p,48.0,59.0,111.0,241.0,94.0,199.0,300.0,31.0,72.0,152.0,152.0,135.0,103.0,275.0,50.0,7.0,70.0,2.0,5.0,12.0,16.0,10.0,28.0,25.0,6.0,9.0,20.0,13.0,29.0,9.0,40.0,8.0,2.0,19.0
hsa-miR-28-5p,29.0,33.0,28.0,72.0,17.0,55.0,60.0,36.0,36.0,29.0,33.0,20.0,32.0,39.0,38.0,14.0,12.0,1.0,4.0,2.0,4.0,2.0,6.0,5.0,4.0,2.0,1.0,2.0,3.0,1.0,5.0,6.0,2.0,4.0
hsa-miR-296-3p,36.0,32.0,35.0,91.0,32.0,30.0,31.0,34.0,59.0,19.0,23.0,20.0,74.0,8.0,64.0,35.0,26.0,8.0,3.0,0.0,10.0,4.0,8.0,1.0,1.0,6.0,3.0,7.0,1.0,10.0,1.0,10.0,9.0,6.0
hsa-miR-296-5p,6.0,13.0,6.0,2.0,9.0,11.0,4.0,27.0,8.0,7.0,11.0,5.0,11.0,3.0,9.0,8.0,9.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,5.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0
hsa-miR-299-3p,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-299-5p,2.0,3.0,0.0,4.0,2.0,12.0,4.0,4.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
hsa-miR-29a-3p,7846.0,5475.0,3015.0,10715.0,8005.0,7534.0,4107.0,7917.0,6667.0,3794.0,6125.0,3539.0,6619.0,3534.0,6440.0,6042.0,5510.0,938.0,613.0,257.0,967.0,1154.0,1030.0,515.0,755.0,711.0,518.0,722.0,624.0,957.0,535.0,918.0,1061.0,865.0
hsa-miR-29a-5p,18.0,11.0,11.0,17.0,7.0,26.0,9.0,20.0,18.0,9.0,12.0,19.0,31.0,13.0,5.0,10.0,15.0,1.0,2.0,3.0,3.0,0.0,1.0,0.0,3.0,5.0,2.0,2.0,2.0,5.0,2.0,3.0,2.0,3.0
hsa-miR-29b-1-5p,3.0,8.0,5.0,8.0,13.0,5.0,5.0,11.0,15.0,3.0,2.0,3.0,17.0,2.0,12.0,5.0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0
hsa-miR-29b-2-5p,9.0,2.0,6.0,5.0,9.0,7.0,9.0,4.0,9.0,2.0,6.0,1.0,24.0,6.0,3.0,10.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0
hsa-miR-29b-3p,228.0,83.0,35.0,232.0,126.0,155.0,41.0,125.0,66.0,80.0,148.0,48.0,167.0,45.0,78.0,169.0,163.0,24.0,4.0,1.0,15.0,19.0,14.0,2.0,13.0,6.0,9.0,28.0,5.0,16.0,7.0,10.0,25.0,25.0
hsa-miR-29c-3p,1025.0,425.0,199.0,788.0,551.0,828.0,371.0,750.0,424.0,426.0,649.0,301.0,686.0,401.0,261.0,531.0,860.0,105.0,50.0,15.0,74.0,79.0,118.0,32.0,69.0,39.0,49.0,86.0,52.0,105.0,52.0,37.0,115.0,148.0
hsa-miR-29c-5p,12.0,10.0,8.0,15.0,4.0,15.0,10.0,12.0,12.0,1.0,13.0,7.0,33.0,2.0,5.0,7.0,9.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,3.0,0.0,2.0,0.0,7.0,0.0,4.0,1.0,2.0
hsa-miR-301a-3p,461.0,281.0,207.0,605.0,558.0,487.0,322.0,403.0,289.0,288.0,427.0,296.0,1030.0,92.0,504.0,420.0,230.0,67.0,31.0,17.0,49.0,98.0,56.0,33.0,32.0,30.0,38.0,60.0,60.0,125.0,10.0,69.0,64.0,31.0
hsa-miR-301a-5p,2.0,1.0,2.0,7.0,3.0,4.0,0.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
hsa-miR-301b-3p,117.0,58.0,132.0,167.0,124.0,181.0,96.0,94.0,115.0,83.0,119.0,104.0,314.0,24.0,130.0,102.0,39.0,8.0,8.0,8.0,20.0,17.0,21.0,17.0,13.0,12.0,15.0,17.0,9.0,34.0,4.0,24.0,19.0,9.0
hsa-miR-301b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-3059-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3064-3p,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3064-5p,0.0,0.0,0.0,3.0,0.0,3.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3065-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3074-3p,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-3074-5p,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30a-3p,23.0,34.0,31.0,26.0,71.0,50.0,27.0,37.0,29.0,5.0,25.0,32.0,7.0,15.0,45.0,32.0,12.0,4.0,3.0,1.0,1.0,12.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,6.0,5.0,4.0
hsa-miR-30a-5p,444.0,381.0,208.0,820.0,2556.0,760.0,693.0,629.0,639.0,200.0,648.0,425.0,1202.0,216.0,734.0,436.0,364.0,55.0,43.0,20.0,80.0,406.0,110.0,102.0,61.0,73.0,42.0,76.0,77.0,175.0,29.0,110.0,93.0,55.0
hsa-miR-30b-3p,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-30b-5p,385.0,536.0,374.0,475.0,636.0,1530.0,530.0,1111.0,701.0,781.0,863.0,970.0,925.0,436.0,335.0,434.0,641.0,50.0,58.0,35.0,43.0,78.0,230.0,77.0,115.0,77.0,116.0,124.0,170.0,125.0,60.0,48.0,66.0,115.0
hsa-miR-30c-1-3p,33.0,20.0,33.0,62.0,5.0,21.0,22.0,17.0,28.0,13.0,13.0,13.0,32.0,7.0,43.0,39.0,23.0,5.0,2.0,3.0,4.0,2.0,1.0,3.0,3.0,5.0,1.0,1.0,1.0,7.0,2.0,5.0,4.0,1.0
hsa-miR-30c-2-3p,1.0,2.0,0.0,0.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30c-5p,1604.0,2176.0,4779.0,3119.0,1917.0,3400.0,2541.0,3439.0,2324.0,1907.0,1891.0,2301.0,1933.0,836.0,4453.0,2986.0,1788.0,189.0,246.0,474.0,286.0,291.0,481.0,312.0,315.0,273.0,273.0,297.0,425.0,277.0,108.0,658.0,550.0,293.0
hsa-miR-30d-3p,45.0,34.0,11.0,69.0,93.0,78.0,35.0,56.0,60.0,44.0,86.0,51.0,87.0,20.0,35.0,34.0,32.0,8.0,2.0,0.0,7.0,15.0,12.0,5.0,4.0,4.0,6.0,9.0,12.0,17.0,5.0,6.0,6.0,5.0
hsa-miR-30d-5p,4668.0,4898.0,3880.0,7806.0,9410.0,13022.0,7727.0,8252.0,12209.0,7570.0,9302.0,10832.0,13240.0,4324.0,4687.0,4287.0,4458.0,591.0,604.0,372.0,651.0,1376.0,1864.0,922.0,734.0,1513.0,1121.0,1302.0,2008.0,1949.0,632.0,679.0,802.0,731.0
hsa-miR-30e-3p,610.0,530.0,846.0,1677.0,904.0,567.0,857.0,744.0,838.0,239.0,539.0,387.0,539.0,139.0,1189.0,566.0,350.0,80.0,51.0,62.0,109.0,101.0,72.0,90.0,74.0,97.0,35.0,58.0,69.0,80.0,12.0,150.0,79.0,57.0
hsa-miR-30e-5p,14489.0,8376.0,6319.0,27913.0,18729.0,10921.0,8001.0,15743.0,11268.0,7418.0,15741.0,7088.0,25463.0,2697.0,14224.0,14634.0,8264.0,1848.0,1015.0,557.0,2549.0,2775.0,1505.0,986.0,1474.0,1322.0,1093.0,2210.0,1278.0,3698.0,377.0,2219.0,2580.0,1381.0
hsa-miR-31-5p,0.0,4.0,1.0,3.0,3.0,3.0,3.0,7.0,0.0,1.0,1.0,3.0,2.0,6.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-3115,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3120-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3121-3p,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-3122,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-3123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3124-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-3124-5p,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3127-3p,1.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3127-5p,1.0,4.0,8.0,11.0,8.0,1.0,4.0,2.0,6.0,3.0,1.0,8.0,6.0,3.0,7.0,3.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0
hsa-miR-3128,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3129-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3130-3p,2.0,1.0,0.0,5.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
hsa-miR-3130-5p,0.0,4.0,3.0,0.0,0.0,8.0,4.0,5.0,0.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3131,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3133,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3135a,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3136-5p,2.0,0.0,0.0,8.0,4.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,4.0,1.0,7.0,5.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-3138,0.0,0.0,2.0,4.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
hsa-miR-3139,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3140-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-3140-5p,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3142,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3143,15.0,3.0,12.0,23.0,4.0,18.0,7.0,14.0,16.0,10.0,8.0,4.0,16.0,1.0,10.0,15.0,6.0,0.0,2.0,1.0,1.0,2.0,3.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0
hsa-miR-3145-3p,0.0,0.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3145-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-3149,0.0,2.0,0.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3150a-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3150b-3p,1.0,7.0,7.0,7.0,16.0,5.0,8.0,8.0,5.0,0.0,6.0,5.0,6.0,2.0,7.0,29.0,4.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,2.0
hsa-miR-3153,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3154,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3155a,0.0,0.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
hsa-miR-3157-3p,2.0,3.0,6.0,5.0,5.0,2.0,4.0,3.0,2.0,1.0,2.0,4.0,5.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-3157-5p,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-3158-3p,3.0,2.0,5.0,1.0,7.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
hsa-miR-3158-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3159,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3160-3p,1.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-3161,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3162-5p,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3166,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3170,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3173-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3173-5p,2.0,1.0,11.0,2.0,0.0,9.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0
hsa-miR-3174,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-3175,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-3176,16.0,9.0,24.0,38.0,30.0,20.0,23.0,15.0,27.0,16.0,16.0,13.0,19.0,16.0,30.0,15.0,22.0,1.0,0.0,1.0,5.0,7.0,2.0,3.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,2.0
hsa-miR-3177-3p,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,6.0,3.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3177-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-3178,1.0,1.0,6.0,3.0,7.0,15.0,1.0,4.0,4.0,3.0,7.0,3.0,10.0,8.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0
