miRNA,ERR3481953,ERR3481952,ERR3481951,ERR3481950,ERR3481949,ERR3481948,ERR3481947,ERR3481946,ERR3481945,ERR3481944,ERR3481943,ERR3481942
hsa-miR-106b-5p,185.73,432.12,25.73,0.0,336.21,2.45,56.75,0.0,0.0,0.0,0.0,0.0
hsa-miR-107,3.12,584.32,0.21,9.72,0.0,1279.51,929.73,0.74,0.0,0.0,1017.26,2372.59
hsa-miR-10a-3p,0.0,204.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10a-5p,1.25,1081.03,225.01,1173.45,302.89,1746.78,459.23,5589.06,4.69,2669.97,0.31,40.73
hsa-miR-10b-5p,1015.9,7554.61,655.06,3607.37,1041.72,2886.84,332.05,6561.3,1284.12,1697.89,402.83,6649.36
hsa-miR-11400,0.0,0.0,0.0,0.0,56.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1180-3p,1.25,0.0,0.0,0.0,137.23,0.0,35.82,159.69,0.0,0.0,0.0,0.0
hsa-miR-122-5p,0.0,2980.27,4199.45,5426.27,11779.75,9347.99,5422.64,3265.05,1937.11,832.5,7370.06,91.65
hsa-miR-1226-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0
hsa-miR-1246,0.0,0.0,29.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255b-5p,0.0,0.0,0.0,0.0,119.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-5p,0.0,447.71,158.52,0.0,0.0,0.0,0.4,0.0,0.0,0.0,87.15,0.0
hsa-miR-126-3p,1369.9,2646.16,583.83,1211.05,279.13,2852.59,286.16,328.29,0.0,558.32,71.47,3309.4
hsa-miR-126-5p,2406.36,12830.59,1265.87,5903.17,1476.49,5215.89,908.4,11720.32,3.12,1238.28,744.84,50.91
hsa-miR-127-3p,0.0,0.74,70.2,112.36,0.0,0.0,0.0,357.25,0.0,0.0,0.0,0.0
hsa-miR-1270,0.0,0.0,0.0,103.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1278,0.0,0.0,0.0,0.0,13.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-3p,0.0,147.01,0.0,0.0,159.37,0.0,36.22,329.03,0.0,0.0,139.5,2586.43
hsa-miR-1294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.85,0.0
hsa-miR-1295a,0.0,0.0,0.21,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1306-5p,0.0,0.0,0.0,0.0,0.0,0.0,19.32,0.0,0.0,0.0,42.01,0.0
hsa-miR-1307-3p,0.0,0.0,0.0,0.0,65.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1307-5p,0.0,164.83,0.0,0.0,0.0,0.0,0.0,238.42,0.0,0.0,0.0,0.0
hsa-miR-130a-3p,0.0,642.24,31.91,139.4,239.98,951.68,144.89,0.74,0.0,0.0,85.58,30.55
hsa-miR-130b-3p,0.0,209.38,59.08,0.0,25.86,0.0,151.33,0.74,0.0,0.0,80.57,0.0
hsa-miR-130b-5p,0.0,224.23,0.0,115.32,0.0,0.0,40.25,0.0,0.0,0.0,0.0,0.0
hsa-miR-132-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.45,0.0,0.0,0.0,0.0
hsa-miR-133a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.44,0.0,0.0
hsa-miR-134-5p,0.0,0.0,0.0,0.0,69.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-139-3p,0.0,0.0,0.0,0.0,0.0,0.0,35.42,0.0,0.0,0.0,0.0,0.0
hsa-miR-139-5p,0.0,0.0,28.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-140-3p,0.0,383.11,105.2,205.71,214.82,0.0,181.12,1101.47,0.0,0.0,69.28,0.0
hsa-miR-140-5p,0.0,0.0,0.0,0.0,346.93,2.45,0.0,299.32,0.0,0.0,101.26,0.0
hsa-miR-142-3p,0.0,0.0,62.79,124.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-142-5p,1955.13,15772.25,1462.67,3464.6,5331.62,31576.68,2629.82,67948.87,4.69,1949.14,2361.81,14642.84
hsa-miR-143-3p,0.62,1233.24,0.21,117.01,237.19,1448.31,129.2,692.23,1009.17,1568.28,85.58,6537.35
hsa-miR-144-3p,0.0,1095.14,16.06,138.55,110.67,340.06,70.43,2551.29,1.56,0.0,100.94,10.18
hsa-miR-144-5p,0.0,2759.01,326.5,1075.88,125.82,0.0,138.86,0.0,0.0,1.0,0.0,10.18
hsa-miR-145-5p,0.0,0.0,0.0,0.0,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-146a-5p,282.33,463.3,313.74,689.79,463.19,6194.48,601.31,3570.31,0.0,0.0,268.66,20.37
hsa-miR-146b-5p,0.62,637.78,361.09,296.53,241.85,1076.45,241.49,1323.55,0.0,1134.59,37.93,3319.59
hsa-miR-148a-3p,253.04,1091.43,123.73,0.0,534.72,2622.62,228.61,1618.41,3.12,1.0,200.0,6527.16
hsa-miR-148b-3p,0.0,237.59,34.17,102.22,128.61,910.09,265.64,378.05,1.56,0.0,0.0,10.18
hsa-miR-150-3p,229.98,0.0,32.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-150-5p,0.0,177.45,234.48,288.08,85.98,0.0,145.3,359.48,0.0,327.02,101.88,10.18
hsa-miR-151a-3p,0.0,439.54,149.25,295.26,438.73,1798.16,117.52,842.26,0.0,983.04,126.33,10.18
hsa-miR-151a-5p,225.62,0.0,135.67,259.78,106.01,2.45,68.82,333.49,1.56,0.0,78.69,0.0
hsa-miR-151b,1.25,0.0,0.0,0.42,84.81,0.0,0.0,1.49,1.56,0.0,0.0,0.0
hsa-miR-152-3p,0.0,337.08,37.06,0.0,113.7,0.0,0.0,0.74,0.0,0.0,0.0,10.18
hsa-miR-155-5p,311.62,0.0,206.69,211.63,143.76,0.0,126.38,0.0,0.0,0.0,89.97,0.0
hsa-miR-15a-5p,471.8,2855.53,462.37,779.77,3484.9,5964.51,2056.28,11533.15,10.94,1435.68,1457.4,8584.08
hsa-miR-15b-3p,0.0,0.0,0.0,0.0,7.92,0.0,3.22,401.82,0.0,0.0,34.17,0.0
hsa-miR-15b-5p,1.25,200.47,33.14,0.0,357.41,393.88,218.15,685.54,0.0,0.0,92.79,3401.05
hsa-miR-16-2-3p,540.98,446.97,106.64,479.86,742.55,0.0,612.17,2651.55,0.0,454.63,266.46,61.1
hsa-miR-16-5p,8685.6,65746.3,4419.52,13741.81,32798.21,142737.27,22262.88,111634.16,3239.98,23317.88,20654.99,77674.25
hsa-miR-17-5p,316.61,479.63,355.94,225.57,328.06,0.0,476.94,0.0,0.0,320.04,235.74,10.18
hsa-miR-181a-2-3p,0.0,161.12,0.0,0.0,0.0,0.0,33.41,0.0,0.0,0.0,0.0,0.0
hsa-miR-181a-5p,545.34,2092.28,264.54,848.2,365.8,4653.2,616.2,3045.95,3.12,2252.23,193.11,30.55
hsa-miR-181b-5p,0.0,1.48,99.02,0.42,330.15,0.0,48.7,0.74,0.0,1.0,36.36,0.0
hsa-miR-181c-3p,0.0,0.0,32.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.26,0.0
hsa-miR-181d-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,43.26,0.0
hsa-miR-182-5p,549.08,3179.25,399.38,1315.8,298.0,1064.22,243.9,1175.75,0.0,1252.23,258.63,20.37
hsa-miR-183-3p,0.0,123.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-183-5p,0.0,0.74,0.0,0.0,62.21,0.0,0.0,261.44,0.0,0.0,0.0,10.18
hsa-miR-184,0.0,0.0,0.0,0.0,77.82,0.0,0.0,0.0,0.0,1.99,0.0,0.0
hsa-miR-1843,0.0,0.0,0.0,0.0,61.74,0.0,29.78,0.0,0.0,0.0,0.0,0.0
hsa-miR-185-5p,302.9,2285.32,1216.25,1389.73,1682.22,0.0,622.64,945.5,587.38,342.97,542.96,2107.84
hsa-miR-186-5p,0.0,1091.43,48.17,685.99,410.54,2165.13,160.99,1716.45,0.0,628.11,211.92,3278.86
hsa-miR-18a-5p,0.0,0.0,35.2,173.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1908-5p,0.0,0.0,0.0,0.0,0.0,0.0,28.58,0.0,0.0,0.0,0.0,0.0
hsa-miR-191-5p,304.77,2508.06,764.38,1426.48,123.72,3187.76,800.94,5119.65,4.69,6.98,538.26,0.0
hsa-miR-192-5p,532.25,5480.16,181.57,1061.09,651.22,11432.39,368.27,10947.88,3.12,502.49,430.73,3197.39
hsa-miR-193a-5p,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,63.64,0.0
hsa-miR-194-5p,0.0,219.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-195-5p,0.0,0.0,8.85,242.46,0.0,0.0,0.4,376.57,0.0,0.0,0.0,0.0
hsa-miR-196a-5p,49.24,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0
hsa-miR-196b-3p,0.0,0.0,35.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-196b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,73.98,0.0
hsa-miR-197-3p,0.0,0.0,18.73,0.0,132.11,0.0,72.45,0.0,0.0,0.0,0.0,0.0
hsa-miR-199a-3p,0.0,213.83,69.58,0.42,661.47,841.59,91.77,1765.47,1174.77,962.11,68.34,6690.09
hsa-miR-199a-5p,0.0,0.0,40.35,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0
hsa-miR-199b-3p,140.85,223.48,226.66,536.04,0.0,0.0,165.02,0.0,0.0,0.0,0.0,0.0
hsa-miR-19a-3p,0.0,1630.46,40.76,0.0,301.03,2.45,47.9,475.35,0.0,0.0,103.45,0.0
hsa-miR-19b-3p,327.21,689.01,120.43,419.45,564.55,3464.21,535.3,1786.27,1.56,738.78,261.13,0.0
hsa-miR-200a-3p,0.0,0.0,0.0,0.0,0.0,9.79,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-200c-3p,0.0,0.0,0.0,0.0,0.0,0.0,36.22,387.71,0.0,0.0,86.84,0.0
hsa-miR-203a-3p,0.0,913.24,0.0,0.0,0.0,0.0,0.0,208.71,0.0,0.0,0.0,0.0
hsa-miR-204-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.41,0.0,0.0
hsa-miR-205-5p,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,1362.23,1105.68,0.0,3482.51
hsa-miR-206,0.0,0.0,0.0,62.52,0.0,0.0,32.6,0.0,0.0,0.0,0.0,0.0
hsa-miR-20a-5p,1.87,1977.94,260.83,743.02,325.73,4.89,401.68,225.05,349.93,0.0,349.54,3523.24
hsa-miR-20b-5p,0.0,0.0,0.0,92.09,99.72,0.0,63.99,0.0,0.0,0.0,85.58,0.0
hsa-miR-21-5p,1494.55,9069.25,2095.09,4016.69,3181.54,3544.95,2624.18,5128.57,1470.02,3400.77,2664.01,8543.35
hsa-miR-210-3p,0.0,0.0,0.0,0.0,49.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2110,0.0,0.0,0.0,0.0,0.0,0.0,41.05,0.0,0.0,0.0,0.0,0.0
hsa-miR-214-5p,0.0,0.0,0.0,0.0,69.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-215-5p,0.0,0.0,0.0,0.0,0.0,2.45,0.0,1.49,0.0,0.0,0.0,0.0
hsa-miR-22-3p,688.07,2707.78,314.97,697.4,1678.03,8386.52,947.84,10196.23,4.69,1.0,913.5,10274.43
hsa-miR-221-3p,218.14,428.4,457.02,687.68,1353.47,0.0,1721.41,1561.22,0.0,1006.97,1170.24,3757.45
hsa-miR-221-5p,0.0,0.0,42.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-222-3p,0.0,146.27,17.29,154.18,134.44,0.0,305.48,869.0,0.0,0.0,79.31,0.0
hsa-miR-223-3p,566.53,3178.51,620.89,1249.49,1814.56,3349.23,1564.45,10955.3,4.69,1703.88,1118.83,8136.04
hsa-miR-223-5p,0.0,0.0,40.35,258.09,0.0,0.0,100.62,0.0,0.0,0.0,0.31,0.0
hsa-miR-23a-3p,0.0,461.07,30.47,0.0,90.4,0.0,41.46,0.0,0.0,0.0,0.0,0.0
hsa-miR-23b-3p,0.0,0.74,12.76,95.89,0.0,0.0,37.83,0.0,1.56,266.2,0.31,10.18
hsa-miR-23b-5p,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.18
hsa-miR-23c,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-2-5p,0.0,0.0,0.0,110.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-3p,0.0,1328.28,374.88,635.73,787.99,4464.82,1004.59,2334.41,0.0,1.99,527.91,10.18
hsa-miR-25-3p,759.74,4351.61,1058.97,2186.39,6026.64,7312.52,5595.71,10248.96,7.81,2068.78,3474.37,7087.22
hsa-miR-25-5p,0.0,0.0,0.0,0.0,0.0,0.0,44.27,0.0,0.0,0.0,0.0,0.0
hsa-miR-26a-5p,3168.6,12647.2,3402.13,7153.5,858.82,1485.01,1120.91,6155.02,1288.8,1057.82,655.81,3594.52
hsa-miR-26b-3p,0.0,218.29,0.0,0.0,68.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26b-5p,1285.14,8192.39,4622.3,7209.68,1671.27,2.45,1848.2,297.84,974.81,1101.69,1179.34,3502.88
hsa-miR-27a-3p,0.0,1643.08,34.59,274.57,150.05,800.0,234.65,2496.32,0.0,0.0,57.68,6282.78
hsa-miR-27b-3p,130.26,3056.0,128.46,640.79,304.99,755.96,244.71,2939.73,674.87,1.0,79.0,9256.15
hsa-miR-28-3p,0.0,0.0,0.0,94.2,77.59,0.0,32.6,0.0,1251.31,0.0,0.0,0.0
hsa-miR-28-5p,0.0,0.0,57.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-296-3p,0.0,0.0,0.0,174.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29a-3p,246.81,0.0,0.0,77.3,0.23,2.45,0.0,383.25,0.0,0.0,73.04,0.0
hsa-miR-29b-1-5p,0.0,0.0,0.0,127.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29c-3p,0.0,193.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-301a-3p,0.0,259.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-302e,0.0,0.0,0.0,0.0,28.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30a-3p,0.0,0.0,33.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30a-5p,554.07,1253.29,331.65,934.79,85.51,205.5,128.79,766.5,2351.09,0.0,181.82,0.0
hsa-miR-30b-3p,0.0,0.0,26.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30b-5p,0.0,320.0,96.76,115.32,54.52,0.0,20.53,0.0,0.0,0.0,0.0,0.0
hsa-miR-30c-1-3p,0.0,225.71,32.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30c-5p,167.03,1538.39,542.87,530.97,155.87,0.0,242.7,949.21,104.67,0.0,89.66,10.18
hsa-miR-30d-5p,646.31,4731.75,1278.84,2175.83,4347.92,1851.98,1401.04,7058.19,2900.98,1037.88,2184.06,91.65
hsa-miR-30e-3p,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30e-5p,577.75,1951.21,166.96,876.08,227.4,1768.8,131.61,3901.57,0.0,2155.52,697.82,7667.63
hsa-miR-3143,0.0,0.0,32.94,0.0,0.0,0.0,0.0,313.43,0.0,0.0,0.0,0.0
hsa-miR-3169,0.0,0.0,0.0,0.0,0.0,1247.7,0.0,0.74,0.0,0.0,0.0,3523.24
hsa-miR-3173-5p,0.0,0.0,0.0,0.0,3.03,0.0,35.42,0.0,0.0,0.0,0.0,0.0
hsa-miR-3187-3p,0.0,0.0,0.0,0.0,69.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-32-5p,265.5,0.0,0.0,0.0,58.02,0.0,49.51,98.78,0.0,0.0,0.31,0.0
hsa-miR-320a-3p,869.43,6181.05,7438.13,6325.15,21416.65,2612.84,9377.83,718.22,538.95,1960.11,11427.83,244.39
hsa-miR-320b,0.62,205.66,115.28,62.94,1178.72,2.45,123.16,0.0,0.0,596.21,391.23,0.0
hsa-miR-320c,0.0,0.0,0.0,89.13,266.78,0.0,0.0,0.0,0.0,0.0,0.31,0.0
hsa-miR-320d,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
hsa-miR-323a-3p,0.0,0.0,0.0,0.0,58.71,0.0,80.5,0.0,0.0,0.0,87.46,0.0
hsa-miR-323b-3p,0.62,0.0,0.0,0.0,57.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-324-3p,0.0,0.0,0.0,0.0,28.43,0.0,0.0,324.57,0.0,0.0,0.0,0.0
hsa-miR-324-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.23,0.0,0.0,0.0,0.0
hsa-miR-328-3p,0.0,0.0,81.73,0.0,65.01,0.0,42.26,0.0,0.0,0.0,142.32,0.0
hsa-miR-330-3p,0.0,0.0,18.53,0.0,0.0,0.0,0.0,0.0,0.0,599.2,0.0,0.0
hsa-miR-335-5p,0.0,243.53,120.43,94.2,298.93,1049.54,40.25,0.74,0.0,0.0,98.12,10.18
hsa-miR-339-5p,0.0,0.0,0.0,80.68,0.0,0.0,0.0,0.0,0.0,0.0,61.13,0.0
hsa-miR-340-3p,0.0,178.19,38.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-340-5p,0.0,0.0,17.7,99.69,100.89,2.45,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-342-3p,272.98,0.74,71.23,411.0,131.41,491.74,96.6,0.74,1.56,3.99,0.0,0.0
hsa-miR-342-5p,0.0,0.0,22.03,0.0,0.0,0.0,58.36,0.0,0.0,0.0,0.0,0.0
hsa-miR-345-5p,0.0,222.0,67.73,100.53,0.0,0.0,71.64,0.0,0.0,0.0,0.0,0.0
hsa-miR-34a-5p,0.0,0.0,0.0,0.0,53.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-34c-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.62,0.0,0.0,0.0,0.0
hsa-miR-3605-5p,0.0,0.0,0.0,0.0,96.69,0.0,0.0,0.0,0.0,0.0,69.91,0.0
hsa-miR-361-3p,0.0,219.77,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-361-5p,0.0,0.0,0.0,106.02,86.21,0.0,76.07,89.13,0.0,0.0,92.79,0.0
hsa-miR-3613-5p,0.0,0.0,20.38,0.0,33.32,0.0,0.0,0.0,0.0,0.0,3.13,0.0
hsa-miR-3615,0.0,0.0,68.14,0.0,116.26,0.0,40.65,179.0,0.0,0.0,0.0,10.18
hsa-miR-363-3p,0.0,0.0,0.0,0.0,118.36,0.0,0.0,334.97,0.0,0.0,0.0,0.0
hsa-miR-363-5p,0.0,0.0,0.0,0.0,60.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3665,0.0,66.08,0.0,0.0,0.0,0.0,0.0,75.02,0.0,0.0,0.0,0.0
hsa-miR-3682-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.97,0.0,0.0,0.0,10.18
hsa-miR-369-3p,0.0,0.0,0.0,0.0,0.0,0.0,48.3,372.11,0.0,0.0,0.0,0.0
hsa-miR-374a-5p,0.0,209.38,0.0,119.12,0.0,0.0,23.34,0.0,0.0,0.0,0.0,0.0
hsa-miR-374b-5p,0.0,0.0,0.0,0.0,63.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-375-3p,0.0,0.0,0.0,0.0,0.0,0.0,80.9,196.08,0.0,0.0,58.62,10.18
hsa-miR-378a-3p,0.0,247.24,73.08,0.0,396.32,2.45,200.84,0.0,1.56,1.99,0.0,6954.84
hsa-miR-378c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.18
hsa-miR-382-5p,0.0,0.0,0.0,29.15,92.73,0.0,10.87,0.0,0.0,0.0,120.69,0.0
hsa-miR-3910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0
hsa-miR-3960,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3975,0.0,0.0,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-409-3p,0.0,0.0,34.79,0.0,202.71,0.0,270.47,389.19,0.0,0.0,0.0,0.0
hsa-miR-410-3p,0.0,0.0,0.0,0.0,0.0,0.0,42.26,7.43,0.0,0.0,0.0,0.0
hsa-miR-412-5p,0.0,0.0,0.0,0.0,0.0,0.0,37.83,0.0,0.0,0.0,0.0,0.0
hsa-miR-421,0.0,236.1,0.0,0.0,72.69,0.0,0.0,871.23,0.0,0.0,92.48,0.0
hsa-miR-423-3p,271.74,354.16,105.81,0.0,0.0,0.0,0.0,299.32,0.0,0.0,0.0,0.0
hsa-miR-423-5p,1491.43,7369.0,4681.59,361.58,6479.82,27444.58,9480.06,11354.89,1.56,466.6,1432.63,3665.8
hsa-miR-424-3p,0.0,197.5,0.0,0.0,55.45,2.45,36.22,926.19,0.0,0.0,0.0,0.0
hsa-miR-424-5p,0.0,0.0,0.0,0.0,0.0,0.0,40.65,0.0,0.0,0.0,0.0,0.0
hsa-miR-425-3p,0.0,0.0,0.0,0.0,55.69,0.0,0.0,389.93,0.0,0.0,82.13,0.0
hsa-miR-425-5p,0.0,222.74,0.21,421.14,183.37,3185.31,218.95,106.21,0.0,0.0,236.06,10.18
hsa-miR-4253,0.0,0.74,0.0,0.0,0.0,0.0,0.0,549.62,0.0,0.0,0.0,0.0
hsa-miR-4254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0
hsa-miR-4255,0.0,0.0,8.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.4,0.0,0.0,0.0,0.0
hsa-miR-4288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99,0.0,0.0
hsa-miR-429,0.0,0.0,0.0,0.0,0.0,1255.04,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4306,0.0,252.44,0.0,22.39,0.0,523.55,41.46,0.0,0.0,0.0,0.0,0.0
hsa-miR-4308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5152.49
hsa-miR-431-5p,0.0,0.0,31.29,0.0,0.0,2.45,35.42,0.0,0.0,0.0,0.0,2372.59
hsa-miR-432-5p,0.62,0.0,258.36,0.0,132.81,2.45,186.35,1.49,0.0,0.0,386.84,20.37
hsa-miR-4446-3p,0.0,0.0,0.0,0.0,71.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-4457,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,6201.31
hsa-miR-4472,195.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.87,0.0,0.0
hsa-miR-4484,0.62,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4508,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,71.16,0.0
hsa-miR-450b-5p,0.0,0.0,0.0,101.8,65.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4516,0.0,0.0,0.0,0.0,44.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-451a,836.4,12742.98,453.73,2272.56,1036.83,15312.5,293.41,32365.31,1181.01,2908.25,1086.86,16516.47
