miRNA,SRR22254414,SRR22254415,SRR22254416,SRR22254417,SRR22254418,SRR22254419,SRR22254420,SRR22254421,SRR22254422,SRR22254423,SRR22254424,SRR22254425,SRR22254426,SRR22254427,SRR22254428,SRR22254429,SRR22254430
hsa-miR-10398-3p,1.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,3.0,3.0,2.0,2.0,0.0
hsa-miR-10399-3p,37.0,41.0,61.0,82.0,31.0,21.0,48.0,38.0,65.0,38.0,58.0,25.0,37.0,37.0,40.0,38.0,38.0
hsa-miR-10399-5p,7.0,7.0,5.0,9.0,4.0,2.0,5.0,5.0,7.0,3.0,7.0,3.0,0.0,6.0,2.0,4.0,9.0
hsa-miR-103a-1-5p,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-2-5p,2.0,1.0,6.0,8.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,7.0,2.0,5.0,0.0
hsa-miR-103a-3p,16147.0,3923.0,3997.0,7790.0,5095.0,11830.0,9543.0,129.0,34070.0,11551.0,15425.0,2555.0,2902.0,22203.0,13060.0,14226.0,10931.0
hsa-miR-10401-3p,8.0,3.0,12.0,10.0,4.0,3.0,4.0,4.0,5.0,6.0,15.0,9.0,18.0,4.0,4.0,5.0,7.0
hsa-miR-10401-5p,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-105-5p,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10522-5p,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10527-5p,10.0,4.0,10.0,10.0,15.0,5.0,5.0,3.0,13.0,5.0,12.0,4.0,5.0,6.0,2.0,4.0,7.0
hsa-miR-106a-3p,69.0,35.0,67.0,171.0,163.0,20.0,27.0,46.0,85.0,34.0,28.0,15.0,14.0,76.0,30.0,33.0,65.0
hsa-miR-106a-5p,2749.0,918.0,1616.0,2210.0,2140.0,623.0,476.0,969.0,2492.0,1084.0,1011.0,732.0,759.0,1731.0,1302.0,1412.0,1301.0
hsa-miR-106b-3p,1478.0,1377.0,1675.0,1836.0,1382.0,595.0,826.0,860.0,2301.0,1400.0,1483.0,939.0,1376.0,1271.0,1241.0,1305.0,748.0
hsa-miR-106b-5p,1525.0,675.0,849.0,2235.0,2376.0,377.0,494.0,693.0,1351.0,587.0,443.0,332.0,325.0,1555.0,803.0,530.0,1200.0
hsa-miR-107,382.0,1188.0,7842.0,19526.0,177.0,91.0,101.0,682.0,375.0,7228.0,1190.0,6017.0,6169.0,17191.0,6100.0,4678.0,128.0
hsa-miR-10a-3p,390.0,537.0,415.0,255.0,189.0,51.0,183.0,16.0,545.0,395.0,295.0,28.0,192.0,15.0,33.0,14.0,4.0
hsa-miR-10a-5p,449162.0,735440.0,619999.0,211929.0,191371.0,80822.0,183052.0,32998.0,679400.0,589006.0,365528.0,105339.0,409837.0,19813.0,41151.0,27410.0,4853.0
hsa-miR-10b-3p,264.0,177.0,120.0,93.0,103.0,49.0,65.0,35.0,178.0,120.0,62.0,42.0,108.0,71.0,30.0,51.0,60.0
hsa-miR-10b-5p,2214251.0,1708496.0,1558765.0,1023802.0,1150095.0,409153.0,647068.0,403423.0,1958260.0,1649268.0,580402.0,396620.0,1425072.0,909963.0,265499.0,737816.0,852234.0
hsa-miR-11399,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-11401,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1179,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0
hsa-miR-1180-3p,160.0,173.0,195.0,133.0,101.0,74.0,82.0,86.0,219.0,201.0,242.0,105.0,193.0,101.0,96.0,76.0,40.0
hsa-miR-1180-5p,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0
hsa-miR-1181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1185-1-3p,4.0,7.0,2.0,5.0,6.0,0.0,4.0,0.0,4.0,15.0,5.0,0.0,2.0,1.0,2.0,1.0,0.0
hsa-miR-1185-2-3p,3.0,5.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-1185-5p,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1193,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1197,2.0,10.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1199-3p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1199-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1202,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1207-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12113,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12114,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-12119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-12124,1.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-12127,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-12132,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,1.0,0.0,2.0,6.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,5.0
hsa-miR-122-3p,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-5p,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1224-3p,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
hsa-miR-1224-5p,0.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0
hsa-miR-1225-3p,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1226-3p,8.0,6.0,11.0,12.0,7.0,7.0,6.0,1.0,10.0,10.0,13.0,1.0,13.0,11.0,14.0,14.0,7.0
hsa-miR-1226-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-1228-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-1229-3p,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1229-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1233-3p,8.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-1233-5p,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-1234-3p,6.0,1.0,2.0,7.0,2.0,0.0,1.0,2.0,3.0,4.0,1.0,2.0,2.0,3.0,3.0,3.0,0.0
hsa-miR-1236-3p,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1236-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1237-5p,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
hsa-miR-1238-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-124-3p,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1243,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-1244,3.0,1.0,9.0,2.0,4.0,1.0,2.0,1.0,9.0,4.0,6.0,1.0,6.0,3.0,0.0,9.0,0.0
hsa-miR-1246,3.0,2.0,5.0,0.0,1.0,0.0,1.0,0.0,7.0,6.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1247-5p,2.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1248,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-1249-3p,9.0,12.0,12.0,15.0,19.0,5.0,20.0,16.0,14.0,13.0,20.0,13.0,18.0,16.0,8.0,7.0,11.0
hsa-miR-1249-5p,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1250-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1250-5p,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,5.0,0.0,0.0,1.0,1.0
hsa-miR-1251-3p,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
hsa-miR-1251-5p,123.0,124.0,174.0,156.0,144.0,10.0,72.0,12.0,83.0,138.0,136.0,42.0,57.0,62.0,64.0,43.0,43.0
hsa-miR-1252-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1252-5p,4.0,3.0,9.0,11.0,6.0,0.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,5.0,2.0,6.0,3.0
hsa-miR-1255a,32.0,23.0,62.0,118.0,43.0,0.0,12.0,23.0,38.0,51.0,0.0,50.0,34.0,61.0,62.0,71.0,30.0
hsa-miR-1255b-5p,7.0,0.0,4.0,2.0,6.0,0.0,3.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0
hsa-miR-1256,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0
hsa-miR-125a-3p,192.0,130.0,166.0,189.0,131.0,103.0,78.0,49.0,254.0,116.0,132.0,74.0,78.0,117.0,141.0,95.0,78.0
hsa-miR-125a-5p,19444.0,16711.0,20943.0,25191.0,15518.0,10569.0,11606.0,9683.0,22457.0,17152.0,17593.0,12549.0,20180.0,21577.0,15757.0,14689.0,12567.0
hsa-miR-125b-1-3p,320.0,345.0,365.0,196.0,79.0,15.0,76.0,22.0,393.0,337.0,308.0,75.0,106.0,25.0,22.0,19.0,23.0
hsa-miR-125b-2-3p,513.0,484.0,530.0,651.0,405.0,294.0,384.0,149.0,576.0,340.0,607.0,280.0,417.0,507.0,478.0,363.0,207.0
hsa-miR-125b-5p,15017.0,11661.0,13516.0,13634.0,7193.0,8475.0,7792.0,3799.0,14675.0,8138.0,11638.0,7570.0,12035.0,12088.0,7914.0,6779.0,4970.0
hsa-miR-126-3p,356.0,192.0,279.0,382.0,205.0,71.0,135.0,71.0,381.0,197.0,184.0,80.0,102.0,180.0,189.0,166.0,204.0
hsa-miR-126-5p,3181.0,1513.0,1863.0,3281.0,2205.0,634.0,836.0,820.0,3467.0,1472.0,1060.0,237.0,261.0,1659.0,1333.0,1092.0,1787.0
hsa-miR-1260a,7.0,3.0,6.0,4.0,7.0,4.0,5.0,5.0,2.0,12.0,9.0,9.0,9.0,12.0,5.0,9.0,12.0
hsa-miR-1260b,926.0,203.0,692.0,434.0,467.0,374.0,405.0,336.0,386.0,462.0,562.0,344.0,680.0,430.0,734.0,530.0,428.0
hsa-miR-1262,20.0,10.0,13.0,16.0,12.0,3.0,8.0,8.0,23.0,18.0,6.0,9.0,9.0,7.0,7.0,10.0,7.0
hsa-miR-1264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1266-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-1266-5p,10.0,18.0,17.0,16.0,14.0,6.0,17.0,11.0,29.0,23.0,13.0,11.0,31.0,8.0,14.0,15.0,11.0
hsa-miR-1267,0.0,4.0,1.0,4.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0
hsa-miR-1268a,19.0,16.0,58.0,1.0,52.0,1.0,27.0,0.0,8.0,1.0,1.0,12.0,35.0,38.0,2.0,5.0,66.0
hsa-miR-1268b,3.0,2.0,9.0,42.0,13.0,10.0,0.0,37.0,24.0,60.0,56.0,84.0,8.0,4.0,27.0,25.0,7.0
hsa-miR-1269a,0.0,1.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,7.0,4.0,2.0
hsa-miR-1269b,0.0,2.0,0.0,0.0,2.0,3.0,0.0,5.0,1.0,24.0,1.0,5.0,0.0,0.0,6.0,4.0,0.0
hsa-miR-127-3p,900.0,6641.0,1638.0,1376.0,962.0,117.0,1627.0,170.0,2119.0,4800.0,5426.0,256.0,5659.0,62.0,508.0,597.0,12.0
hsa-miR-127-5p,2.0,20.0,3.0,5.0,8.0,0.0,3.0,0.0,1.0,12.0,15.0,0.0,14.0,1.0,5.0,0.0,0.0
hsa-miR-1270,34.0,26.0,17.0,34.0,31.0,7.0,12.0,9.0,37.0,18.0,10.0,26.0,83.0,33.0,16.0,15.0,7.0
hsa-miR-1271-5p,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,1.0,4.0,1.0,1.0,0.0
hsa-miR-1273c,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1273h-3p,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1273h-5p,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-1275,222.0,165.0,278.0,122.0,106.0,133.0,123.0,159.0,414.0,184.0,303.0,243.0,312.0,149.0,121.0,168.0,221.0
hsa-miR-1276,6.0,7.0,11.0,8.0,4.0,3.0,0.0,1.0,14.0,10.0,5.0,1.0,1.0,6.0,10.0,2.0,1.0
hsa-miR-1277-3p,7.0,4.0,8.0,56.0,68.0,1.0,2.0,6.0,4.0,4.0,0.0,0.0,0.0,22.0,8.0,2.0,19.0
hsa-miR-1278,6.0,2.0,7.0,11.0,6.0,1.0,1.0,1.0,6.0,0.0,1.0,0.0,0.0,3.0,4.0,1.0,4.0
hsa-miR-128-1-5p,89.0,62.0,81.0,94.0,60.0,45.0,49.0,50.0,91.0,98.0,91.0,59.0,78.0,69.0,86.0,43.0,32.0
hsa-miR-128-3p,1836.0,1355.0,1460.0,2384.0,2160.0,522.0,1082.0,874.0,1787.0,1273.0,1195.0,733.0,905.0,2002.0,1367.0,1208.0,1071.0
hsa-miR-1283,26.0,8.0,37.0,8.0,4.0,4.0,1.0,3.0,60.0,1.0,16.0,2.0,3.0,2.0,1.0,1.0,1.0
hsa-miR-1284,4.0,3.0,4.0,4.0,5.0,4.0,4.0,0.0,13.0,4.0,1.0,2.0,4.0,7.0,6.0,1.0,2.0
hsa-miR-1285-3p,99.0,71.0,103.0,148.0,147.0,44.0,92.0,82.0,107.0,110.0,105.0,52.0,65.0,136.0,98.0,93.0,108.0
hsa-miR-1285-5p,18.0,16.0,24.0,23.0,16.0,16.0,9.0,11.0,14.0,14.0,27.0,14.0,17.0,11.0,10.0,12.0,6.0
hsa-miR-1286,2.0,1.0,1.0,5.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,2.0,1.0,3.0,0.0,1.0
hsa-miR-1287-3p,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0
hsa-miR-1287-5p,54.0,82.0,104.0,67.0,111.0,36.0,39.0,31.0,83.0,41.0,94.0,92.0,61.0,75.0,65.0,47.0,49.0
hsa-miR-1288-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1289,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-129-1-3p,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-129-2-3p,2.0,3.0,8.0,1.0,0.0,0.0,0.0,1.0,8.0,1.0,5.0,2.0,0.0,1.0,4.0,3.0,1.0
hsa-miR-129-5p,36.0,16.0,32.0,3.0,2.0,0.0,3.0,2.0,23.0,9.0,19.0,2.0,1.0,3.0,1.0,1.0,1.0
hsa-miR-1291,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
hsa-miR-1292-3p,0.0,2.0,1.0,3.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0
hsa-miR-1292-5p,6.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,1.0,2.0,1.0
hsa-miR-1294,2.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0
hsa-miR-1295a,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
hsa-miR-1296-3p,12.0,3.0,3.0,19.0,19.0,3.0,3.0,4.0,16.0,3.0,4.0,9.0,6.0,17.0,9.0,11.0,6.0
hsa-miR-1296-5p,714.0,414.0,461.0,664.0,760.0,227.0,273.0,272.0,625.0,459.0,385.0,312.0,366.0,556.0,377.0,538.0,570.0
hsa-miR-1297,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0
hsa-miR-1298-3p,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0
hsa-miR-1298-5p,2.0,0.0,12.0,17.0,4.0,28.0,9.0,1.0,6.0,10.0,0.0,6.0,8.0,10.0,12.0,3.0,0.0
